! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : CB05TUCl_EPA_BiadjacencyMatrix.csv
! Equation file        : CB05TUCl_EPA.kpp
! Output root filename : CB05TUCl_EPA
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name,species_index,reaction_index,stoichiometric_coefficient
PACD,30,95,-1
OH,72,95,-1
C2O3,75,95,1
PACD,30,96,-1
OH,72,96,1
MEO2,76,96,1
AACD,33,97,-1
OH,72,97,-1
MEO2,76,97,1
ALDX,67,98,-1
OH,72,98,1
O,78,98,-1
CXO3,80,98,1
ALDX,67,99,-1
OH,72,99,-1
CXO3,80,99,1
HNO3,52,100,1
ALDX,67,100,-1
NO3,79,100,-1
CXO3,80,100,1
CO,54,101,1
ALDX,67,101,-1
MEO2,76,101,1
HO2,82,101,1
ALD2,68,102,1
XO2,73,102,1
NO,74,102,-1
CXO3,80,102,-1
NO2,81,102,1
HO2,82,102,1
PANX,31,103,1
CXO3,80,103,-1
NO2,81,103,-1
PANX,31,104,-1
CXO3,80,104,1
NO2,81,104,1
PANX,31,105,-1
CXO3,80,105,1
NO2,81,105,1
PANX,31,106,-1
ALD2,68,106,1
OH,72,106,-1
NO2,81,106,1
PACD,30,107,0.8
AACD,33,107,0.2
O3,71,107,0.2
CXO3,80,107,-1
HO2,82,107,-1
AACD,33,108,0.1
ALD2,68,108,0.9
FORM,69,108,0.1
XO2,73,108,0.9
MEO2,76,108,-1
CXO3,80,108,-1
HO2,82,108,1
AACD,33,109,0.1
ALD2,68,109,0.9
XO2,73,109,-1
CXO3,80,109,-1
ALD2,68,110,2
XO2,73,110,2
CXO3,80,110,-2
HO2,82,110,2
ALD2,68,111,1
XO2,73,111,1
C2O3,75,111,-1
MEO2,76,111,1
CXO3,80,111,-1
HO2,82,111,1
ROR,49,112,0.76
XO2N,63,112,0.13
PAR,64,112,-1.11
ALDX,67,112,0.05
ALD2,68,112,0.06
OH,72,112,-1
XO2,73,112,0.87
HO2,82,112,0.11
ROR,49,113,-0.98
XO2N,63,113,0.04
PAR,64,113,-2.1
ALDX,67,113,0.5
ALD2,68,113,0.6
XO2,73,113,0.96
HO2,82,113,0.94
ROR,49,114,-1
HO2,82,114,1
ROR,49,115,-1
NTR,70,115,1
NO2,81,115,-1
CO,54,116,0.2
OLE,61,116,-1
XO2N,63,116,0.01
PAR,64,116,0.2
ALDX,67,116,0.3
ALD2,68,116,0.2
FORM,69,116,0.2
OH,72,116,0.1
XO2,73,116,0.2
O,78,116,-1
HO2,82,116,0.3
OLE,61,117,-1
PAR,64,117,-0.7
ALDX,67,117,0.62
ALD2,68,117,0.33
FORM,69,117,0.8
OH,72,117,-1
XO2,73,117,0.8
HO2,82,117,0.95
CO,54,118,0.33
OLE,61,118,-1
PAR,64,118,-1
ALDX,67,118,0.32
ALD2,68,118,0.18
FORM,69,118,0.74
O3,71,118,-1
OH,72,118,0.1
XO2,73,118,0.22
HO2,82,118,0.44
OLE,61,119,-1
XO2N,63,119,0.09
PAR,64,119,-1
ALDX,67,119,0.56
ALD2,68,119,0.35
FORM,69,119,1
XO2,73,119,0.91
NO3,79,119,-1
NO2,81,119,1
CO,54,120,1
ETH,57,120,-1
FORM,69,120,1
OH,72,120,0.3
XO2,73,120,0.7
O,78,120,-1
HO2,82,120,1.7
ETH,57,121,-1
ALDX,67,121,0.22
FORM,69,121,1.56
OH,72,121,-1
XO2,73,121,1
HO2,82,121,1
FACD,29,122,0.37
CO,54,122,0.63
ETH,57,122,-1
FORM,69,122,1
O3,71,122,-1
OH,72,122,0.13
HO2,82,122,0.13
ETH,57,123,-1
FORM,69,123,2
XO2,73,123,1
NO3,79,123,-1
NO2,81,123,1
CO,54,124,0.1
IOLE,60,124,-1
PAR,64,124,0.1
ALDX,67,124,0.66
ALD2,68,124,1.24
XO2,73,124,0.1
O,78,124,-1
HO2,82,124,0.1
IOLE,60,125,-1
ALDX,67,125,0.7
ALD2,68,125,1.3
OH,72,125,-1
XO2,73,125,1
HO2,82,125,1
CO,54,126,0.25
IOLE,60,126,-1
ALDX,67,126,0.35
ALD2,68,126,0.65
FORM,69,126,0.25
O3,71,126,-1
OH,72,126,0.5
O,78,126,0.5
HO2,82,126,0.5
IOLE,60,127,-1
ALDX,67,127,0.64
ALD2,68,127,1.18
NO3,79,127,-1
NO2,81,127,1
HO2,82,127,1
TOLRO2,12,128,1
TOL,37,128,-1
TO2,50,128,0.65
CRES,59,128,0.18
OH,72,128,-0.928
XO2,73,128,0.1
HO2,82,128,0.28
TO2,50,129,-1
CO,54,129,0.336
MGLY,55,129,0.52
OPEN,62,129,0.86
FORM,69,129,0.336
NTR,70,129,0.14
NO,74,129,-1
NO2,81,129,0.86
HO2,82,129,1.2
TO2,50,130,-1
HO2,82,130,-1
CAT1,36,131,0.732
CRO,51,131,0.06
CO,54,131,0.06
CRES,59,131,-1
OPEN,62,131,0.13
XO2N,63,131,0.06
FORM,69,131,0.06
OH,72,131,-1
XO2,73,131,0.12
HO2,82,131,1.12
CRO,51,132,0.3
HNO3,52,132,1
CO,54,132,0.24
MGLY,55,132,0.24
CRES,59,132,-1
OPEN,62,132,0.12
XO2N,63,132,0.1
ALDX,67,132,0.48
FORM,69,132,0.24
XO2,73,132,0.6
NO3,79,132,-1
HO2,82,132,0.36
CRON,39,133,1
CRO,51,133,-1
NO2,81,133,-1
CRO,51,134,-1
CRES,59,134,1
HO2,82,134,-1
CRON,39,135,-1
CRNO,56,135,1
OH,72,135,-1
CRON,39,136,-1
HNO3,52,136,1
CRNO,56,136,1
NO3,79,136,-1
CRNO,56,137,-1
NTR,70,137,2
NO2,81,137,-1
CRN2,47,138,1
CRNO,56,138,-1
O3,71,138,-1
CRN2,47,139,-1
CRNO,56,139,1
NO,74,139,-1
NO2,81,139,1
CRPX,28,140,1
CRN2,47,140,-1
HO2,82,140,-1
CRPX,28,141,-1
CRNO,56,141,1
OH,72,141,1
CRPX,28,142,-1
CRN2,47,142,1
OH,72,142,-1
OPO3,48,143,1
CO,54,143,1
OPEN,62,143,-1
HO2,82,143,1
OPO3,48,144,0.6
CAO2,53,144,0.4
OPEN,62,144,-1
OH,72,144,-1
OPO3,48,145,0.62
CO,54,145,0.69
MGLY,55,145,0.2
OPEN,62,145,-1
ALDX,67,145,0.03
FORM,69,145,0.7
O3,71,145,-1
OH,72,145,0.08
XO2,73,145,0.03
HO2,82,145,0.76
OPO3,48,146,1
HNO3,52,146,1
OPEN,62,146,-1
NO3,79,146,-1
CAT1,36,147,-1
CAO2,53,147,1
OH,72,147,-1
CAT1,36,148,-1
CRO,51,148,1
HNO3,52,148,1
NO3,79,148,-1
CAO2,53,149,-1
CO,54,149,0.344
FORM,69,149,0.344
NTR,70,149,0.14
NO,74,149,-1
NO2,81,149,0.86
HO2,82,149,1.2
CAO2,53,150,-1
HO2,82,150,-1
OPO3,48,151,-1
ALDX,67,151,1
XO2,73,151,1
NO,74,151,-1
NO2,81,151,1
HO2,82,151,1
OPAN,20,152,1
OPO3,48,152,-1
NO2,81,152,-1
OPAN,20,153,-1
OPO3,48,153,1
NO2,81,153,1
XYLRO2,16,154,1
XYL,43,154,-1
TO2,50,154,0.3
MGLY,55,154,0.8
CRES,59,154,0.2
PAR,64,154,1.1
OH,72,154,-1
XO2,73,154,0.5
HO2,82,154,0.7
MGLY,55,155,-1
OH,72,155,-1
XO2,73,155,1
C2O3,75,155,1
CO,54,156,1
MGLY,55,156,-1
C2O3,75,156,1
HO2,82,156,1
PAR,64,157,0.25
ISOP,65,157,-1
ISPD,66,157,0.75
FORM,69,157,0.5
XO2,73,157,0.25
O,78,157,-1
CXO3,80,157,0.25
HO2,82,157,0.25
ISOPRXN,5,158,1
XO2N,63,158,0.088
ISOP,65,158,-1
ISPD,66,158,0.912
FORM,69,158,0.629
OH,72,158,-1
XO2,73,158,0.991
HO2,82,158,0.912
CO,54,159,0.066
PAR,64,159,0.35
ISOP,65,159,-1
ISPD,66,159,0.65
ALDX,67,159,0.15
FORM,69,159,0.6
O3,71,159,-1
OH,72,159,0.266
XO2,73,159,0.2
CXO3,80,159,0.2
HO2,82,159,0.066
PAR,64,160,2.4
ISOP,65,160,-1
ISPD,66,160,0.2
ALDX,67,160,0.8
NTR,70,160,0.8
XO2,73,160,1
NO3,79,160,-1
NO2,81,160,0.2
HO2,82,160,0.8
CO,54,161,0.334
MGLY,55,161,0.168
PAR,64,161,1.565
ISPD,66,161,-1
ALDX,67,161,0.12
ALD2,68,161,0.252
FORM,69,161,0.167
OH,72,161,-1
XO2,73,161,0.713
C2O3,75,161,0.21
CXO3,80,161,0.25
HO2,82,161,0.503
CO,54,162,0.225
MGLY,55,162,0.85
PAR,64,162,0.36
ISPD,66,162,-1
ALD2,68,162,0.02
FORM,69,162,0.15
O3,71,162,-1
OH,72,162,0.268
XO2,73,162,0.064
C2O3,75,162,0.114
HO2,82,162,0.154
HNO3,52,163,0.15
CO,54,163,0.643
PAR,64,163,1.282
ISPD,66,163,-1
ALDX,67,163,0.357
FORM,69,163,0.282
NTR,70,163,0.85
XO2,73,163,0.075
NO3,79,163,-1
CXO3,80,163,0.075
HO2,82,163,0.925
CO,54,164,0.333
PAR,64,164,0.832
ISPD,66,164,-1
ALD2,68,164,0.067
FORM,69,164,0.9
XO2,73,164,0.7
C2O3,75,164,0.967
HO2,82,164,1.033
TRPRXN,13,165,1
TERP,58,165,-1
PAR,64,165,5.12
ALDX,67,165,0.15
O,78,165,-1
TRPRXN,13,166,1
TERP,58,166,-1
XO2N,63,166,0.25
PAR,64,166,1.66
ALDX,67,166,0.47
FORM,69,166,0.28
OH,72,166,-1
XO2,73,166,1.25
HO2,82,166,0.75
TRPRXN,13,167,1
CO,54,167,0.001
TERP,58,167,-1
XO2N,63,167,0.18
PAR,64,167,7
ALDX,67,167,0.21
FORM,69,167,0.24
O3,71,167,-1
OH,72,167,0.57
XO2,73,167,0.76
CXO3,80,167,0.39
HO2,82,167,0.07
TRPRXN,13,168,1
TERP,58,168,-1
XO2N,63,168,0.25
ALDX,67,168,0.47
NTR,70,168,0.53
XO2,73,168,1.03
NO3,79,168,-1
NO2,81,168,0.47
HO2,82,168,0.28
SULF,8,169,1
SULRXN,9,169,1
SO2,18,169,-1
OH,72,169,-1
HO2,82,169,1
ETOH,38,170,-1
ALDX,67,170,0.05
ALD2,68,170,0.9
FORM,69,170,0.1
OH,72,170,-1
XO2,73,170,0.1
HO2,82,170,1
ETHA,34,171,-1
XO2N,63,171,0.009
ALD2,68,171,0.991
OH,72,171,-1
XO2,73,171,0.991
HO2,82,171,1
PAR,64,172,2.4
ISOP,65,172,-1
ISPD,66,172,0.2
ALDX,67,172,0.8
NTR,70,172,0.8
XO2,73,172,1
NO,74,172,0.2
NO2,81,172,-1
HO2,82,172,0.8
CL2,17,173,-1
CL,77,173,2
HOCL,19,174,-1
OH,72,174,1
CL,77,174,1
CLO,44,175,1
O3,71,175,-1
CL,77,175,-1
CL2,17,176,0.3
CLO,44,176,-2
CL,77,176,1.4
CLO,44,177,-1
NO,74,177,-1
CL,77,177,1
NO2,81,177,1
HOCL,19,178,1
CLO,44,178,-1
HO2,82,178,-1
FMCL,45,179,-1
CO,54,179,1
OH,72,179,-1
CL,77,179,1
FMCL,45,180,-1
CO,54,180,1
CL,77,180,1
HO2,82,180,1
HCL,42,181,1
MEO2,76,181,1
CL,77,181,-1
HCL,42,182,1
ROR,49,182,0.76
XO2N,63,182,0.13
PAR,64,182,-1.11
ALDX,67,182,0.05
ALD2,68,182,0.06
XO2,73,182,0.87
CL,77,182,-1
HO2,82,182,0.11
ETHA,34,183,-1
HCL,42,183,1
XO2N,63,183,0.009
ALD2,68,183,0.991
XO2,73,183,0.991
CL,77,183,-1
HO2,82,183,1
FMCL,45,184,1
ETH,57,184,-1
FORM,69,184,1
XO2,73,184,2
CL,77,184,-1
HO2,82,184,1
FMCL,45,185,1
OLE,61,185,-1
PAR,64,185,-1
ALDX,67,185,0.67
ALD2,68,185,0.33
XO2,73,185,2
CL,77,185,-1
HO2,82,185,1
HCL,42,186,0.3
FMCL,45,186,0.7
IOLE,60,186,-1
OLE,61,186,0.3
PAR,64,186,0.3
ALDX,67,186,0.55
ALD2,68,186,0.45
XO2,73,186,1.7
CL,77,186,-1
HO2,82,186,1
HCL,42,187,0.15
FMCL,45,187,0.85
ISOP,65,187,-1
ISPD,66,187,1
XO2,73,187,1
CL,77,187,-1
HO2,82,187,1
HCL,42,188,1
CO,54,188,1
FORM,69,188,-1
CL,77,188,-1
HO2,82,188,1
HCL,42,189,1
ALD2,68,189,-1
C2O3,75,189,1
CL,77,189,-1
HCL,42,190,1
ALDX,67,190,-1
CL,77,190,-1
CXO3,80,190,1
MEOH,35,191,-1
HCL,42,191,1
FORM,69,191,1
CL,77,191,-1
HO2,82,191,1
ETOH,38,192,-1
HCL,42,192,1
ALD2,68,192,1
CL,77,192,-1
HO2,82,192,1
HCL,42,193,-1
OH,72,193,-1
CL,77,193,1
TOL,37,194,-1
HCL,42,194,1
XO2N,63,194,0.12
XO2,73,194,0.88
CL,77,194,-1
HO2,82,194,0.88
HCL,42,195,1
XYL,43,195,-1
XO2N,63,195,0.16
XO2,73,195,0.84
CL,77,195,-1
HO2,82,195,0.84
