! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : jam_BiadjacencyMatrix.csv
! Equation file        : jam.kpp
! Output root filename : jam
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name,species_index,reaction_index,stoichiometric_coefficient
CH3CO3,227,136,1
HCHO,231,136,1
NO,239,136,-1
NO2,240,136,1
HYPERACET,74,137,0.85
CH3COCH2O2,204,137,-1
CH3CO3,227,137,0.15
H2O,228,137,0.15
HCHO,231,137,0.15
OH,234,137,0.15
HO2,237,137,-1
O2,242,137,0.85
CH3OH,194,138,0.5
CH3COCH2O2,204,138,-1
ACETOL,210,138,0.2
MGLYOX,211,138,0.5
CH3CO3,227,138,0.3
HCHO,231,138,0.8
CH3O2,235,138,-1
HO2,237,138,0.3
CO2,183,139,1
CH3COCH2O2,204,139,-1
HCHO,231,139,1
CH3O2,235,139,1
HYPERACET,74,140,-1
CH3COCH2O2,204,140,1
H2O,228,140,1
OH,234,140,-1
NOA,164,141,0.83
PRONO3BO2,191,141,-1
CH3CHO,203,141,0.17
HCHO,231,141,0.17
HO2,237,141,0.83
NO,239,141,-1
NO2,240,141,1.17
NOA,164,142,0.83
PRONO3BO2,191,142,-1
CH3CHO,203,142,0.17
HCHO,231,142,0.17
NO3,236,142,-1
HO2,237,142,0.83
NO2,240,142,1.17
PR2O2HNO3,100,143,1
PRONO3BO2,191,143,-1
HO2,237,143,-1
NOA,164,144,0.915
PRONO3BO2,191,144,-1
CH3OH,194,144,0.25
CH3CHO,203,144,0.085
HCHO,231,144,0.835
CH3O2,235,144,-1
HO2,237,144,0.915
NOA,164,145,0.83
CO2,183,145,1
PRONO3BO2,191,145,-1
CH3CHO,203,145,0.17
CH3CO3,227,145,-1
HCHO,231,145,0.17
CH3O2,235,145,1
HO2,237,145,0.83
PR2O2HNO3,100,146,-1
NOA,164,146,0.5
PRONO3BO2,191,146,0.5
H2O,228,146,1
OH,234,146,-0.5
NOA,164,147,-1
MGLYOX,211,147,1
H2O,228,147,1
OH,234,147,-1
NO2,240,147,1
BIGENE,9,148,-1
ENEO2,173,148,1
OH,234,148,-1
MEK,143,149,-1
LMEKO2,187,149,1
H2O,228,149,1
OH,234,149,-1
LMEKO2,187,150,-1
CH3CHO,203,150,1
CH3CO3,227,150,1
NO,239,150,-1
NO2,240,150,1
MEKNO3,40,151,1
LMEKO2,187,151,-1
NO,239,151,-1
LMEKOOH,72,152,1
LMEKO2,187,152,-1
HO2,237,152,-1
BIACETOH,77,153,0.5
LMEKO2,187,153,-1
CH3OH,194,153,0.5
CH3CHO,203,153,0.3
ACETOL,210,153,0.266
CH3CO3,227,153,0.3
HCHO,231,153,1
CH3O2,235,153,-1
HO2,237,153,0.3
O2,242,153,0.3
CO2,183,154,1
LMEKO2,187,154,-1
CH3CHO,203,154,1
CH3O2,235,154,1
LMEKOOH,72,155,-1
LMEKO2,187,155,1
H2O,228,155,1
OH,234,155,-1
ENEO2,173,156,-1
CH3COCH3,184,156,0.5
CH3CHO,203,156,1
HCHO,231,156,0.5
HO2,237,156,1
NO,239,156,-1
NO2,240,156,1
HYPROPO2H,124,157,1.333
ENEO2,173,157,-1
HO2,237,157,-1
O2,242,157,1
ENEO2,173,158,-1
CH3COCH3,184,158,0.25
CH3OH,194,158,0.5
CH3CHO,203,158,0.5
ACETOL,210,158,0.665
HCHO,231,158,0.75
CH3O2,235,158,-1
HO2,237,158,1
ENEO2,173,159,-1
CO2,183,159,1
CH3COCH3,184,159,0.5
CH3CHO,203,159,1
CH3CO3,227,159,-1
HCHO,231,159,0.5
CH3O2,235,159,1
HO2,237,159,1
MACO3,193,160,0.45
MACRO2,206,160,0.55
MACR,209,160,-1
OH,234,160,-1
HCOOH,154,161,0.03375
H2O2,160,161,0.12375
CO,205,161,0.82
MACR,209,161,-1
MGLYOX,211,161,0.59
CH3CO3,227,161,0.41
HCHO,231,161,0.55625
OH,234,161,0.82
HO2,237,161,0.41
O3,243,161,-1
MACO3,193,162,1
MACR,209,162,-1
HNO3,230,162,1
NO3,236,162,-1
MACO2H,129,163,0.1
CO2,183,163,0.9
MACO3,193,163,-1
CO,205,163,0.585
CH3CO3,227,163,0.315
HCHO,231,163,1.9
CH3O2,235,163,-0.415
HO2,237,163,0.9
CO2,183,164,2
MACO3,193,164,-1
CO,205,164,0.65
CH3CO3,227,164,-0.65
HCHO,231,164,1
CH3O2,235,164,1.65
MACO3H,88,165,0.41
MACO2H,129,165,0.15
CO2,183,165,0.44
MACO3,193,165,-1
CO,205,165,0.286
CH3CO3,227,165,0.154
HCHO,231,165,0.44
OH,234,165,0.44
CH3O2,235,165,0.286
HO2,237,165,-1
O2,242,165,0.41
O3,243,165,0.15
CO2,183,166,1
MACO3,193,166,-1
CO,205,166,0.65
CH3CO3,227,166,0.35
HCHO,231,166,1
CH3O2,235,166,0.65
NO,239,166,-1
NO2,240,166,1
CO2,183,167,1
MACO3,193,167,-1
CO,205,167,0.65
CH3CO3,227,167,0.35
HCHO,231,167,1
CH3O2,235,167,0.65
NO3,236,167,-1
NO2,240,167,1
MPAN,71,168,1
MACO3,193,168,-1
NO2,240,168,-1
MACROH,182,169,0.25
CO,205,169,0.75
MACRO2,206,169,-1
ACETOL,210,169,0.75
HCHO,231,169,1
CH3O2,235,169,-1
HO2,237,169,1.5
O2,242,169,0.25
CO2,183,170,1
CO,205,170,0.85
MACRO2,206,170,-1
ACETOL,210,170,0.85
MGLYOX,211,170,0.15
CH3CO3,227,170,-1
HCHO,231,170,0.15
CH3O2,235,170,1
HO2,237,170,1
CO,205,171,0.85
MACRO2,206,171,-1
ACETOL,210,171,0.85
MGLYOX,211,171,0.15
HCHO,231,171,0.15
HO2,237,171,1
NO,239,171,-1
NO2,240,171,1
MACRNO3,151,172,1
MACRO2,206,172,-1
NO,239,172,-1
CO,205,173,0.85
MACRO2,206,173,-1
ACETOL,210,173,0.85
MGLYOX,211,173,0.15
HCHO,231,173,0.15
NO3,236,173,-1
HO2,237,173,1
NO2,240,173,1
MACROOH,136,174,0.6
CO,205,174,0.4
MACRO2,206,174,-1
ACETOL,210,174,0.4
OH,234,174,0.4
HO2,237,174,-0.6
CO,205,175,1
MACRO2,206,175,-1
ACETOL,210,175,1
OH,234,175,1
MACROOH,136,176,-1
CO,205,176,1
ACETOL,210,176,1
H2O,228,176,1
MACROH,182,177,-1
CO2,183,177,1
ACETOL,210,177,1
H2O,228,177,1
OH,234,177,-1
HO2,237,177,1
MPAN,71,178,-1
MACO3,193,178,1
NO2,240,178,1
MPAN,71,179,-1
CO,205,179,1
ACETOL,210,179,1
OH,234,179,-1
NO2,240,179,1
MACO2H,129,180,-1
CO2,183,180,1
CH3CO3,227,180,1
H2O,228,180,1
HCHO,231,180,1
OH,234,180,-1
MACO3H,88,181,-1
MACO3,193,181,1
H2O,228,181,1
OH,234,181,-1
MVK,216,182,-1
LHMVKABO2,218,182,1
OH,234,182,-1
HCOOH,154,183,0.85
CO,205,183,0.15
MGLYOX,211,183,0.85
MVK,216,183,-1
CH3CO3,227,183,0.15
HCHO,231,183,0.15
OH,234,183,0.15
O3,243,183,-1
BIACETOH,77,184,0.175
MACROH,182,184,0.25
CH3OH,194,184,0.25
CO2H3CHO,201,184,0.075
MGLYOX,211,184,0.15
LHMVKABO2,218,184,-1
HOCH2CHO,222,184,0.35
CH3CO3,227,184,0.35
HCHO,231,184,0.9
CH3O2,235,184,-1
HO2,237,184,0.65
CO2,183,185,1
MGLYOX,211,185,0.3
LHMVKABO2,218,185,-1
HOCH2CHO,222,185,0.7
CH3CO3,227,185,-0.3
HCHO,231,185,0.3
CH3O2,235,185,1
HO2,237,185,0.3
LHMVKABOOH,171,186,0.34
LHMVKABO2,218,186,-1
HOCH2CHO,222,186,0.66
CH3CO3,227,186,0.66
OH,234,186,0.66
HO2,237,186,-1
MGLYOX,211,187,0.3
LHMVKABO2,218,187,-1
HOCH2CHO,222,187,0.7
CH3CO3,227,187,0.7
HCHO,231,187,0.3
HO2,237,187,0.3
NO,239,187,-1
NO2,240,187,1
MVKN,163,188,1
LHMVKABO2,218,188,-1
NO,239,188,-1
MGLYOX,211,189,0.3
LHMVKABO2,218,189,-1
HOCH2CHO,222,189,0.7
CH3CO3,227,189,0.7
HCHO,231,189,0.3
NO3,236,189,-1
HO2,237,189,0.3
NO2,240,189,1
MVKN,163,190,-1
CO2,183,190,1
MGLYOX,211,190,1
H2O,228,190,1
OH,234,190,-1
HO2,237,190,1
NO2,240,190,1
MACRNO3,151,191,-1
CO2,183,191,1
ACETOL,210,191,1
H2O,228,191,1
OH,234,191,-1
NO2,240,191,1
BIACETOH,77,192,0.7
LHMVKABOOH,171,192,-1
CO2H3CHO,201,192,0.3
H2O,228,192,1
CO2H3CO3,174,193,1
CO2H3CHO,201,193,-1
H2O,228,193,1
OH,234,193,-1
CO2H3CO3,174,194,1
CO2H3CHO,201,194,-1
HNO3,230,194,1
NO3,236,194,-1
CO2H3CO3,174,195,-1
CO2,183,195,1
MGLYOX,211,195,1
HCHO,231,195,1
CH3O2,235,195,-1
HO2,237,195,2
CO2H3CO3,174,196,-1
CO2,183,196,2
MGLYOX,211,196,1
