! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : gas_BiadjacencyMatrix.csv
! Equation file        : gas.kpp
! Output root filename : gas
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_name,species_index,reaction_index,stoichiometric_coefficient
CO,726,232,0.6
HOOCH2CHO,631,233,1
HCOCH2O2,702,233,-1
HO2,721,233,-1
HCOCH2O2,702,234,-1
HCHO,715,234,1
CO,726,234,1
OH,727,234,1
HCOCH2O2,702,235,-1
HCHO,715,235,1
HO2,721,235,1
CO,726,235,1
NO,730,235,-1
NO2,731,235,1
NO3CH2CHO,637,236,1
HCOCH2O2,702,236,-1
NO,730,236,-1
HCOCH2O2,702,237,-1
HCHO,715,237,1
HO2,721,237,1
CO,726,237,1
NO2,731,237,1
NO3,732,237,-1
HOOCH2CHO,631,238,-1
HCOCH2O2,702,238,1
OH,727,238,-1
HOOCH2CHO,631,239,-1
HCHO,715,239,1
CO,726,239,1
HOOCH2CHO,631,240,-1
GLYOX,697,240,1
HOOCH2CHO,631,241,-1
HNO3,671,241,1
HCHO,715,241,1
CO,726,241,1
OH,727,241,1
NO3,732,241,-1
HOOCH2CO3,635,242,-1
CO2,653,242,1
HCHO,715,242,1
OH,727,242,1
NO,730,242,-1
NO2,731,242,1
HOOCH2CO3,635,243,-1
CO2,653,243,1
HCHO,715,243,1
OH,727,243,1
NO2,731,243,1
NO3,732,243,-1
HOOCH2CO3,635,244,-1
CO2,653,244,1
HCHO,715,244,1
HO2,721,244,-1
OH,727,244,2
HOOCH2CO3H,285,245,1
HOOCH2CO3,635,245,-1
HO2,721,245,-1
HOOCH2CO2H,377,246,1
HOOCH2CO3,635,246,-1
O3,719,246,1
HO2,721,246,-1
HOOCH2CO3,635,247,-1
CO2,653,247,1
HCHO,715,247,1
OH,727,247,1
HOOCH2CO2H,377,248,1
HOOCH2CO3,635,248,-1
HOOCH2CO3H,285,249,-1
HOOCH2CO3,635,249,1
H2O,714,249,1
OH,727,249,-1
HOOCH2CO3H,285,250,-1
HCOCO3H,498,250,1
H2O,714,250,1
HOOCH2CO2H,377,251,-1
HCOCO2H,651,251,1
H2O,714,251,1
HOOCH2CO2H,377,252,0.4
CH2CO,527,252,-1
HCHO,715,252,0.6
HO2,721,252,0.6
CO,726,252,0.6
OH,727,252,-1
CH3CHOHOOH,451,253,-1
CH3CO2H,574,253,1
CH3CHOHOOH,451,254,-1
CH3CHOHO2,610,254,1
OH,727,254,-1
CH3CHOHO2,610,255,-1
CH3CHO,713,255,1
HO2,721,255,1
CH3CHOHO2,610,256,1
CH3CHO,713,256,-1
HO2,721,256,-1
CH3CHOHOOH,451,257,0.5
CH3CO2H,574,257,0.3
CH3CHOHO2,610,257,-1
CH3,708,257,0.2
HO2,721,257,-1
OH,727,257,0.2
HCOOH,728,257,0.2
CH3CHOHO2,610,258,-1
CH3,708,258,1
OH,727,258,1
HCOOH,728,258,1
CH3CHOHO2,610,259,-1
CH3,708,259,1
OH,727,259,1
HCOOH,728,259,1
NO,730,259,-1
NO2,731,259,1
C2H5NO3,237,260,-1
CH3CHO,713,260,1
H2O,714,260,1
OH,727,260,-1
NO2,731,260,1
NO3CH2CHO,637,261,-1
GLYOX,697,261,1
H2O,714,261,1
OH,727,261,-1
NO2,731,261,1
NO3CH2CO3,464,262,1
NO3CH2CHO,637,262,-1
H2O,714,262,1
OH,727,262,-1
NO3CH2CO3,464,263,-1
CO2,653,263,1
HCHO,715,263,1
HO2,721,263,-1
OH,727,263,1
NO2,731,263,1
NO3CH2CO3,464,264,-1
CO2,653,264,1
HCHO,715,264,1
NO,730,264,-1
NO2,731,264,2
NO3CH2PAN,142,265,1
NO3CH2CO3,464,265,-1
NO2,731,265,-1
NO3CH2CO3,464,266,-1
CO2,653,266,1
HCHO,715,266,1
NO2,731,266,1
NO3CH2PAN,142,267,-1
NO3CH2CO3,464,267,1
NO2,731,267,1
C2H5O2NO2,339,268,1
C2H5O2,656,268,-1
NO2,731,268,-1
C2H5O2NO2,339,269,-1
C2H5O2,656,269,1
NO2,731,269,1
C2H5O2NO2,339,270,-1
CH3CHO,713,270,1
H2O,714,270,1
OH,727,270,-1
NO3,732,270,1
CH3CO,679,271,-1
CH3CO3,704,271,1
O2,723,271,-1
CH3CO,679,272,-1
HCHO,715,272,1
O2,723,272,-1
CO,726,272,1
OH,727,272,1
C2H5OH,490,273,-1
C2H5O2,656,273,0.95
HOCH2CH2O2,672,273,0.05
H2O,714,273,1
HO2,721,273,0.95
OH,727,273,-1
NCCH2O2,428,274,1
CH3CN,529,274,-1
H2O,714,274,1
OH,727,274,-1
CH3CN,529,275,-1
CH3CO,679,275,1
NO,730,275,1
O3P,720,276,1
O1D,722,276,-1
CH3CN,529,277,-1
HCN,558,277,1
H,691,277,2
O1D,722,277,-1
CO,726,277,1
NCO,313,278,0.5
NCCH2O2,428,278,0.5
CH3CN,529,278,-1
CH3,708,278,0.5
O1D,722,278,-1
OH,727,278,0.5
NCCH2O2,428,279,-1
HCN,558,279,1
CO2,653,279,1
HO2,721,279,1
NO,730,279,-1
NO2,731,279,1
NCCH2O2,428,280,-1
HCN,558,280,1
CO2,653,280,1
VINOH,426,281,-1
HCHO,715,281,1
HCOOH,728,281,1
VINOH,426,282,-1
HOCH2CHO,709,282,1
HO2,721,282,1
OH,727,282,-1
VINOH,426,283,-1
CH3CHO,713,283,1
VINOH,426,284,1
CH3CHO,713,284,-1
HOOCCOOH,65,285,-1
CO2,653,285,2
H2O,714,285,1
HO2,721,285,1
OH,727,285,-1
HOCH2CHOHOH,99,286,-1
HOCH2CO2H,429,286,1
H2O,714,286,1
HO2,721,286,1
OH,727,286,-1
HOCH2CHOHOH,99,287,-1
CHOCHOHOH,100,287,1
H2O,714,287,1
HO2,721,287,1
OH,727,287,-1
HOCH2CHOHOH,99,288,-1
HOCH2O2,648,288,1
H2O,714,288,1
OH,727,288,-1
HCOOH,728,288,1
HOCH2CHOHOH,99,289,-1
H2O,714,289,1
HCHO,715,289,1
HO2,721,289,1
OH,727,289,-1
HCOOH,728,289,1
CH3CHOHOH,81,290,-1
CH3CO2H,574,290,1
H2O,714,290,1
HO2,721,290,1
OH,727,290,-1
CH3CHOHOH,81,291,-1
CH3,708,291,1
H2O,714,291,1
OH,727,291,-1
HCOOH,728,291,1
CHOHOHCOOH,64,292,-1
HOOCCOOH,65,292,1
H2O,714,292,1
HO2,721,292,1
OH,727,292,-1
CHOHOHCOOH,64,293,-1
CO2,653,293,1
H2O,714,293,1
HO2,721,293,1
OH,727,293,-1
HCOOH,728,293,1
CHOHOHCHOHOH,62,294,-1
H2O,714,294,1
HO2,721,294,1
OH,727,294,-1
HCOOH,728,294,2
CHOHOHCHOHOH,62,295,-1
CHOHOHCOOH,64,295,1
H2O,714,295,1
HO2,721,295,1
OH,727,295,-1
CHOCHOHOH,100,296,-1
H2O,714,296,1
HO2,721,296,1
CO,726,296,1
OH,727,296,-1
HCOOH,728,296,1
CHOCHOHOH,100,297,-1
HCOCO2H,651,297,1
H2O,714,297,1
HO2,721,297,1
OH,727,297,-1
HOOCH2CHOHOH,85,298,-1
HOOCH2CO2H,377,298,1
H2O,714,298,1
HO2,721,298,1
OH,727,298,-1
HOOCH2CHOHOH,85,299,-1
H2O,714,299,1
HCHO,715,299,1
HCOOH,728,299,1
HOOCH2CHOHOH,85,300,-1
CHOCHOHOH,100,300,1
H2O,714,300,1
CH3COH,271,301,-1
CH3CO,679,301,1
HO2,721,301,1
O2,723,301,-1
CH3COH,271,302,-1
CH3CHO,713,302,1
CH3COH,271,303,-1
CH3CHO,713,303,1
C3H8,156,304,-1
IC3H7O2,505,304,1
H2O,714,304,1
OH,727,304,-1
C3H8,156,305,-1
NC3H7O2,492,305,1
H2O,714,305,1
OH,727,305,-1
CH3CHOHOOH,451,306,0.16
CH2CO,527,306,0.05
CH4,641,306,0.2
CO2,653,306,0.2
CH3OH,677,306,0.09
C3H6,684,306,-1
HCOCH2O2,702,306,0.5
HCHO,715,306,1
O3,719,306,-1
CO,726,306,0.09
OH,727,306,0.5
CH2OOA,384,307,1
C3H6,684,307,-1
CH3CHO,713,307,1
O3,719,307,-1
HYPROPO2,585,308,1
C3H6,684,308,-1
OH,727,308,-1
PRONO3BO2,418,309,1
C3H6,684,309,-1
NO3,732,309,-1
IC3H7OOH,262,310,1
IC3H7O2,505,310,-1
HO2,721,310,-1
IC3H7O2,505,311,-1
CH3COCH3,647,311,1
HO2,721,311,1
NO,730,311,-1
NO2,731,311,1
IC3H7NO3,143,312,1
IC3H7O2,505,312,-1
NO,730,312,-1
IPROPOL,86,313,0.2
IC3H7O2,505,313,-1
CH3COCH3,647,313,0.8
HO2,721,313,0.6
IC3H7OOH,262,314,-1
IC3H7O2,505,314,1
H2O,714,314,1
OH,727,314,-1
IC3H7OOH,262,315,-1
CH3COCH3,647,315,1
H2O,714,315,1
NC3H7OOH,225,316,1
NC3H7O2,492,316,-1
HO2,721,316,-1
NC3H7O2,492,317,-1
C2H5CHO,655,317,1
HO2,721,317,1
NO,730,317,-1
NO2,731,317,1
NC3H7NO3,67,318,1
NC3H7O2,492,318,-1
NO,730,318,-1
NPROPOL,136,319,0.2
NC3H7O2,492,319,-1
CH3COCH3,647,319,0.8
HO2,721,319,0.6
CH3COCH3,647,320,-1
CH3COCH2O2,687,320,1
H2O,714,320,1
OH,727,320,-1
HYPERACET,556,321,1
CH3COCH2O2,687,321,-1
HO2,721,321,-1
CH3CO,679,322,1
CH3COCH2O2,687,322,-1
HCHO,715,322,1
HO2,721,322,-1
OH,727,322,1
CH3CO,679,323,1
CH3COCH2O2,687,323,-1
HCHO,715,323,1
NO,730,323,-1
NO2,731,323,1
NOA,523,324,1
CH3COCH2O2,687,324,-1
NO,730,324,-1
ACETOL,670,325,0.2
CH3CO,679,325,0.3
CH3COCH2O2,687,325,-1
MGLYOX,693,325,0.5
HCHO,715,325,0.3
HYPERACET,556,326,-1
CH3COCH2O2,687,326,1
H2O,714,326,1
OH,727,326,-1
HYPERACET,556,327,-1
MGLYOX,693,327,1
H2O,714,327,1
ACETOL,670,328,-1
MGLYOX,693,328,1
H2O,714,328,1
HO2,721,328,1
OH,727,328,-1
CH3CO,679,329,0.6
MGLYOX,693,329,-1
CH3,708,329,0.4
H2O,714,329,1
CO,726,329,1.4
OH,727,329,-1
IC3H7NO3,143,330,-1
CH3COCH3,647,330,1
OH,727,330,-1
NO2,731,330,1
CH3CO,679,331,1
CH3COCH2O2,687,331,-1
HCHO,715,331,1
NO2,731,331,1
NO3,732,331,-1
HYPROPO2,585,332,-1
CH3CHO,713,332,1
HCHO,715,332,1
HO2,721,332,1
HYPROPO2H,316,333,1
HYPROPO2,585,333,-1
HO2,721,333,-1
HYPROPO2,585,334,-1
CH3CHO,713,334,1
HCHO,715,334,1
OH,727,334,1
HYPROPO2,585,335,-1
CH3CHO,713,335,1
HCHO,715,335,1
HO2,721,335,1
NO,730,335,-1
NO2,731,335,1
PROPOLNO3,286,336,1
HYPROPO2,585,336,-1
NO,730,336,-1
HYPROPO2,585,337,-1
CH3CHO,713,337,1
HCHO,715,337,1
HO2,721,337,1
NO2,731,337,1
NO3,732,337,-1
HYPROPO2H,316,338,-1
HYPROPO2,585,338,1
OH,727,338,-1
HYPROPO2H,316,339,-1
ACETOL,670,339,1
PR2O2HNO3,144,340,1
PRONO3BO2,418,340,-1
HO2,721,340,-1
PRONO3BO2,418,341,-1
NOA,523,341,1
HO2,721,341,1
NO,730,341,-1
NO2,731,341,1
PRONO3BO2,418,342,-1
NOA,523,342,1
HO2,721,342,1
NO2,731,342,1
NO3,732,342,-1
PR2O2HNO3,144,343,-1
PRONO3BO2,418,343,1
OH,727,343,-1
PR2O2HNO3,144,344,-1
NOA,523,344,1
HNO3,671,345,1
CH3CO,679,345,1
MGLYOX,693,345,-1
CO,726,345,1
NO3,732,345,-1
NOA,523,346,-1
MGLYOX,693,346,1
OH,727,346,-1
NO2,731,346,1
HOCH2COCHO,462,347,-1
C33CO,554,347,0.1391
HOCH2CO,690,347,0.8609
HO2,721,347,0.1391
CO,726,347,0.8609
OH,727,347,-1
HOCH2COCHO,462,348,-1
HNO3,671,348,1
HOCH2CO,690,348,1
CO,726,348,1
NO3,732,348,-1
CO2,653,349,1
CH3COCO2H,675,349,-1
CH3CO,679,349,1
H2O,714,349,1
OH,727,349,-1
HOCH2COCHO,462,350,0.2
C33CO,554,350,0.2
CHOCOCH2O2,663,350,-1
HCOCO,666,350,0.6
HCHO,715,350,0.6
CHOCOCH2O2,663,351,-1
HCOCO,666,351,1
HCHO,715,351,1
NO,730,351,-1
NO2,731,351,1
ALCOCH2OOH,510,352,1
CHOCOCH2O2,663,352,-1
HO2,721,352,-1
CHOCOCH2O2,663,353,-1
HCOCO,666,353,1
HCHO,715,353,1
HO2,721,353,-1
OH,727,353,1
CHOCOCH2O2,663,354,-1
HCOCO,666,354,1
HCHO,715,354,1
NO2,731,354,1
NO3,732,354,-1
ALCOCH2OOH,510,355,-1
HOOCH2CO3,635,355,1
H2O,714,355,1
CO,726,355,1
OH,727,355,-1
ALCOCH2OOH,510,356,-1
C33CO,554,356,1
H2O,714,356,1
ALCOCH2OOH,510,357,-1
CHOCOCH2O2,663,357,1
H2O,714,357,1
OH,727,357,-1
ALCOCH2OOH,510,358,-1
HOOCH2CO3,635,358,1
HNO3,671,358,1
CO,726,358,1
NO3,732,358,-1
HOCH2COCH2O2,563,359,-1
HOCH2CO,690,359,1
HCHO,715,359,1
HOCH2COCH2OOH,345,360,1
HOCH2COCH2O2,563,360,-1
HO2,721,360,-1
HOCH2COCH2O2,563,361,-1
HOCH2CO,690,361,1
HCHO,715,361,1
HO2,721,361,-1
OH,727,361,1
HOCH2COCH2O2,563,362,-1
HOCH2CO,690,362,1
HCHO,715,362,1
NO,730,362,-1
NO2,731,362,1
HOCH2COCH2OOH,345,363,-1
HOCH2COCHO,462,363,1
HOCH2COCH2OOH,345,364,-1
HOCH2COCH2O2,563,364,1
OH,727,364,-1
HOCH2COCH2OOH,345,365,-1
HCOCOCH2OOH,413,365,1
HO2,721,365,1
OH,727,365,-1
CH3CHCO,337,366,-1
CO2,653,366,0.07
CH3COCO2H,675,366,0.21
CH3CHO,713,366,0.79
HO2,721,366,0.79
CO,726,366,0.72
OH,727,366,-1
PROPOLNO3,286,367,-1
ACETOL,670,367,1
OH,727,367,-1
NO2,731,367,1
CH3COCH2O2NO2,363,368,1
CH3COCH2O2,687,368,-1
NO2,731,368,-1
CH3COCH2O2NO2,363,369,-1
CH3COCH2O2,687,369,1
NO2,731,369,1
CH3COCH2O2NO2,363,370,-1
MGLYOX,693,370,1
H2O,714,370,1
OH,727,370,-1
NO3,732,370,1
NC3H7OOH,225,371,-1
NC3H7O2,492,371,1
H2O,714,371,1
OH,727,371,-1
NC3H7OOH,225,372,-1
C2H5CHO,655,372,1
H2O,714,372,1
NC3H7OOH,225,373,-1
C2H5CHO,655,373,1
H2O,714,373,1
HO2,721,373,1
OH,727,373,-1
C2H5CO3,620,374,1
C2H5CHO,655,374,-1
H2O,714,374,1
OH,727,374,-1
C2H5CO3,620,375,1
C2H5CHO,655,375,-1
HNO3,671,375,1
NO3,732,375,-1
C2H5CO3,620,376,-1
CO2,653,376,1
C2H5O2,656,376,1
PROPACID,204,377,1
C2H5CO3,620,377,-1
C2H5CO3,620,378,-1
CO2,653,378,1
C2H5O2,656,378,1
HO2,721,378,-1
OH,727,378,1
PERPROACID,320,379,1
C2H5CO3,620,379,-1
HO2,721,379,-1
PROPACID,204,380,1
C2H5CO3,620,380,-1
O3,719,380,1
HO2,721,380,-1
C2H5CO3,620,381,-1
CO2,653,381,1
C2H5O2,656,381,1
NO,730,381,-1
NO2,731,381,1
PPN,364,382,1
C2H5CO3,620,382,-1
NO2,731,382,-1
PPN,364,383,-1
C2H5CO3,620,383,1
NO2,731,383,1
PROPACID,204,384,-1
CO2,653,384,1
CH3CHO,713,384,1
H2O,714,384,1
OH,727,384,-1
PERPROACID,320,385,-1
C2H5CO3,620,385,1
H2O,714,385,1
OH,727,385,-1
PERPROACID,320,386,-1
CO2,653,386,1
CH3CHO,713,386,1
H2O,714,386,1
OH,727,386,-1
PPN,364,387,-1
CO2,653,387,1
CH3CHO,713,387,1
H2O,714,387,1
OH,727,387,-1
NO2,731,387,1
CH3COCO3H,323,388,-1
CH3COCO3,561,388,1
H2O,714,388,1
OH,727,388,-1
CH3COCO3,561,389,-1
CO2,653,389,1
CH3CO,679,389,1
HO2,721,389,-1
OH,727,389,1
CH3COCO3H,323,390,1
CH3COCO3,561,390,-1
HO2,721,390,-1
CH3COCO3,561,391,-1
CO2,653,391,1
CH3CO,679,391,1
NO,730,391,-1
NO2,731,391,1
CH3COCO3,561,392,-1
CO2,653,392,1
CH3CO,679,392,1
NO2,731,392,-1
NO3,732,392,1
CH3COCO3,561,393,-1
CO2,653,393,1
CH3CO3,704,393,1
NO2,731,393,1
NO3,732,393,-1
CH3COCO3,561,394,-1
CO2,653,394,1
CH3CO3,704,394,1
C33CO,554,395,-1
HO2,721,395,1
CO,726,395,3
OH,727,395,-1
IPROPOL,86,396,-1
CH3COCH3,647,396,1
H2O,714,396,1
HO2,721,396,1
OH,727,396,-1
NPROPOL,136,397,-1
C2H5CHO,655,397,1
H2O,714,397,1
HO2,721,397,1
OH,727,397,-1
NPROPOL,136,398,-1
HYPROPO2,585,398,1
H2O,714,398,1
OH,727,398,-1
PROPENOL,104,399,-1
CH3CHO,713,399,1
HCOOH,728,399,1
PROPENOL,104,400,-1
C2H5CHO,655,400,1
PROPENOL,104,401,1
C2H5CHO,655,401,-1
HCOCOCH2OOH,413,402,-1
HCOCO,666,402,1
HO2,721,402,1
CO,726,402,1
CH3COCHOHOH,63,403,-1
CH3CO,679,403,1
H2O,714,403,1
OH,727,403,-1
HCOOH,728,403,1
CH3COCHOHOH,63,404,-1
CH3COCO2H,675,404,1
H2O,714,404,1
OH,727,404,-1
HCOCH2CHO,499,405,-1
HCOCH2CO3,659,405,1
OH,727,405,-1
HCOCH2CHO,499,406,-1
HCOCH2CO3,659,406,1
HNO3,671,406,1
NO3,732,406,-1
CO2,653,407,1
HCOCH2CO3,659,407,-1
HCOCH2O2,702,407,1
HCOCH2CO2H,177,408,1
HCOCH2CO3,659,408,-1
CO2,653,409,1
HCOCH2CO3,659,409,-1
HCOCH2O2,702,409,1
NO,730,409,-1
NO2,731,409,1
C3PAN2,212,410,1
HCOCH2CO3,659,410,-1
NO2,731,410,-1
HCOCH2CO3H,179,411,1
HCOCH2CO3,659,411,-1
HO2,721,411,-1
HCOCH2CO2H,177,412,1
HCOCH2CO3,659,412,-1
O3,719,412,1
HO2,721,412,-1
CO2,653,413,1
HCOCH2CO3,659,413,-1
HCOCH2O2,702,413,1
HO2,721,413,-1
OH,727,413,1
C3PAN2,212,414,-1
HCOCH2CO3,659,414,1
NO2,731,414,1
C3PAN2,212,415,-1
GLYOX,697,415,1
CO,726,415,1
OH,727,415,-1
NO2,731,415,1
HCOCH2CO2H,177,416,-1
CO2,653,416,1
HCOCH2O2,702,416,1
OH,727,416,-1
HOC2H4CO3,514,417,-1
CO2,653,417,1
HOCH2CH2O2,672,417,1
HOC2H4CO2H,103,418,1
HOC2H4CO3,514,418,-1
HOC2H4CO3,514,419,-1
CO2,653,419,1
HOCH2CH2O2,672,419,1
NO,730,419,-1
NO2,731,419,1
HOC2H4CO3H,191,420,1
HOC2H4CO3,514,420,-1
HO2,721,420,-1
HOC2H4CO3,514,421,-1
CO2,653,421,1
HOCH2CH2O2,672,421,1
HO2,721,421,-1
OH,727,421,1
HOC2H4CO2H,103,422,1
HOC2H4CO3,514,422,-1
O3,719,422,1
HO2,721,422,-1
C3PAN1,211,423,1
HOC2H4CO3,514,423,-1
NO2,731,423,-1
HOC2H4CO2H,103,424,-1
CO2,653,424,1
HOCH2CH2O2,672,424,1
OH,727,424,-1
HOC2H4CO3H,191,425,-1
HOC2H4CO3,514,425,1
OH,727,425,-1
C3PAN1,211,426,-1
HOC2H4CO3,514,426,1
NO2,731,426,1
C3PAN1,211,427,-1
HOCH2CHO,709,427,1
CO,726,427,1
OH,727,427,-1
NO2,731,427,1
HCOCH2CO3H,179,428,-1
CO2,653,428,1
HCOCH2O2,702,428,1
H2O,714,428,1
OH,727,428,-1
C3DIALOOH,244,429,-1
C33CO,554,429,1
C3DIALOOH,244,430,1
C3DIALO2,590,430,-1
HO2,721,430,-1
C3DIALO2,590,431,-1
GLYOX,697,431,1
CO,726,431,1
OH,727,431,1
C3DIALO2,590,432,-1
GLYOX,697,432,1
HO2,721,432,1
CO,726,432,1
NO,730,432,-1
NO2,731,432,1
C3DIALO2,590,433,-1
GLYOX,697,433,1
HO2,721,433,1
CO,726,433,1
NO2,731,433,1
NO3,732,433,-1
C3DIALO2,590,434,-1
GLYOX,697,434,1
HO2,721,434,1
CO,726,434,1
HCOCOHCO3,607,435,-1
CO2,653,435,1
GLYOX,697,435,1
OH,727,435,1
HCOCOHCO3H,207,436,1
HCOCOHCO3,607,436,-1
HO2,721,436,-1
HCOCOHCO3,607,437,-1
CO2,653,437,1
GLYOX,697,437,1
HO2,721,437,1
NO,730,437,-1
NO2,731,437,1
HCOCOHPAN,224,438,1
HCOCOHCO3,607,438,-1
NO2,731,438,-1
HCOCOHCO3,607,439,-1
CO2,653,439,1
GLYOX,697,439,1
HO2,721,439,1
NO2,731,439,1
NO3,732,439,-1
HCOCOHCO3,607,440,-1
CO2,653,440,1
GLYOX,697,440,1
HO2,721,440,1
METACETHO,66,441,-1
CO2,653,441,1
CH3CO,679,441,1
OH,727,441,-1
HCOCOHPAN,224,442,-1
GLYOX,697,442,1
CO,726,442,1
OH,727,442,-1
NO2,731,442,1
HCOCOHPAN,224,443,-1
HCOCOHCO3,607,443,1
NO2,731,443,1
C32OH13CO,414,444,-1
HCOCOHCO3,607,444,1
OH,727,444,-1
HCOCOHCO3H,207,445,-1
HCOCOHCO3,607,445,1
OH,727,445,-1
NC4H10,137,446,-1
LC4H9O2,592,446,1
H2O,714,446,1
OH,727,446,-1
LC4H9O2,592,447,-1
C3H7CHO,636,447,1
HO2,721,447,1
MEK,509,448,0.636
LC4H9O2,592,448,-1
C2H5O2,656,448,0.364
CH3CHO,713,448,0.364
HO2,721,448,0.636
LC4H9OOH,370,449,1
LC4H9O2,592,449,-1
HO2,721,449,-1
LC4H9O2,592,450,-1
C3H7CHO,636,450,1
HO2,721,450,1
NO,730,450,-1
NO2,731,450,1
MEK,509,451,0.636
LC4H9O2,592,451,-1
C2H5O2,656,451,0.364
CH3CHO,713,451,0.364
HO2,721,451,0.636
NO,730,451,-1
NO2,731,451,1
LC4H9NO3,319,452,1
LC4H9O2,592,452,-1
NO,730,452,-1
LC4H9O2,592,453,-1
C3H7CHO,636,453,1
HO2,721,453,1
NO2,731,453,1
NO3,732,453,-1
MEK,509,454,0.636
LC4H9O2,592,454,-1
C2H5O2,656,454,0.364
CH3CHO,713,454,0.364
HO2,721,454,0.636
NO2,731,454,1
NO3,732,454,-1
LC4H9OOH,370,455,-1
LC4H9O2,592,455,1
H2O,714,455,1
OH,727,455,-1
LC4H9OOH,370,456,-1
C3H7CHO,636,456,1
H2O,714,456,1
LC4H9OOH,370,457,-1
MEK,509,457,1
H2O,714,457,1
IC4H10,148,458,-1
TC4H9O2,441,458,1
H2O,714,458,1
OH,727,458,-1
IC4H10,148,459,-1
IC4H9O2,371,459,1
H2O,714,459,1
OH,727,459,-1
TC4H9O2,441,460,-1
CH3COCH3,647,460,1
CH3,708,460,1
TC4H9OOH,296,461,1
TC4H9O2,441,461,-1
HO2,721,461,-1
TC4H9O2,441,462,-1
CH3COCH3,647,462,1
CH3,708,462,1
NO,730,462,-1
NO2,731,462,1
TC4H9NO3,317,463,1
TC4H9O2,441,463,-1
NO,730,463,-1
TC4H9OOH,296,464,-1
TC4H9O2,441,464,1
H2O,714,464,1
OH,727,464,-1
TC4H9OOH,296,465,-1
CH3COCH3,647,465,1
H2O,714,465,1
HCHO,715,465,1
TC4H9NO3,317,466,-1
CH3COCH3,647,466,1
H2O,714,466,1
HCHO,715,466,1
OH,727,466,-1
NO2,731,466,1
IC4H9O2,371,467,-1
IPRCHO,595,467,1
IC4H9OOH,208,468,1
IC4H9O2,371,468,-1
HO2,721,468,-1
IC4H9O2,371,469,-1
IPRCHO,595,469,1
NO,730,469,-1
NO2,731,469,1
IC4H9NO3,153,470,1
IC4H9O2,371,470,-1
NO,730,470,-1
IC4H9OOH,208,471,-1
IC4H9O2,371,471,1
H2O,714,471,1
OH,727,471,-1
IC4H9OOH,208,472,-1
IPRCHO,595,472,1
H2O,714,472,1
IC4H9NO3,153,473,-1
IPRCHO,595,473,1
H2O,714,473,1
OH,727,473,-1
NO2,731,473,1
CO2,653,474,0.026
MVK,660,474,-1
H2O2,668,474,0.02402
CH3COCO2H,675,474,0.00718
CH3CO,679,474,0.0728
MGLYOX,693,474,0.89402
CH3CHO,713,474,0.026
HCHO,715,474,0.156
CH2OO,718,474,0.3219
O3,719,474,-1
HO2,721,474,0.1652
CO,726,474,0.5949
OH,727,474,0.186
MVK,660,475,-1
LHMVKABO2,692,475,1
OH,727,475,-1
MEK,509,476,-1
LMEKO2,613,476,1
H2O,714,476,1
OH,727,476,-1
LMEKOOH,440,477,1
LMEKO2,613,477,-1
HO2,721,477,-1
LMEKO2,613,478,-1
CO2,653,478,0.38
HOCH2CH2O2,672,478,0.38
CH3CO,679,478,0.62
CH3CHO,713,478,0.62
HCHO,715,478,0.38
NO,730,478,-1
NO2,731,478,1
LMEKNO3,493,479,1
LMEKO2,613,479,-1
NO,730,479,-1
LMEKOOH,440,480,-1
LMEKO2,613,480,1
H2O,714,480,1
OH,727,480,-1
BIACET,32,481,0.62
LMEKOOH,440,481,-1
CO2,653,481,0.38
HOCH2CH2O2,672,481,0.38
H2O,714,481,1
HCHO,715,481,0.38
LC4H9NO3,319,482,-1
MEK,509,482,1
H2O,714,482,1
OH,727,482,-1
NO2,731,482,1
LC4H9NO3,319,483,-1
C3H7CHO,636,483,1
H2O,714,483,1
OH,727,483,-1
NO2,731,483,1
MPAN,348,484,-1
ACETOL,670,484,1
CO,726,484,1
OH,727,484,-1
NO2,731,484,1
MPAN,348,485,-1
MACO3,614,485,1
NO2,731,485,1
LMEKO2,613,486,-1
CO2,653,486,0.538
C2H5O2,656,486,0.079
HOCH2CH2O2,672,486,0.459
CH3CO,679,486,0.462
CH3CHO,713,486,0.462
HCHO,715,486,0.538
MACO3,614,487,0.45
MACRO2,665,487,0.55
MACR,667,487,-1
OH,727,487,-1
CHOCOCH2O2,663,488,0.065
MACR,667,488,-1
CH3CO,679,488,0.065
