! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : gas_BiadjacencyMatrix.csv
! Equation file        : gas.kpp
! Output root filename : gas
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_name,species_index,reaction_index,stoichiometric_coefficient
MGLYOX,693,488,0.87
HCHO,715,488,0.13
CH2OO,718,488,0.3219
O3,719,488,-1
HO2,721,488,0.1392
CO,726,488,0.6131
OH,727,488,0.2692
MACO3,614,489,1
MACR,667,489,-1
HNO3,671,489,1
NO3,732,489,-1
MACO3,614,490,-1
CO2,653,490,1
CH3CO,679,490,1
HCHO,715,490,1
MACO2H,329,491,1
MACO3,614,491,-1
MACO2,471,492,1
MACO3,614,492,-1
HO2,721,492,-1
OH,727,492,1
MACO3H,210,493,1
MACO3,614,493,-1
HO2,721,493,-1
MACO2H,329,494,1
MACO3,614,494,-1
O3,719,494,1
HO2,721,494,-1
MACO2,471,495,1
MACO3,614,495,-1
NO,730,495,-1
NO2,731,495,1
MPAN,348,496,1
MACO3,614,496,-1
NO2,731,496,-1
MACO2,471,497,1
MACO3,614,497,-1
NO2,731,497,1
NO3,732,497,-1
MACROH,149,498,0.3
MACRO2,665,498,-1
ACETOL,670,498,0.7
HCHO,715,498,0.7
HO2,721,498,0.7
MACRO,385,499,1
MACRO2,665,499,-1
HO2,721,499,-1
OH,727,499,1
MACROOH,506,500,1
MACRO2,665,500,-1
HO2,721,500,-1
MACRO,385,501,1
MACRO2,665,501,-1
NO,730,501,-1
NO2,731,501,1
MACRNO3,439,502,1
MACRO2,665,502,-1
NO,730,502,-1
MACRO,385,503,1
MACRO2,665,503,-1
NO2,731,503,1
NO3,732,503,-1
MACROOH,506,504,-1
MACRO2,665,504,1
OH,727,504,-1
MACROOH,506,505,-1
ACETOL,670,505,1
CO,726,505,1
MACROOH,506,506,-1
MGLYOX,693,506,1
HO2,721,506,1
CO,726,506,1
OH,727,506,-1
MACROH,149,507,-1
ACETOL,670,507,1
HO2,721,507,1
CO,726,507,1
OH,727,507,-1
MACRO,385,508,-1
ACETOL,670,508,0.885
MGLYOX,693,508,0.115
HCHO,715,508,0.115
HO2,721,508,1
CO,726,508,0.885
MACO2H,329,509,-1
CO2,653,509,1
ACETOL,670,509,1
HO2,721,509,1
OH,727,509,-1
MACO3H,210,510,-1
CO2,653,510,1
ACETOL,670,510,1
MACO3H,210,511,-1
MACO3,614,511,1
OH,727,511,-1
BIACETOH,272,512,0.176
HO12CO3C4,424,512,0.2
CH3CO,679,512,0.528
CO2H3CHO,689,512,0.024
LHMVKABO2,692,512,-1
MGLYOX,693,512,0.072
HOCH2CHO,709,512,0.528
HCHO,715,512,0.072
HO2,721,512,0.072
CH3CO,679,513,1
LHMVKABO2,692,513,-1
HOCH2CHO,709,513,1
HO2,721,513,-1
OH,727,513,1
LHMVKABOOH,472,514,1
LHMVKABO2,692,514,-1
HO2,721,514,-1
CH3CO,679,515,0.88
LHMVKABO2,692,515,-1
MGLYOX,693,515,0.12
HOCH2CHO,709,515,0.88
HCHO,715,515,0.12
HO2,721,515,0.12
NO,730,515,-1
NO2,731,515,1
MVKNO3,521,516,1
LHMVKABO2,692,516,-1
NO,730,516,-1
CH3CO,679,517,0.88
LHMVKABO2,692,517,-1
MGLYOX,693,517,0.12
HOCH2CHO,709,517,0.88
HCHO,715,517,0.12
HO2,721,517,0.24
NO2,731,517,1
NO3,732,517,-1
LHMVKABOOH,472,518,-1
LHMVKABO2,692,518,1
OH,727,518,-1
BIACETOH,272,519,0.88
LHMVKABOOH,472,519,-1
CO2H3CHO,689,519,0.12
CO2H3CO3,643,520,1
CO2H3CHO,689,520,-1
OH,727,520,-1
CO23C3CHO,626,521,1
CO2H3CHO,689,521,-1
H2O,714,521,1
HO2,721,521,1
OH,727,521,-1
CO2H3CO3,643,522,1
HNO3,671,522,1
CO2H3CHO,689,522,-1
NO3,732,522,-1
CO2H3CO3,643,523,-1
CO2,653,523,1
MGLYOX,693,523,1
HO2,721,523,1
CO2H3CO3,643,524,-1
CO2,653,524,1
MGLYOX,693,524,1
OH,727,524,1
CO2H3CO2H,253,525,1
CO2H3CO3,643,525,-1
O3,719,525,1
HO2,721,525,-1
CO2H3CO3H,372,526,1
CO2H3CO3,643,526,-1
HO2,721,526,-1
CO2H3CO3,643,527,-1
CO2,653,527,1
MGLYOX,693,527,1
HO2,721,527,1
NO,730,527,-1
NO2,731,527,1
CO2H3CO3,643,528,-1
CO2,653,528,1
MGLYOX,693,528,1
HO2,721,528,1
NO2,731,528,1
NO3,732,528,-1
CO2H3CO3H,372,529,-1
CO2H3CO3,643,529,1
OH,727,529,-1
CO2H3CO3H,372,530,-1
CO2,653,530,1
CH3CO,679,530,1
CO,726,530,1
CH3COCOCO2H,89,531,1
CO2H3CO2H,253,531,-1
HO2,721,531,1
OH,727,531,-1
BIACETOH,272,532,1
HO12CO3C4,424,532,-1
HO2,721,532,1
OH,727,532,-1
HO12CO3C4,424,533,-1
CO2H3CHO,689,533,1
HO2,721,533,1
OH,727,533,-1
MACO2,471,534,-1
CO2,653,534,1
CH3COCH2O2,687,534,0.35
CH3,708,534,0.65
HCHO,715,534,0.65
CO,726,534,0.65
OH,727,534,0.35
HOOCH2CHO,631,535,0.12
CH3CO,679,535,0.12
LHMVKABO2,692,535,-1
MGLYOX,693,535,0.88
HCHO,715,535,0.88
OH,727,535,1
MACRO2,665,536,-1
MGLYOX,693,536,1
HCHO,715,536,1
OH,727,536,1
MVKNO3,521,537,-1
CO2,653,537,1
MGLYOX,693,537,1
H2O,714,537,1
HO2,721,537,1
OH,727,537,-1
NO2,731,537,1
BIACETOH,272,538,1
MVKNO3,521,538,-1
H2O,714,538,1
OH,727,538,-1
NO2,731,538,1
MACRNO3,439,539,-1
CO2,653,539,1
ACETOL,670,539,1
H2O,714,539,1
OH,727,539,-1
NO2,731,539,1
MACRNO3,439,540,-1
MGLYOX,693,540,1
H2O,714,540,1
CO,726,540,1
OH,727,540,-1
NO2,731,540,1
MACRO2,665,541,-1
ACETOL,670,541,1
CO,726,541,1
OH,727,541,1
CH3COCHCO,447,542,0.9
EZCH3CO2CHCHO,654,542,-1
CH3CO,679,542,0.1
GLYOX,697,542,0.01
HO2,721,542,0.09
CO,726,542,0.18
OH,727,542,1
CH3COOHCHCHO,42,543,1
EZCH3CO2CHCHO,654,543,-1
HO2,721,543,-1
CH3COCHO2CHO,543,544,1
EZCH3CO2CHCHO,654,544,-1
NO,730,544,-1
NO2,731,544,1
CH3COCHO2CHO,543,545,1
EZCH3CO2CHCHO,654,545,-1
NO2,731,545,1
NO3,732,545,-1
CH3COCHO2CHO,543,546,1
EZCH3CO2CHCHO,654,546,-1
EZCHOCCH3CHO2,575,547,-1
HCOCCH3CO,618,547,1
OH,727,547,1
HCOCO2CH3CHO,402,548,1
EZCHOCCH3CHO2,575,548,-1
NO,730,548,-1
NO2,731,548,1
HCOCCH3CHOOH,43,549,1
EZCHOCCH3CHO2,575,549,-1
HO2,721,549,-1
HCOCO2CH3CHO,402,550,1
EZCHOCCH3CHO2,575,550,-1
NO2,731,550,1
NO3,732,550,-1
HCOCO2CH3CHO,402,551,1
EZCHOCCH3CHO2,575,551,-1
CH3COOHCHCHO,42,552,-1
CH3COCHO2CHO,543,552,1
OH,727,552,1
HCOCCH3CHOOH,43,553,-1
HCOCO2CH3CHO,402,553,1
OH,727,553,1
CH3COCHO2CHO,543,554,-1
CH3CO,679,554,1
GLYOX,697,554,1
NO,730,554,-1
NO2,731,554,1
CH3COCHO2CHO,543,555,-1
CH3CO,679,555,1
GLYOX,697,555,1
NO2,731,555,1
NO3,732,555,-1
CH3COCHO2CHO,543,556,-1
CH3CO,679,556,1
GLYOX,697,556,1
HO2,721,556,-1
OH,727,556,1
CH3COCHO2CHO,543,557,-1
CH3CO,679,557,1
GLYOX,697,557,1
HCOCO2CH3CHO,402,558,-1
MGLYOX,693,558,1
HO2,721,558,1
CO,726,558,1
HCOCO2CH3CHO,402,559,-1
MGLYOX,693,559,1
HO2,721,559,1
CO,726,559,1
NO,730,559,-1
NO2,731,559,1
HCOCO2CH3CHO,402,560,-1
MGLYOX,693,560,1
CO,726,560,1
OH,727,560,1
HCOCO2CH3CHO,402,561,-1
MGLYOX,693,561,1
HO2,721,561,1
CO,726,561,1
NO2,731,561,1
NO3,732,561,-1
HCOCCH3CO,618,562,-1
MGLYOX,693,562,1
HO2,721,562,1
CO,726,562,1
OH,727,562,-1
CH3COCHCO,447,563,-1
MGLYOX,693,563,1
HO2,721,563,1
CO,726,563,1
OH,727,563,-1
LMEKNO3,493,564,-1
NO3CH2CHO,637,564,0.38
CH3CO,679,564,0.38
MGLYOX,693,564,0.62
HCHO,715,564,0.62
HO2,721,564,0.62
OH,727,564,-1
NO2,731,564,0.62
IBUTOLBO2,465,565,1
MEPROPENE,475,565,-1
OH,727,565,-1
CH2OOA,384,566,1
MEPROPENE,475,566,-1
CH3COCH3,647,566,1
O3,719,566,-1
MEPROPENE,475,567,-1
CH3COCH2O2,687,567,1
HCHO,715,567,1
O3,719,567,-1
OH,727,567,1
MEPROPENE,475,568,-1
CH3COCH3,647,568,1
HCHO,715,568,1
NO2,731,568,1
NO3,732,568,-1
IBUTOLBO2,465,569,-1
CH3COCH3,647,569,1
HCHO,715,569,1
HO2,721,569,1
IBUTOLBOOH,206,570,1
IBUTOLBO2,465,570,-1
HO2,721,570,-1
IBUTOLBO2,465,571,-1
CH3COCH3,647,571,1
HCHO,715,571,1
OH,727,571,1
IBUTOLBO2,465,572,-1
CH3COCH3,647,572,1
HCHO,715,572,1
HO2,721,572,1
NO,730,572,-1
NO2,731,572,1
IBUTOLBNO3,218,573,1
IBUTOLBO2,465,573,-1
NO,730,573,-1
IBUTOLBO2,465,574,-1
CH3COCH3,647,574,1
HCHO,715,574,1
HO2,721,574,1
NO2,731,574,1
NO3,732,574,-1
IBUTOLBOOH,206,575,-1
IBUTOLBO2,465,575,1
OH,727,575,-1
IBUTOLBOOH,206,576,-1
CH3COCH3,647,576,1
HCHO,715,576,1
HO2,721,576,1
OH,727,576,-1
IBUTOLBNO3,218,577,-1
CH3COCH3,647,577,1
HCHO,715,577,1
HO2,721,577,1
OH,727,577,-1
NO2,731,577,1
BUT1ENE,480,578,-1
LBUT1ENO2,515,578,1
OH,727,578,-1
BUT1ENE,480,579,-1
C2H5CHO,655,579,0.5
H2O2,668,579,0.5
CH3CHO,713,579,0.5
HCHO,715,579,1
O3,719,579,-1
HO2,721,579,0.5
CO,726,579,0.5
CH2OOA,384,580,1
BUT1ENE,480,580,-1
C2H5CHO,655,580,1
O3,719,580,-1
BUT1ENE,480,581,-1
C2H5CHO,655,581,1
HCHO,715,581,1
NO2,731,581,1
NO3,732,581,-1
LBUT1ENO2,515,582,-1
C2H5CHO,655,582,1
HCHO,715,582,1
HO2,721,582,1
LBUT1ENOOH,305,583,1
LBUT1ENO2,515,583,-1
HO2,721,583,-1
LBUT1ENO2,515,584,-1
C2H5CHO,655,584,1
HCHO,715,584,1
OH,727,584,1
LBUT1ENO2,515,585,-1
C2H5CHO,655,585,1
HCHO,715,585,1
HO2,721,585,1
NO,730,585,-1
NO2,731,585,1
LBUT1ENNO3,318,586,1
LBUT1ENO2,515,586,-1
NO,730,586,-1
LBUT1ENO2,515,587,-1
C2H5CHO,655,587,1
HCHO,715,587,1
HO2,721,587,1
NO2,731,587,1
NO3,732,587,-1
LBUT1ENOOH,305,588,-1
LBUT1ENO2,515,588,1
OH,727,588,-1
LBUT1ENOOH,305,589,-1
C2H5CO3,620,589,1
HCHO,715,589,1
HO2,721,589,1
OH,727,589,-1
LBUT1ENNO3,318,590,-1
C2H5CHO,655,590,1
HO2,721,590,1
CO,726,590,1
OH,727,590,-1
NO2,731,590,1
CBUT2ENE,526,591,-1
BUT2OLO2,622,591,1
OH,727,591,-1
CH3CHOHOOH,451,592,0.16
CBUT2ENE,526,592,-1
CH2CO,527,592,0.05
CH4,641,592,0.2
CO2,653,592,0.2
CH3OH,677,592,0.09
HCOCH2O2,702,592,0.5
CH3CHO,713,592,1
O3,719,592,-1
CO,726,592,0.09
OH,727,592,0.5
CBUT2ENE,526,593,-1
CH3CHO,713,593,2
NO2,731,593,1
NO3,732,593,-1
TBUT2ENE,525,594,-1
BUT2OLO2,622,594,1
OH,727,594,-1
CH3CHOHOOH,451,595,0.16
TBUT2ENE,525,595,-1
CH2CO,527,595,0.05
CH4,641,595,0.2
CO2,653,595,0.2
CH3OH,677,595,0.09
HCOCH2O2,702,595,0.5
CH3CHO,713,595,1
O3,719,595,-1
CO,726,595,0.09
OH,727,595,0.5
TBUT2ENE,525,596,-1
CH3CHO,713,596,2
NO2,731,596,1
NO3,732,596,-1
BUT2OLO2,622,597,-1
C2H5CHO,655,597,1
HCHO,715,597,1
HO2,721,597,1
BUT2OLOOH,336,598,1
BUT2OLO2,622,598,-1
HO2,721,598,-1
BUT2OLO2,622,599,-1
CH3CHO,713,599,2
OH,727,599,1
BUT2OLO2,622,600,-1
CH3CHO,713,600,2
HO2,721,600,1
NO,730,600,-1
NO2,731,600,1
BUT2OLNO3,215,601,1
BUT2OLO2,622,601,-1
NO,730,601,-1
BUT2OLO2,622,602,-1
CH3CHO,713,602,2
HO2,721,602,1
NO2,731,602,1
NO3,732,602,-1
BUT2OLOOH,336,603,-1
BUT2OLO2,622,603,1
OH,727,603,-1
BUT2OLOOH,336,604,-1
LMEKOOH,440,604,1
HO2,721,604,1
OH,727,604,-1
BUT2OLO,87,605,1
BUT2OLOOH,336,605,-1
BUT2OLNO3,215,606,-1
LMEKNO3,493,606,1
HO2,721,606,1
OH,727,606,-1
BIACET,32,607,1
BUT2OLO,87,607,-1
HO2,721,607,1
OH,727,607,-1
IPRCO3,538,608,1
IPRCHO,595,608,-1
H2O,714,608,1
OH,727,608,-1
IPRCO3,538,609,1
IPRCHO,595,609,-1
HNO3,671,609,1
NO3,732,609,-1
IC3H7O2,505,610,1
IPRCO3,538,610,-1
CO2,653,610,1
PERIBUACID,289,611,1
IPRCO3,538,611,-1
HO2,721,611,-1
IC3H7O2,505,612,1
IPRCO3,538,612,-1
CO2,653,612,1
HO2,721,612,-1
OH,727,612,1
PIPN,349,613,1
IPRCO3,538,613,-1
NO2,731,613,-1
IC3H7O2,505,614,1
IPRCO3,538,614,-1
CO2,653,614,1
NO,730,614,-1
NO2,731,614,1
PERIBUACID,289,615,-1
IPRCO3,538,615,1
H2O,714,615,1
OH,727,615,-1
PERIBUACID,289,616,-1
CH3COCH3,647,616,1
CO2,653,616,1
H2O,714,616,1
OH,727,616,-1
PIPN,349,617,-1
IPRCO3,538,617,1
NO2,731,617,1
PIPN,349,618,-1
CH3COCH3,647,618,1
CO2,653,618,1
OH,727,618,-1
NO2,731,618,1
MPROPENOL,106,619,-1
CH3COCH3,647,619,1
HCOOH,728,619,1
MPROPENOL,106,620,-1
IPRCHO,595,620,1
MPROPENOL,106,621,1
IPRCHO,595,621,-1
BUTENOL,105,622,-1
C2H5CHO,655,622,1
HCOOH,728,622,1
BUTENOL,105,623,-1
C3H7CHO,636,623,1
BUTENOL,105,624,1
C3H7CHO,636,624,-1
HVMK,383,625,-1
MGLYOX,693,625,1
HCOOH,728,625,1
HVMK,383,626,-1
CO2C3CHO,548,626,1
HVMK,383,627,1
CO2C3CHO,548,627,-1
HMAC,382,628,-1
MGLYOX,693,628,1
HCOOH,728,628,1
HMAC,382,629,-1
IBUTDIAL,571,629,1
HMAC,382,630,1
IBUTDIAL,571,630,-1
CO2C3CHO,548,631,-1
CO2,653,631,1
CH3COCH2O2,687,631,1
H2O,714,631,1
OH,727,631,-1
CO2C3CHO,548,632,-1
CO2,653,632,1
HNO3,671,632,1
CH3COCH2O2,687,632,1
NO3,732,632,-1
IBUTDIAL,571,633,-1
CO2,653,633,1
CH3CHO,713,633,1
H2O,714,633,1
HO2,721,633,1
CO,726,633,1
OH,727,633,-1
IBUTDIAL,571,634,-1
CO2,653,634,1
HNO3,671,634,1
CH3CHO,713,634,1
HO2,721,634,1
CO,726,634,1
NO3,732,634,-1
DHPMEK,373,635,-1
BIACETOOH,446,635,1
H2O,714,635,1
DHPMEK,373,636,-1
C4CO2OOH,467,636,1
H2O,714,636,1
C3MDIALOOH,304,637,1
DHPMPAL,374,637,-1
H2O,714,637,1
DHPMPAL,374,638,-1
HYPERACET,556,638,1
H2O,714,638,1
CO,726,638,1
C3MDIALO2,10,639,1
C3MDIALOOH,304,639,-1
H2O,714,639,1
OH,727,639,-1
C4CO2OOH,467,640,-1
CO23C3CHO,626,640,1
H2O,714,640,1
C4CO2O,147,641,-1
GLYOX,697,641,1
CH3CO3,704,641,1
O2,723,641,-1
C4CO2O,147,642,-1
MGLYOX,693,642,1
HO2,721,642,1
O2,723,642,-1
CO,726,642,1
C3MDIALO,88,643,-1
MGLYOX,693,643,1
HO2,721,643,1
O2,723,643,-1
CO,726,643,1
BIACETO2,604,644,-1
CH3CO,679,644,1
HCHO,715,644,1
CO,726,644,1
BIACETOOH,446,645,1
BIACETO2,604,645,-1
HO2,721,645,-1
BIACETO2,604,646,-1
CH3CO,679,646,1
HCHO,715,646,1
CO,726,646,1
NO,730,646,-1
NO2,731,646,1
BIACETOOH,446,647,-1
CO23C3CHO,626,647,1
BIACETOOH,446,648,-1
BIACETO2,604,648,1
OH,727,648,-1
C44OOH,245,649,1
C44O2,365,649,-1
HO2,721,649,-1
C44O2,365,650,-1
HCOCH2CHO,499,650,1
CO2,653,650,1
HO2,721,650,1
NO,730,650,-1
NO2,731,650,1
C44O2,365,651,-1
HCOCH2CHO,499,651,1
CO2,653,651,1
HO2,721,651,1
C44OOH,245,652,-1
C44O2,365,652,1
OH,727,652,-1
CHOC3COO2,415,653,-1
HCOCH2CO3,659,653,1
HCHO,715,653,1
C413COOOH,146,654,1
CHOC3COO2,415,654,-1
HO2,721,654,-1
CHOC3COO2,415,655,-1
HCOCH2CO3,659,655,1
HCHO,715,655,1
NO,730,655,-1
NO2,731,655,1
C413COOOH,146,656,-1
CHOC3COO2,415,656,1
OH,727,656,-1
C4CODIAL,434,657,-1
C312COCO3,528,657,1
OH,727,657,-1
C4CODIAL,434,658,-1
C312COCO3,528,658,1
HNO3,671,658,1
NO3,732,658,-1
C312COCO3,528,659,-1
CO2,653,659,1
CHOCOCH2O2,663,659,1
C312COCO3H,145,660,1
C312COCO3,528,660,-1
HO2,721,660,-1
C312COCO3,528,661,-1
CO2,653,661,1
CHOCOCH2O2,663,661,1
HO2,721,661,-1
OH,727,661,1
C312COPAN,216,662,1
C312COCO3,528,662,-1
NO2,731,662,-1
C312COCO3,528,663,-1
CO2,653,663,1
CHOCOCH2O2,663,663,1
NO,730,663,-1
NO2,731,663,1
C312COCO3H,145,664,-1
C312COCO3,528,664,1
OH,727,664,-1
C312COPAN,216,665,-1
C312COCO3,528,665,1
NO2,731,665,1
C312COPAN,216,666,-1
C33CO,554,666,1
CO,726,666,1
OH,727,666,-1
NO2,731,666,1
CO23C3CHO,626,667,-1
CH3CO,679,667,1
CO,726,667,2
OH,727,667,-1
CO23C3CHO,626,668,-1
HNO3,671,668,1
CH3CO,679,668,1
CO,726,668,2
NO3,732,668,-1
IBUTALOH,550,669,-1
IPRHOCO3,630,669,1
OH,727,669,-1
IPRHOCO3,630,670,-1
CH3COCH3,647,670,1
CO2,653,670,1
OH,727,670,1
IPRHOCO2H,326,671,1
IPRHOCO3,630,671,-1
O3,719,671,1
HO2,721,671,-1
IPRHOCO3H,209,672,1
IPRHOCO3,630,672,-1
HO2,721,672,-1
IPRHOCO3,630,673,-1
CH3COCH3,647,673,1
CO2,653,673,1
HO2,721,673,1
NO,730,673,-1
NO2,731,673,1
C4PAN5,217,674,1
IPRHOCO3,630,674,-1
NO2,731,674,-1
IPRHOCO3,630,675,-1
CH3COCH3,647,675,1
CO2,653,675,1
HO2,721,675,1
NO2,731,675,1
NO3,732,675,-1
IPRHOCO3,630,676,-1
CH3COCH3,647,676,1
CO2,653,676,1
HO2,721,676,1
IPRHOCO2H,326,677,1
IPRHOCO3,630,677,-1
IPRHOCO2H,326,678,-1
CH3COCH3,647,678,1
CO2,653,678,1
H2O,714,678,1
HO2,721,678,1
OH,727,678,-1
IPRHOCO3H,209,679,-1
IPRHOCO3,630,679,1
OH,727,679,-1
C4PAN5,217,680,-1
IPRHOCO3,630,680,1
NO2,731,680,1
C4PAN5,217,681,-1
CH3COCH3,647,681,1
CO,726,681,1
OH,727,681,-1
NO2,731,681,1
IPRHOCO2H,326,682,1
MBOOO,629,682,-1
IBUTALOH,550,683,1
MBOOO,629,683,-1
H2O2,668,683,1
IBUTALOH,550,684,1
MBOOO,629,684,-1
CO2,653,684,1
CO,726,684,-1
IBUTALOH,550,685,1
MBOOO,629,685,-1
NO,730,685,-1
NO2,731,685,1
IBUTALOH,550,686,1
MBOOO,629,686,-1
NO2,731,686,-1
NO3,732,686,1
MALANHY,353,687,-1
MALANHYO2,625,687,1
OH,727,687,-1
MALDIALOOH,343,688,-1
HOCOC4DIAL,396,688,1
MALDIALOOH,343,689,-1
MALDIALO2,485,689,1
OH,727,689,-1
MALANHY,353,690,1
NC4DCO2H,387,690,-1
OH,727,690,-1
NO2,731,690,1
CO14O3CO2H,107,691,-1
CO2,653,691,2
HCOCH2O2,702,691,1
OH,727,691,-1
BZFUOOH,150,692,-1
BZFUO2,407,692,1
OH,727,692,-1
CO2C4DIAL,69,693,1
HOCOC4DIAL,396,693,-1
HO2,721,693,1
OH,727,693,-1
MALDALCO2H,567,694,1
MALDIALCO3,634,694,-1
O3,719,694,1
HO2,721,694,-1
MALDALCO3H,369,695,1
MALDIALCO3,634,695,-1
HO2,721,695,-1
MALANHY,353,696,0.6
MALDIALCO3,634,696,-1
CO2,653,696,0.4
GLYOX,697,696,0.4
CO,726,696,0.4
OH,727,696,1
MALANHY,353,697,0.6
MALDIALCO3,634,697,-1
CO2,653,697,0.4
GLYOX,697,697,0.4
HO2,721,697,1
CO,726,697,0.4
NO,730,697,-1
NO2,731,697,1
MALDIALPAN,220,698,1
MALDIALCO3,634,698,-1
NO2,731,698,-1
MALANHY,353,699,0.6
MALDIALCO3,634,699,-1
CO2,653,699,0.4
GLYOX,697,699,0.4
HO2,721,699,1
CO,726,699,0.4
NO2,731,699,1
NO3,732,699,-1
MALANHY,353,700,0.6
MALDIALCO3,634,700,-1
CO2,653,700,0.4
GLYOX,697,700,0.4
HO2,721,700,1
CO,726,700,0.4
NBZFUO2,430,701,1
BZFUONE,624,701,-1
NO3,732,701,-1
CO14O3CO2H,107,702,0.3125
CO14O3CHO,494,702,0.1875
BZFUONE,624,702,-1
CO2,653,702,0.5
H2O2,668,702,0.1875
HCOCH2O2,702,702,0.5
O3,719,702,-1
CO,726,702,0.5
OH,727,702,0.5
BZFUO2,407,703,1
BZFUONE,624,703,-1
OH,727,703,-1
NBZFUOOH,292,704,-1
NBZFUO2,430,704,1
OH,727,704,-1
MALDALCO3H,369,705,-1
MALDIALCO3,634,705,1
OH,727,705,-1
EPXDLCO2H,151,706,-1
C3DIALO2,590,706,1
CO2,653,706,1
OH,727,706,-1
C3DIALO2,590,707,1
EPXDLCO3,616,707,-1
CO2,653,707,1
HO2,721,707,-1
OH,727,707,1
EPXDLCO2H,151,708,1
EPXDLCO3,616,708,-1
O3,719,708,1
HO2,721,708,-1
EPXDLCO3H,152,709,1
EPXDLCO3,616,709,-1
HO2,721,709,-1
C3DIALO2,590,710,1
EPXDLCO3,616,710,-1
CO2,653,710,1
NO,730,710,-1
NO2,731,710,1
EPXDLPAN,219,711,1
EPXDLCO3,616,711,-1
NO2,731,711,-1
C3DIALO2,590,712,1
EPXDLCO3,616,712,-1
CO2,653,712,1
NO2,731,712,1
NO3,732,712,-1
C3DIALO2,590,713,1
EPXDLCO3,616,713,-1
CO2,653,713,1
MALNHYOHCO,91,714,-1
CO2,653,714,1
HO2,721,714,1
CO,726,714,3
OH,727,714,-1
MALDIALCO3,634,715,1
MALDIAL,652,715,-1
HNO3,671,715,1
NO3,732,715,-1
HCOCO2H,651,716,0.1125
MALDIAL,652,716,-1
CO2,653,716,0.25
H2O2,668,716,0.0675
GLYOX,697,716,1.0675
HCHO,715,716,0.125
O3,719,716,-1
HO2,721,716,0.82
CO,726,716,1.265
OH,727,716,0.57
MALDIALO2,485,717,0.17
MALDIALCO3,634,717,0.83
MALDIAL,652,717,-1
OH,727,717,-1
MALNHYOHCO,91,718,1
MALANHYOOH,213,718,-1
MALDIALPAN,220,719,-1
GLYOX,697,719,1
CO,726,719,2
OH,727,719,-1
NO2,731,719,1
MALDIALPAN,220,720,-1
MALDIALCO3,634,720,1
NO2,731,720,1
MALANHYOOH,213,721,1
MALANHYO2,625,721,-1
HO2,721,721,-1
HCOCOHCO3,607,722,1
MALANHYO2,625,722,-1
CO2,653,722,1
HO2,721,722,-1
OH,727,722,1
HCOCOHCO3,607,723,1
MALANHYO2,625,723,-1
CO2,653,723,1
NO,730,723,-1
NO2,731,723,1
HCOCOHCO3,607,724,1
MALANHYO2,625,724,-1
CO2,653,724,1
NO2,731,724,1
NO3,732,724,-1
HCOCOHCO3,607,725,1
MALANHYO2,625,725,-1
CO2,653,725,1
EPXDLCO3H,152,726,-1
EPXDLCO3,616,726,1
OH,727,726,-1
CO2C4DIAL,69,727,-1
HO2,721,727,1
CO,726,727,4
OH,727,727,-1
NBZFUOOH,292,728,1
NBZFUO2,430,728,-1
HO2,721,728,-1
NBZFUONE,330,729,0.5
NBZFUO2,430,729,-1
CO14O3CHO,494,729,0.5
HO2,721,729,-0.5
OH,727,729,1
NO2,731,729,0.5
NBZFUONE,330,730,0.5
NBZFUO2,430,730,-1
CO14O3CHO,494,730,0.5
HO2,721,730,0.5
NO,730,730,-1
NO2,731,730,1.5
NBZFUONE,330,731,0.5
NBZFUO2,430,731,-1
CO14O3CHO,494,731,0.5
HO2,721,731,0.5
NO2,731,731,1.5
NO3,732,731,-1
NBZFUONE,330,732,0.5
NBZFUO2,430,732,-1
CO14O3CHO,494,732,0.5
HO2,721,732,0.5
NO2,731,732,0.5
MALANHY,353,733,0.6
MALDALCO2H,567,733,-1
CO2,653,733,0.4
GLYOX,697,733,0.4
HO2,721,733,1
CO,726,733,0.4
OH,727,733,-1
EPXC4DIAL,569,734,-1
EPXDLCO3,616,734,1
HNO3,671,734,1
NO3,732,734,-1
EPXC4DIAL,569,735,-1
EPXDLCO3,616,735,1
OH,727,735,-1
MECOACEOOH,214,736,1
MECOACETO2,588,736,-1
HO2,721,736,-1
MECOACETO2,588,737,-1
CO2,653,737,1
CH3CO3,704,737,1
HCHO,715,737,1
HO2,721,737,-1
OH,727,737,1
MECOACETO2,588,738,-1
CO2,653,738,1
