! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : cri_BiadjacencyMatrix.csv
! Equation file        : cri.kpp
! Output root filename : cri
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_name,species_index,reaction_index,stoichiometric_coefficient
NO2,438,498,1
RN20O2,395,499,-1
RN19O2,406,499,1
NO3,437,499,-1
NO2,438,499,1
RN23O2,381,500,-1
RN22O2,394,500,1
NO3,437,500,-1
NO2,438,500,1
RN26O2,385,501,-1
RN25O2,390,501,1
NO3,437,501,-1
NO2,438,501,1
RN29O2,355,502,-1
RN28O2,384,502,1
NO3,437,502,-1
NO2,438,502,1
RN32O2,350,503,-1
RN31O2,351,503,1
NO3,437,503,-1
NO2,438,503,1
RN35O2,344,504,-1
RN34O2,349,504,1
NO3,437,504,-1
NO2,438,504,1
RU11O2,327,505,-1
HCHO,415,505,1
CH3CHO,433,505,1
NO3,437,505,-1
NO2,438,505,1
HO2,441,505,1
UCARB12,412,506,1
RU14O2,413,506,-1
NO3,437,506,-1
NO2,438,506,1
HO2,441,506,1
UCARB10,404,507,1
RU14O2,413,507,-1
HCHO,415,507,1
NO3,437,507,-1
NO2,438,507,1
HO2,441,507,1
CARB6,379,508,1
RU12O2,400,508,-1
HOCH2CHO,411,508,1
NO3,437,508,-1
NO2,438,508,1
HO2,441,508,1
CARB3,363,509,1
CARB7,399,509,1
RU12O2,400,509,-1
NO3,437,509,-1
NO2,438,509,1
HO2,441,509,1
RU10O2,380,510,-1
HOCH2CHO,411,510,1
CH3CO3,432,510,1
NO3,437,510,-1
NO2,438,510,1
CARB6,379,511,1
RU10O2,380,511,-1
HCHO,415,511,1
NO3,437,511,-1
NO2,438,511,1
HO2,441,511,1
RI11O2,294,512,-1
IC3H7O2,362,512,1
NO3,437,512,-1
NO2,438,512,1
RI14O2,365,513,-1
CH3COCH3,371,513,1
CH3CO3,432,513,1
NO3,437,513,-1
NO2,438,513,1
RI14O2,365,514,-1
C2H5CO3,402,514,1
CH3CHO,433,514,1
NO3,437,514,-1
NO2,438,514,1
RI17O2,287,515,-1
CH3COCH3,371,515,1
RN8O2,430,515,1
NO3,437,515,-1
NO2,438,515,1
NRN6O2,270,516,-1
HCHO,415,516,2
NO3,437,516,-1
NO2,438,516,2
NRN9O2,342,517,-1
HCHO,415,517,1
CH3CHO,433,517,1
NO3,437,517,-1
NO2,438,517,2
NRN12O2,310,518,-1
CH3CHO,433,518,2
NO3,437,518,-1
NO2,438,518,2
NRN15O2,359,519,-1
C2H5CHO,425,519,1
CH3CHO,433,519,1
NO3,437,519,-1
NO2,438,519,2
NRN18O2,301,520,-1
C2H5CHO,425,520,2
NO3,437,520,-1
NO2,438,520,2
NRI12O2,290,521,-1
CH3COCH3,371,521,1
HCHO,415,521,1
NO3,437,521,-1
NO2,438,521,2
NRI15O2,323,522,-1
CH3COCH3,371,522,1
CH3CHO,433,522,1
NO3,437,522,-1
NO2,438,522,2
NRU14O2,266,523,-1
NUCARB12,326,523,1
NO3,437,523,-1
NO2,438,523,1
HO2,441,523,1
NOA,282,524,1
NRU12O2,366,524,-1
CO,376,524,1
NO3,437,524,-1
NO2,438,524,1
HO2,441,524,1
NRUA20O2,259,525,-1
BENZAL,337,525,1
HCHO,415,525,1
NO3,437,525,-1
NO2,438,525,2
CH3OCHO,131,526,1
RE6O2,271,526,-1
NO3,437,526,-1
NO2,438,526,1
HO2,441,526,1
ECARB7,134,527,1
RE12O2,313,527,-1
CH3O2,417,527,1
NO3,437,527,-1
NO2,438,527,1
ECARB13,200,528,1
RE15O2,273,528,-1
NO3,437,528,-1
NO2,438,528,1
HO2,441,528,1
ECARB13,200,529,1
RE18O2,314,529,-1
CH3O2,417,529,1
NO3,437,529,-1
NO2,438,529,1
TNCARB26,317,530,1
RTN28O2,370,530,-1
NO3,437,530,-1
NO2,438,530,1
HO2,441,530,1
NRTN28O2,281,531,-1
TNCARB26,317,531,1
NO3,437,531,-1
NO2,438,531,2
RTN25O2,416,532,1
RTN26O2,431,532,-1
NO3,437,532,-1
NO2,438,532,1
RTN24O2,302,533,1
RTN25O2,416,533,-1
NO3,437,533,-1
NO2,438,533,1
RTN24O2,302,534,-1
RTN23O2,324,534,1
NO3,437,534,-1
NO2,438,534,1
RTN23O2,324,535,-1
CH3COCH3,371,535,1
RTN14O2,375,535,1
NO3,437,535,-1
NO2,438,535,1
TNCARB10,304,536,1
RTN14O2,375,536,-1
HCHO,415,536,1
NO3,437,536,-1
NO2,438,536,1
HO2,441,536,1
RTN10O2,325,537,-1
CO,376,537,1
RN8O2,430,537,1
NO3,437,537,-1
NO2,438,537,1
TXCARB24,227,538,1
RTX28O2,368,538,-1
HCHO,415,538,1
NO3,437,538,-1
NO2,438,538,1
HO2,441,538,1
TXCARB22,203,539,1
RTX24O2,420,539,-1
NO3,437,539,-1
NO2,438,539,1
HO2,441,539,1
CH3COCH3,371,540,1
RTX22O2,418,540,-1
NO3,437,540,-1
NO2,438,540,1
RN13O2,442,540,1
TXCARB24,227,541,1
NRTX28O2,319,541,-1
HCHO,415,541,1
NO3,437,541,-1
NO2,438,541,2
CH3OOH,166,542,1
CH3O2,417,542,-1
HO2,441,542,-1
C2H5OOH,105,543,1
C2H5O2,423,543,-1
HO2,441,543,-1
RN10OOH,106,544,1
RN10O2,427,544,-1
HO2,441,544,-1
IC3H7OOH,107,545,1
IC3H7O2,362,545,-1
HO2,441,545,-1
RN13OOH,246,546,1
HO2,441,546,-1
RN13O2,442,546,-1
RN16OOH,212,547,1
RN16O2,435,547,-1
HO2,441,547,-1
RN19OOH,239,548,1
RN19O2,406,548,-1
HO2,441,548,-1
RN22OOH,167,549,1
RN22O2,394,549,-1
HO2,441,549,-1
RN25OOH,168,550,1
RN25O2,390,550,-1
HO2,441,550,-1
RN28OOH,169,551,1
RN28O2,384,551,-1
HO2,441,551,-1
RN31OOH,170,552,1
RN31O2,351,552,-1
HO2,441,552,-1
RN34OOH,171,553,1
RN34O2,349,553,-1
HO2,441,553,-1
RN37OOH,108,554,1
RN37O2,343,554,-1
HO2,441,554,-1
RI13OOH,172,555,1
RI13O2,361,555,-1
HO2,441,555,-1
RI16OOH,228,556,1
RI16O2,364,556,-1
HO2,441,556,-1
RI16OOH,228,557,1
RI16AO2,336,557,-1
HO2,441,557,-1
RN19OOH,239,558,1
RN19BO2,315,558,-1
HO2,441,558,-1
RN19OOH,239,559,1
RI19O2,409,559,-1
HO2,441,559,-1
RN13OOH,246,560,1
RN13AO2,405,560,-1
HO2,441,560,-1
RN16OOH,212,561,1
RN16AO2,339,561,-1
HO2,441,561,-1
RN19OOH,239,562,1
RN19AO2,398,562,-1
HO2,441,562,-1
RN22OOH,167,563,1
RN22AO2,393,563,-1
HO2,441,563,-1
RN25OOH,168,564,1
RN25AO2,389,564,-1
HO2,441,564,-1
RN28OOH,169,565,1
RN28AO2,383,565,-1
HO2,441,565,-1
RN31OOH,170,566,1
RN31AO2,382,566,-1
HO2,441,566,-1
RN34OOH,171,567,1
RN34AO2,348,567,-1
HO2,441,567,-1
RA13OOH,173,568,1
RA13O2,312,568,-1
HO2,441,568,-1
RA16OOH,174,569,1
RA16O2,360,569,-1
HO2,441,569,-1
RA19OOH,247,570,1
RA19AO2,330,570,-1
HO2,441,570,-1
RA19OOH,247,571,1
RA19BO2,378,571,-1
HO2,441,571,-1
RA19OOH,247,572,1
RA19CO2,410,572,-1
HO2,441,572,-1
RA22OOH,229,573,1
RA22AO2,291,573,-1
HO2,441,573,-1
RA22OOH,229,574,1
RA22BO2,401,574,-1
HO2,441,574,-1
RA25OOH,175,575,1
RA25O2,333,575,-1
HO2,441,575,-1
RA28OOH,176,576,1
RA28O2,329,576,-1
HO2,441,576,-1
RUA20OOH,177,577,1
RUA20O2,322,577,-1
HO2,441,577,-1
RA16BOOH,109,578,1
RA16BO2,306,578,-1
HO2,441,578,-1
HOC2H4OOH,178,579,1
HOCH2CH2O2,403,579,-1
HO2,441,579,-1
RN9OOH,213,580,1
RN9O2,421,580,-1
HO2,441,580,-1
RN12OOH,179,581,1
RN12O2,419,581,-1
HO2,441,581,-1
RN15OOH,248,582,1
RN15O2,426,582,-1
HO2,441,582,-1
RN18OOH,230,583,1
RN18O2,407,583,-1
HO2,441,583,-1
RN21OOH,249,584,1
RN21O2,397,584,-1
HO2,441,584,-1
RN24OOH,231,585,1
RN24O2,392,585,-1
HO2,441,585,-1
RN27OOH,250,586,1
RN27O2,387,586,-1
HO2,441,586,-1
RN30OOH,232,587,1
RN30O2,352,587,-1
HO2,441,587,-1
RN33OOH,251,588,1
RN33O2,356,588,-1
HO2,441,588,-1
RN36OOH,233,589,1
RN36O2,345,589,-1
HO2,441,589,-1
RI12OOH,180,590,1
RI12O2,328,590,-1
HO2,441,590,-1
RI15OOH,181,591,1
RI15O2,321,591,-1
HO2,441,591,-1
RN15OOH,248,592,1
RN15AO2,436,592,-1
HO2,441,592,-1
RN18OOH,230,593,1
RN18AO2,408,593,-1
HO2,441,593,-1
RN21OOH,249,594,1
RN21AO2,396,594,-1
HO2,441,594,-1
RN24OOH,231,595,1
RN24AO2,391,595,-1
HO2,441,595,-1
RN27OOH,250,596,1
RN27AO2,386,596,-1
HO2,441,596,-1
RN30OOH,232,597,1
RN30AO2,353,597,-1
HO2,441,597,-1
RN33OOH,251,598,1
RN33AO2,354,598,-1
HO2,441,598,-1
RN36OOH,233,599,1
RN36AO2,346,599,-1
HO2,441,599,-1
RC18OOH,110,600,1
RC18O2,274,600,-1
HO2,441,600,-1
RN16OOH,212,601,1
RC16O2,334,601,-1
HO2,441,601,-1
RN14OOH,252,602,1
RC14O2,335,602,-1
HO2,441,602,-1
CH3CO3H,111,603,1
CH3CO3,432,603,-1
HO2,441,603,-1
C2H5CO3H,112,604,1
C2H5CO3,402,604,-1
HO2,441,604,-1
HOCH2CO3H,182,605,1
HOCH2CO3,377,605,-1
HO2,441,605,-1
RN8OOH,269,606,1
RN8O2,430,606,-1
HO2,441,606,-1
RN11OOH,113,607,1
RN11O2,422,607,-1
HO2,441,607,-1
RN14OOH,252,608,1
RN14O2,429,608,-1
HO2,441,608,-1
RN17OOH,183,609,1
RN17O2,428,609,-1
HO2,441,609,-1
RN20OOH,214,610,1
RN20O2,395,610,-1
HO2,441,610,-1
RN23OOH,184,611,1
RN23O2,381,611,-1
HO2,441,611,-1
RN26OOH,215,612,1
RN26O2,385,612,-1
HO2,441,612,-1
RN29OOH,185,613,1
RN29O2,355,613,-1
HO2,441,613,-1
RN32OOH,216,614,1
RN32O2,350,614,-1
HO2,441,614,-1
RN35OOH,186,615,1
RN35O2,344,615,-1
HO2,441,615,-1
RU11OOH,187,616,1
RU11O2,327,616,-1
HO2,441,616,-1
RU14OOH,188,617,1
RU14O2,413,617,-1
HO2,441,617,-1
RU12OOH,240,618,1
RU12O2,400,618,-1
HO2,441,618,-1
RU10OOH,305,619,1
RU10O2,380,619,-1
HO2,441,619,-1
RI11OOH,114,620,1
RI11O2,294,620,-1
HO2,441,620,-1
RI14OOH,189,621,1
RI14O2,365,621,-1
HO2,441,621,-1
RI17OOH,190,622,1
RI17O2,287,622,-1
HO2,441,622,-1
NRN6OOH,115,623,1
NRN6O2,270,623,-1
HO2,441,623,-1
NRN9OOH,191,624,1
NRN9O2,342,624,-1
HO2,441,624,-1
NRN12OOH,116,625,1
NRN12O2,310,625,-1
HO2,441,625,-1
NRN15OOH,192,626,1
NRN15O2,359,626,-1
HO2,441,626,-1
NRN18OOH,117,627,1
NRN18O2,301,627,-1
HO2,441,627,-1
NRI12OOH,193,628,1
NRI12O2,290,628,-1
HO2,441,628,-1
NRI15OOH,194,629,1
NRI15O2,323,629,-1
HO2,441,629,-1
NRU14OOH,118,630,1
NRU14O2,266,630,-1
HO2,441,630,-1
NRU12OOH,195,631,1
NRU12O2,366,631,-1
HO2,441,631,-1
NRUA20OOH,119,632,1
NRUA20O2,259,632,-1
HO2,441,632,-1
CH3OCHO,131,633,1
RE6O2,271,633,-1
HO2,441,633,-1
ETHACET,93,634,1
RE12O2,313,634,-1
HO2,441,634,-1
ECARB13,200,635,1
RE15O2,273,635,-1
HO2,441,635,-1
TBUACET,94,636,1
RE18O2,314,636,-1
HO2,441,636,-1
RTN28OOH,120,637,1
RTN28O2,370,637,-1
HO2,441,637,-1
NRTN28OOH,121,638,1
NRTN28O2,281,638,-1
HO2,441,638,-1
RTN26OOH,122,639,1
RTN26O2,431,639,-1
HO2,441,639,-1
RTN25OOH,123,640,1
RTN25O2,416,640,-1
HO2,441,640,-1
RTN24OOH,124,641,1
RTN24O2,302,641,-1
HO2,441,641,-1
RTN23OOH,196,642,1
RTN23O2,324,642,-1
HO2,441,642,-1
RTN14OOH,217,643,1
RTN14O2,375,643,-1
HO2,441,643,-1
RTN10OOH,197,644,1
RTN10O2,325,644,-1
HO2,441,644,-1
RTX28OOH,218,645,1
RTX28O2,368,645,-1
HO2,441,645,-1
RTX24OOH,125,646,1
RTX24O2,420,646,-1
HO2,441,646,-1
RTX22OOH,198,647,1
RTX22O2,418,647,-1
HO2,441,647,-1
NRTX28OOH,219,648,1
NRTX28O2,319,648,-1
HO2,441,648,-1
HCHO,415,649,1
CH3O2,417,649,-1
HO2,441,649,1
HCHO,415,650,1
CH3O2,417,650,-1
CH3OH,77,651,1
CH3O2,417,651,-1
C2H5O2,423,652,-1
CH3CHO,433,652,1
HO2,441,652,1
C2H5O2,423,653,-1
CH3CHO,433,653,1
C2H5OH,87,654,1
C2H5O2,423,654,-1
C2H5CHO,425,655,1
RN10O2,427,655,-1
HO2,441,655,1
C2H5CHO,425,656,1
RN10O2,427,656,-1
NPROPOL,88,657,1
RN10O2,427,657,-1
IC3H7O2,362,658,-1
CH3COCH3,371,658,1
HO2,441,658,1
IC3H7O2,362,659,-1
CH3COCH3,371,659,1
IPROPOL,89,660,1
IC3H7O2,362,660,-1
C2H5O2,423,661,1
CH3CHO,433,661,1
RN13O2,442,661,-1
CARB11A,288,662,1
HO2,441,662,1
RN13O2,442,662,-1
RN13AO2,405,663,-1
RN12O2,419,663,1
RN16AO2,339,664,-1
RN15O2,426,664,1
RN19AO2,398,665,-1
RN18O2,407,665,1
RN22AO2,393,666,-1
RN21O2,397,666,1
RN25AO2,389,667,-1
RN24O2,392,667,1
RN28AO2,383,668,-1
RN27O2,387,668,1
RN30O2,352,669,1
RN31AO2,382,669,-1
RN34AO2,348,670,-1
RN33O2,356,670,1
UDCARB8,289,671,1
RA13O2,312,671,-1
CARB3,363,671,1
HO2,441,671,1
UDCARB11,338,672,1
RA16O2,360,672,-1
CARB3,363,672,1
HO2,441,672,1
UDCARB8,289,673,1
RA16O2,360,673,-1
CARB6,379,673,1
HO2,441,673,1
RA19AO2,330,674,-1
UDCARB14,331,674,1
CARB3,363,674,1
HO2,441,674,1
UDCARB14,331,675,1
CARB3,363,675,1
RA19BO2,378,675,-1
HO2,441,675,1
UDCARB14,331,676,1
CARB3,363,676,1
RA19CO2,410,676,-1
HO2,441,676,1
RA22AO2,291,677,-1
UDCARB14,331,677,1
CARB6,379,677,1
HO2,441,677,1
CARB9,276,678,1
UDCARB11,338,678,1
RA22BO2,401,678,-1
HO2,441,678,1
UDCARB17,284,679,1
RA25O2,333,679,-1
CARB6,379,679,1
HO2,441,679,1
UDCARB20,285,680,1
RA28O2,329,680,-1
CARB6,379,680,1
HO2,441,680,1
RUA20O2,322,681,-1
BENZAL,337,681,1
HCHO,415,681,1
HO2,441,681,1
RAROH14,237,682,1
RA16BO2,306,682,-1
RI13O2,361,683,-1
CH3COCH3,371,683,1
CH3O2,417,683,1
RI16O2,364,684,-1
CH3COCH3,371,684,1
C2H5O2,423,684,1
RI16AO2,336,685,-1
RI13O2,361,685,1
HCHO,415,685,1
RN19BO2,315,686,-1
RN18AO2,408,686,1
IC3H7O2,362,687,1
CH3COCH3,371,687,1
RI19O2,409,687,-1
RN16O2,435,688,-1
RN15AO2,436,688,1
RN19O2,406,689,-1
RN18AO2,408,689,1
RN22O2,394,690,-1
RN21AO2,396,690,1
RN25O2,390,691,-1
RN24AO2,391,691,1
RN28O2,384,692,-1
RN27AO2,386,692,1
RN31O2,351,693,-1
RN30AO2,353,693,1
RN34O2,349,694,-1
RN33AO2,354,694,1
RN37O2,343,695,-1
RN36AO2,346,695,1
HOCH2CH2O2,403,696,-1
HCHO,415,696,2
HO2,441,696,1
HOCH2CH2O2,403,697,-1
HOCH2CHO,411,697,1
HO2,441,697,1
HCHO,415,698,1
RN9O2,421,698,-1
CH3CHO,433,698,1
HO2,441,698,1
RN12O2,419,699,-1
CH3CHO,433,699,2
HO2,441,699,1
C2H5CHO,425,700,1
RN15O2,426,700,-1
CH3CHO,433,700,1
HO2,441,700,1
RN18O2,407,701,-1
C2H5CHO,425,701,2
HO2,441,701,1
CARB11,388,702,1
RN21O2,397,702,-1
C2H5CHO,425,702,1
HO2,441,702,1
CARB11,388,703,2
RN24O2,392,703,-1
HO2,441,703,1
CARB14,357,704,1
RN27O2,387,704,-1
CARB11,388,704,1
HO2,441,704,1
RN30O2,352,705,-1
CARB14,357,705,2
HO2,441,705,1
CARB17,347,706,1
RN33O2,356,706,-1
CARB14,357,706,1
HO2,441,706,1
RN36O2,345,707,-1
CARB17,347,707,2
HO2,441,707,1
RI12O2,328,708,-1
CH3COCH3,371,708,1
HCHO,415,708,1
HO2,441,708,1
RI15O2,321,709,-1
CH3COCH3,371,709,1
CH3CHO,433,709,1
HO2,441,709,1
CARB13,320,710,1
RN15AO2,436,710,-1
HO2,441,710,1
CARB16,340,711,1
RN18AO2,408,711,-1
HO2,441,711,1
CARB19,308,712,1
RN21AO2,396,712,-1
HO2,441,712,1
CARB22,309,713,1
RN24AO2,391,713,-1
HO2,441,713,1
CARB25,300,714,1
RN27AO2,386,714,-1
HO2,441,714,1
CARB28,298,715,1
RN30AO2,353,715,-1
HO2,441,715,1
CARB31,297,716,1
RN33AO2,354,716,-1
HO2,441,716,1
CARB34,299,717,1
RN36AO2,346,717,-1
HO2,441,717,1
RC18O2,274,718,-1
CYHEXONE,275,718,1
HO2,441,718,1
CCARB14,95,719,1
RC16O2,334,719,-1
HO2,441,719,1
CCARB12,138,720,1
RC14O2,335,720,-1
HO2,441,720,1
CH3O2,417,721,1
CH3CO3,432,721,-1
C2H5CO3,402,722,-1
C2H5O2,423,722,1
HOCH2CO3,377,723,-1
HCHO,415,723,1
HO2,441,723,1
HCHO,415,724,1
RN8O2,430,724,-1
CH3CO3,432,724,1
RN11O2,422,725,-1
CH3CO3,432,725,1
CH3CHO,433,725,1
C2H5CO3,402,726,1
RN14O2,429,726,-1
CH3CHO,433,726,1
RN16AO2,339,727,1
RN17O2,428,727,-1
RN20O2,395,728,-1
RN19O2,406,728,1
RN23O2,381,729,-1
RN22O2,394,729,1
RN26O2,385,730,-1
RN25O2,390,730,1
RN29O2,355,731,-1
RN28O2,384,731,1
RN32O2,350,732,-1
RN31O2,351,732,1
RN35O2,344,733,-1
RN34O2,349,733,1
RU11O2,327,734,-1
HCHO,415,734,1
CH3CHO,433,734,1
HO2,441,734,1
UCARB12,412,735,1
RU14O2,413,735,-1
HO2,441,735,1
UCARB10,404,736,1
RU14O2,413,736,-1
HCHO,415,736,1
HO2,441,736,1
RU12O2,400,737,-1
HOCH2CHO,411,737,1
CH3CO3,432,737,1
CARB3,363,738,1
CARB7,399,738,1
RU12O2,400,738,-1
HO2,441,738,1
RU10O2,380,739,-1
HOCH2CHO,411,739,1
CH3CO3,432,739,1
CARB6,379,740,1
RU10O2,380,740,-1
HCHO,415,740,1
HO2,441,740,1
RI11O2,294,741,-1
IC3H7O2,362,741,1
RI14O2,365,742,-1
CH3COCH3,371,742,1
CH3CO3,432,742,1
RI17O2,287,743,-1
CH3COCH3,371,743,1
RN8O2,430,743,1
NRN6O2,270,744,-1
HCHO,415,744,2
NO2,438,744,1
NRN9O2,342,745,-1
HCHO,415,745,1
CH3CHO,433,745,1
NO2,438,745,1
NRN12O2,310,746,-1
CH3CHO,433,746,2
NO2,438,746,1
NRN15O2,359,747,-1
C2H5CHO,425,747,1
CH3CHO,433,747,1
NO2,438,747,1
NRN18O2,301,748,-1
C2H5CHO,425,748,2
NO2,438,748,1
NRI12O2,290,749,-1
CH3COCH3,371,749,1
HCHO,415,749,1
NO2,438,749,1
NRI15O2,323,750,-1
CH3COCH3,371,750,1
CH3CHO,433,750,1
NO2,438,750,1
NRU14O2,266,751,-1
NUCARB12,326,751,1
HO2,441,751,1
NOA,282,752,1
NRU12O2,366,752,-1
CO,376,752,1
HO2,441,752,1
NRUA20O2,259,753,-1
BENZAL,337,753,1
HCHO,415,753,1
NO2,438,753,1
CH3OCHO,131,754,1
RE6O2,271,754,-1
HO2,441,754,1
ECARB7,134,755,1
RE12O2,313,755,-1
CH3O2,417,755,1
ECARB13,200,756,1
RE15O2,273,756,-1
HO2,441,756,1
ECARB13,200,757,1
RE18O2,314,757,-1
CH3O2,417,757,1
TNCARB26,317,758,1
RTN28O2,370,758,-1
HO2,441,758,1
NRTN28O2,281,759,-1
TNCARB26,317,759,1
NO2,438,759,1
RTN25O2,416,760,1
RTN26O2,431,760,-1
RTN24O2,302,761,1
RTN25O2,416,761,-1
RTN24O2,302,762,-1
RTN23O2,324,762,1
RTN23O2,324,763,-1
CH3COCH3,371,763,1
RTN14O2,375,763,1
TNCARB10,304,764,1
RTN14O2,375,764,-1
HCHO,415,764,1
HO2,441,764,1
RTN10O2,325,765,-1
CO,376,765,1
RN8O2,430,765,1
TXCARB24,227,766,1
RTX28O2,368,766,-1
HCHO,415,766,1
HO2,441,766,1
TXCARB22,203,767,1
RTX24O2,420,767,-1
HO2,441,767,1
CH3COCH3,371,768,1
RTX22O2,418,768,-1
RN13O2,442,768,1
TXCARB24,227,769,1
NRTX28O2,319,769,-1
HCHO,415,769,1
NO2,438,769,1
CARB11,388,770,-1
C2H5O2,423,770,1
CH3CO3,432,770,1
CARB14,357,771,-1
RN10O2,427,771,1
CH3CO3,432,771,1
CARB17,347,772,-1
RN10O2,427,772,1
RN8O2,430,772,1
CARB20,253,773,-1
RN8O2,430,773,1
RN13O2,442,773,1
CARB23,254,774,-1
RN11O2,422,774,1
RN13O2,442,774,1
CARB26,255,775,-1
RN11O2,422,775,1
RN16O2,435,775,1
CARB29,256,776,-1
RN14O2,429,776,1
RN16O2,435,776,1
CARB32,257,777,-1
RN19O2,406,777,1
RN14O2,429,777,1
CARB35,234,778,-1
RN19O2,406,778,1
RN17O2,428,778,1
CARB11A,288,779,-1
C2H5O2,423,779,1
CH3CO3,432,779,1
CARB7,399,780,-1
HCHO,415,780,1
CH3CO3,432,780,1
HO2,441,780,1
CARB10,258,781,-1
CH3CO3,432,781,1
CH3CHO,433,781,1
HO2,441,781,1
CARB13,320,782,-1
RN8O2,430,782,1
CH3CHO,433,782,1
HO2,441,782,1
CARB16,340,783,-1
C2H5CHO,425,783,1
RN8O2,430,783,1
HO2,441,783,1
CARB19,308,784,-1
RN11O2,422,784,1
C2H5CHO,425,784,1
HO2,441,784,1
CARB22,309,785,-1
CARB11,388,785,1
RN11O2,422,785,1
HO2,441,785,1
CARB25,300,786,-1
CARB11,388,786,1
RN14O2,429,786,1
HO2,441,786,1
CARB28,298,787,-1
CARB14,357,787,1
RN14O2,429,787,1
HO2,441,787,1
CARB31,297,788,-1
CARB14,357,788,1
RN17O2,428,788,1
HO2,441,788,1
CARB34,299,789,-1
CARB17,347,789,1
RN17O2,428,789,1
HO2,441,789,1
CO,376,790,1
HOCH2CHO,411,790,-1
HCHO,415,790,1
HO2,441,790,2
UCARB10,404,791,-1
HCHO,415,791,1
CH3CO3,432,791,1
HO2,441,791,1
CARB3,363,792,-1
CO,376,792,2
HO2,441,792,2
CO,376,793,1
CARB6,379,793,-1
CH3CO3,432,793,1
HO2,441,793,1
CARB9,276,794,-1
CH3CO3,432,794,2
CARB12,96,795,-1
RN8O2,430,795,1
CH3CO3,432,795,1
CARB15,78,796,-1
RN8O2,430,796,2
CARB18,97,797,-1
RN11O2,422,797,1
RN8O2,430,797,1
CARB21,79,798,-1
RN11O2,422,798,2
CARB24,98,799,-1
RN11O2,422,799,1
RN14O2,429,799,1
CARB27,80,800,-1
RN14O2,429,800,2
CARB30,99,801,-1
RN17O2,428,801,1
RN14O2,429,801,1
CARB33,81,802,-1
RN17O2,428,802,2
CO,376,803,1
HOCH2CHO,411,803,1
UCARB12,412,803,-1
CH3CO3,432,803,1
HO2,441,803,1
HUCARB9,236,804,1
NUCARB12,326,804,-1
CO,376,804,1
NO2,438,804,1
OH,439,804,1
NOA,282,805,-1
HCHO,415,805,1
CH3CO3,432,805,1
NO2,438,805,1
UDCARB8,289,806,-1
C2H5O2,423,806,1
HO2,441,806,1
ANHY,199,807,1
UDCARB8,289,807,-1
HO2,441,807,2
UDCARB11,338,808,-1
RN10O2,427,808,1
HO2,441,808,1
ANHY,199,809,1
UDCARB11,338,809,-1
CH3O2,417,809,1
HO2,441,809,1
UDCARB14,331,810,-1
HO2,441,810,1
RN13O2,442,810,1
ANHY,199,811,1
UDCARB14,331,811,-1
C2H5O2,423,811,1
HO2,441,811,1
UDCARB17,284,812,-1
RN16O2,435,812,1
HO2,441,812,1
ANHY,199,813,1
UDCARB17,284,813,-1
RN10O2,427,813,1
HO2,441,813,1
UDCARB20,285,814,-1
RN19O2,406,814,1
HO2,441,814,1
ANHY,199,815,1
UDCARB20,285,815,-1
HO2,441,815,1
RN13O2,442,815,1
TNCARB26,317,816,-1
RTN26O2,431,816,1
HO2,441,816,1
TNCARB10,304,817,-1
CO,376,817,1
CH3CO3,432,817,2
CARB11,388,818,-1
RN11O2,422,818,1
OH,439,818,-1
CARB14,357,819,-1
RN14O2,429,819,1
OH,439,819,-1
CARB17,347,820,-1
RN17O2,428,820,1
OH,439,820,-1
CARB20,253,821,-1
RN20O2,395,821,1
OH,439,821,-1
CARB23,254,822,-1
RN23O2,381,822,1
OH,439,822,-1
CARB26,255,823,-1
RN26O2,385,823,1
OH,439,823,-1
CARB29,256,824,-1
RN29O2,355,824,1
OH,439,824,-1
CARB32,257,825,-1
RN32O2,350,825,1
OH,439,825,-1
CARB35,234,826,-1
RN35O2,344,826,1
OH,439,826,-1
CARB11A,288,827,-1
RN11O2,422,827,1
OH,439,827,-1
CCARB14,95,828,-1
RC14O2,335,828,1
OH,439,828,-1
CARB6,379,829,1
CARB7,399,829,-1
OH,439,829,-1
HO2,441,829,1
CARB10,258,830,-1
CARB9,276,830,1
OH,439,830,-1
HO2,441,830,1
CARB13,320,831,-1
OH,439,831,-1
RN13O2,442,831,1
CARB16,340,832,-1
RN16O2,435,832,1
OH,439,832,-1
CARB19,308,833,-1
RN19AO2,398,833,1
