! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : cri_BiadjacencyMatrix.csv
! Equation file        : cri.kpp
! Output root filename : cri
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_name,species_index,reaction_index,stoichiometric_coefficient
ETHACET,93,239,-1
RN10O2,427,239,1
OH,439,239,-1
NPROACET,53,240,-1
OH,439,240,-1
RN13O2,442,240,1
NPROACET,53,241,-1
RN13AO2,405,241,1
OH,439,241,-1
IPROACET,35,242,-1
RI13O2,361,242,1
OH,439,242,-1
NBUTACET,36,243,-1
RN16O2,435,243,1
OH,439,243,-1
SBUTACET,37,244,-1
RN16O2,435,244,1
OH,439,244,-1
TBUACET,94,245,-1
RI16O2,364,245,1
OH,439,245,-1
HCHO,415,246,1
CH3O2,417,246,-1
NO2,438,246,1
NO,440,246,-1
HO2,441,246,1
C2H5O2,423,247,-1
CH3CHO,433,247,1
NO2,438,247,1
NO,440,247,-1
HO2,441,247,1
C2H5CHO,425,248,1
RN10O2,427,248,-1
NO2,438,248,1
NO,440,248,-1
HO2,441,248,1
IC3H7O2,362,249,-1
CH3COCH3,371,249,1
NO2,438,249,1
NO,440,249,-1
HO2,441,249,1
C2H5O2,423,250,1
CH3CHO,433,250,1
NO2,438,250,1
NO,440,250,-1
RN13O2,442,250,-1
CARB11A,288,251,1
NO2,438,251,1
NO,440,251,-1
HO2,441,251,1
RN13O2,442,251,-1
RN16O2,435,252,-1
RN15AO2,436,252,1
NO2,438,252,1
NO,440,252,-1
RN19O2,406,253,-1
RN18AO2,408,253,1
NO2,438,253,1
NO,440,253,-1
RN22O2,394,254,-1
RN21AO2,396,254,1
NO2,438,254,1
NO,440,254,-1
RN25O2,390,255,-1
RN24AO2,391,255,1
NO2,438,255,1
NO,440,255,-1
RN28O2,384,256,-1
RN27AO2,386,256,1
NO2,438,256,1
NO,440,256,-1
RN31O2,351,257,-1
RN30AO2,353,257,1
NO2,438,257,1
NO,440,257,-1
RN34O2,349,258,-1
RN33AO2,354,258,1
NO2,438,258,1
NO,440,258,-1
RN37O2,343,259,-1
RN36AO2,346,259,1
NO2,438,259,1
NO,440,259,-1
RI13O2,361,260,-1
CH3COCH3,371,260,1
CH3O2,417,260,1
NO2,438,260,1
NO,440,260,-1
IPRCHO,292,261,1
RI13O2,361,261,-1
NO2,438,261,1
NO,440,261,-1
HO2,441,261,1
RI16O2,364,262,-1
CH3COCH3,371,262,1
C2H5O2,423,262,1
NO2,438,262,1
NO,440,262,-1
MIPK,226,263,1
RI16O2,364,263,-1
NO2,438,263,1
NO,440,263,-1
HO2,441,263,1
RI16AO2,336,264,-1
RI13O2,361,264,1
HCHO,415,264,1
NO2,438,264,1
NO,440,264,-1
RN19BO2,315,265,-1
RN18AO2,408,265,1
NO2,438,265,1
NO,440,265,-1
IC3H7O2,362,266,1
CH3COCH3,371,266,1
RI19O2,409,266,-1
NO2,438,266,1
NO,440,266,-1
RN13AO2,405,267,-1
RN12O2,419,267,1
NO2,438,267,1
NO,440,267,-1
RN16AO2,339,268,-1
RN15O2,426,268,1
NO2,438,268,1
NO,440,268,-1
RN19AO2,398,269,-1
RN18O2,407,269,1
NO2,438,269,1
NO,440,269,-1
RN22AO2,393,270,-1
RN21O2,397,270,1
NO2,438,270,1
NO,440,270,-1
RN25AO2,389,271,-1
RN24O2,392,271,1
NO2,438,271,1
NO,440,271,-1
RN28AO2,383,272,-1
RN27O2,387,272,1
NO2,438,272,1
NO,440,272,-1
RN30O2,352,273,1
RN31AO2,382,273,-1
NO2,438,273,1
NO,440,273,-1
RN34AO2,348,274,-1
RN33O2,356,274,1
NO2,438,274,1
NO,440,274,-1
UDCARB8,289,275,1
RA13O2,312,275,-1
CARB3,363,275,1
NO2,438,275,1
NO,440,275,-1
HO2,441,275,1
UDCARB11,338,276,1
RA16O2,360,276,-1
CARB3,363,276,1
NO2,438,276,1
NO,440,276,-1
HO2,441,276,1
UDCARB8,289,277,1
RA16O2,360,277,-1
CARB6,379,277,1
NO2,438,277,1
NO,440,277,-1
HO2,441,277,1
RA19AO2,330,278,-1
UDCARB14,331,278,1
CARB3,363,278,1
NO2,438,278,1
NO,440,278,-1
HO2,441,278,1
UDCARB11,338,279,1
RA19BO2,378,279,-1
CARB6,379,279,1
NO2,438,279,1
NO,440,279,-1
HO2,441,279,1
CARB9,276,280,1
UDCARB8,289,280,1
RA19CO2,410,280,-1
NO2,438,280,1
NO,440,280,-1
HO2,441,280,1
RA22AO2,291,281,-1
UDCARB14,331,281,1
CARB6,379,281,1
NO2,438,281,1
NO,440,281,-1
HO2,441,281,1
CARB9,276,282,1
UDCARB11,338,282,1
RA22BO2,401,282,-1
NO2,438,282,1
NO,440,282,-1
HO2,441,282,1
UDCARB17,284,283,1
RA25O2,333,283,-1
CARB6,379,283,1
NO2,438,283,1
NO,440,283,-1
HO2,441,283,1
UDCARB20,285,284,1
RA28O2,329,284,-1
CARB6,379,284,1
NO2,438,284,1
NO,440,284,-1
HO2,441,284,1
RUA20O2,322,285,-1
BENZAL,337,285,1
HCHO,415,285,1
NO2,438,285,1
NO,440,285,-1
HO2,441,285,1
RAROH14,237,286,1
RA16BO2,306,286,-1
NO2,438,286,1
NO,440,286,-1
HOCH2CH2O2,403,287,-1
HCHO,415,287,2
NO2,438,287,1
NO,440,287,-1
HO2,441,287,1
HOCH2CH2O2,403,288,-1
HOCH2CHO,411,288,1
NO2,438,288,1
NO,440,288,-1
HO2,441,288,1
HCHO,415,289,1
RN9O2,421,289,-1
CH3CHO,433,289,1
NO2,438,289,1
NO,440,289,-1
HO2,441,289,1
RN12O2,419,290,-1
CH3CHO,433,290,2
NO2,438,290,1
NO,440,290,-1
HO2,441,290,1
C2H5CHO,425,291,1
RN15O2,426,291,-1
CH3CHO,433,291,1
NO2,438,291,1
NO,440,291,-1
HO2,441,291,1
RN18O2,407,292,-1
C2H5CHO,425,292,2
NO2,438,292,1
NO,440,292,-1
HO2,441,292,1
CARB11,388,293,1
RN21O2,397,293,-1
C2H5CHO,425,293,1
NO2,438,293,1
NO,440,293,-1
HO2,441,293,1
CARB11,388,294,2
RN24O2,392,294,-1
NO2,438,294,1
NO,440,294,-1
HO2,441,294,1
CARB14,357,295,1
RN27O2,387,295,-1
CARB11,388,295,1
NO2,438,295,1
NO,440,295,-1
HO2,441,295,1
RN30O2,352,296,-1
CARB14,357,296,2
NO2,438,296,1
NO,440,296,-1
HO2,441,296,1
CARB17,347,297,1
RN33O2,356,297,-1
CARB14,357,297,1
NO2,438,297,1
NO,440,297,-1
HO2,441,297,1
RN36O2,345,298,-1
CARB17,347,298,2
NO2,438,298,1
NO,440,298,-1
HO2,441,298,1
RI12O2,328,299,-1
CH3COCH3,371,299,1
HCHO,415,299,1
NO2,438,299,1
NO,440,299,-1
HO2,441,299,1
RI15O2,321,300,-1
CH3COCH3,371,300,1
CH3CHO,433,300,1
NO2,438,300,1
NO,440,300,-1
HO2,441,300,1
CARB13,320,301,1
RN15AO2,436,301,-1
NO2,438,301,1
NO,440,301,-1
HO2,441,301,1
CARB16,340,302,1
RN18AO2,408,302,-1
NO2,438,302,1
NO,440,302,-1
HO2,441,302,1
CARB19,308,303,1
RN21AO2,396,303,-1
NO2,438,303,1
NO,440,303,-1
HO2,441,303,1
CARB22,309,304,1
RN24AO2,391,304,-1
NO2,438,304,1
NO,440,304,-1
HO2,441,304,1
CARB25,300,305,1
RN27AO2,386,305,-1
NO2,438,305,1
NO,440,305,-1
HO2,441,305,1
CARB28,298,306,1
RN30AO2,353,306,-1
NO2,438,306,1
NO,440,306,-1
HO2,441,306,1
CARB31,297,307,1
RN33AO2,354,307,-1
NO2,438,307,1
NO,440,307,-1
HO2,441,307,1
CARB34,299,308,1
RN36AO2,346,308,-1
NO2,438,308,1
NO,440,308,-1
HO2,441,308,1
RC18O2,274,309,-1
CYHEXONE,275,309,1
NO2,438,309,1
NO,440,309,-1
HO2,441,309,1
CCARB14,95,310,1
RC16O2,334,310,-1
NO2,438,310,1
NO,440,310,-1
HO2,441,310,1
CCARB12,138,311,1
RC14O2,335,311,-1
NO2,438,311,1
NO,440,311,-1
HO2,441,311,1
CH3O2,417,312,1
CH3CO3,432,312,-1
NO2,438,312,1
NO,440,312,-1
C2H5CO3,402,313,-1
C2H5O2,423,313,1
NO2,438,313,1
NO,440,313,-1
HOCH2CO3,377,314,-1
HCHO,415,314,1
NO2,438,314,1
NO,440,314,-1
HO2,441,314,1
HCHO,415,315,1
RN8O2,430,315,-1
CH3CO3,432,315,1
NO2,438,315,1
NO,440,315,-1
RN11O2,422,316,-1
CH3CO3,432,316,1
CH3CHO,433,316,1
NO2,438,316,1
NO,440,316,-1
C2H5CO3,402,317,1
RN14O2,429,317,-1
CH3CHO,433,317,1
NO2,438,317,1
NO,440,317,-1
RN16AO2,339,318,1
RN17O2,428,318,-1
NO2,438,318,1
NO,440,318,-1
RN20O2,395,319,-1
RN19O2,406,319,1
NO2,438,319,1
NO,440,319,-1
RN23O2,381,320,-1
RN22O2,394,320,1
NO2,438,320,1
NO,440,320,-1
RN26O2,385,321,-1
RN25O2,390,321,1
NO2,438,321,1
NO,440,321,-1
RN29O2,355,322,-1
RN28O2,384,322,1
NO2,438,322,1
NO,440,322,-1
RN32O2,350,323,-1
RN31O2,351,323,1
NO2,438,323,1
NO,440,323,-1
RN35O2,344,324,-1
RN34O2,349,324,1
NO2,438,324,1
NO,440,324,-1
RU11O2,327,325,-1
HCHO,415,325,1
CH3CHO,433,325,1
NO2,438,325,1
NO,440,325,-1
HO2,441,325,1
UCARB12,412,326,1
RU14O2,413,326,-1
NO2,438,326,1
NO,440,326,-1
HO2,441,326,1
UCARB10,404,327,1
RU14O2,413,327,-1
HCHO,415,327,1
NO2,438,327,1
NO,440,327,-1
HO2,441,327,1
CARB6,379,328,1
RU12O2,400,328,-1
HOCH2CHO,411,328,1
NO2,438,328,1
NO,440,328,-1
HO2,441,328,1
CARB3,363,329,1
CARB7,399,329,1
RU12O2,400,329,-1
NO2,438,329,1
NO,440,329,-1
HO2,441,329,1
RU10O2,380,330,-1
HOCH2CHO,411,330,1
CH3CO3,432,330,1
NO2,438,330,1
NO,440,330,-1
CARB6,379,331,1
RU10O2,380,331,-1
HCHO,415,331,1
NO2,438,331,1
NO,440,331,-1
HO2,441,331,1
RU10NO3,296,332,1
RU10O2,380,332,-1
NO,440,332,-1
RI11O2,294,333,-1
IC3H7O2,362,333,1
NO2,438,333,1
NO,440,333,-1
RI14O2,365,334,-1
CH3COCH3,371,334,1
CH3CO3,432,334,1
NO2,438,334,1
NO,440,334,-1
RI14O2,365,335,-1
C2H5CO3,402,335,1
CH3CHO,433,335,1
NO2,438,335,1
NO,440,335,-1
RI17O2,287,336,-1
CH3COCH3,371,336,1
RN8O2,430,336,1
NO2,438,336,1
NO,440,336,-1
NRN6O2,270,337,-1
HCHO,415,337,2
NO2,438,337,2
NO,440,337,-1
NRN9O2,342,338,-1
HCHO,415,338,1
CH3CHO,433,338,1
NO2,438,338,2
NO,440,338,-1
NRN12O2,310,339,-1
CH3CHO,433,339,2
NO2,438,339,2
NO,440,339,-1
NRN15O2,359,340,-1
C2H5CHO,425,340,1
CH3CHO,433,340,1
NO2,438,340,2
NO,440,340,-1
NRN18O2,301,341,-1
C2H5CHO,425,341,2
NO2,438,341,2
NO,440,341,-1
NRI12O2,290,342,-1
CH3COCH3,371,342,1
HCHO,415,342,1
NO2,438,342,2
NO,440,342,-1
NRI15O2,323,343,-1
CH3COCH3,371,343,1
CH3CHO,433,343,1
NO2,438,343,2
NO,440,343,-1
NRU14O2,266,344,-1
NUCARB12,326,344,1
NO2,438,344,1
NO,440,344,-1
HO2,441,344,1
NOA,282,345,1
NRU12O2,366,345,-1
CO,376,345,1
NO2,438,345,1
NO,440,345,-1
HO2,441,345,1
NRUA20O2,259,346,-1
BENZAL,337,346,1
HCHO,415,346,1
NO2,438,346,2
NO,440,346,-1
CH3OCHO,131,347,1
RE6O2,271,347,-1
NO2,438,347,1
NO,440,347,-1
HO2,441,347,1
ECARB7,134,348,1
RE12O2,313,348,-1
CH3O2,417,348,1
NO2,438,348,1
NO,440,348,-1
ECARB13,200,349,1
RE15O2,273,349,-1
NO2,438,349,1
NO,440,349,-1
HO2,441,349,1
ECARB13,200,350,1
RE18O2,314,350,-1
CH3O2,417,350,1
NO2,438,350,1
NO,440,350,-1
TNCARB26,317,351,1
RTN28O2,370,351,-1
NO2,438,351,1
NO,440,351,-1
HO2,441,351,1
RTN28O2,370,352,-1
CH3COCH3,371,352,1
RN19O2,406,352,1
NO2,438,352,1
NO,440,352,-1
NRTN28O2,281,353,-1
TNCARB26,317,353,1
NO2,438,353,2
NO,440,353,-1
RTN25O2,416,354,1
RTN26O2,431,354,-1
NO2,438,354,1
NO,440,354,-1
RTN24O2,302,355,1
RTN25O2,416,355,-1
NO2,438,355,1
NO,440,355,-1
RTN24O2,302,356,-1
RTN23O2,324,356,1
NO2,438,356,1
NO,440,356,-1
RTN23O2,324,357,-1
CH3COCH3,371,357,1
RTN14O2,375,357,1
NO2,438,357,1
NO,440,357,-1
TNCARB10,304,358,1
RTN14O2,375,358,-1
HCHO,415,358,1
NO2,438,358,1
NO,440,358,-1
HO2,441,358,1
RTN10O2,325,359,-1
CO,376,359,1
RN8O2,430,359,1
NO2,438,359,1
NO,440,359,-1
TXCARB24,227,360,1
RTX28O2,368,360,-1
HCHO,415,360,1
NO2,438,360,1
NO,440,360,-1
HO2,441,360,1
RTX28O2,368,361,-1
CH3COCH3,371,361,1
RN19O2,406,361,1
NO2,438,361,1
NO,440,361,-1
TXCARB24,227,362,1
NRTX28O2,319,362,-1
HCHO,415,362,1
NO2,438,362,2
NO,440,362,-1
TXCARB22,203,363,1
RTX24O2,420,363,-1
NO2,438,363,1
NO,440,363,-1
HO2,441,363,1
CH3COCH3,371,364,1
RN13AO2,405,364,1
HCHO,415,364,1
RTX24O2,420,364,-1
NO2,438,364,1
NO,440,364,-1
CH3COCH3,371,365,1
RTX22O2,418,365,-1
NO2,438,365,1
NO,440,365,-1
RN13O2,442,365,1
CH3NO3,139,366,1
CH3O2,417,366,-1
NO,440,366,-1
C2H5NO3,140,367,1
C2H5O2,423,367,-1
NO,440,367,-1
RN10NO3,141,368,1
RN10O2,427,368,-1
NO,440,368,-1
IC3H7NO3,142,369,1
IC3H7O2,362,369,-1
NO,440,369,-1
RN13NO3,238,370,1
NO,440,370,-1
RN13O2,442,370,-1
RN16NO3,225,371,1
RN16O2,435,371,-1
NO,440,371,-1
RN19NO3,243,372,1
RN19O2,406,372,-1
NO,440,372,-1
RN22NO3,143,373,1
RN22O2,394,373,-1
NO,440,373,-1
RN25NO3,144,374,1
RN25O2,390,374,-1
NO,440,374,-1
RN28NO3,145,375,1
RN28O2,384,375,-1
NO,440,375,-1
RN31NO3,146,376,1
RN31O2,351,376,-1
NO,440,376,-1
RN34NO3,147,377,1
RN34O2,349,377,-1
NO,440,377,-1
RN37NO3,148,378,1
RN37O2,343,378,-1
NO,440,378,-1
RI13NO3,205,379,1
RI13O2,361,379,-1
NO,440,379,-1
RI16NO3,244,380,1
RI16O2,364,380,-1
NO,440,380,-1
RI16NO3,244,381,1
RI16AO2,336,381,-1
NO,440,381,-1
RN19NO3,243,382,1
RN19BO2,315,382,-1
NO,440,382,-1
RN19NO3,243,383,1
RI19O2,409,383,-1
NO,440,383,-1
HOC2H4NO3,101,384,1
HOCH2CH2O2,403,384,-1
NO,440,384,-1
RN9NO3,102,385,1
RN9O2,421,385,-1
NO,440,385,-1
RN12NO3,103,386,1
RN12O2,419,386,-1
NO,440,386,-1
RN15NO3,149,387,1
RN15O2,426,387,-1
NO,440,387,-1
RN18NO3,150,388,1
RN18O2,407,388,-1
NO,440,388,-1
RN21NO3,151,389,1
RN21O2,397,389,-1
NO,440,389,-1
RN24NO3,152,390,1
RN24O2,392,390,-1
NO,440,390,-1
RN27NO3,153,391,1
RN27O2,387,391,-1
NO,440,391,-1
RN30NO3,154,392,1
RN30O2,352,392,-1
NO,440,392,-1
RN33NO3,155,393,1
RN33O2,356,393,-1
NO,440,393,-1
RN36NO3,156,394,1
RN36O2,345,394,-1
NO,440,394,-1
RI12NO3,157,395,1
RI12O2,328,395,-1
NO,440,395,-1
RI15NO3,158,396,1
RI15O2,321,396,-1
NO,440,396,-1
RN15NO3,149,397,1
RN15AO2,436,397,-1
NO,440,397,-1
RN18NO3,150,398,1
RN18AO2,408,398,-1
NO,440,398,-1
RN21NO3,151,399,1
RN21AO2,396,399,-1
NO,440,399,-1
RN24NO3,152,400,1
RN24AO2,391,400,-1
NO,440,400,-1
RN27NO3,153,401,1
RN27AO2,386,401,-1
NO,440,401,-1
RN30NO3,154,402,1
RN30AO2,353,402,-1
NO,440,402,-1
RN33NO3,155,403,1
RN33AO2,354,403,-1
NO,440,403,-1
RN36NO3,156,404,1
RN36AO2,346,404,-1
NO,440,404,-1
RC18NO3,159,405,1
RC18O2,274,405,-1
NO,440,405,-1
RN16NO3,225,406,1
RC16O2,334,406,-1
NO,440,406,-1
RU11NO3,160,407,1
RU11O2,327,407,-1
NO,440,407,-1
RU14NO3,265,408,1
RU14O2,413,408,-1
NO,440,408,-1
RA13NO3,206,409,1
RA13O2,312,409,-1
NO,440,409,-1
RA16NO3,207,410,1
RA16O2,360,410,-1
NO,440,410,-1
RA19NO3,283,411,1
RA19AO2,330,411,-1
NO,440,411,-1
RA19NO3,283,412,1
RA19BO2,378,412,-1
NO,440,412,-1
RA19NO3,283,413,1
RA19CO2,410,413,-1
NO,440,413,-1
RA22NO3,245,414,1
RA22AO2,291,414,-1
NO,440,414,-1
RA22NO3,245,415,1
RA22BO2,401,415,-1
NO,440,415,-1
RA25NO3,208,416,1
RA25O2,333,416,-1
NO,440,416,-1
RA28NO3,209,417,1
RA28O2,329,417,-1
NO,440,417,-1
RE12NO3,210,418,1
RE12O2,313,418,-1
NO,440,418,-1
RE15NO3,161,419,1
RE15O2,273,419,-1
NO,440,419,-1
RE18NO3,211,420,1
RE18O2,314,420,-1
NO,440,420,-1
RTN28NO3,104,421,1
RTN28O2,370,421,-1
NO,440,421,-1
RTN25NO3,162,422,1
RTN25O2,416,422,-1
NO,440,422,-1
RTX28NO3,163,423,1
RTX28O2,368,423,-1
NO,440,423,-1
RTX24NO3,164,424,1
RTX24O2,420,424,-1
NO,440,424,-1
RTX22NO3,165,425,1
RTX22O2,418,425,-1
NO,440,425,-1
HCHO,415,426,1
CH3O2,417,426,-1
NO3,437,426,-1
NO2,438,426,1
HO2,441,426,1
C2H5O2,423,427,-1
CH3CHO,433,427,1
NO3,437,427,-1
NO2,438,427,1
HO2,441,427,1
C2H5CHO,425,428,1
RN10O2,427,428,-1
NO3,437,428,-1
NO2,438,428,1
HO2,441,428,1
IC3H7O2,362,429,-1
CH3COCH3,371,429,1
NO3,437,429,-1
NO2,438,429,1
HO2,441,429,1
C2H5O2,423,430,1
CH3CHO,433,430,1
NO3,437,430,-1
NO2,438,430,1
RN13O2,442,430,-1
CARB11A,288,431,1
NO3,437,431,-1
NO2,438,431,1
HO2,441,431,1
RN13O2,442,431,-1
RN16O2,435,432,-1
RN15AO2,436,432,1
NO3,437,432,-1
NO2,438,432,1
RN19O2,406,433,-1
RN18AO2,408,433,1
NO3,437,433,-1
NO2,438,433,1
RN22O2,394,434,-1
RN21AO2,396,434,1
NO3,437,434,-1
NO2,438,434,1
RN25O2,390,435,-1
RN24AO2,391,435,1
NO3,437,435,-1
NO2,438,435,1
RN28O2,384,436,-1
RN27AO2,386,436,1
NO3,437,436,-1
NO2,438,436,1
RN31O2,351,437,-1
RN30AO2,353,437,1
NO3,437,437,-1
NO2,438,437,1
RN34O2,349,438,-1
RN33AO2,354,438,1
NO3,437,438,-1
NO2,438,438,1
RN37O2,343,439,-1
RN36AO2,346,439,1
NO3,437,439,-1
NO2,438,439,1
RI13O2,361,440,-1
CH3COCH3,371,440,1
CH3O2,417,440,1
NO3,437,440,-1
NO2,438,440,1
IPRCHO,292,441,1
RI13O2,361,441,-1
NO3,437,441,-1
NO2,438,441,1
HO2,441,441,1
RI16O2,364,442,-1
CH3COCH3,371,442,1
C2H5O2,423,442,1
NO3,437,442,-1
NO2,438,442,1
MIPK,226,443,1
RI16O2,364,443,-1
NO3,437,443,-1
NO2,438,443,1
HO2,441,443,1
RI16AO2,336,444,-1
RI13O2,361,444,1
HCHO,415,444,1
NO3,437,444,-1
NO2,438,444,1
RN19BO2,315,445,-1
RN18AO2,408,445,1
NO3,437,445,-1
NO2,438,445,1
IC3H7O2,362,446,1
CH3COCH3,371,446,1
RI19O2,409,446,-1
NO3,437,446,-1
NO2,438,446,1
RN13AO2,405,447,-1
RN12O2,419,447,1
NO3,437,447,-1
NO2,438,447,1
RN16AO2,339,448,-1
RN15O2,426,448,1
NO3,437,448,-1
NO2,438,448,1
RN19AO2,398,449,-1
RN18O2,407,449,1
NO3,437,449,-1
NO2,438,449,1
RN22AO2,393,450,-1
RN21O2,397,450,1
NO3,437,450,-1
NO2,438,450,1
RN25AO2,389,451,-1
RN24O2,392,451,1
NO3,437,451,-1
NO2,438,451,1
RN28AO2,383,452,-1
RN27O2,387,452,1
NO3,437,452,-1
NO2,438,452,1
RN30O2,352,453,1
RN31AO2,382,453,-1
NO3,437,453,-1
NO2,438,453,1
RN34AO2,348,454,-1
RN33O2,356,454,1
NO3,437,454,-1
NO2,438,454,1
UDCARB8,289,455,1
RA13O2,312,455,-1
CARB3,363,455,1
NO3,437,455,-1
NO2,438,455,1
HO2,441,455,1
UDCARB11,338,456,1
RA16O2,360,456,-1
CARB3,363,456,1
NO3,437,456,-1
NO2,438,456,1
HO2,441,456,1
UDCARB8,289,457,1
RA16O2,360,457,-1
CARB6,379,457,1
NO3,437,457,-1
NO2,438,457,1
HO2,441,457,1
RA19AO2,330,458,-1
UDCARB14,331,458,1
CARB3,363,458,1
NO3,437,458,-1
NO2,438,458,1
HO2,441,458,1
UDCARB11,338,459,1
RA19BO2,378,459,-1
CARB6,379,459,1
NO3,437,459,-1
NO2,438,459,1
HO2,441,459,1
CARB9,276,460,1
UDCARB8,289,460,1
RA19CO2,410,460,-1
NO3,437,460,-1
NO2,438,460,1
HO2,441,460,1
RA22AO2,291,461,-1
UDCARB14,331,461,1
CARB6,379,461,1
NO3,437,461,-1
NO2,438,461,1
HO2,441,461,1
CARB9,276,462,1
UDCARB11,338,462,1
RA22BO2,401,462,-1
NO3,437,462,-1
NO2,438,462,1
HO2,441,462,1
UDCARB17,284,463,1
RA25O2,333,463,-1
CARB6,379,463,1
NO3,437,463,-1
NO2,438,463,1
HO2,441,463,1
UDCARB20,285,464,1
RA28O2,329,464,-1
CARB6,379,464,1
NO3,437,464,-1
NO2,438,464,1
HO2,441,464,1
RUA20O2,322,465,-1
BENZAL,337,465,1
HCHO,415,465,1
NO3,437,465,-1
NO2,438,465,1
HO2,441,465,1
RAROH14,237,466,1
RA16BO2,306,466,-1
NO3,437,466,-1
NO2,438,466,1
HOCH2CH2O2,403,467,-1
HCHO,415,467,2
NO3,437,467,-1
NO2,438,467,1
HO2,441,467,1
HOCH2CH2O2,403,468,-1
HOCH2CHO,411,468,1
NO3,437,468,-1
NO2,438,468,1
HO2,441,468,1
HCHO,415,469,1
RN9O2,421,469,-1
CH3CHO,433,469,1
NO3,437,469,-1
NO2,438,469,1
HO2,441,469,1
RN12O2,419,470,-1
CH3CHO,433,470,2
NO3,437,470,-1
NO2,438,470,1
HO2,441,470,1
C2H5CHO,425,471,1
RN15O2,426,471,-1
CH3CHO,433,471,1
NO3,437,471,-1
NO2,438,471,1
HO2,441,471,1
RN18O2,407,472,-1
C2H5CHO,425,472,2
NO3,437,472,-1
NO2,438,472,1
HO2,441,472,1
CARB11,388,473,1
RN21O2,397,473,-1
C2H5CHO,425,473,1
NO3,437,473,-1
NO2,438,473,1
HO2,441,473,1
CARB11,388,474,2
RN24O2,392,474,-1
NO3,437,474,-1
NO2,438,474,1
HO2,441,474,1
CARB14,357,475,1
RN27O2,387,475,-1
CARB11,388,475,1
NO3,437,475,-1
NO2,438,475,1
HO2,441,475,1
RN30O2,352,476,-1
CARB14,357,476,2
NO3,437,476,-1
NO2,438,476,1
HO2,441,476,1
CARB17,347,477,1
RN33O2,356,477,-1
CARB14,357,477,1
NO3,437,477,-1
NO2,438,477,1
HO2,441,477,1
RN36O2,345,478,-1
CARB17,347,478,2
NO3,437,478,-1
NO2,438,478,1
HO2,441,478,1
RI12O2,328,479,-1
CH3COCH3,371,479,1
HCHO,415,479,1
NO3,437,479,-1
NO2,438,479,1
HO2,441,479,1
RI15O2,321,480,-1
CH3COCH3,371,480,1
CH3CHO,433,480,1
NO3,437,480,-1
NO2,438,480,1
HO2,441,480,1
CARB13,320,481,1
RN15AO2,436,481,-1
NO3,437,481,-1
NO2,438,481,1
HO2,441,481,1
CARB16,340,482,1
RN18AO2,408,482,-1
NO3,437,482,-1
NO2,438,482,1
HO2,441,482,1
CARB19,308,483,1
RN21AO2,396,483,-1
NO3,437,483,-1
NO2,438,483,1
HO2,441,483,1
CARB22,309,484,1
RN24AO2,391,484,-1
NO3,437,484,-1
NO2,438,484,1
HO2,441,484,1
CARB25,300,485,1
RN27AO2,386,485,-1
NO3,437,485,-1
NO2,438,485,1
HO2,441,485,1
CARB28,298,486,1
RN30AO2,353,486,-1
NO3,437,486,-1
NO2,438,486,1
HO2,441,486,1
CARB31,297,487,1
RN33AO2,354,487,-1
NO3,437,487,-1
NO2,438,487,1
HO2,441,487,1
CARB34,299,488,1
RN36AO2,346,488,-1
NO3,437,488,-1
NO2,438,488,1
HO2,441,488,1
RC18O2,274,489,-1
CYHEXONE,275,489,1
NO3,437,489,-1
NO2,438,489,1
HO2,441,489,1
CCARB14,95,490,1
RC16O2,334,490,-1
NO3,437,490,-1
NO2,438,490,1
HO2,441,490,1
CCARB12,138,491,1
RC14O2,335,491,-1
NO3,437,491,-1
NO2,438,491,1
HO2,441,491,1
CH3O2,417,492,1
CH3CO3,432,492,-1
NO3,437,492,-1
NO2,438,492,1
C2H5CO3,402,493,-1
C2H5O2,423,493,1
NO3,437,493,-1
NO2,438,493,1
HOCH2CO3,377,494,-1
HCHO,415,494,1
NO3,437,494,-1
NO2,438,494,1
HO2,441,494,1
HCHO,415,495,1
RN8O2,430,495,-1
CH3CO3,432,495,1
NO3,437,495,-1
NO2,438,495,1
RN11O2,422,496,-1
CH3CO3,432,496,1
CH3CHO,433,496,1
NO3,437,496,-1
NO2,438,496,1
C2H5CO3,402,497,1
RN14O2,429,497,-1
CH3CHO,433,497,1
NO3,437,497,-1
NO2,438,497,1
RN16AO2,339,498,1
RN17O2,428,498,-1
NO3,437,498,-1
