! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : cri_EdgeList.csv
! Equation file        : cri.kpp
! Output root filename : cri
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
235,73,R73,CH3CO2H,1
261,73,CPENT2ENE,R73,-1
425,73,R73,C2H5CHO,1
434,73,O3,R73,-1
262,74,TPENT2ENE,R74,-1
376,74,R74,CO,1
417,74,R74,CH3O2,1
425,74,R74,C2H5CHO,1
434,74,O3,R74,-1
439,74,R74,OH,1
235,75,R75,CH3CO2H,1
262,75,TPENT2ENE,R75,-1
425,75,R75,C2H5CHO,1
434,75,O3,R75,-1
278,76,ME2BUT1ENE,R76,-1
288,76,R76,CARB11A,1
376,76,R76,CO,1
434,76,O3,R76,-1
439,76,R76,OH,1
441,76,R76,HO2,1
277,77,R77,HCOOH,1
278,77,ME2BUT1ENE,R77,-1
288,77,R77,CARB11A,1
434,77,O3,R77,-1
279,78,ME3BUT1ENE,R78,-1
376,78,R78,CO,1
388,78,R78,CARB11,1
434,78,O3,R78,-1
439,78,R78,OH,1
441,78,R78,HO2,1
277,79,R79,HCOOH,1
279,79,ME3BUT1ENE,R79,-1
388,79,R79,CARB11,1
434,79,O3,R79,-1
267,80,ME2BUT2ENE,R80,-1
371,80,R80,CH3COCH3,1
376,80,R80,CO,1
417,80,R80,CH3O2,1
434,80,O3,R80,-1
439,80,R80,OH,1
235,81,R81,CH3CO2H,1
267,81,ME2BUT2ENE,R81,-1
371,81,R81,CH3COCH3,1
434,81,O3,R81,-1
295,82,HEX1ENE,R82,-1
376,82,R82,CO,1
415,82,R82,HCHO,1
434,82,O3,R82,-1
439,82,R82,OH,1
442,82,R82,RN13O2,1
277,83,R83,HCOOH,1
295,83,HEX1ENE,R83,-1
357,83,R83,CARB14,1
434,83,O3,R83,-1
263,84,CHEX2ENE,R84,-1
376,84,R84,CO,1
423,84,R84,C2H5O2,1
425,84,R84,C2H5CHO,1
434,84,O3,R84,-1
439,84,R84,OH,1
136,85,R85,PROPACID,1
263,85,CHEX2ENE,R85,-1
425,85,R85,C2H5CHO,1
434,85,O3,R85,-1
264,86,THEX2ENE,R86,-1
376,86,R86,CO,1
423,86,R86,C2H5O2,1
425,86,R86,C2H5CHO,1
434,86,O3,R86,-1
439,86,R86,OH,1
136,87,R87,PROPACID,1
264,87,THEX2ENE,R87,-1
425,87,R87,C2H5CHO,1
434,87,O3,R87,-1
280,88,C4H6,R88,-1
327,88,R88,RU11O2,1
439,88,OH,R88,-1
367,89,C5H8,R89,-1
413,89,R89,RU14O2,1
439,89,OH,R89,-1
280,90,C4H6,R90,-1
342,90,R90,NRN9O2,1
437,90,NO3,R90,-1
266,91,R91,NRU14O2,1
367,91,C5H8,R91,-1
437,91,NO3,R91,-1
280,92,C4H6,R92,-1
376,92,R92,CO,2
415,92,R92,HCHO,2
434,92,O3,R92,-1
439,92,R92,OH,1
441,92,R92,HO2,1
277,93,R93,HCOOH,1
280,93,C4H6,R93,-1
376,93,R93,CO,1
415,93,R93,HCHO,2
434,93,O3,R93,-1
367,94,C5H8,R94,-1
376,94,R94,CO,1
404,94,R94,UCARB10,1
434,94,O3,R94,-1
439,94,R94,OH,1
441,94,R94,HO2,1
277,95,R95,HCOOH,1
367,95,C5H8,R95,-1
404,95,R95,UCARB10,1
434,95,O3,R95,-1
316,96,APINENE,R96,-1
370,96,R96,RTN28O2,1
439,96,OH,R96,-1
281,97,R97,NRTN28O2,1
