! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : MOZART_T1_EdgeList.csv
! Equation file        : MOZART_T1.kpp
! Output root filename : MOZART_T1
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



# species_index (starts from 1),reaction_index (starts from 1),from,to, directed stoichiometric value
105,152,C3H7O2,R152,-1
122,152,R152,CH3COCH3,0.82
146,152,R152,CH2O,1
149,152,R152,HO2,1
155,152,CH3O2,R152,-1
11,153,R153,RO2_HO2,1
56,153,R153,C3H7OOH,1
105,153,C3H7O2,R153,-1
149,153,HO2,R153,-1
12,154,R154,RO2_NO,1
105,154,C3H7O2,R154,-1
122,154,R154,CH3COCH3,0.82
129,154,R154,CH3CHO,0.27
147,154,R154,NO2,1
149,154,R154,HO2,1
153,154,NO,R154,-1
13,155,R155,VOC_OH,1
56,155,C3H7OOH,R155,-1
105,155,R155,C3H7O2,1
148,155,OH,R155,-1
13,156,R156,VOC_OH,1
16,156,C3H8,R156,-1
105,156,R156,C3H7O2,1
148,156,OH,R156,-1
70,157,R157,HNO3,1
123,157,R157,CO,1
138,157,CH3COCHO,R157,-1
150,157,NO3,R157,-1
152,157,R157,CH3CO3,1
13,158,R158,VOC_OH,1
123,158,R158,CO,1
138,158,CH3COCHO,R158,-1
148,158,OH,R158,-1
152,158,R158,CH3CO3,1
13,159,R159,VOC_OH,1
136,159,HYAC,R159,-1
138,159,R159,CH3COCHO,1
148,159,OH,R159,-1
149,159,R159,HO2,1
119,160,NOA,R160,-1
138,160,R160,CH3COCHO,1
147,160,R160,NO2,1
148,160,OH,R160,-1
11,161,R161,RO2_HO2,1
74,161,R161,POOH,1
96,161,PO2,R161,-1
149,161,HO2,R161,-1
12,162,R162,RO2_NO,1
96,162,PO2,R162,-1
129,162,R162,CH3CHO,1
146,162,R162,CH2O,1
147,162,R162,NO2,1
149,162,R162,HO2,1
153,162,NO,R162,-1
74,163,POOH,R163,-1
96,163,R163,PO2,0.5
136,163,R163,HYAC,0.5
148,163,OH,R163,-1
148,163,R163,OH,0.5
10,164,R164,RO2_RO2,1
107,164,R164,CH3OH,0.5
134,164,RO2,R164,-1
136,164,R164,HYAC,0.2
138,164,R164,CH3COCHO,0.5
146,164,R164,CH2O,0.8
149,164,R164,HO2,0.3
152,164,R164,CH3CO3,0.3
155,164,CH3O2,R164,-1
11,165,R165,RO2_HO2,1
55,165,R165,ROOH,0.85
134,165,RO2,R165,-1
146,165,R165,CH2O,0.15
148,165,R165,OH,0.15
149,165,HO2,R165,-1
152,165,R165,CH3CO3,0.15
12,166,R166,RO2_NO,1
134,166,RO2,R166,-1
146,166,R166,CH2O,1
147,166,R166,NO2,1
152,166,R166,CH3CO3,1
153,166,NO,R166,-1
55,167,ROOH,R167,-1
134,167,R167,RO2,1
148,167,OH,R167,-1
13,168,R168,VOC_OH,1
96,168,R168,PO2,1
128,168,C3H6,R168,-1
148,168,OH,R168,-1
13,169,R169,VOC_OH,1
122,169,CH3COCH3,R169,-1
134,169,R169,RO2,1
148,169,OH,R169,-1
59,170,BIGENE,R170,-1
122,170,R170,CH3COCH3,0.5
129,170,R170,CH3CHO,1
146,170,R170,CH2O,0.5
147,170,R170,NO2,1
150,170,NO3,R170,-1
13,171,R171,VOC_OH,1
59,171,BIGENE,R171,-1
86,171,R171,ENEO2,1
148,171,OH,R171,-1
12,172,R172,RO2_NO,1
86,172,ENEO2,R172,-1
122,172,R172,CH3COCH3,0.5
129,172,R172,CH3CHO,1
146,172,R172,CH2O,0.5
147,172,R172,NO2,1
149,172,R172,HO2,1
153,172,NO,R172,-1
12,173,R173,RO2_NO,1
86,173,ENEO2,R173,-1
137,173,R173,HONITR,1
153,173,NO,R173,-1
13,174,R174,VOC_OH,1
22,174,R174,ONITR,1
137,174,HONITR,R174,-1
