original r_id,# species_index (starts from 1),reaction_index (starts from 1),from,to, directed stoichiometric value
ROCOXY10c,97,523,R523,VROCN2OXY2,0.3349
ROCOXY10c,80,523,R523,VROCN1OXY6,0.0082
ROCOXY10c,223,523,R523,VROCN1OXY3,0.1202
ROCOXY10c,216,523,R523,VROCN1OXY1,0.0761
ROCOXY10c,136,523,R523,VROCP0OXY4,0.0325
ROCOXY10c,177,523,R523,VROCP0OXY2,0.1267
ROCOXY10c,198,523,R523,VROCP1OXY3,0.0647
ROCOXY10c,178,523,R523,VROCP1OXY1,0.0364
ROCOXY10c,102,523,R523,VROCP2OXY2,0.089
ROCOXY10c,50,523,R523,VROCP3OXY2,0.0646
ROCOXY10c,26,523,R523,VROCP4OXY2,0.0448
ROCOXY10c,144,523,R523,VOP3,0.0087
ROCOXY10c,126,523,R523,OP2,0.0103
ROCOXY10c,96,523,R523,MEK,0.0297
ROCOXY10c,191,523,R523,KET,0.0297
ROCOXY10c,92,523,R523,HCHO,0.0297
ROCOXY10c,189,523,R523,ACD,0.0149
ROCOXY10c,193,523,R523,ALD,0.0297
ROCOXY10c,27,523,R523,MO2,0.0297
ROCOXY10c,33,523,R523,ETHP,0.0297
ROCOXY10c,118,523,R523,HC3P,0.0297
ROCOXY10c,205,523,R523,MEKP,0.0297
ROCOXY10c,150,523,R523,KETP,0.0297
ROCOXY10c,168,523,R523,DELTA_C,0.2239
ROCOXY11c,102,524,VROCP2OXY2,R524,-1.0
ROCOXY11c,185,524,HO,R524,-1.0
ROCOXY11c,214,524,R524,VROCN2OXY8,0.0479
ROCOXY11c,165,524,R524,VROCN2OXY4,0.1746
ROCOXY11c,97,524,R524,VROCN2OXY2,0.0104
ROCOXY11c,80,524,R524,VROCN1OXY6,0.055
ROCOXY11c,223,524,R524,VROCN1OXY3,0.1118
ROCOXY11c,216,524,R524,VROCN1OXY1,0.0013
ROCOXY11c,136,524,R524,VROCP0OXY4,0.148
ROCOXY11c,177,524,R524,VROCP0OXY2,0.0417
ROCOXY11c,198,524,R524,VROCP1OXY3,0.1181
ROCOXY11c,178,524,R524,VROCP1OXY1,0.0218
ROCOXY11c,102,524,R524,VROCP2OXY2,0.1195
ROCOXY11c,50,524,R524,VROCP3OXY2,0.0207
ROCOXY11c,144,524,R524,VOP3,0.0294
ROCOXY11c,126,524,R524,OP2,0.0453
ROCOXY11c,96,524,R524,MEK,0.0628
ROCOXY11c,191,524,R524,KET,0.0628
ROCOXY11c,92,524,R524,HCHO,0.0628
ROCOXY11c,189,524,R524,ACD,0.0314
ROCOXY11c,193,524,R524,ALD,0.0628
ROCOXY11c,27,524,R524,MO2,0.0628
ROCOXY11c,33,524,R524,ETHP,0.0628
ROCOXY11c,118,524,R524,HC3P,0.0628
ROCOXY11c,205,524,R524,MEKP,0.0628
ROCOXY11c,150,524,R524,KETP,0.0628
ROCOXY11c,168,524,R524,DELTA_C,0.2175
ROCOXY12c,50,525,VROCP3OXY2,R525,-1.0
ROCOXY12c,185,525,HO,R525,-1.0
ROCOXY12c,214,525,R525,VROCN2OXY8,0.0324
ROCOXY12c,165,525,R525,VROCN2OXY4,0.0769
ROCOXY12c,97,525,R525,VROCN2OXY2,0.0009
ROCOXY12c,80,525,R525,VROCN1OXY6,0.0621
ROCOXY12c,223,525,R525,VROCN1OXY3,0.0489
ROCOXY12c,136,525,R525,VROCP0OXY4,0.155
ROCOXY12c,177,525,R525,VROCP0OXY2,0.0155
ROCOXY12c,198,525,R525,VROCP1OXY3,0.1117
ROCOXY12c,178,525,R525,VROCP1OXY1,0.0113
ROCOXY12c,102,525,R525,VROCP2OXY2,0.1465
ROCOXY12c,50,525,R525,VROCP3OXY2,0.0871
ROCOXY12c,26,525,R525,VROCP4OXY2,0.004
ROCOXY12c,144,525,R525,VOP3,0.0569
ROCOXY12c,126,525,R525,OP2,0.0472
ROCOXY12c,96,525,R525,MEK,0.0698
ROCOXY12c,191,525,R525,KET,0.0698
ROCOXY12c,92,525,R525,HCHO,0.0698
ROCOXY12c,189,525,R525,ACD,0.0349
ROCOXY12c,193,525,R525,ALD,0.0698
ROCOXY12c,27,525,R525,MO2,0.0698
ROCOXY12c,33,525,R525,ETHP,0.0698
ROCOXY12c,118,525,R525,HC3P,0.0698
ROCOXY12c,205,525,R525,MEKP,0.0698
ROCOXY12c,150,525,R525,KETP,0.0698
ROCOXY12c,168,525,R525,DELTA_C,0.3147
ROCOXY13c,26,526,VROCP4OXY2,R526,-1.0
ROCOXY13c,185,526,HO,R526,-1.0
ROCOXY13c,214,526,R526,VROCN2OXY8,0.0117
ROCOXY13c,165,526,R526,VROCN2OXY4,0.0167
ROCOXY13c,80,526,R526,VROCN1OXY6,0.0504
ROCOXY13c,223,526,R526,VROCN1OXY3,0.0276
ROCOXY13c,136,526,R526,VROCP0OXY4,0.092
ROCOXY13c,198,526,R526,VROCP1OXY3,0.0788
ROCOXY13c,178,526,R526,VROCP1OXY1,0.0108
ROCOXY13c,102,526,R526,VROCP2OXY2,0.1227
ROCOXY13c,50,526,R526,VROCP3OXY2,0.1501
ROCOXY13c,26,526,R526,VROCP4OXY2,0.0466
ROCOXY13c,144,526,R526,VOP3,0.0785
ROCOXY13c,126,526,R526,OP2,0.0399
ROCOXY13c,96,526,R526,MEK,0.0786
ROCOXY13c,191,526,R526,KET,0.0786
ROCOXY13c,92,526,R526,HCHO,0.0786
ROCOXY13c,189,526,R526,ACD,0.0393
ROCOXY13c,193,526,R526,ALD,0.0786
ROCOXY13c,27,526,R526,MO2,0.0786
ROCOXY13c,33,526,R526,ETHP,0.0786
ROCOXY13c,118,526,R526,HC3P,0.0786
ROCOXY13c,205,526,R526,MEKP,0.0786
ROCOXY13c,150,526,R526,KETP,0.0786
ROCOXY13c,168,526,R526,DELTA_C,-0.5004
ROCOXY14c,89,527,VROCP5OXY1,R527,-1.0
ROCOXY14c,185,527,HO,R527,-1.0
ROCOXY14c,165,527,R527,VROCN2OXY4,0.0103
ROCOXY14c,97,527,R527,VROCN2OXY2,0.0006
ROCOXY14c,80,527,R527,VROCN1OXY6,0.009
ROCOXY14c,223,527,R527,VROCN1OXY3,0.0146
ROCOXY14c,136,527,R527,VROCP0OXY4,0.0702
ROCOXY14c,177,527,R527,VROCP0OXY2,0.0153
ROCOXY14c,198,527,R527,VROCP1OXY3,0.1017
ROCOXY14c,178,527,R527,VROCP1OXY1,0.0047
ROCOXY14c,102,527,R527,VROCP2OXY2,0.1658
ROCOXY14c,50,527,R527,VROCP3OXY2,0.1757
ROCOXY14c,26,527,R527,VROCP4OXY2,0.1587
ROCOXY14c,89,527,R527,VROCP5OXY1,0.0573
ROCOXY14c,204,527,R527,VROCP6OXY1,0.0097
ROCOXY14c,144,527,R527,VOP3,0.0253
ROCOXY14c,126,527,R527,OP2,0.0368
ROCOXY14c,96,527,R527,MEK,0.0526
ROCOXY14c,191,527,R527,KET,0.0526
ROCOXY14c,92,527,R527,HCHO,0.0526
ROCOXY14c,189,527,R527,ACD,0.0263
ROCOXY14c,193,527,R527,ALD,0.0526
ROCOXY14c,27,527,R527,MO2,0.0526
ROCOXY14c,33,527,R527,ETHP,0.0526
ROCOXY14c,118,527,R527,HC3P,0.0526
ROCOXY14c,205,527,R527,MEKP,0.0526
ROCOXY14c,151,527,R527,HC5P,0.0531
ROCOXY14c,150,527,R527,KETP,0.0526
ROCOXY14c,168,527,R527,DELTA_C,0.3794
ROCOXY15c,204,528,VROCP6OXY1,R528,-1.0
ROCOXY15c,185,528,HO,R528,-1.0
ROCOXY15c,80,528,R528,VROCN1OXY6,0.0061
ROCOXY15c,223,528,R528,VROCN1OXY3,0.0049
ROCOXY15c,136,528,R528,VROCP0OXY4,0.0224
ROCOXY15c,198,528,R528,VROCP1OXY3,0.042
ROCOXY15c,178,528,R528,VROCP1OXY1,0.0033
ROCOXY15c,102,528,R528,VROCP2OXY2,0.0906
ROCOXY15c,50,528,R528,VROCP3OXY2,0.1489
ROCOXY15c,26,528,R528,VROCP4OXY2,0.1742
ROCOXY15c,89,528,R528,VROCP5OXY1,0.1157
ROCOXY15c,204,528,R528,VROCP6OXY1,0.0294
ROCOXY15c,144,528,R528,VOP3,0.0415
ROCOXY15c,126,528,R528,OP2,0.056
ROCOXY15c,96,528,R528,MEK,0.0571
ROCOXY15c,191,528,R528,KET,0.0571
ROCOXY15c,92,528,R528,HCHO,0.0571
ROCOXY15c,189,528,R528,ACD,0.0285
ROCOXY15c,193,528,R528,ALD,0.0571
ROCOXY15c,27,528,R528,MO2,0.0571
ROCOXY15c,33,528,R528,ETHP,0.0571
ROCOXY15c,118,528,R528,HC3P,0.0571
ROCOXY15c,205,528,R528,MEKP,0.0571
ROCOXY15c,151,528,R528,HC5P,0.0497
ROCOXY15c,150,528,R528,KETP,0.0571
ROCOXY15c,168,528,R528,DELTA_C,-0.0282
ROCOXY16c,144,529,VOP3,R529,-1.0
ROCOXY16c,185,529,HO,R529,-1.0
ROCOXY16c,214,529,R529,VROCN2OXY8,0.1628
ROCOXY16c,165,529,R529,VROCN2OXY4,0.0103
ROCOXY16c,80,529,R529,VROCN1OXY6,0.0585
ROCOXY16c,136,529,R529,VROCP0OXY4,0.0171
ROCOXY16c,144,529,R529,VOP3,0.1299
ROCOXY16c,96,529,R529,MEK,0.1652
ROCOXY16c,191,529,R529,KET,0.1652
ROCOXY16c,92,529,R529,HCHO,0.1652
ROCOXY16c,189,529,R529,ACD,0.0826
ROCOXY16c,193,529,R529,ALD,0.1652
ROCOXY16c,27,529,R529,MO2,0.1652
ROCOXY16c,33,529,R529,ETHP,0.1652
ROCOXY16c,118,529,R529,HC3P,0.1652
ROCOXY16c,205,529,R529,MEKP,0.1652
ROCOXY16c,150,529,R529,KETP,0.1652
ROCOXY16c,168,529,R529,DELTA_C,0.2781
R364,213,530,ECH4,R530,-1.0
R364,185,530,HO,R530,-1.0
R364,27,530,R530,MO2,1.0
TRP58,222,531,ATRPNJ,R531,-1.0
TRP58,12,531,R531,AHOMJ,1.0
TRP58,167,531,R531,HNO3,1.0
TRP58,17,531,R531,DELTA_N,-1.0
TRP59,48,532,AHONITJ,R532,-1.0
TRP59,12,532,R532,AHOMJ,1.0
TRP59,167,532,R532,HNO3,1.0
TRP59,17,532,R532,DELTA_N,-1.0
ROCARO71,24,533,STY,R533,-1.0
ROCARO71,185,533,HO,R533,-1.0
ROCARO71,132,533,R533,STYP,1.0
ROCARO71a,24,534,STY,R534,-1.0
ROCARO71a,212,534,O3,R534,-1.0
ROCARO71a,52,534,R534,BALD,0.62
ROCARO71a,92,534,R534,HCHO,0.62
ROCARO71a,99,534,R534,CO,0.56
ROCARO71a,190,534,R534,HO2,0.28
ROCARO71a,185,534,R534,HO,0.36
ROCARO71a,131,534,R534,BAL2,0.28
ROCARO71a,29,534,R534,BEN,0.1
ROCARO71a,210,534,R534,CO2,0.2
ROCARO71a,168,534,R534,DELTA_C,0.0
ROCARO71b,24,535,STY,R535,-1.0
ROCARO71b,124,535,NO3,R535,-1.0
ROCARO71b,58,535,R535,NO2,1.0
ROCARO71b,132,535,R535,STYP,1.0
ROCARO72,132,536,STYP,R536,-1.0
ROCARO72,190,536,HO2,R536,-1.0
ROCARO72,50,536,R536,VROCP3OXY2,1.0
ROCARO72,168,536,R536,DELTA_C,-3.0
ROCARO73,132,537,STYP,R537,-1.0
ROCARO73,207,537,NO,R537,-1.0
ROCARO73,58,537,R537,NO2,1.0
ROCARO73,190,537,R537,HO2,1.0
ROCARO73,92,537,R537,HCHO,1.0
ROCARO73,52,537,R537,BALD,1.0
ROCARO74,132,538,STYP,R538,-1.0
ROCARO74,124,538,NO3,R538,-1.0
ROCARO74,58,538,R538,NO2,1.0
ROCARO74,190,538,R538,HO2,1.0
ROCARO74,92,538,R538,HCHO,1.0
ROCARO74,52,538,R538,BALD,1.0
ROCARO75,132,539,STYP,R539,-1.0
ROCARO75,27,539,MO2,R539,-1.0
ROCARO75,190,539,R539,HO2,1.37
ROCARO75,92,539,R539,HCHO,1.68
ROCARO75,52,539,R539,BALD,1.0
ROCARO75,227,539,R539,MOH,0.32
ROCARO75,168,539,R539,DELTA_C,0.0
ROCARO76,132,540,STYP,R540,-1.0
ROCARO76,31,540,ACO3,R540,-1.0
ROCARO76,190,540,R540,HO2,1.0
ROCARO76,92,540,R540,HCHO,1.0
ROCARO76,52,540,R540,BALD,1.0
ROCARO76,27,540,R540,MO2,0.7
ROCARO76,180,540,R540,ORA2,0.3
ROCARO76,210,540,R540,CO2,0.7
HET_ANO3I,228,541,ANO3I,R541,-1.0
HET_ANO3I,65,541,R541,HONO,0.67
HET_ANO3I,58,541,R541,NO2,0.33
HET_ANO3J,201,542,ANO3J,R542,-1.0
HET_ANO3J,65,542,R542,HONO,0.67
HET_ANO3J,58,542,R542,NO2,0.33
CLP01,103,543,CL2,R543,-1.0
CLP01,106,543,R543,CL,2.0
CLP02,119,544,CLO,R544,-1.0
CLP02,106,544,R544,CL,1.0
CLP02,47,544,R544,O3P,1.0
CLP03,73,545,OCLO,R545,-1.0
CLP03,119,545,R545,CLO,1.0
CLP03,47,545,R545,O3P,1.0
CLP07,37,546,CL2O2,R546,-1.0
CLP07,106,546,R546,CL,1.0
CLP07,158,546,R546,CLOO,1.0
CLP10,74,547,HOCL,R547,-1.0
CLP10,185,547,R547,HO,1.0
CLP10,106,547,R547,CL,1.0
CLP12,87,548,CLNO,R548,-1.0
CLP12,106,548,R548,CL,1.0
CLP12,207,548,R548,NO,1.0
CLP14,42,549,CLNO2,R549,-1.0
CLP14,106,549,R549,CL,1.0
CLP14,58,549,R549,NO2,1.0
CLP17,98,550,CLNO3,R550,-1.0
CLP17,106,550,R550,CL,1.0
CLP17,124,550,R550,NO3,1.0
CLP18,98,551,CLNO3,R551,-1.0
CLP18,119,551,R551,CLO,1.0
CLP18,58,551,R551,NO2,1.0
CLT01,106,552,CL,R552,-1.0
CLT01,212,552,O3,R552,-1.0
CLT01,119,552,R552,CLO,1.0
CLT02,106,553,CL,R553,-1.0
CLT02,155,553,H2,R553,-1.0
CLT02,218,553,R553,HCL,1.0
CLT02,190,553,R553,HO2,1.0
CLT03,106,554,CL,R554,-1.0
CLT03,190,554,HO2,R554,-1.0
CLT03,119,554,R554,CLO,1.0
CLT03,185,554,R554,HO,1.0
CLT04,106,555,CL,R555,-1.0
CLT04,190,555,HO2,R555,-1.0
CLT04,218,555,R555,HCL,1.0
CLT05,106,556,CL,R556,-1.0
CLT05,164,556,H2O2,R556,-1.0
CLT05,218,556,R556,HCL,1.0
CLT05,190,556,R556,HO2,1.0
CLT06,106,557,CL,R557,-1.0
CLT06,158,557,CLOO,R557,-1.0
CLT06,119,557,R557,CLO,2.0
CLT07,106,558,CL,R558,-1.0
CLT07,158,558,CLOO,R558,-1.0
CLT07,103,558,R558,CL2,1.0
CLT08,106,559,CL,R559,-1.0
CLT08,73,559,OCLO,R559,-1.0
CLT08,119,559,R559,CLO,2.0
CLT09,106,560,CL,R560,-1.0
CLT09,37,560,CL2O2,R560,-1.0
CLT09,103,560,R560,CL2,1.0
CLT09,158,560,R560,CLOO,1.0
CLT10,106,561,CL,R561,-1.0
CLT10,74,561,HOCL,R561,-1.0
CLT10,103,561,R561,CL2,1.0
CLT10,185,561,R561,HO,1.0
CLT11,106,562,CL,R562,-1.0
CLT11,207,562,NO,R562,-1.0
CLT11,81,562,M,R562,-1.0
CLT11,87,562,R562,CLNO,1.0
CLT12,106,563,CL,R563,-1.0
CLT12,58,563,NO2,R563,-1.0
CLT12,42,563,R563,CLNO2,1.0
CLT14,106,564,CL,R564,-1.0
CLT14,124,564,NO3,R564,-1.0
CLT14,119,564,R564,CLO,1.0
CLT14,58,564,R564,NO2,1.0
CLT15,106,565,CL,R565,-1.0
CLT15,87,565,CLNO,R565,-1.0
CLT15,103,565,R565,CL2,1.0
CLT15,207,565,R565,NO,1.0
CLT17,106,566,CL,R566,-1.0
CLT17,98,566,CLNO3,R566,-1.0
CLT17,103,566,R566,CL2,1.0
CLT17,124,566,R566,NO3,1.0
CLT22,119,567,CLO,R567,-1.0
CLT22,190,567,HO2,R567,-1.0
CLT22,74,567,R567,HOCL,1.0
CLT23,119,568,CLO,R568,-1.0
CLT23,207,568,NO,R568,-1.0
CLT23,106,568,R568,CL,1.0
CLT23,58,568,R568,NO2,1.0
CLT25,119,569,CLO,R569,-1.0
CLT25,58,569,NO2,R569,-1.0
CLT25,98,569,R569,CLNO3,1.0
CLT27,119,570,CLO,R570,-1.0
CLT27,119,570,CLO,R570,-1.0
CLT27,103,570,R570,CL2,1.0
CLT28,119,571,CLO,R571,-1.0
CLT28,119,571,CLO,R571,-1.0
CLT28,73,571,R571,OCLO,1.0
CLT28,106,571,R571,CL,1.0
CLT31,119,572,CLO,R572,-1.0
CLT31,119,572,CLO,R572,-1.0
CLT31,37,572,R572,CL2O2,1.0
CLT32,37,573,CL2O2,R573,-1.0
CLT32,119,573,R573,CLO,2.0
CLT35,73,574,OCLO,R574,-1.0
CLT35,207,574,NO,R574,-1.0
CLT35,119,574,R574,CLO,1.0
CLT35,58,574,R574,NO2,1.0
CLT36,185,575,HO,R575,-1.0
CLT36,103,575,CL2,R575,-1.0
CLT36,106,575,R575,CL,1.0
CLT36,74,575,R575,HOCL,1.0
CLT37,185,576,HO,R576,-1.0
CLT37,119,576,CLO,R576,-1.0
CLT37,218,576,R576,HCL,1.0
CLT38,185,577,HO,R577,-1.0
CLT38,119,577,CLO,R577,-1.0
CLT38,106,577,R577,CL,1.0
CLT38,190,577,R577,HO2,1.0
CLT39,185,578,HO,R578,-1.0
CLT39,218,578,HCL,R578,-1.0
CLT39,106,578,R578,CL,1.0
CLT40,185,579,HO,R579,-1.0
CLT40,74,579,HOCL,R579,-1.0
CLT40,119,579,R579,CLO,1.0
CLT41,185,580,HO,R580,-1.0
CLT41,42,580,CLNO2,R580,-1.0
CLT41,74,580,R580,HOCL,1.0
CLT41,58,580,R580,NO2,1.0
CLT43,185,581,HO,R581,-1.0
CLT43,98,581,CLNO3,R581,-1.0
CLT43,74,581,R581,HOCL,1.0
CLT43,124,581,R581,NO3,1.0
CLT44,185,582,HO,R582,-1.0
CLT44,73,582,OCLO,R582,-1.0
CLT44,74,582,R582,HOCL,1.0
CLT45,185,583,HO,R583,-1.0
CLT45,37,583,CL2O2,R583,-1.0
CLT45,74,583,R583,HOCL,1.0
CLT45,158,583,R583,CLOO,1.0
CLTO01,106,584,CL,R584,-1.0
CLTO01,169,584,CH4,R584,-1.0
CLTO01,218,584,R584,HCL,1.0
CLTO01,27,584,R584,MO2,1.0
CLTO01,168,584,R584,DELTA_C,-1.0
CLTO02,106,585,CL,R585,-1.0
CLTO02,133,585,ETH,R585,-1.0
CLTO02,218,585,R585,HCL,1.0
CLTO02,33,585,R585,ETHP,1.0
CLTO03,106,586,CL,R586,-1.0
CLTO03,202,586,HC3,R586,-1.0
CLTO03,218,586,R586,HCL,1.0
CLTO03,118,586,R586,HC3P,1.0
CLTO03,53,586,R586,ASOATJ,2.81e-05
CLTO03,168,586,R586,DELTA_C,-0.0001
CLTO04,106,587,CL,R587,-1.0
CLTO04,162,587,HC5,R587,-1.0
CLTO04,218,587,R587,HCL,1.0
CLTO04,151,587,R587,HC5P,1.0
CLTO04,53,587,R587,ASOATJ,0.00134
CLTO04,168,587,R587,DELTA_C,-0.0093
CLTO05,106,588,CL,R588,-1.0
CLTO05,175,588,HC10,R588,-1.0
CLTO05,218,588,R588,HCL,1.0
CLTO05,4,588,R588,HC10P,1.0
CLOR01,119,589,CLO,R589,-1.0
CLOR01,27,589,MO2,R589,-1.0
CLOR01,158,589,R589,CLOO,1.0
CLOR01,92,589,R589,HCHO,1.0
CLOR01,190,589,R589,HO2,1.0
CLOR02,119,590,CLO,R590,-1.0
CLOR02,33,590,ETHP,R590,-1.0
CLOR02,158,590,R590,CLOO,1.0
CLOR02,189,590,R590,ACD,1.0
CLOR02,190,590,R590,HO2,1.0
CLOR03,119,591,CLO,R591,-1.0
CLOR03,118,591,HC3P,R591,-1.0
CLOR03,190,591,R591,HO2,0.66
CLOR03,27,591,R591,MO2,0.131
CLOR03,33,591,R591,ETHP,0.048
CLOR03,112,591,R591,XO2,0.089
CLOR03,158,591,R591,CLOO,1.0
CLOR03,189,591,R591,ACD,0.504
CLOR03,193,591,R591,ALD,0.132
CLOR03,5,591,R591,ACT,0.165
CLOR03,96,591,R591,MEK,0.042
CLOR03,168,591,R591,DELTA_C,0.706
CLOR04,119,592,CLO,R592,-1.0
CLOR04,151,592,HC5P,R592,-1.0
CLOR04,190,592,R592,HO2,0.2
CLOR04,27,592,R592,MO2,0.051
CLOR04,33,592,R592,ETHP,0.231
CLOR04,112,592,R592,XO2,0.235
CLOR04,158,592,R592,CLOO,1.0
CLOR04,92,592,R592,HCHO,0.018
CLOR04,189,592,R592,ACD,0.045
CLOR04,193,592,R592,ALD,0.203
CLOR04,96,592,R592,MEK,0.033
CLOR04,5,592,R592,ACT,0.217
CLOR04,191,592,R592,KET,0.033
CLOR04,59,592,R592,HKET,0.272
CLOR04,168,592,R592,DELTA_C,2.006
CLOR51,119,593,CLO,R593,-1.0
CLOR51,4,593,HC10P,R593,-1.0
CLOR51,40,593,R593,HC10P2,0.74
CLOR51,158,593,R593,CLOO,1.0
CLOR51,168,593,R593,DELTA_C,2.6
HET_N2O5IJ,100,594,N2O5,R594,-1.0
HET_N2O5IJ,167,594,R594,HNO3,1.0
HET_N2O5IJ,7,594,R594,NO2PIJ,1.0
HET_N2O5K,100,595,N2O5,R595,-1.0
HET_N2O5K,167,595,R595,HNO3,1.0
HET_N2O5K,153,595,R595,NO2PK,1.0
HET_H2NO3PIJA,7,596,NO2PIJ,R596,-1.0
HET_H2NO3PIJA,167,596,R596,HNO3,1.0
HET_H2NO3PKA,153,597,NO2PK,R597,-1.0
HET_H2NO3PKA,167,597,R597,HNO3,1.0
HET_H2NO3PIB,7,598,NO2PIJ,R598,-1.0
HET_H2NO3PIB,224,598,ACLI,R598,-1.0
HET_H2NO3PIB,42,598,R598,CLNO2,1.0
HET_H2NO3PJB,7,599,NO2PIJ,R599,-1.0
HET_H2NO3PJB,45,599,ACLJ,R599,-1.0
HET_H2NO3PJB,42,599,R599,CLNO2,1.0
HET_H2NO3PKB,153,600,NO2PK,R600,-1.0
HET_H2NO3PKB,172,600,ACLK,R600,-1.0
HET_H2NO3PKB,42,600,R600,CLNO2,1.0
HET_CLN3_WAI,98,601,CLNO3,R601,-1.0
HET_CLN3_WAI,74,601,R601,HOCL,1.0
HET_CLN3_WAI,167,601,R601,HNO3,1.0
HET_CLN3_WAJ,98,602,CLNO3,R602,-1.0
HET_CLN3_WAJ,74,602,R602,HOCL,1.0
HET_CLN3_WAJ,167,602,R602,HNO3,1.0
HET_CLN3_ACLJ,98,603,CLNO3,R603,-1.0
HET_CLN3_ACLJ,45,603,ACLJ,R603,-1.0
HET_CLN3_ACLJ,103,603,R603,CL2,1.0
HET_CLN3_ACLJ,201,603,R603,ANO3J,1.0
SOAphot01,12,604,AHOMJ,R604,-1.0
SOAphot01,121,604,R604,AMTN1J,0.8
SOAphot01,10,604,R604,ORA1,0.2
SOAphot01,168,604,R604,DELTA_C,-0.2
HET_SO2_H2O2,70,605,SO2,R605,-1.0
HET_SO2_H2O2,164,605,H2O2,R605,-1.0
HET_SO2_H2O2,61,605,R605,ASO4J,1.0
HET_SO2_O3,70,606,SO2,R606,-1.0
HET_SO2_O3,212,606,O3,R606,-1.0
HET_SO2_O3,61,606,R606,ASO4J,1.0
HET_SO2_MEPX,70,607,SO2,R607,-1.0
HET_SO2_MEPX,208,607,OP1,R607,-1.0
HET_SO2_MEPX,61,607,R607,ASO4J,1.0
HET_SO2_MEPX,227,607,R607,MOH,1.0
HET_SO2_PACD,70,608,SO2,R608,-1.0
HET_SO2_PACD,184,608,PAA,R608,-1.0
HET_SO2_PACD,61,608,R608,ASO4J,1.0
HET_SO2_PACD,180,608,R608,ORA2,1.0
HET_SO2_NO2,70,609,SO2,R609,-1.0
HET_SO2_NO2,58,609,NO2,R609,-1.0
HET_SO2_NO2,61,609,R609,ASO4J,1.0
HET_SO2_NO2,65,609,R609,HONO,1.0
HET_SO2_TMI,70,610,SO2,R610,-1.0
HET_SO2_TMI,157,610,AFEJ,R610,-1.0
HET_SO2_TMI,159,610,AMNJ,R610,-1.0
HET_SO2_TMI,61,610,R610,ASO4J,1.0
HET_SO2_TMI,157,610,R610,AFEJ,1.0
HET_SO2_TMI,159,610,R610,AMNJ,1.0
HET_SO2_HCHO,70,611,SO2,R611,-1.0
HET_SO2_HCHO,92,611,HCHO,R611,-1.0
HET_SO2_HCHO,120,611,R611,AHMSJ,1.0
HET_SO2_HNO4,70,612,SO2,R612,-1.0
HET_SO2_HNO4,161,612,HNO4,R612,-1.0
HET_SO2_HNO4,61,612,R612,ASO4J,1.0
HET_SO2_HNO4,201,612,R612,ANO3J,1.0
HET_HMS_L1,120,613,AHMSJ,R613,-1.0
HET_HMS_L1,185,613,HO,R613,-1.0
HET_HMS_L1,190,613,R613,HO2,1.0
HET_HMS_L1,70,613,R613,SO2,1.0
HET_HMS_L1,10,613,R613,ORA1,1.0
HET_HMS_L2,120,614,AHMSJ,R614,-1.0
HET_HMS_L2,70,614,R614,SO2,1.0
HET_HMS_L2,92,614,R614,HCHO,1.0
