! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : mech_EdgeList.csv
! Equation file        : mech.kpp
! Output root filename : mech
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



# species_index (starts from 1),reaction_index (starts from 1),from,to, directed stoichiometric value
154,176,NO,R176,-1
158,176,R176,ALD,0.15
161,176,R176,ETHP,0.133
162,176,R176,NO2,0.739
164,176,R176,HO2,0.606
108,177,ETEP,R177,-1
151,177,R177,HCHO,1.6
154,177,NO,R177,-1
158,177,R177,ALD,0.2
162,177,R177,NO2,1
164,177,R177,HO2,1
95,178,R178,MEK,0.13
96,178,R178,ACT,0.06
133,178,R178,ONIT,0.03
134,178,OLTP,R178,-1
150,178,R178,ACD,0.012
151,178,R178,HCHO,0.78
154,178,NO,R178,-1
158,178,R178,ALD,0.44
162,178,R178,NO2,0.97
164,178,R178,HO2,0.78
96,179,R179,ACT,0.2
98,179,R179,HKET,0.02
103,179,R179,KET,0.09
133,179,R179,ONIT,0.05
144,179,OLIP,R179,-1
150,179,R179,ACD,0.81
154,179,NO,R179,-1
158,179,R179,ALD,0.68
162,179,R179,NO2,0.95
164,179,R179,HO2,0.83
109,180,BENP,R180,-1
116,180,R180,GLY,0.918
125,180,R180,DCB3,0.459
133,180,R180,ONIT,0.082
140,180,R180,DCB2,0.459
154,180,NO,R180,-1
162,180,R180,NO2,0.918
164,180,R180,HO2,0.918
92,181,TLP1,R181,-1
106,181,R181,BALD,1
154,181,NO,R181,-1
162,181,R181,NO2,1
112,182,TOLP,R182,-1
133,182,R182,ONIT,0.05
140,182,R182,DCB2,0.95
154,182,NO,R182,-1
162,182,R182,NO2,0.95
164,182,R182,HO2,0.95
106,183,R183,BALD,0.5
113,183,PER1,R183,-1
124,183,R183,MGLY,0.5
133,183,R183,ONIT,0.05
146,183,R183,DCB1,0.5
154,183,NO,R183,-1
162,183,R183,NO2,0.95
164,183,R183,HO2,0.5
93,184,XYL1,R184,-1
106,184,R184,BALD,1
154,184,NO,R184,-1
162,184,R184,NO2,1
119,185,XYLP,R185,-1
125,185,R185,DCB3,0.95
133,185,R185,ONIT,0.05
154,185,NO,R185,-1
162,185,R185,NO2,0.95
164,185,R185,HO2,0.95
110,186,PER2,R186,-1
124,186,R186,MGLY,0.95
125,186,R186,DCB3,1.05
133,186,R186,ONIT,0.05
146,186,R186,DCB1,0.95
154,186,NO,R186,-1
162,186,R186,NO2,0.95
164,186,R186,HO2,0.95
104,187,XYOP,R187,-1
116,187,R187,GLY,0.35
124,187,R187,MGLY,0.6
125,187,R187,DCB3,0.177
133,187,R187,ONIT,0.05
140,187,R187,DCB2,0.073
146,187,R187,DCB1,0.7
154,187,NO,R187,-1
162,187,R187,NO2,0.95
164,187,R187,HO2,0.95
67,188,R188,ISON,0.12
98,188,R188,HKET,0.029
107,188,R188,MVK,0.44
116,188,R188,GLY,0.021
126,188,R188,MACR,0.28
127,188,ISOP,R188,-1
151,188,R188,HCHO,0.2
154,188,NO,R188,-1
158,188,R188,ALD,0.27
162,188,R188,NO2,0.88
164,188,R188,HO2,0.88
68,189,R189,ORA1,0.07
96,189,R189,ACT,0.11
103,189,R189,KET,0.44
132,189,APIP,R189,-1
133,189,R189,ONIT,0.18
151,189,R189,HCHO,0.23
154,189,NO,R189,-1
158,189,R189,ALD,0.43
162,189,R189,NO2,0.82
164,189,R189,HO2,0.82
68,190,R190,ORA1,0.07
121,190,LIMP,R190,-1
135,190,R190,UALD,0.68
143,190,R190,OLI,0.05
151,190,R190,HCHO,0.43
154,190,NO,R190,-1
162,190,R190,NO2,1
164,190,R190,HO2,1
154,191,NO,R191,-1
156,191,R191,MO2,1
162,191,R191,NO2,1
166,191,ACO3,R191,-1
136,192,RCO3,R192,-1
154,192,NO,R192,-1
161,192,R192,ETHP,1
162,192,R192,NO2,1
147,193,ACTP,R193,-1
151,193,R193,HCHO,1
154,193,NO,R193,-1
162,193,R193,NO2,1
166,193,R193,ACO3,1
146,194,R194,DCB1,0.67
148,194,MEKP,R194,-1
151,194,R194,HCHO,0.33
154,194,NO,R194,-1
162,194,R194,NO2,1
164,194,R194,HO2,0.67
124,195,R195,MGLY,0.54
149,195,R195,XO2,0.16
154,195,NO,R195,-1
157,195,KETP,R195,-1
158,195,R195,ALD,0.46
162,195,R195,NO2,1
164,195,R195,HO2,0.77
166,195,R195,ACO3,0.23
87,196,R196,CO,0.25
98,196,R196,HKET,0.25
124,196,R196,MGLY,0.5
128,196,MACP,R196,-1
151,196,R196,HCHO,0.75
154,196,NO,R196,-1
162,196,R196,NO2,1
164,196,R196,HO2,0.75
166,196,R196,ACO3,0.25
98,197,R197,HKET,1
111,197,MCP,R197,-1
151,197,R197,HCHO,0.5
154,197,NO,R197,-1
162,197,R197,NO2,1
164,197,R197,HO2,0.5
123,198,MVKP,R198,-1
124,198,R198,MGLY,0.3
149,198,R198,XO2,0.7
151,198,R198,HCHO,0.3
154,198,NO,R198,-1
158,198,R198,ALD,0.7
162,198,R198,NO2,1
164,198,R198,HO2,0.3
166,198,R198,ACO3,0.7
87,199,R199,CO,0.61
103,199,R199,KET,0.7
116,199,R199,GLY,0.18
122,199,UALP,R199,-1
124,199,R199,MGLY,0.21
151,199,R199,HCHO,0.03
154,199,NO,R199,-1
158,199,R199,ALD,0.27
162,199,R199,NO2,1
164,199,R199,HO2,1
78,200,R200,BAL1,1
84,200,BALP,R200,-1
154,200,NO,R200,-1
162,200,R200,NO2,1
48,201,R201,BAL2,1
78,201,BAL1,R201,-1
154,201,NO,R201,-1
162,201,R201,NO2,1
98,202,R202,HKET,0.32
114,202,ADDC,R202,-1
116,202,R202,GLY,0.68
141,202,R202,OP2,0.68
154,202,NO,R202,-1
162,202,R202,NO2,1
164,202,R202,HO2,1
76,203,R203,MCTO,1
115,203,MCTP,R203,-1
154,203,NO,R203,-1
162,203,R203,NO2,1
101,204,ORAP,R204,-1
116,204,R204,GLY,1
154,204,NO,R204,-1
162,204,R204,NO2,1
164,204,R204,HO2,1
131,205,OLNN,R205,-1
133,205,R205,ONIT,1
154,205,NO,R205,-1
162,205,R205,NO2,1
164,205,R205,HO2,1
103,206,R206,KET,0.464
145,206,OLND,R206,-1
151,206,R206,HCHO,0.287
154,206,NO,R206,-1
158,206,R206,ALD,1.24
162,206,R206,NO2,2
105,207,ADCN,R207,-1
116,207,R207,GLY,1
141,207,R207,OP2,1
154,207,NO,R207,-1
162,207,R207,NO2,2
149,208,XO2,R208,-1
154,208,NO,R208,-1
162,208,R208,NO2,1
48,209,BAL2,R209,-1
133,209,R209,ONIT,1
162,209,NO2,R209,-1
69,210,CHO,R210,-1
133,210,R210,ONIT,1
162,210,NO2,R210,-1
76,211,MCTO,R211,-1
133,211,R211,ONIT,1
162,211,NO2,R211,-1
64,212,R212,OP1,1
156,212,MO2,R212,-1
164,212,HO2,R212,-1
141,213,R213,OP2,1
161,213,ETHP,R213,-1
164,213,HO2,R213,-1
141,214,R214,OP2,1
164,214,HO2,R214,-1
165,214,HC3P,R214,-1
141,215,R215,OP2,1
142,215,HC5P,R215,-1
164,215,HO2,R215,-1
117,216,HC8P,R216,-1
141,216,R216,OP2,1
164,216,HO2,R216,-1
108,217,ETEP,R217,-1
141,217,R217,OP2,1
164,217,HO2,R217,-1
134,218,OLTP,R218,-1
141,218,R218,OP2,1
164,218,HO2,R218,-1
141,219,R219,OP2,1
144,219,OLIP,R219,-1
164,219,HO2,R219,-1
109,220,BENP,R220,-1
141,220,R220,OP2,1
164,220,HO2,R220,-1
92,221,TLP1,R221,-1
141,221,R221,OP2,1
164,221,HO2,R221,-1
112,222,TOLP,R222,-1
141,222,R222,OP2,1
164,222,HO2,R222,-1
113,223,PER1,R223,-1
141,223,R223,OP2,1
164,223,HO2,R223,-1
93,224,XYL1,R224,-1
141,224,R224,OP2,1
164,224,HO2,R224,-1
119,225,XYLP,R225,-1
141,225,R225,OP2,1
164,225,HO2,R225,-1
110,226,PER2,R226,-1
141,226,R226,OP2,1
164,226,HO2,R226,-1
104,227,XYOP,R227,-1
141,227,R227,OP2,1
164,227,HO2,R227,-1
30,228,R228,ISHP,1
127,228,ISOP,R228,-1
164,228,HO2,R228,-1
132,229,APIP,R229,-1
141,229,R229,OP2,1
164,229,HO2,R229,-1
121,230,LIMP,R230,-1
141,230,R230,OP2,1
164,230,HO2,R230,-1
6,231,R231,CO2,0.44
70,231,R231,PAA,0.41
156,231,R231,MO2,0.44
159,231,R231,HO,0.44
160,231,R231,ORA2,0.15
164,231,HO2,R231,-1
166,231,ACO3,R231,-1
6,232,R232,CO2,0.44
70,232,R232,PAA,0.41
136,232,RCO3,R232,-1
159,232,R232,HO,0.44
160,232,R232,ORA2,0.15
161,232,R232,ETHP,0.44
164,232,HO2,R232,-1
141,233,R233,OP2,0.85
147,233,ACTP,R233,-1
151,233,R233,HCHO,0.15
159,233,R233,HO,0.15
164,233,HO2,R233,-1
166,233,R233,ACO3,0.15
141,234,R234,OP2,1
148,234,MEKP,R234,-1
164,234,HO2,R234,-1
141,235,R235,OP2,1
157,235,KETP,R235,-1
164,235,HO2,R235,-1
40,236,R236,MAHP,1
128,236,MACP,R236,-1
164,236,HO2,R236,-1
40,237,R237,MAHP,1
111,237,MCP,R237,-1
164,237,HO2,R237,-1
123,238,MVKP,R238,-1
141,238,R238,OP2,1
164,238,HO2,R238,-1
122,239,UALP,R239,-1
141,239,R239,OP2,1
164,239,HO2,R239,-1
114,240,ADDC,R240,-1
141,240,R240,OP2,1
164,240,HO2,R240,-1
69,241,CHO,R241,-1
120,241,R241,CSL,1
164,241,HO2,R241,-1
115,242,MCTP,R242,-1
141,242,R242,OP2,1
164,242,HO2,R242,-1
101,243,ORAP,R243,-1
133,243,R243,ONIT,1
164,243,HO2,R243,-1
131,244,OLNN,R244,-1
133,244,R244,ONIT,1
164,244,HO2,R244,-1
133,245,R245,ONIT,1
145,245,OLND,R245,-1
164,245,HO2,R245,-1
105,246,ADCN,R246,-1
141,246,R246,OP2,1
164,246,HO2,R246,-1
141,247,R247,OP2,1
149,247,XO2,R247,-1
164,247,HO2,R247,-1
129,248,R248,MOH,0.63
151,248,R248,HCHO,1.37
156,248,MO2,R248,-2
164,248,R248,HO2,0.74
62,249,R249,EOH,0.25
129,249,R249,MOH,0.25
150,249,R249,ACD,0.75
151,249,R249,HCHO,0.75
156,249,MO2,R249,-1
161,249,ETHP,R249,-1
164,249,R249,HO2,1
99,250,R250,ROH,0.25
103,250,R250,KET,0.497
116,250,R250,GLY,0.05
129,250,R250,MOH,0.25
149,250,R250,XO2,0.026
151,250,R250,HCHO,0.827
156,250,MO2,R250,-1
156,250,R250,MO2,0.08
158,250,R250,ALD,0.198
161,250,R250,ETHP,0.026
164,250,R250,HO2,0.894
165,250,HC3P,R250,-1
99,251,R251,ROH,0.25
103,251,R251,KET,0.618
129,251,R251,MOH,0.25
142,251,HC5P,R251,-1
149,251,R251,XO2,0.191
151,251,R251,HCHO,0.777
156,251,MO2,R251,-1
156,251,R251,MO2,0.018
158,251,R251,ALD,0.251
161,251,R251,ETHP,0.14
164,251,R251,HO2,0.842
99,252,R252,ROH,0.25
103,252,R252,KET,0.652
117,252,HC8P,R252,-1
129,252,R252,MOH,0.25
149,252,R252,XO2,0.281
151,252,R252,HCHO,0.75
156,252,MO2,R252,-1
158,252,R252,ALD,0.197
161,252,R252,ETHP,0.09
164,252,R252,HO2,0.91
44,253,R253,ETEG,0.25
108,253,ETEP,R253,-1
129,253,R253,MOH,0.25
151,253,R253,HCHO,1.95
156,253,MO2,R253,-1
158,253,R253,ALD,0.15
164,253,R253,HO2,1
99,254,R254,ROH,0.25
103,254,R254,KET,0.045
129,254,R254,MOH,0.25
134,254,OLTP,R254,-1
151,254,R254,HCHO,1.5
156,254,MO2,R254,-1
158,254,R254,ALD,0.705
164,254,R254,HO2,1
99,255,R255,ROH,0.25
103,255,R255,KET,0.218
129,255,R255,MOH,0.25
144,255,OLIP,R255,-1
151,255,R255,HCHO,0.75
156,255,MO2,R255,-1
158,255,R255,ALD,1.28
164,255,R255,HO2,1
109,256,BENP,R256,-1
116,256,R256,GLY,0.6
125,256,R256,DCB3,0.459
140,256,R256,DCB2,0.459
151,256,R256,HCHO,1
156,256,MO2,R256,-1
164,256,R256,HO2,1.6
92,257,TLP1,R257,-1
106,257,R257,BALD,1
151,257,R257,HCHO,1
156,257,MO2,R257,-1
164,257,R257,HO2,1
112,258,TOLP,R258,-1
116,258,R258,GLY,0.271
140,258,R258,DCB2,1
151,258,R258,HCHO,1
156,258,MO2,R258,-1
164,258,R258,HO2,2
113,259,PER1,R259,-1
124,259,R259,MGLY,1
146,259,R259,DCB1,1
151,259,R259,HCHO,1
156,259,MO2,R259,-1
164,259,R259,HO2,2
93,260,XYL1,R260,-1
106,260,R260,BALD,1
151,260,R260,HCHO,1
156,260,MO2,R260,-1
164,260,R260,HO2,1
119,261,XYLP,R261,-1
140,261,R261,DCB2,1
151,261,R261,HCHO,1
156,261,MO2,R261,-1
164,261,R261,HO2,2
110,262,PER2,R262,-1
124,262,R262,MGLY,1
125,262,R262,DCB3,1.05
146,262,R262,DCB1,1
151,262,R262,HCHO,1
156,262,MO2,R262,-1
164,262,R262,HO2,2
104,263,XYOP,R263,-1
116,263,R263,GLY,0.368
124,263,R263,MGLY,0.632
125,263,R263,DCB3,0.186
140,263,R263,DCB2,0.077
146,263,R263,DCB1,0.737
151,263,R263,HCHO,1
156,263,MO2,R263,-1
164,263,R263,HO2,2
98,264,R264,HKET,0.016
99,264,R264,ROH,0.25
107,264,R264,MVK,0.25
116,264,R264,GLY,0.018
126,264,R264,MACR,0.159
127,264,ISOP,R264,-1
129,264,R264,MOH,0.25
151,264,R264,HCHO,1.31
156,264,MO2,R264,-1
158,264,R264,ALD,0.023
164,264,R264,HO2,1
99,265,R265,ROH,0.25
103,265,R265,KET,0.75
129,265,R265,MOH,0.25
132,265,APIP,R265,-1
151,265,R265,HCHO,0.75
156,265,MO2,R265,-1
158,265,R265,ALD,0.75
164,265,R265,HO2,1
99,266,R266,ROH,0.25
121,266,LIMP,R266,-1
126,266,R266,MACR,0.308
129,266,R266,MOH,0.25
143,266,R266,OLI,0.192
151,266,R266,HCHO,1.04
156,266,MO2,R266,-1
164,266,R266,HO2,1
6,267,R267,CO2,0.4
151,267,R267,HCHO,1
156,267,MO2,R267,-1
156,267,R267,MO2,0.9
160,267,R267,ORA2,0.1
164,267,R267,HO2,0.9
166,267,ACO3,R267,-1
6,268,R268,CO2,0.4
136,268,RCO3,R268,-1
151,268,R268,HCHO,1
156,268,MO2,R268,-1
156,268,R268,MO2,0.9
160,268,R268,ORA2,0.1
164,268,R268,HO2,0.9
99,269,R269,ROH,0.25
129,269,R269,MOH,0.25
147,269,ACTP,R269,-1
151,269,R269,HCHO,1.5
156,269,MO2,R269,-1
160,269,R269,ORA2,0.125
164,269,R269,HO2,0.5
166,269,R269,ACO3,0.5
99,270,R270,ROH,0.25
129,270,R270,MOH,0.25
146,270,R270,DCB1,0.334
148,270,MEKP,R270,-1
151,270,R270,HCHO,1
156,270,MO2,R270,-1
164,270,R270,HO2,0.834
99,271,R271,ROH,0.25
129,271,R271,MOH,0.25
146,271,R271,DCB1,0.5
151,271,R271,HCHO,0.75
156,271,MO2,R271,-1
157,271,KETP,R271,-1
164,271,R271,HO2,1
87,272,R272,CO,0.5
99,272,R272,ROH,0.25
128,272,MACP,R272,-1
129,272,R272,MOH,0.25
151,272,R272,HCHO,1.66
156,272,MO2,R272,-1
156,272,R272,MO2,0.25
160,272,R272,ORA2,0.067
164,272,R272,HO2,0.5
166,272,R272,ACO3,0.269
98,273,R273,HKET,0.5
99,273,R273,ROH,0.25
111,273,MCP,R273,-1
129,273,R273,MOH,0.25
151,273,R273,HCHO,1.5
156,273,MO2,R273,-1
162,273,R273,NO2,1
164,273,R273,HO2,1
99,274,R274,ROH,0.25
123,274,MVKP,R274,-1
124,274,R274,MGLY,0.5
129,274,R274,MOH,0.25
149,274,R274,XO2,1.16
151,274,R274,HCHO,1.5
156,274,MO2,R274,-1
158,274,R274,ALD,1.75
160,274,R274,ORA2,0.292
164,274,R274,HO2,1
166,274,R274,ACO3,1.16
87,275,R275,CO,0.305
99,275,R275,ROH,0.25
103,275,R275,KET,0.525
116,275,R275,GLY,0.135
122,275,UALP,R275,-1
124,275,R275,MGLY,0.105
129,275,R275,MOH,0.25
151,275,R275,HCHO,0.773
156,275,MO2,R275,-1
158,275,R275,ALD,0.203
164,275,R275,HO2,1
78,276,R276,BAL1,1
84,276,BALP,R276,-1
151,276,R276,HCHO,1
156,276,MO2,R276,-1
164,276,R276,HO2,1
48,277,R277,BAL2,1
78,277,BAL1,R277,-1
151,277,R277,HCHO,1
156,277,MO2,R277,-1
164,277,R277,HO2,1
98,278,R278,HKET,0.32
114,278,ADDC,R278,-1
116,278,R278,GLY,0.68
141,278,R278,OP2,0.68
151,278,R278,HCHO,1
156,278,MO2,R278,-1
164,278,R278,HO2,2
76,279,R279,MCTO,1
115,279,MCTP,R279,-1
151,279,R279,HCHO,1
156,279,MO2,R279,-1
164,279,R279,HO2,1
101,280,ORAP,R280,-1
116,280,R280,GLY,1
151,280,R280,HCHO,1
156,280,MO2,R280,-1
164,280,R280,HO2,1
131,281,OLNN,R281,-1
133,281,R281,ONIT,1
151,281,R281,HCHO,1
156,281,MO2,R281,-1
164,281,R281,HO2,2
99,282,R282,ROH,0.25
103,282,R282,KET,0.348
129,282,R282,MOH,0.25
133,282,R282,ONIT,0.5
145,282,OLND,R282,-1
151,282,R282,HCHO,0.965
156,282,MO2,R282,-1
158,282,R282,ALD,0.93
162,282,R282,NO2,0.5
164,282,R282,HO2,0.5
105,283,ADCN,R283,-1
116,283,R283,GLY,0.7
133,283,R283,ONIT,0.3
141,283,R283,OP2,0.7
151,283,R283,HCHO,1
156,283,MO2,R283,-1
162,283,R283,NO2,0.7
164,283,R283,HO2,1
149,284,XO2,R284,-1
151,284,R284,HCHO,1
156,284,MO2,R284,-1
164,284,R284,HO2,1
150,285,R285,ACD,1
156,285,R285,MO2,0.5
160,285,R285,ORA2,0.5
161,285,ETHP,R285,-1
164,285,R285,HO2,0.5
166,285,ACO3,R285,-1
103,286,R286,KET,0.662
116,286,R286,GLY,0.067
149,286,R286,XO2,0.026
151,286,R286,HCHO,0.13
156,286,R286,MO2,0.58
158,286,R286,ALD,0.273
160,286,R286,ORA2,0.5
161,286,R286,ETHP,0.026
164,286,R286,HO2,0.394
165,286,HC3P,R286,-1
166,286,ACO3,R286,-1
103,287,R287,KET,0.824
142,287,HC5P,R287,-1
149,287,R287,XO2,0.191
151,287,R287,HCHO,0.042
156,287,R287,MO2,0.518
158,287,R287,ALD,0.381
160,287,R287,ORA2,0.5
161,287,R287,ETHP,0.14
164,287,R287,HO2,0.342
166,287,ACO3,R287,-1
103,288,R288,KET,0.642
117,288,HC8P,R288,-1
149,288,R288,XO2,0.208
156,288,R288,MO2,0.5
158,288,R288,ALD,0.217
160,288,R288,ORA2,0.495
161,288,R288,ETHP,0.067
164,288,R288,HO2,0.303
166,288,ACO3,R288,-1
108,289,ETEP,R289,-1
151,289,R289,HCHO,1.6
156,289,R289,MO2,0.5
158,289,R289,ALD,0.2
160,289,R289,ORA2,0.5
164,289,R289,HO2,0.5
166,289,ACO3,R289,-1
103,290,R290,KET,0.06
134,290,OLTP,R290,-1
151,290,R290,HCHO,1
156,290,R290,MO2,0.5
158,290,R290,ALD,0.94
160,290,R290,ORA2,0.5
164,290,R290,HO2,0.5
166,290,ACO3,R290,-1
103,291,R291,KET,0.29
144,291,OLIP,R291,-1
156,291,R291,MO2,0.5
158,291,R291,ALD,1.71
160,291,R291,ORA2,0.5
164,291,R291,HO2,0.5
166,291,ACO3,R291,-1
109,292,BENP,R292,-1
116,292,R292,GLY,0.6
125,292,R292,DCB3,0.458
140,292,R292,DCB2,0.459
156,292,R292,MO2,1
164,292,R292,HO2,0.6
166,292,ACO3,R292,-1
92,293,TLP1,R293,-1
106,293,R293,BALD,1
156,293,R293,MO2,1
166,293,ACO3,R293,-1
112,294,TOLP,R294,-1
140,294,R294,DCB2,1
156,294,R294,MO2,1
164,294,R294,HO2,1
166,294,ACO3,R294,-1
113,295,PER1,R295,-1
124,295,R295,MGLY,1
146,295,R295,DCB1,1
156,295,R295,MO2,1
164,295,R295,HO2,1
166,295,ACO3,R295,-1
93,296,XYL1,R296,-1
106,296,R296,BALD,1
156,296,R296,MO2,1
166,296,ACO3,R296,-1
119,297,XYLP,R297,-1
140,297,R297,DCB2,1
156,297,R297,MO2,1
164,297,R297,HO2,1
166,297,ACO3,R297,-1
110,298,PER2,R298,-1
124,298,R298,MGLY,1
125,298,R298,DCB3,1.05
146,298,R298,DCB1,1
156,298,R298,MO2,1
164,298,R298,HO2,1
166,298,ACO3,R298,-1
104,299,XYOP,R299,-1
116,299,R299,GLY,0.368
124,299,R299,MGLY,0.632
125,299,R299,DCB3,0.186
140,299,R299,DCB2,0.077
146,299,R299,DCB1,0.737
156,299,R299,MO2,1
164,299,R299,HO2,1
166,299,ACO3,R299,-1
98,300,R300,HKET,0.033
107,300,R300,MVK,0.25
116,300,R300,GLY,0.024
126,300,R300,MACR,0.159
127,300,ISOP,R300,-1
151,300,R300,HCHO,0.75
156,300,R300,MO2,0.5
158,300,R300,ALD,0.031
160,300,R300,ORA2,0.5
164,300,R300,HO2,0.5
166,300,ACO3,R300,-1
103,301,R301,KET,1
132,301,APIP,R301,-1
156,301,R301,MO2,0.5
158,301,R301,ALD,1
160,301,R301,ORA2,1
164,301,R301,HO2,0.5
166,301,ACO3,R301,-1
121,302,LIMP,R302,-1
126,302,R302,MACR,0.308
143,302,R302,OLI,0.192
151,302,R302,HCHO,0.385
156,302,R302,MO2,0.5
160,302,R302,ORA2,0.5
164,302,R302,HO2,0.5
166,302,ACO3,R302,-1
6,303,R303,CO2,2
156,303,R303,MO2,2
166,303,ACO3,R303,-2
6,304,R304,CO2,2
136,304,RCO3,R304,-1
156,304,R304,MO2,1
161,304,R304,ETHP,1
166,304,ACO3,R304,-1
147,305,ACTP,R305,-1
151,305,R305,HCHO,1
156,305,R305,MO2,0.5
160,305,R305,ORA2,0.75
166,305,ACO3,R305,-1
166,305,R305,ACO3,0.5
146,306,R306,DCB1,0.334
148,306,MEKP,R306,-1
151,306,R306,HCHO,0.33
156,306,R306,MO2,0.5
160,306,R306,ORA2,0.5
164,306,R306,HO2,0.33
166,306,ACO3,R306,-1
146,307,R307,DCB1,0.5
156,307,R307,MO2,0.5
157,307,KETP,R307,-1
160,307,R307,ORA2,0.5
164,307,R307,HO2,0.5
166,307,ACO3,R307,-1
87,308,R308,CO,0.167
98,308,R308,HKET,0.167
124,308,R308,MGLY,0.33
128,308,MACP,R308,-1
151,308,R308,HCHO,1
156,308,R308,MO2,0.5
160,308,R308,ORA2,0.583
164,308,R308,HO2,0.5
166,308,ACO3,R308,-1
166,308,R308,ACO3,0.167
98,309,R309,HKET,0.5
111,309,MCP,R309,-1
151,309,R309,HCHO,1
156,309,R309,MO2,0.5
160,309,R309,ORA2,0.5
162,309,R309,NO2,1
164,309,R309,HO2,0.5
166,309,ACO3,R309,-1
123,310,MVKP,R310,-1
124,310,R310,MGLY,0.5
149,310,R310,XO2,1.16
151,310,R310,HCHO,1
156,310,R310,MO2,0.5
158,310,R310,ALD,2.3
160,310,R310,ORA2,1.083
164,310,R310,HO2,0.5
166,310,ACO3,R310,-1
166,310,R310,ACO3,1.16
87,311,R311,CO,0.5
103,311,R311,KET,0.7
116,311,R311,GLY,0.18
122,311,UALP,R311,-1
124,311,R311,MGLY,0.105
151,311,R311,HCHO,0.03
156,311,R311,MO2,0.5
158,311,R311,ALD,0.27
160,311,R311,ORA2,0.5
164,311,R311,HO2,0.5
166,311,ACO3,R311,-1
78,312,R312,BAL1,1
84,312,BALP,R312,-1
156,312,R312,MO2,1
166,312,ACO3,R312,-1
48,313,R313,BAL2,1
78,313,BAL1,R313,-1
156,313,R313,MO2,1
166,313,ACO3,R313,-1
98,314,R314,HKET,0.32
114,314,ADDC,R314,-1
116,314,R314,GLY,0.68
141,314,R314,OP2,0.68
156,314,R314,MO2,1
164,314,R314,HO2,2
166,314,ACO3,R314,-1
76,315,R315,MCTO,1
115,315,MCTP,R315,-1
156,315,R315,MO2,1
164,315,R315,HO2,1
166,315,ACO3,R315,-1
101,316,ORAP,R316,-1
116,316,R316,GLY,1
156,316,R316,MO2,1
166,316,ACO3,R316,-1
131,317,OLNN,R317,-1
133,317,R317,ONIT,1
156,317,R317,MO2,1
164,317,R317,HO2,1
166,317,ACO3,R317,-1
103,318,R318,KET,0.464
145,318,OLND,R318,-1
151,318,R318,HCHO,0.287
156,318,R318,MO2,0.5
158,318,R318,ALD,1.24
160,318,R318,ORA2,0.5
162,318,R318,NO2,1
166,318,ACO3,R318,-1
105,319,ADCN,R319,-1
116,319,R319,GLY,0.7
133,319,R319,ONIT,0.3
141,319,R319,OP2,0.7
156,319,R319,MO2,1
162,319,R319,NO2,0.7
164,319,R319,HO2,1
166,319,ACO3,R319,-1
149,320,XO2,R320,-1
156,320,R320,MO2,1
166,320,ACO3,R320,-1
151,321,R321,HCHO,1
156,321,MO2,R321,-1
162,321,R321,NO2,1
163,321,NO3,R321,-1
164,321,R321,HO2,1
150,322,R322,ACD,1
161,322,ETHP,R322,-1
162,322,R322,NO2,1
163,322,NO3,R322,-1
164,322,R322,HO2,1
95,323,R323,MEK,0.075
96,323,R323,ACT,0.095
149,323,R323,XO2,0.092
150,323,R323,ACD,0.519
156,323,R323,MO2,0.14
158,323,R323,ALD,0.147
161,323,R323,ETHP,0.503
162,323,R323,NO2,1
163,323,NO3,R323,-1
164,323,R323,HO2,0.254
165,323,HC3P,R323,-1
95,324,R324,MEK,0.063
96,324,R324,ACT,0.247
98,324,R324,HKET,0.275
103,324,R324,KET,0.06
142,324,HC5P,R324,-1
149,324,R324,XO2,0.485
150,324,R324,ACD,0.048
151,324,R324,HCHO,0.024
156,324,R324,MO2,0.055
158,324,R324,ALD,0.241
161,324,R324,ETHP,0.28
162,324,R324,NO2,1
163,324,NO3,R324,-1
164,324,R324,HO2,0.488
103,325,R325,KET,0.869
117,325,HC8P,R325,-1
149,325,R325,XO2,0.563
158,325,R325,ALD,0.203
161,325,R325,ETHP,0.18
162,325,R325,NO2,1
163,325,NO3,R325,-1
164,325,R325,HO2,0.82
108,326,ETEP,R326,-1
151,326,R326,HCHO,1.6
158,326,R326,ALD,0.2
162,326,R326,NO2,1
163,326,NO3,R326,-1
164,326,R326,HO2,1
95,327,R327,MEK,0.18
96,327,R327,ACT,0.09
134,327,OLTP,R327,-1
150,327,R327,ACD,0.02
151,327,R327,HCHO,0.79
158,327,R327,ALD,0.47
162,327,R327,NO2,1
