! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : gckpp_EdgeList.csv
! Equation file        : gckpp.kpp
! Output root filename : gckpp
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
140,56,R56,DIBOO,0.03
150,56,R56,ISOPNB,0.081
191,56,R56,ISOPND,0.009
202,56,R56,HC5,0.058
203,56,RIO2,R56,-1
214,56,R56,CH2O,0.82
215,56,R56,MACR,0.344
217,56,R56,MVK,0.476
223,56,NO,R56,-1
230,56,R56,NO2,0.91
232,56,R56,HO2,0.82
107,57,R57,HPALD,0.5
110,57,R57,DHPCARP,0.5
203,57,RIO2,R57,-1
30,58,R58,POx,1
159,58,R58,MVKN,0.12
192,58,R58,GLYC,0.53
195,58,VRO2,R58,-1
200,58,R58,MGLY,0.35
214,58,R58,CH2O,0.35
218,58,R58,MCO3,0.53
223,58,NO,R58,-1
230,58,R58,NO2,0.88
232,58,R58,HO2,0.35
30,59,R59,POx,1
32,59,R59,PCO,0.728
181,59,R59,MACRN,0.15
200,59,R59,MGLY,0.122
208,59,R59,HAC,0.728
209,59,MRO2,R59,-1
214,59,R59,CH2O,0.122
220,59,R59,CO,0.728
223,59,NO,R59,-1
230,59,R59,NO2,0.85
232,59,R59,HO2,0.85
32,60,R60,PCO,1
208,60,R60,HAC,1
209,60,MRO2,R60,-1
220,60,R60,CO,1
234,60,R60,OH,1
30,61,R61,POx,1
32,61,R61,PCO,0.5
165,61,R61,PROPNN,0.5
166,61,MAN2,R61,-1
200,61,R61,MGLY,0.5
214,61,R61,CH2O,0.5
220,61,R61,CO,0.5
223,61,NO,R61,-1
230,61,R61,NO2,1.5
234,61,R61,OH,0.5
30,62,R62,POx,1
171,62,B3O2,R62,-1
201,62,R62,ACET,1
223,62,NO,R62,-1
230,62,R62,NO2,1
232,62,R62,HO2,1
30,63,R63,POx,1
198,63,R63,ISN1,0.7
202,63,R63,HC5,0.23
205,63,INO2,R63,-1
214,63,R63,CH2O,0.07
215,63,R63,MACR,0.035
217,63,R63,MVK,0.035
223,63,NO,R63,-1
230,63,R63,NO2,1.3
232,63,R63,HO2,0.8
31,64,R64,LOx,1
198,64,R64,ISN1,0.7
202,64,R64,HC5,0.23
205,64,INO2,R64,-1
214,64,R64,CH2O,0.07
215,64,R64,MACR,0.035
217,64,R64,MVK,0.035
229,64,NO3,R64,-1
230,64,R64,NO2,1.3
232,64,R64,HO2,0.8
31,65,R65,LOx,1.4
154,65,R65,ISNOOB,0.4
167,65,R65,ISNOOA,0.6
190,65,R65,HNO3,0.6
198,65,ISN1,R65,-1
229,65,NO3,R65,-1
10,66,R66,ISN1OG,0.04
31,66,R66,LOx,1.04
32,66,R66,PCO,1
165,66,R66,PROPNN,0.96
167,66,ISNOOA,R66,-1
220,66,R66,CO,1
229,66,NO3,R66,-1
230,66,R66,NO2,1
232,66,R66,HO2,1
10,67,R67,ISN1OG,0.04
30,67,R67,POx,0.96
32,67,R67,PCO,1
165,67,R67,PROPNN,0.96
167,67,ISNOOA,R67,-1
220,67,R67,CO,1
223,67,NO,R67,-1
230,67,R67,NO2,1
232,67,R67,HO2,1
10,68,R68,ISN1OG,0.04
31,68,R68,LOx,1.04
141,68,R68,IPMN,0.96
167,68,ISNOOA,R68,-1
230,68,NO2,R68,-1
10,69,R69,ISN1OG,0.04
30,69,R69,POx,0.21
100,69,R69,RP,0.75
167,69,ISNOOA,R69,-1
230,69,R69,NO2,0.96
231,69,R69,O3,0.25
232,69,HO2,R69,-1
10,70,R70,ISN1OG,0.04
31,70,R70,LOx,0.06
154,70,ISNOOB,R70,-1
158,70,R70,GLYX,1
165,70,R70,PROPNN,0.94
229,70,NO3,R70,-1
230,70,R70,NO2,2
10,71,R71,ISN1OG,0.04
30,71,R71,POx,1.78
154,71,ISNOOB,R71,-1
158,71,R71,GLYX,0.94
165,71,R71,PROPNN,0.9
223,71,NO,R71,-1
230,71,R71,NO2,1.88
10,72,R72,ISN1OG,0.04
31,72,R72,LOx,0.04
133,72,R72,INPN,0.96
154,72,ISNOOB,R72,-1
232,72,HO2,R72,-1
10,73,R73,ISN1OG,0.04
30,73,R73,POx,0.36
154,73,ISNOOB,R73,-1
158,73,R73,GLYX,0.7
165,73,R73,PROPNN,0.66
214,73,R73,CH2O,0.75
221,73,MO2,R73,-1
230,73,R73,NO2,0.7
232,73,R73,HO2,0.5
31,74,R74,LOx,1
158,74,R74,GLYX,0.7
165,74,R74,PROPNN,0.3
198,74,ISN1,R74,-1
214,74,R74,CH2O,0.75
230,74,R74,NO2,0.7
231,74,O3,R74,-1
232,74,R74,HO2,0.5
152,75,R75,ISNOHOO,0.655
167,75,R75,ISNOOA,0.345
198,75,ISN1,R75,-1
234,75,OH,R75,-1
10,76,R76,ISN1OG,0.04
31,76,R76,LOx,0.106
152,76,ISNOHOO,R76,-1
158,76,R76,GLYX,0.919
165,76,R76,PROPNN,0.894
223,76,NO,R76,-1
232,76,R76,HO2,0.934
10,77,R77,ISN1OG,0.04
31,77,R77,LOx,0.04
133,77,R77,INPN,0.96
152,77,ISNOHOO,R77,-1
232,77,HO2,R77,-1
10,78,R78,ISN1OG,0.04
31,78,R78,LOx,0.34
152,78,ISNOHOO,R78,-1
158,78,R78,GLYX,0.7
165,78,R78,PROPNN,0.66
214,78,R78,CH2O,0.75
221,78,MO2,R78,-1
232,78,R78,HO2,1.2
191,79,R79,ISOPND,0.5
198,79,R79,ISN1,1.2
202,79,R79,HC5,0.23
205,79,INO2,R79,-2
214,79,R79,CH2O,0.07
215,79,R79,MACR,0.035
217,79,R79,MVK,0.035
230,79,R79,NO2,0.3
232,79,R79,HO2,0.8
30,80,R80,POx,1
161,80,PRN1,R80,-1
214,80,R80,CH2O,1
216,80,R80,ALD2,1
223,80,NO,R80,-1
230,80,R80,NO2,2
31,81,R81,LOx,1
104,81,ALK4,R81,-1
190,81,R81,HNO3,1
206,81,R81,R4O2,1
229,81,NO3,R81,-1
173,82,R82,R4N1,1
207,82,R4N2,R82,-1
234,82,OH,R82,-1
235,82,R82,H2O,1
5,83,R83,CO2,1
194,83,ACTA,R83,-1
221,83,R83,MO2,1
234,83,OH,R83,-1
235,83,R83,H2O,1
179,84,R84,RCO3,1
212,84,RCHO,R84,-1
234,84,OH,R84,-1
235,84,R84,H2O,1
49,85,R85,PPN,1
179,85,RCO3,R85,-1
230,85,NO2,R85,-1
49,86,PPN,R86,-1
179,86,R86,RCO3,1
230,86,R86,NO2,1
76,87,IMAO3,R87,-1
141,87,R87,IPMN,1
230,87,NO2,R87,-1
136,88,R88,NPMN,1
193,88,NMAO3,R88,-1
230,88,NO2,R88,-1
76,89,R89,IMAO3,1
141,89,IPMN,R89,-1
230,89,R89,NO2,1
136,90,NPMN,R90,-1
193,90,R90,NMAO3,1
230,90,R90,NO2,1
30,91,R91,POx,1
179,91,RCO3,R91,-1
204,91,R91,ETO2,1
223,91,NO,R91,-1
230,91,R91,NO2,1
5,92,R92,CO2,1
30,92,R92,POx,1
32,92,R92,PCO,0.5
193,92,NMAO3,R92,-1
214,92,R92,CH2O,0.5
218,92,R92,MCO3,0.5
220,92,R92,CO,0.5
221,92,R92,MO2,0.5
223,92,NO,R92,-1
230,92,R92,NO2,1
31,93,R93,LOx,1
179,93,R93,RCO3,1
190,93,R93,HNO3,1
212,93,RCHO,R93,-1
229,93,NO3,R93,-1
177,94,R94,ATO2,1
201,94,ACET,R94,-1
234,94,OH,R94,-1
235,94,R94,H2O,1
146,95,R95,ROH,0.25
164,95,A3O2,R95,-1
212,95,R95,RCHO,0.75
214,95,R95,CH2O,0.75
221,95,MO2,R95,-1
232,95,R95,HO2,1
146,96,R96,ROH,0.25
168,96,PO2,R96,-1
208,96,R96,HAC,0.16
212,96,R96,RCHO,0.09
214,96,R96,CH2O,1.25
216,96,R96,ALD2,0.5
221,96,MO2,R96,-1
232,96,R96,HO2,1
106,97,R97,R4P,1
206,97,R4O2,R97,-1
232,97,HO2,R97,-1
173,98,R4N1,R98,-1
207,98,R98,R4N2,1
232,98,HO2,R98,-1
115,99,R99,ATOOH,0.85
177,99,ATO2,R99,-1
214,99,R99,CH2O,0.15
218,99,R99,MCO3,0.15
232,99,HO2,R99,-1
234,99,R99,OH,0.15
115,100,R100,ATOOH,0.85
185,100,KO2,R100,-1
216,100,R100,ALD2,0.15
218,100,R100,MCO3,0.15
232,100,HO2,R100,-1
234,100,R100,OH,0.15
121,101,R101,RIPB,0.272
128,101,R101,RIPA,0.628
129,101,R101,RIPD,0.037
203,101,RIO2,R101,-1
214,101,R101,CH2O,0.063
215,101,R101,MACR,0.025
217,101,R101,MVK,0.038
232,101,HO2,R101,-1
232,101,R101,HO2,0.063
234,101,R101,OH,0.063
114,102,R102,VRP,0.1
192,102,R102,GLYC,0.578
195,102,VRO2,R102,-1
200,102,R102,MGLY,0.102
212,102,R102,RCHO,0.033
213,102,R102,MEK,0.187
214,102,R102,CH2O,0.102
218,102,R102,MCO3,0.578
232,102,HO2,R102,-1
232,102,R102,HO2,0.102
234,102,R102,OH,0.68
127,103,R103,MRP,1
209,103,MRO2,R103,-1
232,103,HO2,R103,-1
32,104,R104,PCO,0.075
126,104,R104,MAOP,0.85
165,104,R104,PROPNN,0.075
166,104,MAN2,R104,-1
200,104,R104,MGLY,0.075
214,104,R104,CH2O,0.075
220,104,R104,CO,0.075
230,104,R104,NO2,0.925
232,104,HO2,R104,-1
232,104,R104,HO2,0.075
234,104,R104,OH,0.15
90,105,R105,RB3P,1
171,105,B3O2,R105,-1
232,105,HO2,R105,-1
133,106,R106,INPN,1
205,106,INO2,R106,-1
232,106,HO2,R106,-1
102,107,R107,PRPN,1
161,107,PRN1,R107,-1
232,107,HO2,R107,-1
185,108,R108,KO2,1
213,108,MEK,R108,-1
234,108,OH,R108,-1
235,108,R108,H2O,1
130,109,R109,EOH,0.25
204,109,ETO2,R109,-1
214,109,R109,CH2O,0.75
216,109,R109,ALD2,0.75
221,109,MO2,R109,-1
232,109,R109,HO2,1
31,110,R110,LOx,1
185,110,R110,KO2,1
190,110,R110,HNO3,1
213,110,MEK,R110,-1
229,110,NO3,R110,-1
146,111,R111,ROH,0.25
164,111,R111,A3O2,0.03
171,111,R111,B3O2,0.09
201,111,R111,ACET,0.16
204,111,R111,ETO2,0.16
206,111,R4O2,R111,-1
212,111,R111,RCHO,0.07
213,111,R111,MEK,0.35
214,111,R111,CH2O,0.75
216,111,R111,ALD2,0.16
221,111,MO2,R111,-1
221,111,R111,MO2,0.09
232,111,R111,HO2,0.64
146,112,R112,ROH,0.25
173,112,R4N1,R112,-1
206,112,R112,R4O2,0.15
212,112,R112,RCHO,0.54
214,112,R112,CH2O,0.95
216,112,R112,ALD2,0.38
221,112,MO2,R112,-1
230,112,R112,NO2,1
232,112,R112,HO2,0.5
177,113,ATO2,R113,-1
200,113,R113,MGLY,0.5
208,113,R113,HAC,0.2
214,113,R113,CH2O,0.5
218,113,R113,MCO3,0.3
221,113,MO2,R113,-1
232,113,R113,HO2,0.3
146,114,R114,ROH,0.25
185,114,KO2,R114,-1
213,114,R114,MEK,0.25
214,114,R114,CH2O,0.75
216,114,R114,ALD2,0.5
218,114,R114,MCO3,0.5
221,114,MO2,R114,-1
232,114,R114,HO2,0.5
146,115,R115,ROH,0.24
202,115,R115,HC5,0.3
203,115,RIO2,R115,-1
214,115,R115,CH2O,1.22
215,115,R115,MACR,0.18
217,115,R115,MVK,0.28
221,115,MO2,R115,-1
232,115,R115,HO2,1.1
32,116,R116,PCO,0.29
140,116,R116,DIBOO,0.09
202,116,R116,HC5,1.11
203,116,RIO2,R116,-2
214,116,R116,CH2O,0.75
215,116,R116,MACR,0.29
217,116,R116,MVK,0.45
220,116,R116,CO,0.29
232,116,R116,HO2,0.91
32,117,R117,PCO,0.33
146,117,R117,ROH,0.25
189,117,HC5OO,R117,-1
192,117,R117,GLYC,0.13
200,117,R117,MGLY,0.29
208,117,R117,HAC,0.18
213,117,R117,MEK,0.25
214,117,R117,CH2O,0.95
220,117,R117,CO,0.33
221,117,MO2,R117,-1
232,117,R117,HO2,1
146,118,R118,ROH,0.25
192,118,R118,GLYC,0.36
195,118,VRO2,R118,-1
200,118,R118,MGLY,0.14
213,118,R118,MEK,0.25
214,118,R118,CH2O,0.89
218,118,R118,MCO3,0.36
221,118,MO2,R118,-1
232,118,R118,HO2,0.64
32,119,R119,PCO,0.595
146,119,R119,ROH,0.15
200,119,R119,MGLY,0.255
208,119,R119,HAC,0.595
209,119,MRO2,R119,-1
214,119,R119,CH2O,1.255
220,119,R119,CO,0.595
221,119,MO2,R119,-1
232,119,R119,HO2,1.7
32,120,R120,PCO,0.375
165,120,R120,PROPNN,0.375
166,120,MAN2,R120,-1
200,120,R120,MGLY,0.375
207,120,R120,R4N2,0.25
214,120,R120,CH2O,0.625
220,120,R120,CO,0.375
221,120,MO2,R120,-1
230,120,R120,NO2,0.375
232,120,R120,HO2,0.375
146,121,R121,ROH,0.25
171,121,B3O2,R121,-1
201,121,R121,ACET,0.75
214,121,R121,CH2O,0.75
221,121,MO2,R121,-1
232,121,R121,HO2,1
191,122,R122,ISOPND,0.25
198,122,R122,ISN1,0.6
202,122,R122,HC5,0.115
205,122,INO2,R122,-1
214,122,R122,CH2O,0.785
215,122,R122,MACR,0.018
217,122,R122,MVK,0.018
221,122,MO2,R122,-1
230,122,R122,NO2,0.15
232,122,R122,HO2,0.9
146,123,R123,ROH,0.25
161,123,PRN1,R123,-1
212,123,R123,RCHO,0.25
214,123,R123,CH2O,1.25
216,123,R123,ALD2,0.5
221,123,MO2,R123,-1
230,123,R123,NO2,1
232,123,R123,HO2,0.5
130,124,EOH,R124,-1
216,124,R124,ALD2,1
232,124,R124,HO2,1
234,124,OH,R124,-1
146,125,ROH,R125,-1
212,125,R125,RCHO,1
232,125,R125,HO2,1
234,125,OH,R125,-1
204,126,ETO2,R126,-2
216,126,R126,ALD2,2
232,126,R126,HO2,2
130,127,R127,EOH,1
204,127,ETO2,R127,-2
216,127,R127,ALD2,1
81,128,R128,ETP,1
204,128,ETO2,R128,-1
232,128,HO2,R128,-1
89,129,R129,RA3P,1
164,129,A3O2,R129,-1
232,129,HO2,R129,-1
101,130,R130,PP,1
168,130,PO2,R130,-1
232,130,HO2,R130,-1
30,131,R131,POx,0.15
72,131,R131,MAP,0.41
194,131,R131,ACTA,0.15
218,131,MCO3,R131,-1
221,131,R131,MO2,0.44
231,131,R131,O3,0.15
232,131,HO2,R131,-1
234,131,R131,OH,0.44
30,132,R132,POx,0.15
100,132,R132,RP,0.41
179,132,RCO3,R132,-1
204,132,R132,ETO2,0.44
231,132,R132,O3,0.15
232,132,HO2,R132,-1
234,132,R132,OH,0.44
30,133,R133,POx,0.15
32,133,R133,PCO,0.39
126,133,R133,MAOP,0.41
193,133,NMAO3,R133,-1
214,133,R133,CH2O,0.59
220,133,R133,CO,0.39
221,133,R133,MO2,0.39
231,133,R133,O3,0.15
232,133,HO2,R133,-1
234,133,R133,OH,0.44
168,134,R134,PO2,1
211,134,PRPE,R134,-1
234,134,OH,R134,-1
31,135,R135,LOx,1
32,135,R135,PCO,0.56
151,135,R135,CH4,0.1
156,135,R135,CH3CHOO,0.12
197,135,R135,CH2OO,0.12
211,135,PRPE,R135,-1
214,135,R135,CH2O,0.5
216,135,R135,ALD2,0.5
220,135,R135,CO,0.56
221,135,R135,MO2,0.28
231,135,O3,R135,-1
232,135,R135,HO2,0.28
234,135,R135,OH,0.36
32,136,R136,PCO,1
136,136,NPMN,R136,-1
208,136,R136,HAC,1
220,136,R136,CO,1
230,136,R136,NO2,1
234,136,OH,R136,-1
28,137,R137,IMAE,0.781
30,137,R137,POx,0.81
32,137,R137,PCO,0.03
99,137,R137,PAN,0.19
141,137,IPMN,R137,-1
208,137,R137,HAC,0.03
214,137,R137,CH2O,0.19
220,137,R137,CO,0.03
229,137,R137,NO3,0.81
232,137,R137,HO2,0.19
234,137,OH,R137,-1
136,138,NPMN,R138,-1
214,138,R138,CH2O,1
218,138,R138,MCO3,1
229,138,R138,NO3,1
231,138,O3,R138,-1
28,139,IMAE,R139,-1
234,139,OH,R139,-1
234,139,R139,OH,1
5,140,R140,CO2,0.361
32,140,R140,PCO,0.505
158,140,R140,GLYX,0.134
170,140,R140,HCOOH,0.134
192,140,GLYC,R140,-1
214,140,R140,CH2O,0.732
220,140,R140,CO,0.505
232,140,R140,HO2,0.773
234,140,OH,R140,-1
234,140,R140,OH,0.227
32,141,R141,PCO,1
170,141,R141,HCOOH,1
192,141,GLYC,R141,-1
220,141,R141,CO,1
234,141,OH,R141,-1
234,141,R141,OH,1
31,142,R142,LOx,1
161,142,R142,PRN1,1
211,142,PRPE,R142,-1
229,142,NO3,R142,-1
32,143,R143,PCO,2
158,143,GLYX,R143,-1
220,143,R143,CO,2
232,143,R143,HO2,1
234,143,OH,R143,-1
32,144,R144,PCO,1
200,144,MGLY,R144,-1
218,144,R144,MCO3,1
220,144,R144,CO,1
234,144,OH,R144,-1
31,145,R145,LOx,1
32,145,R145,PCO,2
158,145,GLYX,R145,-1
190,145,R145,HNO3,1
220,145,R145,CO,2
229,145,NO3,R145,-1
232,145,R145,HO2,1
31,146,R146,LOx,1
32,146,R146,PCO,1
190,146,R146,HNO3,1
200,146,MGLY,R146,-1
218,146,R146,MCO3,1
220,146,R146,CO,1
229,146,NO3,R146,-1
13,147,R147,LISOPOH,1
174,147,ISOP,R147,-1
203,147,R147,RIO2,1
234,147,OH,R147,-1
195,148,R148,VRO2,1
217,148,MVK,R148,-1
234,148,OH,R148,-1
76,149,R149,IMAO3,0.53
209,149,R149,MRO2,0.47
215,149,MACR,R149,-1
234,149,OH,R149,-1
200,150,R150,MGLY,1
208,150,HAC,R150,-1
232,150,R150,HO2,1
234,150,OH,R150,-1
5,151,R151,CO2,0.5
32,151,R151,PCO,0.5
170,151,R151,HCOOH,0.5
194,151,R151,ACTA,0.5
208,151,HAC,R151,-1
220,151,R151,CO,0.5
221,151,R151,MO2,0.5
234,151,OH,R151,-1
234,151,R151,OH,1
164,152,A3O2,R152,-1
212,152,R152,RCHO,1
218,152,MCO3,R152,-1
221,152,R152,MO2,1
232,152,R152,HO2,1
168,153,PO2,R153,-1
214,153,R153,CH2O,1
216,153,R153,ALD2,1
218,153,MCO3,R153,-1
221,153,R153,MO2,1
232,153,R153,HO2,1
164,154,A3O2,R154,-1
194,154,R154,ACTA,1
212,154,R154,RCHO,1
218,154,MCO3,R154,-1
168,155,PO2,R155,-1
194,155,R155,ACTA,1
208,155,R155,HAC,0.65
212,155,R155,RCHO,0.35
218,155,MCO3,R155,-1
31,156,R156,LOx,1
32,156,R156,PCO,0.495
153,156,R156,MVKOO,0.044
172,156,R156,MACROO,0.044
