# species_index (starts from 1),reaction_index (starts from 1),from,to,directed stoichiometric value
45,83,R83,OLTP,1.0
178,84,OLI,R84,-1.0
62,84,HO,R84,-1.0
132,84,R84,OLIP,1.0
38,85,ACE,R85,-1.0
62,85,HO,R85,-1.0
62,85,R85,HO,0.65
163,85,R85,HO2,0.35
108,85,R85,CO,0.35
192,85,R85,GLY,0.65
14,85,R85,ORA1,0.35
150,86,BEN,R86,-1.0
62,86,HO,R86,-1.0
146,86,R86,BENP,0.47
12,86,R86,PHEN,0.53
163,86,R86,HO2,0.53
162,87,TOL,R87,-1.0
62,87,HO,R87,-1.0
135,87,R87,TOLP,0.82
55,87,R87,CSL,0.18
163,87,R87,HO2,0.18
24,88,XYL,R88,-1.0
62,88,HO,R88,-1.0
69,88,R88,XYLP,0.83
55,88,R88,CSL,0.17
163,88,R88,HO2,0.17
152,89,EBZ,R89,-1.0
62,89,HO,R89,-1.0
99,89,R89,EBZP,0.82
55,89,R89,CSL,0.18
163,89,R89,HO2,0.18
176,90,ISO,R90,-1.0
20,90,O3,R90,-1.0
62,90,R90,HO,0.25
163,90,R90,HO2,0.25
174,90,R90,MO2,0.4
63,90,R90,ACO3,0.018
122,90,R90,MACP,0.1
70,90,R90,H2O2,0.09
108,90,R90,CO,0.22
177,90,R90,HCHO,1.0
148,90,R90,MACR,0.3
187,90,R90,MVK,0.14
14,90,R90,ORA1,0.28
94,90,R90,OLT,0.153
176,91,ISO,R91,-1.0
19,91,NO3,R91,-1.0
101,91,R91,NO2,0.4
191,91,R91,ISON,0.045
177,91,R91,HCHO,0.35
142,91,R91,INO2,0.555
187,91,R91,MVK,0.26
148,91,R91,MACR,0.028
176,92,ISO,R92,-1.0
62,92,HO,R92,-1.0
25,92,R92,ISOP,1.0
177,92,R92,HCHO,0.25
148,92,R92,MACR,0.03
131,92,R92,MGLY,0.05
25,93,ISOP,R93,-1.0
163,93,HO2,R93,-1.0
66,93,R93,ISHP,1.0
163,93,R93,HO2,0.07
62,93,R93,HO,0.5
25,94,ISOP,R94,-1.0
49,94,NO,R94,-1.0
191,94,R94,ISON,0.13
177,94,R94,HCHO,0.4
163,94,R94,HO2,0.88
101,94,R94,NO2,0.87
148,94,R94,MACR,0.18
187,94,R94,MVK,0.51
66,95,ISHP,R95,-1.0
62,95,HO,R95,-1.0
25,95,R95,ISOP,1.0
66,96,ISHP,R96,-1.0
62,96,HO,R96,-1.0
131,96,R96,MGLY,0.04
192,96,R96,GLY,0.02
187,96,R96,MVK,0.13
88,96,R96,IEPOX,0.44
63,96,R96,ACO3,0.11
148,96,R96,MACR,0.03
62,96,R96,HO,2.0
163,96,R96,HO2,0.34
193,96,R96,IPX,0.14
108,96,R96,CO,1.0
142,97,INO2,R97,-1.0
163,97,HO2,R97,-1.0
62,97,R97,HO,0.45
157,97,R97,INALD,0.95
193,97,R97,IPX,0.02
142,98,INO2,R98,-1.0
49,98,NO,R98,-1.0
187,98,R98,MVK,0.15
157,98,R98,INALD,0.65
191,98,R98,ISON,0.05
177,98,R98,HCHO,0.2
101,98,R98,NO2,1.3
191,99,ISON,R99,-1.0
62,99,HO,R99,-1.0
62,99,R99,HO,1.0
157,99,R99,INALD,0.35
88,99,R99,IEPOX,0.17
101,99,R99,NO2,0.65
157,100,INALD,R100,-1.0
62,100,HO,R100,-1.0
108,100,R100,CO,1.0
101,100,R100,NO2,1.0
163,100,R100,HO2,0.3
177,100,R100,HCHO,1.0
191,101,ISON,R101,-1.0
104,101,R101,HNO3,1.0
29,101,R101,ROH,1.0
193,102,IPX,R102,-1.0
62,102,HO,R102,-1.0
148,102,R102,MACR,0.57
187,102,R102,MVK,0.43
129,103,API,R103,-1.0
62,103,HO,R103,-1.0
133,103,R103,APIP1,0.975
