! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : mcm_EdgeList.csv
! Equation file        : mcm.kpp
! Output root filename : mcm
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



# species_index (starts from 1),reaction_index (starts from 1),from,to, directed stoichiometric value
5753,94,IC3H7O2,R94,-1
5831,94,R94,NO2,1
5832,94,NO3,R94,-1
2211,95,R95,IC3H7OOH,1
5753,95,IC3H7O2,R95,-1
5825,95,HO2,R95,-1
1951,96,R96,IC3H7O,1
5753,96,IC3H7O2,R96,-1
5706,97,R97,CH3COCH3,1
5753,97,IC3H7O2,R97,-1
2364,98,R98,IPROPOL,1
5753,98,IC3H7O2,R98,-1
2389,99,IC3H7NO3,R99,-1
5706,99,R99,CH3COCH3,1
5824,99,OH,R99,-1
5831,99,R99,NO2,1
1951,100,R100,IC3H7O,1
2389,100,IC3H7NO3,R100,-1
5831,100,R100,NO2,1
2211,101,IC3H7OOH,R101,-1
5753,101,R101,IC3H7O2,1
5824,101,OH,R101,-1
2211,102,IC3H7OOH,R102,-1
5706,102,R102,CH3COCH3,1
5824,102,OH,R102,-1
5824,102,R102,OH,1
1951,103,R103,IC3H7O,1
2211,103,IC3H7OOH,R103,-1
5824,103,R103,OH,1
3481,104,NC4H10,R104,-1
5783,104,R104,NC4H9O2,1
5824,104,OH,R104,-1
3481,105,NC4H10,R105,-1
5684,105,R105,SC4H9O2,1
5824,105,OH,R105,-1
3145,106,R106,NC4H9O,1
5783,106,NC4H9O2,R106,-1
5826,106,NO,R106,-1
5831,106,R106,NO2,1
2528,107,R107,NC4H9NO3,1
5783,107,NC4H9O2,R107,-1
5826,107,NO,R107,-1
3145,108,NC4H9O,R108,-1
5812,108,R108,C3H7CHO,1
5825,108,R108,HO2,1
3145,109,NC4H9O,R109,-1
4126,109,R109,HO1C4O2,1
1767,110,R110,HO1C4O,1
4126,110,HO1C4O2,R110,-1
5826,110,NO,R110,-1
5831,110,R110,NO2,1
2401,111,R111,HO1C4NO3,1
4126,111,HO1C4O2,R111,-1
5826,111,NO,R111,-1
1767,112,HO1C4O,R112,-1
5098,112,R112,HOC3H6CHO,1
5825,112,R112,HO2,1
3145,113,R113,NC4H9O,1
5783,113,NC4H9O2,R113,-1
5831,113,R113,NO2,1
5832,113,NO3,R113,-1
2436,114,R114,NC4H9OOH,1
5783,114,NC4H9O2,R114,-1
5825,114,HO2,R114,-1
3145,115,R115,NC4H9O,1
5783,115,NC4H9O2,R115,-1
5783,116,NC4H9O2,R116,-1
5812,116,R116,C3H7CHO,1
1769,117,R117,NBUTOL,1
5783,117,NC4H9O2,R117,-1
1767,118,R118,HO1C4O,1
4126,118,HO1C4O2,R118,-1
5831,118,R118,NO2,1
5832,118,NO3,R118,-1
2712,119,R119,HO1C4OOH,1
4126,119,HO1C4O2,R119,-1
5825,119,HO2,R119,-1
1767,120,R120,HO1C4O,1
4126,120,HO1C4O2,R120,-1
4126,121,HO1C4O2,R121,-1
5098,121,R121,HOC3H6CHO,1
339,122,R122,HOC4H8OH,1
4126,122,HO1C4O2,R122,-1
2528,123,NC4H9NO3,R123,-1
5812,123,R123,C3H7CHO,1
5824,123,OH,R123,-1
5831,123,R123,NO2,1
2528,124,NC4H9NO3,R124,-1
3145,124,R124,NC4H9O,1
5831,124,R124,NO2,1
2401,125,HO1C4NO3,R125,-1
5098,125,R125,HOC3H6CHO,1
5824,125,OH,R125,-1
5831,125,R125,NO2,1
1767,126,R126,HO1C4O,1
2401,126,HO1C4NO3,R126,-1
5831,126,R126,NO2,1
2436,127,NC4H9OOH,R127,-1
5783,127,R127,NC4H9O2,1
5824,127,OH,R127,-1
2436,128,NC4H9OOH,R128,-1
5812,128,R128,C3H7CHO,1
5824,128,OH,R128,-1
5824,128,R128,OH,1
2436,129,NC4H9OOH,R129,-1
3145,129,R129,NC4H9O,1
5824,129,R129,OH,1
2712,130,HO1C4OOH,R130,-1
4126,130,R130,HO1C4O2,1
5824,130,OH,R130,-1
2712,131,HO1C4OOH,R131,-1
5098,131,R131,HOC3H6CHO,1
5824,131,OH,R131,-1
5824,131,R131,OH,1
1767,132,R132,HO1C4O,1
2712,132,HO1C4OOH,R132,-1
5824,132,R132,OH,1
339,133,HOC4H8OH,R133,-1
5098,133,R133,HOC3H6CHO,1
5824,133,OH,R133,-1
5825,133,R133,HO2,1
5098,134,HOC3H6CHO,R134,-1
5603,134,R134,HO1C3O2,1
5825,134,R134,HO2,1
5828,134,R134,CO,1
5098,135,HOC3H6CHO,R135,-1
5543,135,R135,HOC3H6CO3,1
5824,135,OH,R135,-1
5098,136,HOC3H6CHO,R136,-1
5543,136,R136,HOC3H6CO3,1
5772,136,R136,HNO3,1
5832,136,NO3,R136,-1
5543,137,HOC3H6CO3,R137,-1
5603,137,R137,HO1C3O2,1
5826,137,NO,R137,-1
5831,137,R137,NO2,1
1790,138,R138,HO1C3O,1
5603,138,HO1C3O2,R138,-1
5826,138,NO,R138,-1
5831,138,R138,NO2,1
2051,139,R139,HO1C3NO3,1
5603,139,HO1C3O2,R139,-1
5826,139,NO,R139,-1
1790,140,HO1C3O,R140,-1
5756,140,R140,HOC2H4CHO,1
5825,140,R140,HO2,1
2925,141,R141,C4PAN1,1
5543,141,HOC3H6CO3,R141,-1
5831,141,NO2,R141,-1
2925,142,C4PAN1,R142,-1
5543,142,R142,HOC3H6CO3,1
5831,142,R142,NO2,1
5543,143,HOC3H6CO3,R143,-1
5603,143,R143,HO1C3O2,1
5831,143,R143,NO2,1
5832,143,NO3,R143,-1
1136,144,R144,HOC3H6CO3H,1
5543,144,HOC3H6CO3,R144,-1
5825,144,HO2,R144,-1
379,145,R145,HOC3H6CO2H,1
5543,145,HOC3H6CO3,R145,-1
5825,145,HO2,R145,-1
5830,145,R145,O3,1
5543,146,HOC3H6CO3,R146,-1
5603,146,R146,HO1C3O2,1
379,147,R147,HOC3H6CO2H,1
5543,147,HOC3H6CO3,R147,-1
1790,148,R148,HO1C3O,1
5603,148,HO1C3O2,R148,-1
5831,148,R148,NO2,1
5832,148,NO3,R148,-1
2078,149,R149,HO1C3OOH,1
5603,149,HO1C3O2,R149,-1
5825,149,HO2,R149,-1
1790,150,R150,HO1C3O,1
5603,150,HO1C3O2,R150,-1
5603,151,HO1C3O2,R151,-1
5756,151,R151,HOC2H4CHO,1
389,152,R152,HOC3H6OH,1
5603,152,HO1C3O2,R152,-1
2925,153,C4PAN1,R153,-1
5756,153,R153,HOC2H4CHO,1
5824,153,OH,R153,-1
5828,153,R153,CO,1
5831,153,R153,NO2,1
2051,154,HO1C3NO3,R154,-1
5756,154,R154,HOC2H4CHO,1
5824,154,OH,R154,-1
5831,154,R154,NO2,1
1790,155,R155,HO1C3O,1
2051,155,HO1C3NO3,R155,-1
5831,155,R155,NO2,1
1136,156,HOC3H6CO3H,R156,-1
5543,156,R156,HOC3H6CO3,1
5824,156,OH,R156,-1
1136,157,HOC3H6CO3H,R157,-1
5603,157,R157,HO1C3O2,1
5824,157,R157,OH,1
379,158,HOC3H6CO2H,R158,-1
5603,158,R158,HO1C3O2,1
5824,158,OH,R158,-1
2078,159,HO1C3OOH,R159,-1
5603,159,R159,HO1C3O2,1
5824,159,OH,R159,-1
2078,160,HO1C3OOH,R160,-1
5756,160,R160,HOC2H4CHO,1
5824,160,OH,R160,-1
5824,160,R160,OH,1
1790,161,R161,HO1C3O,1
2078,161,HO1C3OOH,R161,-1
5824,161,R161,OH,1
389,162,HOC3H6OH,R162,-1
5756,162,R162,HOC2H4CHO,1
5824,162,OH,R162,-1
5825,162,R162,HO2,1
5756,163,HOC2H4CHO,R163,-1
5767,163,R163,HOCH2CH2O2,1
5825,163,R163,HO2,1
5828,163,R163,CO,1
5756,164,HOC2H4CHO,R164,-1
5814,164,R164,HOC2H4CO3,1
5824,164,OH,R164,-1
5756,165,HOC2H4CHO,R165,-1
5772,165,R165,HNO3,1
5814,165,R165,HOC2H4CO3,1
5832,165,NO3,R165,-1
5767,166,R166,HOCH2CH2O2,1
5814,166,HOC2H4CO3,R166,-1
5826,166,NO,R166,-1
5831,166,R166,NO2,1
3162,167,R167,C3PAN1,1
5814,167,HOC2H4CO3,R167,-1
5831,167,NO2,R167,-1
3162,168,C3PAN1,R168,-1
5814,168,R168,HOC2H4CO3,1
5831,168,R168,NO2,1
5767,169,R169,HOCH2CH2O2,1
5814,169,HOC2H4CO3,R169,-1
5831,169,R169,NO2,1
5832,169,NO3,R169,-1
1168,170,R170,HOC2H4CO3H,1
5814,170,HOC2H4CO3,R170,-1
5825,170,HO2,R170,-1
395,171,R171,HOC2H4CO2H,1
5814,171,HOC2H4CO3,R171,-1
5825,171,HO2,R171,-1
5830,171,R171,O3,1
5767,172,R172,HOCH2CH2O2,1
5814,172,HOC2H4CO3,R172,-1
395,173,R173,HOC2H4CO2H,1
5814,173,HOC2H4CO3,R173,-1
3162,174,C3PAN1,R174,-1
5811,174,R174,HOCH2CHO,1
5824,174,OH,R174,-1
5828,174,R174,CO,1
5831,174,R174,NO2,1
1168,175,HOC2H4CO3H,R175,-1
5814,175,R175,HOC2H4CO3,1
5824,175,OH,R175,-1
1168,176,HOC2H4CO3H,R176,-1
5767,176,R176,HOCH2CH2O2,1
5824,176,R176,OH,1
395,177,HOC2H4CO2H,R177,-1
5767,177,R177,HOCH2CH2O2,1
5824,177,OH,R177,-1
3795,178,R178,SC4H9O,1
5684,178,SC4H9O2,R178,-1
5826,178,NO,R178,-1
5831,178,R178,NO2,1
2153,179,R179,SC4H9NO3,1
5684,179,SC4H9O2,R179,-1
5826,179,NO,R179,-1
3795,180,SC4H9O,R180,-1
5614,180,R180,MEK,1
5825,180,R180,HO2,1
3795,181,SC4H9O,R181,-1
5705,181,R181,C2H5O2,1
5764,181,R181,CH3CHO,1
3795,182,R182,SC4H9O,1
5684,182,SC4H9O2,R182,-1
5831,182,R182,NO2,1
5832,182,NO3,R182,-1
2156,183,R183,SC4H9OOH,1
5684,183,SC4H9O2,R183,-1
5825,183,HO2,R183,-1
3795,184,R184,SC4H9O,1
5684,184,SC4H9O2,R184,-1
5614,185,R185,MEK,1
5684,185,SC4H9O2,R185,-1
760,186,R186,BUT2OL,1
5684,186,SC4H9O2,R186,-1
2153,187,SC4H9NO3,R187,-1
5614,187,R187,MEK,1
5824,187,OH,R187,-1
5831,187,R187,NO2,1
2153,188,SC4H9NO3,R188,-1
3795,188,R188,SC4H9O,1
5831,188,R188,NO2,1
2156,189,SC4H9OOH,R189,-1
5684,189,R189,SC4H9O2,1
5824,189,OH,R189,-1
2156,190,SC4H9OOH,R190,-1
5614,190,R190,MEK,1
5824,190,OH,R190,-1
5824,190,R190,OH,1
2156,191,SC4H9OOH,R191,-1
3795,191,R191,SC4H9O,1
5824,191,R191,OH,1
762,192,IC4H10,R192,-1
5309,192,R192,IC4H9O2,1
5824,192,OH,R192,-1
762,193,IC4H10,R193,-1
5469,193,R193,TC4H9O2,1
5824,193,OH,R193,-1
1819,194,R194,IC4H9O,1
5309,194,IC4H9O2,R194,-1
5826,194,NO,R194,-1
5831,194,R194,NO2,1
2186,195,R195,IC4H9NO3,1
5309,195,IC4H9O2,R195,-1
5826,195,NO,R195,-1
1819,196,IC4H9O,R196,-1
5773,196,R196,IPRCHO,1
5825,196,R196,HO2,1
1819,197,R197,IC4H9O,1
5309,197,IC4H9O2,R197,-1
5831,197,R197,NO2,1
5832,197,NO3,R197,-1
2191,198,R198,IC4H9OOH,1
5309,198,IC4H9O2,R198,-1
5825,198,HO2,R198,-1
1819,199,R199,IC4H9O,1
5309,199,IC4H9O2,R199,-1
5309,200,IC4H9O2,R200,-1
5773,200,R200,IPRCHO,1
1828,201,R201,IBUTOL,1
5309,201,IC4H9O2,R201,-1
2186,202,IC4H9NO3,R202,-1
5773,202,R202,IPRCHO,1
5824,202,OH,R202,-1
5831,202,R202,NO2,1
1819,203,R203,IC4H9O,1
2186,203,IC4H9NO3,R203,-1
5831,203,R203,NO2,1
2191,204,IC4H9OOH,R204,-1
5309,204,R204,IC4H9O2,1
5824,204,OH,R204,-1
2191,205,IC4H9OOH,R205,-1
5773,205,R205,IPRCHO,1
5824,205,OH,R205,-1
5824,205,R205,OH,1
1819,206,R206,IC4H9O,1
2191,206,IC4H9OOH,R206,-1
5824,206,R206,OH,1
2208,207,R207,TC4H9O,1
5469,207,TC4H9O2,R207,-1
5826,207,NO,R207,-1
5831,207,R207,NO2,1
2852,208,R208,TC4H9NO3,1
5469,208,TC4H9O2,R208,-1
5826,208,NO,R208,-1
2208,209,TC4H9O,R209,-1
5706,209,R209,CH3COCH3,1
5803,209,R209,CH3O2,1
2208,210,R210,TC4H9O,1
5469,210,TC4H9O2,R210,-1
5831,210,R210,NO2,1
5832,210,NO3,R210,-1
1246,211,R211,TC4H9OOH,1
5469,211,TC4H9O2,R211,-1
5825,211,HO2,R211,-1
2208,212,R212,TC4H9O,1
5469,212,TC4H9O2,R212,-1
425,213,R213,TBUTOL,1
5469,213,TC4H9O2,R213,-1
2852,214,TC4H9NO3,R214,-1
5706,214,R214,CH3COCH3,1
5808,214,R214,HCHO,1
5824,214,OH,R214,-1
5831,214,R214,NO2,1
2208,215,R215,TC4H9O,1
2852,215,TC4H9NO3,R215,-1
5831,215,R215,NO2,1
1246,216,TC4H9OOH,R216,-1
5469,216,R216,TC4H9O2,1
5824,216,OH,R216,-1
1246,217,TC4H9OOH,R217,-1
2208,217,R217,TC4H9O,1
5824,217,R217,OH,1
1831,218,NC5H12,R218,-1
5736,218,R218,PEAO2,1
5824,218,OH,R218,-1
1831,219,NC5H12,R219,-1
5765,219,R219,PEBO2,1
5824,219,OH,R219,-1
1831,220,NC5H12,R220,-1
5364,220,R220,PECO2,1
5824,220,OH,R220,-1
219,221,R221,PEAO,1
5736,221,PEAO2,R221,-1
5826,221,NO,R221,-1
5831,221,R221,NO2,1
2235,222,R222,PEANO3,1
5736,222,PEAO2,R222,-1
5826,222,NO,R222,-1
219,223,PEAO,R223,-1
4420,223,R223,HO1C5O2,1
2246,224,R224,HO1C5O,1
4420,224,HO1C5O2,R224,-1
5826,224,NO,R224,-1
5831,224,R224,NO2,1
2891,225,R225,HO1C5NO3,1
4420,225,HO1C5O2,R225,-1
5826,225,NO,R225,-1
2246,226,HO1C5O,R226,-1
4744,226,R226,HO2C4CHO,1
5825,226,R226,HO2,1
219,227,R227,PEAO,1
5736,227,PEAO2,R227,-1
5831,227,R227,NO2,1
5832,227,NO3,R227,-1
2265,228,R228,PEAOOH,1
5736,228,PEAO2,R228,-1
5825,228,HO2,R228,-1
219,229,R229,PEAO,1
5736,229,PEAO2,R229,-1
5736,230,PEAO2,R230,-1
5738,230,R230,C4H9CHO,1
444,231,R231,PEAOH,1
5736,231,PEAO2,R231,-1
2246,232,R232,HO1C5O,1
4420,232,HO1C5O2,R232,-1
5831,232,R232,NO2,1
