! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Dense species-by-atom composition matrix (variable species only) in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : mcm_SpeciesCompositionMatrix.csv
! Equation file        : mcm.kpp
! Output root filename : mcm
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,species_name,IGNORE,H,C,N,O,S,Cl,Br
434,OXYQOOH,0,10,8,0,5,0,0,0
435,C6OTKETOH,0,8,6,0,5,0,0,0
436,TMBOH,0,12,9,0,1,0,0,0
437,DMPHOHNO2,0,9,8,1,3,0,0,0
438,TMBCO2H,0,10,9,0,2,0,0,0
439,TM135BP2OH,0,14,9,0,4,0,0,0
440,TM135MUOH,0,14,9,0,5,0,0,0
441,TM124BOH,0,12,9,0,1,0,0,0
442,TM124BCO2H,0,10,9,0,2,0,0,0
443,DM124OHNO2,0,9,8,1,3,0,0,0
444,PEAOH,0,12,5,0,1,0,0,0
445,TM123BOH,0,12,9,0,1,0,0,0
446,TM123BCO2H,0,10,9,0,2,0,0,0
447,TM123BP2OH,0,14,9,0,4,0,0,0
448,C7ADCOH,0,12,7,0,4,0,0,0
449,C6H5C2OH,0,10,8,0,1,0,0,0
450,C6H5C2CO2H,0,8,8,0,2,0,0,0
451,EBZBPER2OH,0,12,8,0,4,0,0,0
452,EBFUOH,0,10,6,0,4,0,0,0
453,NEBFUONE,0,7,6,1,6,0,0,0
454,PEBQOH,0,12,8,0,4,0,0,0
455,PEBQCO,0,10,8,0,4,0,0,0
456,PEBQOOH,0,12,8,0,5,0,0,0
457,PHC3OH,0,12,9,0,1,0,0,0
458,PHCOETOH,0,10,9,0,2,0,0,0
459,PBZBPER2OH,0,14,9,0,4,0,0,0
460,PBFUOH,0,12,7,0,4,0,0,0
461,NPBFUONE,0,9,7,1,6,0,0,0
462,HO2C4CO2H,0,10,5,0,3,0,0,0
463,PPRBQOH,0,14,9,0,4,0,0,0
464,PPRBQCO,0,12,9,0,4,0,0,0
465,PPRBQOOH,0,14,9,0,5,0,0,0
466,BUT2CO2H,0,10,5,0,2,0,0,0
467,HO13C4OH,0,10,4,0,3,0,0,0
468,PHCOMEOH,0,8,8,0,2,0,0,0
469,IPBZBPR2OH,0,14,9,0,4,0,0,0
470,IPBFUOH,0,12,7,0,4,0,0,0
471,NIPBFUONE,0,9,7,1,6,0,0,0
472,IPRBQOH,0,12,9,0,4,0,0,0
473,IPRBQCO,0,10,9,0,4,0,0,0
474,ETOLOH,0,12,9,0,1,0,0,0
475,OETLQOH,0,12,9,0,4,0,0,0
476,OETLQCO,0,10,9,0,4,0,0,0
477,OETLQOOH,0,12,9,0,5,0,0,0
478,HO2C3CO2H,0,8,4,0,3,0,0,0
479,DM35EBOH,0,14,10,0,1,0,0,0
480,C7DDCOH,0,12,7,0,4,0,0,0
481,C23O3ECO2H,0,10,7,0,5,0,0,0
482,C23O3EOH,0,10,6,0,4,0,0,0
483,DMEBMUOH,0,16,10,0,5,0,0,0
484,PEBOH,0,12,5,0,1,0,0,0
485,DE35TOH,0,16,11,0,1,0,0,0
486,HOEMPHNO2,0,11,9,1,3,0,0,0
487,DETLMUOH,0,18,11,0,5,0,0,0
488,MEK2OOC,0,6,4,0,3,0,0,0
489,NSTYRENOOH,0,9,8,1,5,0,0,0
490,NOPINAOH,0,14,9,0,2,0,0,0
491,C9DCOH,0,12,9,0,3,0,0,0
492,C914OH,0,12,9,0,4,0,0,0
493,C914CO,0,10,9,0,4,0,0,0
494,C914OOH,0,12,9,0,5,0,0,0
495,C87OH,0,12,8,0,4,0,0,0
496,NOPINBOH,0,14,9,0,2,0,0,0
497,C915OH,0,14,9,0,3,0,0,0
498,C916OH,0,14,9,0,4,0,0,0
499,C88CO2H,0,12,9,0,4,0,0,0
500,C88OH,0,12,8,0,3,0,0,0
501,NOPINCO,0,13,9,0,2,0,0,0
502,C619OH,0,8,6,0,3,0,0,0
503,NOPINDOH,0,14,9,0,2,0,0,0
504,NOPINDCO,0,12,9,0,2,0,0,0
505,NOPINDOOH,0,14,9,0,3,0,0,0
506,C89OH,0,14,8,0,2,0,0,0
507,C89O,0,13,8,0,2,0,0,0
508,C810OH,0,14,8,0,3,0,0,0
509,C8BCOH,0,14,8,0,1,0,0,0
510,C918OH,0,14,9,0,3,0,0,0
511,C918O,0,13,9,0,3,0,0,0
512,C919OH,0,14,9,0,4,0,0,0
513,PINIC,0,14,9,0,4,0,0,0
514,C811OH,0,14,8,0,3,0,0,0
515,C813OH,0,14,8,0,5,0,0,0
516,NORPINIC,0,12,8,0,4,0,0,0
517,NMBOBCO,0,9,5,1,5,0,0,0
518,CH2BROH,0,3,1,0,1,0,0,1
519,CH3CHCLOH,0,5,2,0,1,0,1,0
520,CH2CLCH2OH,0,5,2,0,1,0,1,0
521,CO2C4CO2H,0,8,5,0,3,0,0,0
522,CHCL2CHOH,0,4,2,0,1,0,2,0
523,CL12PRAOH,0,6,3,0,1,0,2,0
524,CL12CO2H,0,4,3,0,2,0,2,0
525,CLETO2H,0,3,2,0,2,0,1,0
526,BRETO2H,0,3,2,0,2,0,0,1
527,CHCL2CO2H,0,2,2,0,2,0,2,0
528,CL12PRCOH,0,6,3,0,1,0,2,0
529,OCCOHCOH,0,6,3,0,3,0,0,0
530,C2OHOCO2H,0,6,3,0,4,0,0,0
531,CNO3CLOH,0,4,2,1,4,0,1,0
532,CCLNO3COH,0,4,2,1,4,0,1,0
533,IEPOXA,0,10,5,0,3,0,0,0
534,INAOH,0,11,5,1,6,0,0,0
535,INB2O,0,10,5,1,6,0,0,0
536,INCOH,0,11,5,1,6,0,0,0
537,INDOH,0,11,5,1,6,0,0,0
538,HEXAOH,0,14,6,0,1,0,0,0
539,C923OH,0,16,9,0,2,0,0,0
540,C924OH,0,16,9,0,3,0,0,0
541,C622CO2H,0,12,7,0,3,0,0,0
542,C622OH,0,12,6,0,2,0,0,0
543,C517CO2H,0,10,6,0,4,0,0,0
544,C517OH,0,10,5,0,3,0,0,0
545,C518CO2H,0,10,6,0,3,0,0,0
546,HMVKBCO2H,0,8,5,0,4,0,0,0
547,LIMOOA,0,16,10,0,3,0,0,0
548,C822CO2H,0,14,9,0,3,0,0,0
549,LIMONIC,0,14,9,0,4,0,0,0
550,C823OH,0,14,8,0,3,0,0,0
551,C825OH,0,14,8,0,4,0,0,0
552,C822OH,0,14,8,0,2,0,0,0
553,C824OH,0,14,8,0,3,0,0,0
554,C826OH,0,14,8,0,4,0,0,0
555,C624CO2H,0,12,7,0,3,0,0,0
556,C624OH,0,12,6,0,2,0,0,0
557,C519CO2H,0,10,6,0,4,0,0,0
558,LMKOOA,0,14,9,0,4,0,0,0
559,C731CO2H,0,12,8,0,4,0,0,0
560,KLIMONIC,0,12,8,0,5,0,0,0
561,C732OH,0,12,7,0,4,0,0,0
562,C734OH,0,12,7,0,5,0,0,0
563,C731OH,0,12,7,0,3,0,0,0
564,C733OH,0,12,7,0,4,0,0,0
565,NC826OH,0,13,8,1,6,0,0,0
566,CO1H63OH,0,12,6,0,3,0,0,0
567,CH3SCH2OH,0,6,2,0,1,1,0,0
568,DMSO,0,6,2,0,1,1,0,0
569,DMSO2,0,6,2,0,2,1,0,0
570,C141OH,0,24,14,0,2,0,0,0
571,C142O,0,23,14,0,3,0,0,0
572,C143OH,0,24,14,0,4,0,0,0
573,C630OH,0,10,6,0,3,0,0,0
574,C928CO2H,0,16,10,0,4,0,0,0
575,C928OH,0,16,9,0,3,0,0,0
576,C929OH,0,16,9,0,4,0,0,0
577,C827CO2H,0,14,9,0,4,0,0,0
578,C827OOH,0,14,8,0,4,0,0,0
579,C131OH,0,22,13,0,3,0,0,0
580,C126CO2H,0,20,13,0,3,0,0,0
581,C126OH,0,20,12,0,2,0,0,0
582,C127O,0,19,12,0,3,0,0,0
583,C128OH,0,20,12,0,4,0,0,0
584,C136CO2H,0,22,14,0,3,0,0,0
585,C137CO2H,0,22,14,0,4,0,0,0
586,C137OH,0,22,13,0,3,0,0,0
587,C139O,0,21,13,0,4,0,0,0
588,C1310OH,0,22,13,0,5,0,0,0
589,C136OH,0,22,13,0,2,0,0,0
590,C1311OH,0,22,13,0,3,0,0,0
591,C1312OH,0,22,13,0,4,0,0,0
592,C736OH,0,10,7,0,3,0,0,0
593,BCALOOA,0,22,14,0,4,0,0,0
594,C146OH,0,22,14,0,4,0,0,0
595,C1011CO2H,0,18,11,0,3,0,0,0
596,C1011OH,0,18,10,0,2,0,0,0
597,C1012OH,0,18,10,0,3,0,0,0
598,C141OOA,0,22,14,0,5,0,0,0
599,C147OH,0,22,14,0,5,0,0,0
600,BCBOOA,0,22,14,0,5,0,0,0
601,C126OOA,0,18,12,0,4,0,0,0
602,C129OH,0,18,12,0,4,0,0,0
603,C830CO2H,0,14,9,0,3,0,0,0
604,C830OH,0,14,8,0,2,0,0,0
605,C831OH,0,14,8,0,3,0,0,0
606,C148OH,0,22,14,0,5,0,0,0
607,C1013CO2H,0,18,11,0,4,0,0,0
608,HO3C5CO2H,0,12,6,0,3,0,0,0
609,C1013OH,0,18,10,0,3,0,0,0
610,C1014OH,0,18,10,0,4,0,0,0
611,C116CO2H,0,18,12,0,4,0,0,0
612,C116OH,0,18,11,0,3,0,0,0
613,C117O,0,17,11,0,4,0,0,0
614,C118OH,0,18,11,0,5,0,0,0
615,C1210CO2H,0,20,13,0,4,0,0,0
616,C1211CO2H,0,20,13,0,5,0,0,0
617,C1211OH,0,20,12,0,4,0,0,0
618,C1212O,0,19,12,0,5,0,0,0
619,C1213OH,0,20,12,0,6,0,0,0
620,HO13C5,0,12,5,0,2,0,0,0
621,C1210OH,0,20,12,0,3,0,0,0
622,C1214OH,0,20,12,0,4,0,0,0
623,C1215OH,0,20,12,0,5,0,0,0
624,C524OH,0,10,5,0,3,0,0,0
625,NC524OH,0,11,5,1,7,0,0,0
626,HIEPOXB,0,10,5,0,4,0,0,0
627,CO2C3OOB,0,6,4,0,3,0,0,0
628,M3FOOA,0,6,5,0,4,0,0,0
629,M23C4,0,14,6,0,0,0,0,0
630,C61OH,0,12,6,0,3,0,0,0
631,C71O,0,13,7,0,3,0,0,0
632,C72OH,0,14,7,0,3,0,0,0
633,C73O,0,9,7,0,4,0,0,0
634,CO25C73O,0,11,7,0,3,0,0,0
635,CO25C74O,0,11,7,0,3,0,0,0
636,M2HEX,0,16,7,0,0,0,0,0
637,C76O,0,13,7,0,3,0,0,0
638,C78O,0,13,7,0,3,0,0,0
639,C77OH,0,14,7,0,3,0,0,0
640,M3HEX,0,16,7,0,0,0,0,0
641,CO25C6O,0,9,6,0,3,0,0,0
642,H25M3C6,0,16,7,0,2,0,0,0
643,C711O,0,13,7,0,3,0,0,0
644,C714O,0,11,7,0,3,0,0,0
645,H3M3C6O,0,15,7,0,2,0,0,0
646,C81O,0,15,8,0,3,0,0,0
647,CO36C8,0,14,8,0,2,0,0,0
648,HO34CO6C8,0,16,8,0,3,0,0,0
649,C84O,0,13,8,0,3,0,0,0
650,C92O,0,17,9,0,3,0,0,0
651,CO36C9,0,16,9,0,2,0,0,0
652,C93OH,0,18,9,0,3,0,0,0
653,C94O,0,15,9,0,3,0,0,0
654,C102O,0,19,10,0,3,0,0,0
655,CO36C10,0,18,10,0,2,0,0,0
656,C103OH,0,20,10,0,3,0,0,0
657,C104O,0,17,10,0,3,0,0,0
658,IPECOH,0,12,5,0,1,0,0,0
659,C63OH,0,12,6,0,3,0,0,0
660,C112O,0,21,11,0,3,0,0,0
661,CO36C11,0,20,11,0,2,0,0,0
662,C113OH,0,22,11,0,3,0,0,0
663,C114O,0,19,11,0,3,0,0,0
664,C122O,0,23,12,0,3,0,0,0
665,CO36C12,0,22,12,0,2,0,0,0
666,C123OH,0,24,12,0,3,0,0,0
667,C124O,0,21,12,0,3,0,0,0
668,CYHEXOL,0,12,6,0,1,0,0,0
669,HCOOH,0,2,1,0,2,0,0,0
670,CH3CO2H,0,4,2,0,2,0,0,0
671,PROPACID,0,6,3,0,2,0,0,0
672,CO3C4NO3O,0,6,4,1,5,0,0,0
673,C5OH2CO4O,0,9,5,0,3,0,0,0
674,BUTACID,0,8,4,0,2,0,0,0
675,C5NO3COAO,0,8,5,1,5,0,0,0
676,C53NO324CO,0,7,5,1,5,0,0,0
677,IBUTACID,0,8,4,0,2,0,0,0
678,C4MCONO3OH,0,9,5,1,5,0,0,0
679,CH3CHOOC,0,4,2,0,2,0,0,0
680,C4COMOH3O,0,11,6,0,3,0,0,0
681,PENTACID,0,10,5,0,2,0,0,0
682,MNO3COC4O,0,10,6,1,5,0,0,0
683,C3NO3COO,0,4,3,1,5,0,0,0
684,C6NO3CO5O,0,10,6,1,5,0,0,0
685,C4ME2NO3O,0,12,6,1,4,0,0,0
686,NBUTDAO,0,6,4,1,4,0,0,0
687,HNMVKO,0,6,4,1,6,0,0,0
688,CH2OOD,0,2,1,0,2,0,0,0
689,HMVKBO,0,7,4,0,3,0,0,0
690,MACO2H,0,6,4,0,2,0,0,0
691,CH2OOE,0,2,1,0,2,0,0,0
692,MVKO,0,5,4,0,2,0,0,0
693,MGLYOOB,0,4,3,0,3,0,0,0
694,NOAOOA,0,5,3,1,5,0,0,0
695,HO1CO3C4O,0,7,4,0,3,0,0,0
696,HOCO3C54O,0,9,5,0,3,0,0,0
697,C53O,0,9,5,0,3,0,0,0
698,CO24C6O,0,9,6,0,3,0,0,0
699,HEX3ONBO,0,11,6,0,2,0,0,0
700,C6HO1CO3O,0,11,6,0,3,0,0,0
701,MIBKHO4O,0,11,6,0,3,0,0,0
702,MIBKBO,0,11,6,0,2,0,0,0
703,MTBKOH,0,12,6,0,2,0,0,0
704,C612OH,0,12,6,0,3,0,0,0
705,C6COCHOO,0,9,6,0,3,0,0,0
706,C6135COO,0,7,6,0,4,0,0,0
707,CHOC3COO,0,5,4,0,3,0,0,0
708,C5124COO,0,5,5,0,4,0,0,0
709,CHOCOCH2O,0,3,3,0,3,0,0,0
710,C5COCHOO,0,7,5,0,3,0,0,0
711,CHOC2H4O,0,5,3,0,2,0,0,0
712,BUT2OLAO,0,9,4,0,2,0,0,0
713,CYHEXOLAO,0,11,6,0,2,0,0,0
714,CYC6DIONE,0,8,6,0,2,0,0,0
715,PRONEMOX,0,8,4,0,2,0,0,0
716,PRONEMOXO,0,7,4,0,3,0,0,0
717,MCOCOMOXO,0,5,4,0,4,0,0,0
718,PRCOOMO,0,9,5,0,3,0,0,0
719,PRCOFORM,0,8,5,0,3,0,0,0
720,BOX2MO,0,11,5,0,2,0,0,0
721,BUFORMO,0,9,5,0,3,0,0,0
722,PRCOFORMO,0,7,5,0,4,0,0,0
723,PRONFORMO,0,5,4,0,4,0,0,0
724,PRONOCOPO,0,11,7,0,4,0,0,0
725,PRONOCOMO,0,7,5,0,4,0,0,0
726,BOXPRONBO,0,13,7,0,3,0,0,0
727,BOXCOCOME,0,12,7,0,3,0,0,0
728,BOXCOCOMO,0,11,7,0,4,0,0,0
729,MECOACETO,0,5,4,0,4,0,0,0
730,ACPRONEO,0,7,5,0,4,0,0,0
731,ACCOETO,0,7,5,0,4,0,0,0
732,ACCOMCOMO,0,7,6,0,5,0,0,0
733,ACBUONEBO,0,9,6,0,4,0,0,0
734,ACETCOC3H7,0,10,6,0,3,0,0,0
735,SBUACONEO,0,9,6,0,4,0,0,0
736,SBUACCOH,0,10,6,0,4,0,0,0
737,CH2CLO,0,2,1,0,1,0,1,0
738,CHCL2O,0,1,1,0,1,0,2,0
739,CCL3CH2O,0,2,2,0,1,0,3,0
740,C2CL2OHO,0,3,2,0,2,0,2,0
741,MVKOHBO,0,7,4,0,4,0,0,0
742,APINAO,0,17,10,0,2,0,0,0
743,C716O,0,9,7,0,4,0,0,0
744,C96OH,0,16,9,0,2,0,0,0
745,C614OH,0,10,6,0,4,0,0,0
746,H3C25C6O,0,9,6,0,4,0,0,0
747,C86O,0,13,8,0,3,0,0,0
748,C511O,0,7,5,0,3,0,0,0
749,CO235C6O,0,7,6,0,4,0,0,0
750,APINBO,0,17,10,0,2,0,0,0
751,NAPINAO,0,16,10,1,4,0,0,0
752,NC102O,0,14,10,1,6,0,0,0
753,NC71CO,0,7,7,1,6,0,0,0
754,APINOOB,0,16,10,0,3,0,0,0
755,COO2C4O,0,7,4,0,3,0,0,0
756,C717OH,0,10,7,0,4,0,0,0
757,C922O,0,15,9,0,5,0,0,0
758,C66O,0,11,6,0,3,0,0,0
759,MALDIALO,0,5,4,0,4,0,0,0
760,BUT2OL,0,10,4,0,1,0,0,0
761,BZEMUCOH,0,8,6,0,5,0,0,0
762,IC4H10,0,10,4,0,0,0,0,0
763,BZFUO,0,5,4,0,4,0,0,0
764,CATECOOA,0,6,6,0,5,0,0,0
765,TLEMUCOH,0,10,7,0,5,0,0,0
766,MCATECOOA,0,8,7,0,5,0,0,0
767,C5MCO2OHO,0,9,6,0,4,0,0,0
768,C6CO3MOH,0,8,6,0,4,0,0,0
769,MXYMUCOH,0,12,8,0,5,0,0,0
770,C726CO5O,0,9,7,0,3,0,0,0
771,MXCATECOOA,0,10,8,0,5,0,0,0
772,C23O3MO,0,7,5,0,4,0,0,0
773,BZFUONOOA,0,4,4,0,5,0,0,0
774,NBZQO,0,4,6,1,6,0,0,0
775,NTLFUO,0,6,5,1,6,0,0,0
776,TLFUONOOA,0,6,5,0,5,0,0,0
777,NPTLQO,0,6,7,1,6,0,0,0
778,NMXYQO,0,8,8,1,6,0,0,0
779,NMXYFUO,0,8,6,1,6,0,0,0
780,PXYMUCOH,0,12,8,0,5,0,0,0
781,NPXYQO,0,8,8,1,6,0,0,0
782,PXCATECOOA,0,10,8,0,5,0,0,0
783,NPXYFUO,0,6,5,1,6,0,0,0
784,OXYMUCOH,0,12,8,0,5,0,0,0
785,MC6CO2O,0,9,7,0,3,0,0,0
786,NOXYQO,0,8,8,1,6,0,0,0
787,OXCATECOOA,0,10,8,0,5,0,0,0
788,C6OTKETO,0,7,6,0,5,0,0,0
789,NOXYFUO,0,8,6,1,6,0,0,0
790,C7M2CO5O,0,11,8,0,3,0,0,0
791,TM135O,0,11,9,0,1,0,0,0
792,C54O,0,11,5,0,3,0,0,0
793,NTMB1FUO,0,8,6,1,6,0,0,0
794,NTM124QO,0,10,9,1,6,0,0,0
795,TM124MUCOH,0,14,9,0,5,0,0,0
796,T124CTCOOA,0,12,9,0,5,0,0,0
797,NTMB2FUO,0,10,7,1,6,0,0,0
798,TM123MUCOH,0,14,9,0,5,0,0,0
799,T123CTCOOA,0,12,9,0,5,0,0,0
800,EBFUO,0,9,6,0,4,0,0,0
801,NPEBQO,0,8,8,1,6,0,0,0
802,EBZMUCOH,0,12,8,0,5,0,0,0
803,ECATECOOA,0,10,8,0,5,0,0,0
804,C67OH,0,12,6,0,3,0,0,0
805,PHCOETO,0,9,9,0,2,0,0,0
806,C7DCOH,0,12,7,0,4,0,0,0
807,PBFUO,0,11,7,0,4,0,0,0
808,NPPRBQO,0,10,9,1,6,0,0,0
809,PBZMUCOH,0,14,9,0,5,0,0,0
810,PCATECOOA,0,12,9,0,5,0,0,0
811,PHCOMEO,0,7,8,0,2,0,0,0
812,C55O,0,9,5,0,3,0,0,0
813,IC7DCOH,0,12,7,0,4,0,0,0
814,IPBFUO,0,11,7,0,4,0,0,0
815,NIPRBQO,0,10,9,1,6,0,0,0
816,IPBZMUCOH,0,14,9,0,5,0,0,0
817,IPCATECOOA,0,12,9,0,5,0,0,0
818,MPHCOMEO,0,9,9,0,2,0,0,0
819,NOETLQO,0,10,9,1,6,0,0,0
820,OETLMUCOH,0,14,9,0,5,0,0,0
821,OTCATECOOA,0,12,9,0,5,0,0,0
822,NMETLQO,0,10,9,1,6,0,0,0
823,METLMUCOH,0,14,9,0,5,0,0,0
824,MTCATECOOA,0,12,9,0,5,0,0,0
825,C7EDCOH,0,12,7,0,4,0,0,0
826,NPETLQO,0,10,9,1,6,0,0,0
827,PETLMUCOH,0,14,9,0,5,0,0,0
828,PTCATECOOA,0,12,9,0,5,0,0,0
829,DMPHCOMO,0,11,10,0,2,0,0,0
830,DMEOBPROH,0,14,10,0,4,0,0,0
831,C23O3EO,0,9,6,0,4,0,0,0
832,NMEBFUO,0,10,7,1,6,0,0,0
833,C8M2CO6O,0,13,9,0,3,0,0,0
834,DMEPH1O,0,13,10,0,1,0,0,0
835,EMPHCOMO,0,13,11,0,2,0,0,0
836,DETLOBPROH,0,16,11,0,4,0,0,0
837,C9M2CO6O,0,15,10,0,3,0,0,0
838,C3EDIALOH,0,8,5,0,3,0,0,0
839,CO24C63O,0,9,6,0,3,0,0,0
840,DEMPHSMS1O,0,15,11,0,1,0,0,0
841,PHCOOH,0,6,7,0,2,0,0,0
842,C87O,0,11,8,0,4,0,0,0
843,C9DCCO,0,10,9,0,3,0,0,0
844,C9DCOOH,0,12,9,0,4,0,0,0
845,C615OH,0,10,6,0,3,0,0,0
846,NOPINBCO,0,12,9,0,2,0,0,0
847,NOPINBOOH,0,14,9,0,3,0,0,0
848,C616OH,0,8,6,0,4,0,0,0
849,C88CO,0,10,8,0,3,0,0,0
850,C88OOH,0,12,8,0,4,0,0,0
851,C718OH,0,12,7,0,3,0,0,0
852,C618O,0,9,6,0,3,0,0,0
853,C617OH,0,10,6,0,3,0,0,0
854,C512OH,0,8,5,0,3,0,0,0
855,C513OH,0,8,5,0,4,0,0,0
856,NOPINOOA,0,14,9,0,2,0,0,0
857,C514OH,0,8,5,0,3,0,0,0
858,C8BCCO,0,12,8,0,1,0,0,0
859,C8BCOOH,0,14,8,0,2,0,0,0
860,C620OH,0,8,6,0,4,0,0,0
861,C722O,0,11,7,0,4,0,0,0
862,C44O,0,5,4,0,4,0,0,0
863,MBOCOCO,0,8,5,0,3,0,0,0
864,CH2BRO,0,2,1,0,1,0,0,1
865,CH3CHCLO,0,4,2,0,1,0,1,0
866,CH2CLCH2O,0,4,2,0,1,0,1,0
867,CHCL2CH2O,0,3,2,0,1,0,2,0
868,CLCOCCL2O,0,0,2,0,2,0,3,0
869,CL12PRAO,0,5,3,0,1,0,2,0
870,CH2CLCOCH3,0,5,3,0,1,0,1,0
871,CH3COCCLO,0,4,3,0,2,0,1,0
872,CL12PRCO,0,5,3,0,1,0,2,0
873,A2PANO,0,5,3,0,4,0,0,0
874,CH2OOG,0,2,1,0,2,0,0,0
875,IEPOXC,0,10,5,0,3,0,0,0
876,NC2OOA,0,3,2,1,5,0,0,0
877,NC3OOA,0,5,3,1,5,0,0,0
878,NC4OOA,0,7,4,1,6,0,0,0
879,LIMAO,0,17,10,0,2,0,0,0
880,LIMBO,0,17,10,0,2,0,0,0
881,LIMCOH,0,18,10,0,2,0,0,0
882,LIMALOH,0,18,10,0,4,0,0,0
883,LIMONONIC,0,16,10,0,3,0,0,0
884,C924O,0,15,9,0,3,0,0,0
885,C817OH,0,14,8,0,3,0,0,0
886,C818O,0,13,8,0,4,0,0,0
887,C819O,0,13,8,0,4,0,0,0
888,C727O,0,11,7,0,3,0,0,0
889,C820O,0,11,8,0,5,0,0,0
890,C728OH,0,14,7,0,4,0,0,0
891,C623OH,0,12,6,0,4,0,0,0
892,LMKAO,0,15,9,0,3,0,0,0
893,LMKBO,0,15,9,0,3,0,0,0
894,LIMOOB,0,16,10,0,3,0,0,0
895,LIMALAO,0,15,10,0,3,0,0,0
896,LIMALBO,0,15,10,0,3,0,0,0
897,C825O,0,13,8,0,4,0,0,0
898,C69OH,0,12,6,0,3,0,0,0
899,C625O,0,11,6,0,4,0,0,0
900,C625OH,0,12,6,0,4,0,0,0
901,C730OH,0,14,7,0,4,0,0,0
902,C519O,0,9,5,0,3,0,0,0
903,C627O,0,9,6,0,3,0,0,0
904,LMKOOB,0,14,9,0,4,0,0,0
905,LMLKAO,0,13,9,0,4,0,0,0
906,LMLKBO,0,13,9,0,4,0,0,0
907,C610OH,0,12,6,0,3,0,0,0
908,C734O,0,11,7,0,5,0,0,0
909,CO24M3CHO,0,8,6,0,3,0,0,0
910,NLIMO,0,16,10,1,4,0,0,0
911,NLIMALOH,0,17,10,1,6,0,0,0
912,NLMKAO,0,14,9,1,5,0,0,0
913,NC728OH,0,13,7,1,6,0,0,0
914,NC623OH,0,11,6,1,6,0,0,0
915,NC730OH,0,13,7,1,6,0,0,0
916,CH3SCH2O,0,5,2,0,1,1,0,0
917,MSA,0,4,1,0,3,1,0,0
918,DMSO2OH,0,6,2,0,3,1,0,0
919,BCAO,0,25,15,0,2,0,0,0
920,BCBO,0,25,15,0,2,0,0,0
921,BCCOH,0,26,15,0,2,0,0,0
922,BCALOH,0,26,15,0,4,0,0,0
923,C630O,0,9,6,0,3,0,0,0
924,C929O,0,15,9,0,4,0,0,0
925,C827O,0,13,8,0,3,0,0,0
926,BCKAO,0,23,14,0,3,0,0,0
927,BCKBO,0,23,14,0,3,0,0,0
928,C133OH,0,22,13,0,5,0,0,0
929,C829OH,0,14,8,0,4,0,0,0
930,C521O,0,7,5,0,4,0,0,0
931,BCSOZOH,0,26,15,0,5,0,0,0
932,C151OH,0,26,15,0,5,0,0,0
933,C152OH,0,26,15,0,5,0,0,0
934,BCALAO,0,23,15,0,3,0,0,0
935,BCALBO,0,23,15,0,3,0,0,0
936,C1010OH,0,16,10,0,3,0,0,0
937,C736O,0,9,7,0,3,0,0,0
938,C146O,0,21,14,0,4,0,0,0
939,C147O,0,21,14,0,5,0,0,0
940,C129O,0,17,12,0,4,0,0,0
941,C148O,0,21,14,0,5,0,0,0
942,BCLKAO,0,21,14,0,4,0,0,0
943,C52OH,0,12,5,0,2,0,0,0
944,BCLKBO,0,21,14,0,4,0,0,0
945,C930OH,0,14,9,0,4,0,0,0
946,NBCO,0,24,15,1,4,0,0,0
947,NBCALOH,0,25,15,1,6,0,0,0
948,NBCKO,0,22,14,1,5,0,0,0
949,NC1313OH,0,21,13,1,6,0,0,0
950,C525O,0,9,5,0,5,0,0,0
951,HMGLYOOA,0,4,3,0,4,0,0,0
952,CISOPA,0,9,5,0,1,0,0,0
953,TISOPA,0,9,5,0,1,0,0,0
954,CISOPC,0,9,5,0,1,0,0,0
955,TISOPC,0,9,5,0,1,0,0,0
956,C531O,0,5,5,0,4,0,0,0
957,C531CO,0,4,5,0,4,0,0,0
958,NC41OOA,0,7,4,1,6,0,0,0
959,UDECOOH,0,24,11,0,2,0,0,0
960,C63OOH,0,12,6,0,4,0,0,0
961,HO3C116OOH,0,24,11,0,3,0,0,0
962,C111OOH,0,22,11,0,3,0,0,0
963,HO7C8CO3H,0,18,9,0,4,0,0,0
964,HO7C8OOH,0,18,8,0,3,0,0,0
965,C113OOH,0,22,11,0,4,0,0,0
966,M2C43CO3H,0,12,6,0,3,0,0,0
967,C115OOH,0,18,11,0,5,0,0,0
968,DDECOOH,0,26,12,0,2,0,0,0
969,HO3C126OOH,0,26,12,0,3,0,0,0
970,C121OOH,0,24,12,0,3,0,0,0
971,HO8C9CO3H,0,20,10,0,4,0,0,0
