! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Dense species-by-atom composition matrix (variable species only) in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : mcm_SpeciesCompositionMatrix.csv
! Equation file        : mcm.kpp
! Output root filename : mcm
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,species_name,IGNORE,H,C,N,O,S,Cl,Br
972,HO8C9OOH,0,20,9,0,3,0,0,0
973,C123OOH,0,24,12,0,4,0,0,0
974,HM2C43CO3H,0,12,6,0,4,0,0,0
975,C125OOH,0,20,12,0,5,0,0,0
976,C6H13CO3H,0,14,7,0,3,0,0,0
977,CO3C4CO3H,0,8,5,0,4,0,0,0
978,CHEXOOH,0,12,6,0,2,0,0,0
979,HM2C43OOH,0,12,5,0,3,0,0,0
980,CO3C4CO2H,0,8,5,0,3,0,0,0
981,PRNO3CO2H,0,5,3,1,5,0,0,0
982,NBUTOLAOH,0,10,4,0,2,0,0,0
983,M23C43OOH,0,14,6,0,2,0,0,0
984,BU1ENO3OOH,0,9,4,1,5,0,0,0
985,C43NO34OOH,0,9,4,1,5,0,0,0
986,C42NO33OOH,0,9,4,1,5,0,0,0
987,MPRANO3OOH,0,9,4,1,5,0,0,0
988,MPRBNO3OOH,0,9,4,1,5,0,0,0
989,MPRNO3CO2H,0,7,4,1,5,0,0,0
990,HO12C5,0,12,5,0,2,0,0,0
991,C4NO3CO2H,0,9,5,1,5,0,0,0
992,C523OH,0,12,5,0,2,0,0,0
993,C5NO3O4OOH,0,9,5,1,6,0,0,0
994,C5ONO34OOH,0,9,5,1,6,0,0,0
995,M2BUOL2OOH,0,12,5,0,3,0,0,0
996,M2BUOL2OH,0,12,5,0,2,0,0,0
997,C4NO32MOOH,0,11,5,1,5,0,0,0
998,C43NO3CO2H,0,9,5,1,5,0,0,0
999,C4ME3HO12,0,12,5,0,2,0,0,0
1000,C5CONO3OOH,0,9,5,1,6,0,0,0
1001,C3MNO3CO2H,0,9,5,1,5,0,0,0
1002,C4ME3HO23,0,12,5,0,2,0,0,0
1003,C4M2NO3OOH,0,11,5,1,5,0,0,0
1004,C656OH,0,14,6,0,2,0,0,0
1005,HEPTOOH,0,16,7,0,2,0,0,0
1006,C65NO36OOH,0,13,6,1,5,0,0,0
1007,C65NO3CO2H,0,11,6,1,5,0,0,0
1008,C645OH,0,14,6,0,2,0,0,0
1009,HO3C76OOH,0,16,7,0,3,0,0,0
1010,CO234C6OOH,0,8,6,0,5,0,0,0
1011,C4ME2OHOOH,0,14,6,0,3,0,0,0
1012,BUTDAOOH,0,8,4,0,3,0,0,0
1013,CO3C5CO3H,0,10,6,0,4,0,0,0
1014,C41NO3,0,7,4,1,6,0,0,0
1015,C41OOH,0,8,4,0,5,0,0,0
1016,BUTDBNO3,0,7,4,1,4,0,0,0
1017,BUTDBOOH,0,8,4,0,3,0,0,0
1018,BUTDBOH,0,8,4,0,2,0,0,0
1019,BUTDCOOH,0,8,4,0,3,0,0,0
1020,NBUTDAOOH,0,7,4,1,5,0,0,0
1021,NBUTDBOOH,0,7,4,1,5,0,0,0
1022,HC4CCO2H,0,8,5,0,3,0,0,0
1023,HMVKAOOH,0,8,4,0,4,0,0,0
1024,ISOPDOH,0,10,5,0,2,0,0,0
1025,CO1C6OOH,0,12,6,0,3,0,0,0
1026,CO3C5CO2H,0,10,6,0,3,0,0,0
1027,NISOPOOH,0,9,5,1,5,0,0,0
1028,C510OOH,0,9,5,1,7,0,0,0
1029,CO3C75OOH,0,14,7,0,3,0,0,0
1030,CH3CO3H,0,4,2,0,3,0,0,0
1031,PERPROACID,0,6,3,0,3,0,0,0
1032,PERBUACID,0,8,4,0,3,0,0,0
1033,PERIBUACID,0,8,4,0,3,0,0,0
1034,PRPAL2CO3H,0,6,4,0,4,0,0,0
1035,PRPAL2CO2H,0,6,4,0,3,0,0,0
1036,PERPENACID,0,10,5,0,3,0,0,0
1037,CO2C3CO3H,0,6,4,0,4,0,0,0
1038,CO23C54OOH,0,8,5,0,4,0,0,0
1039,C72OOH,0,14,7,0,4,0,0,0
1040,MIPKBOOH,0,10,5,0,3,0,0,0
1041,HOIPRCO3H,0,8,4,0,4,0,0,0
1042,CO2HOC6OOH,0,12,6,0,4,0,0,0
1043,M33C3CO3H,0,12,6,0,3,0,0,0
1044,CO23C65OOH,0,10,6,0,4,0,0,0
1045,C6CO34OOH,0,10,6,0,4,0,0,0
1046,C3COCCO3H,0,10,6,0,4,0,0,0
1047,PE2ONE1OOH,0,10,5,0,3,0,0,0
1048,C6CO134OOH,0,8,6,0,5,0,0,0
1049,C5CO23OOH,0,8,5,0,4,0,0,0
1050,MIBKAOOH,0,12,6,0,3,0,0,0
1051,MIBK3COOOH,0,10,6,0,4,0,0,0
1052,MTBKOOH,0,12,6,0,3,0,0,0
1053,CO2M33CO3H,0,10,6,0,4,0,0,0
1054,CYHXONAOOH,0,10,6,0,3,0,0,0
1055,VINOH,0,4,2,0,1,0,0,0
1056,HM33C3CO3H,0,12,6,0,4,0,0,0
1057,CHOC3COOOH,0,6,5,0,5,0,0,0
1058,C6CYTONOOH,0,6,6,0,5,0,0,0
1059,C5TRONCO3H,0,6,6,0,6,0,0,0
1060,C312COCO3H,0,4,4,0,5,0,0,0
1061,CHOC2CO3H,0,6,4,0,4,0,0,0
1062,IBUTOLBO2H,0,10,4,0,3,0,0,0
1063,IBUTOLOHB,0,10,4,0,2,0,0,0
1064,TBUTCO3H,0,10,5,0,3,0,0,0
1065,C3ME3CO3H,0,10,5,0,3,0,0,0
1066,C3M3CHOOOH,0,10,5,0,3,0,0,0
1067,CYHXOLANO3,0,11,6,1,4,0,0,0
1068,CY6DIONOOH,0,8,6,0,4,0,0,0
1069,C6145COOOH,0,8,6,0,5,0,0,0
1070,C6TONOHOOH,0,8,6,0,6,0,0,0
1071,CHOC4CO3H,0,10,6,0,4,0,0,0
1072,CHOC4OOH,0,10,5,0,3,0,0,0
1073,CHOC4OHOOH,0,10,5,0,4,0,0,0
1074,C3DIOLOOH,0,8,3,0,4,0,0,0
1075,MBKCOOHOOH,0,10,6,0,5,0,0,0
1076,C5CO234OOH,0,6,5,0,5,0,0,0
1077,MIBKAOHNO3,0,11,6,1,5,0,0,0
1078,CH3OCH2OOH,0,6,2,0,3,0,0,0
1079,DIETETOOH,0,10,4,0,3,0,0,0
1080,MTBEALCO3H,0,8,5,0,5,0,0,0
1081,IPRFORMOOH,0,8,4,0,4,0,0,0
1082,METHACET,0,6,3,0,2,0,0,0
1083,MTBEBCO3H,0,10,5,0,4,0,0,0
1084,IPRMETOOH,0,10,4,0,3,0,0,0
1085,HO1MC5OOH,0,14,6,0,3,0,0,0
1086,DIIPRETOOH,0,14,6,0,3,0,0,0
1087,ETBEACO3H,0,12,6,0,4,0,0,0
1088,EIPEOOH,0,12,5,0,3,0,0,0
1089,MO2EOLANO3,0,7,3,1,5,0,0,0
1090,MO2EOLAOOH,0,8,3,0,4,0,0,0
1091,ALCOMOXOOH,0,4,3,0,5,0,0,0
1092,MO2EOLBNO3,0,7,3,1,5,0,0,0
1093,MO2EOLBOOH,0,8,3,0,4,0,0,0
1094,CHOOMCO3H,0,4,3,0,5,0,0,0
1095,C54CO3H,0,12,6,0,3,0,0,0
1096,MEMOXYCO3H,0,6,3,0,4,0,0,0
1097,HOACETEOOH,0,8,4,0,5,0,0,0
1098,EOX2OLBOOH,0,10,4,0,4,0,0,0
1099,ACETMECO3H,0,6,4,0,5,0,0,0
1100,ETOMECO3H,0,8,4,0,4,0,0,0
1101,ETOMEOOH,0,8,3,0,3,0,0,0
1102,PR2OHMONO3,0,9,4,1,5,0,0,0
1103,PRCOOMCO3H,0,10,6,0,5,0,0,0
1104,BOX2OHBOOH,0,14,6,0,4,0,0,0
1105,BOXCOALOOH,0,10,6,0,5,0,0,0
1106,BOXMCO3H,0,12,6,0,4,0,0,0
1107,HO24C5NO3,0,11,5,1,5,0,0,0
1108,BOXMOOH,0,12,5,0,3,0,0,0
1109,HO2C54CO3H,0,12,6,0,4,0,0,0
1110,MECOFOROOH,0,4,3,0,5,0,0,0
1111,BOXPOLAOOH,0,16,7,0,4,0,0,0
1112,BOXPOLBNO3,0,15,7,1,5,0,0,0
1113,BOXPOLBOOH,0,16,7,0,4,0,0,0
1114,BOXCOEOL,0,14,7,0,3,0,0,0
1115,HO2C54OOH,0,12,5,0,3,0,0,0
1116,BOXCOOLOOH,0,14,7,0,5,0,0,0
1117,BOXPROOOH,0,14,7,0,4,0,0,0
1118,M2HEXAOOH,0,16,7,0,2,0,0,0
1119,H2M5C65OOH,0,16,7,0,3,0,0,0
1120,HO3C4CO3H,0,10,5,0,4,0,0,0
1121,H25M2C6,0,16,7,0,2,0,0,0
1122,NPRACBOOH,0,10,5,0,4,0,0,0
1123,ACCOMECO3H,0,6,5,0,6,0,0,0
1124,NPRACCOOH,0,10,5,0,4,0,0,0
1125,ACETC2CO3H,0,8,5,0,5,0,0,0
1126,IPRACOOH,0,10,5,0,4,0,0,0
1127,IPRACBCO3H,0,8,5,0,5,0,0,0
1128,ACEETOHOOH,0,8,4,0,5,0,0,0
1129,HM33C3OOH,0,12,5,0,3,0,0,0
1130,ACCOCOEOOH,0,8,6,0,6,0,0,0
1131,SBUACAOOH,0,12,6,0,4,0,0,0
1132,C75OOH,0,14,7,0,3,0,0,0
1133,TBUACCO3H,0,10,6,0,5,0,0,0
1134,H3M2C4CO3H,0,12,6,0,4,0,0,0
1135,CCL3OOH,0,1,1,0,2,0,3,0
1136,HOC3H6CO3H,0,8,4,0,4,0,0,0
1137,CCL3CO3H,0,1,2,0,3,0,3,0
1138,HO2NO2,0,1,0,1,4,0,0,0
1139,TCEOHOOH,0,2,2,0,3,0,4,0
1140,CH3OH,0,4,1,0,1,0,0,0
1141,C2CL3OHOOH,0,3,2,0,3,0,3,0
1142,C2CL32OH,0,3,2,0,2,0,3,0
1143,C2CL3HOOOH,0,3,2,0,3,0,3,0
1144,MVKOHANO3,0,7,4,1,6,0,0,0
1145,MVKOHAOOH,0,8,4,0,5,0,0,0
1146,APINBOH,0,18,10,0,2,0,0,0
1147,PERPINONIC,0,16,10,0,4,0,0,0
1148,C97OOH,0,16,9,0,4,0,0,0
1149,C98OOH,0,16,9,0,5,0,0,0
1150,C614OOH,0,10,6,0,5,0,0,0
1151,PINALOOH,0,16,10,0,4,0,0,0
1152,C106OOH,0,16,10,0,5,0,0,0
1153,CO2C54CO3H,0,10,6,0,4,0,0,0
1154,C77OOH,0,14,7,0,4,0,0,0
1155,H3C2C4CO3H,0,8,5,0,5,0,0,0
1156,H3C2C4CO2H,0,8,5,0,4,0,0,0
1157,H3C25CCO3H,0,10,7,0,6,0,0,0
1158,H3C25CCO2H,0,10,7,0,5,0,0,0
1159,C85CO3H,0,14,9,0,4,0,0,0
1160,C235C6CO3H,0,8,7,0,6,0,0,0
1161,NC101OOH,0,15,10,1,6,0,0,0
1162,NC71OOH,0,9,7,1,7,0,0,0
1163,NC72OOH,0,7,7,1,8,0,0,0
1164,APINCOOH,0,18,10,0,3,0,0,0
1165,C720OOH,0,12,7,0,3,0,0,0
1166,C719NO3,0,11,7,1,6,0,0,0
1167,C719OOH,0,12,7,0,5,0,0,0
1168,HOC2H4CO3H,0,6,3,0,4,0,0,0
1169,C107OOH,0,16,10,0,4,0,0,0
1170,C108OOH,0,16,10,0,5,0,0,0
1171,C717OOH,0,10,7,0,5,0,0,0
1172,HC23C4CO3H,0,6,5,0,6,0,0,0
1173,H1C23C4OOH,0,6,4,0,5,0,0,0
1174,C920CO3H,0,16,10,0,5,0,0,0
1175,HOPINONIC,0,16,10,0,4,0,0,0
1176,C920OOH,0,16,9,0,4,0,0,0
1177,C921OOH,0,16,9,0,5,0,0,0
1178,C621OOH,0,10,6,0,6,0,0,0
1179,DMMAOOH,0,8,3,0,4,0,0,0
1180,MMFOOH,0,6,3,0,5,0,0,0
1181,DMMBOOH,0,8,3,0,4,0,0,0
1182,HOBUT2CO3H,0,10,5,0,4,0,0,0
1183,ETOC2OOH,0,10,4,0,3,0,0,0
1184,IPROMC2OOH,0,14,6,0,3,0,0,0
1185,IPROC21OOH,0,12,5,0,3,0,0,0
1186,IPROMCCO3H,0,12,6,0,4,0,0,0
1187,ETBECOOH,0,14,6,0,3,0,0,0
1188,ETBECCO3H,0,12,6,0,4,0,0,0
1189,H2C3OCOOH,0,10,4,0,4,0,0,0
1190,BZBIPEROOH,0,8,6,0,5,0,0,0
1191,EIPKBOOH,0,12,6,0,3,0,0,0
1192,MALDALCO3H,0,4,4,0,4,0,0,0
1193,M2HEXBOOH,0,16,7,0,2,0,0,0
1194,MALANHYOOH,0,4,4,0,6,0,0,0
1195,MALNHYOHCO,0,2,4,0,5,0,0,0
1196,BZEMUCOOH,0,8,6,0,6,0,0,0
1197,BZEMUCCO3H,0,6,6,0,5,0,0,0
1198,BZEMUCCO2H,0,6,6,0,4,0,0,0
1199,EPXDLCO3H,0,4,4,0,5,0,0,0
1200,EPXDLCO2H,0,4,4,0,4,0,0,0
1201,H2M2C65OOH,0,16,7,0,3,0,0,0
1202,BZFUCO,0,4,4,0,4,0,0,0
1203,NPHEN1OOH,0,5,6,1,4,0,0,0
1204,CATEC1OOH,0,6,6,0,3,0,0,0
1205,NCATECOOH,0,7,6,1,9,0,0,0
1206,NNCATECOOH,0,6,6,2,11,0,0,0
1207,DNPHENOOH,0,6,6,2,10,0,0,0
1208,NDNPHENOOH,0,5,6,3,12,0,0,0
1209,PHENOOH,0,8,6,0,6,0,0,0
1210,C6H5CH2OOH,0,8,7,0,2,0,0,0
1211,TLBIPEROOH,0,10,7,0,5,0,0,0
1212,C5CO14OOH,0,6,5,0,4,0,0,0
1213,MMALNHYOOH,0,6,5,0,6,0,0,0
1214,TLEMUCOOH,0,10,7,0,6,0,0,0
1215,TLEMUCCO3H,0,8,7,0,5,0,0,0
1216,TLEMUCCO2H,0,8,7,0,4,0,0,0
1217,CO3C54CO3H,0,10,6,0,4,0,0,0
1218,TLFUOOH,0,8,5,0,5,0,0,0
1219,MCATEC1OOH,0,8,7,0,3,0,0,0
1220,NCRES1OOH,0,7,7,1,4,0,0,0
1221,MNCATECOOH,0,9,7,1,9,0,0,0
1222,MNNCATCOOH,0,8,7,2,11,0,0,0
1223,DNCRESOOH,0,8,7,2,10,0,0,0
1224,NDNCRESOOH,0,7,7,3,12,0,0,0
1225,CRESOOH,0,10,7,0,6,0,0,0
1226,MXYLOOH,0,10,8,0,2,0,0,0
1227,MXYLCO3H,0,8,8,0,3,0,0,0
1228,MXYBPEROOH,0,12,8,0,5,0,0,0
1229,C5CODBCO3H,0,8,6,0,4,0,0,0
1230,MXYMUCOOH,0,12,8,0,6,0,0,0
1231,MXYMUCCO3H,0,10,8,0,5,0,0,0
1232,MXYMUCCO2H,0,10,8,0,4,0,0,0
1233,EPXMDLCO3H,0,6,5,0,5,0,0,0
1234,EPXMDLCO2H,0,6,5,0,4,0,0,0
1235,MXYQOOH,0,10,8,0,5,0,0,0
1236,MXY1OOH,0,10,8,0,2,0,0,0
1237,MXNCATCOOH,0,11,8,1,9,0,0,0
1238,MXNNCATOOH,0,10,8,2,11,0,0,0
1239,MXCTEC1OOH,0,10,8,0,3,0,0,0
1240,NMXYOL1OOH,0,9,8,1,4,0,0,0
1241,DNMXYOLOOH,0,10,8,2,10,0,0,0
1242,NDNMXYLOOH,0,9,8,3,12,0,0,0
1243,MXYOLOOH,0,12,8,0,6,0,0,0
1244,MXOHNO2OOH,0,11,8,1,8,0,0,0
1245,MXYFUOOH,0,10,6,0,5,0,0,0
1246,TC4H9OOH,0,10,4,0,2,0,0,0
1247,M3HEXAOOH,0,16,7,0,2,0,0,0
1248,C23O3MCO3H,0,8,6,0,6,0,0,0
1249,C23C54CO3H,0,8,6,0,5,0,0,0
1250,NBZFUOOH,0,5,4,1,7,0,0,0
1251,H2M4C65OOH,0,16,7,0,3,0,0,0
1252,PXYLOOH,0,10,8,0,2,0,0,0
1253,PXYLCO3H,0,8,8,0,3,0,0,0
1254,TL4ONO2OOH,0,9,7,1,8,0,0,0
1255,PXYBPEROOH,0,12,8,0,5,0,0,0
1256,PXYMUCOOH,0,12,8,0,6,0,0,0
1257,PXYMUCCO3H,0,10,8,0,5,0,0,0
1258,PXYMUCCO2H,0,10,8,0,4,0,0,0
1259,PXYQOOH,0,10,8,0,5,0,0,0
1260,PXY1OOH,0,10,8,0,2,0,0,0
1261,PXNCATCOOH,0,11,8,1,9,0,0,0
1262,PXNNCATOOH,0,10,8,2,11,0,0,0
1263,PCATEC1OOH,0,10,8,0,3,0,0,0
1264,NPXYOL1OOH,0,9,8,1,4,0,0,0
1265,DNPXYOLOOH,0,10,8,2,10,0,0,0
1266,NDNPXYLOOH,0,9,8,3,12,0,0,0
1267,PXYOLOOH,0,12,8,0,6,0,0,0
1268,PXYFUOOH,0,8,5,0,5,0,0,0
1269,C23O3CCO3H,0,6,5,0,6,0,0,0
1270,OXYLOOH,0,10,8,0,2,0,0,0
1271,OXYLCO3H,0,8,8,0,3,0,0,0
1272,M2PEDOOH,0,14,6,0,2,0,0,0
1273,OXYBPEROOH,0,12,8,0,5,0,0,0
1274,OXYMUCOOH,0,12,8,0,6,0,0,0
1275,OXYMUCCO3H,0,10,8,0,5,0,0,0
1276,OXYMUCCO2H,0,10,8,0,4,0,0,0
1277,C710OOH,0,14,7,0,3,0,0,0
1278,EPXM2DLPAN,0,7,6,1,7,0,0,0
1279,C5DBCOCO3H,0,8,6,0,4,0,0,0
1280,H3M3C4CO3H,0,12,6,0,4,0,0,0
1281,OXNCATCOOH,0,11,8,1,9,0,0,0
1282,OXNNCATOOH,0,10,8,2,11,0,0,0
1283,OCATEC1OOH,0,10,8,0,3,0,0,0
1284,NOXYOL1OOH,0,9,8,1,4,0,0,0
1285,DNOXYOLOOH,0,10,8,2,10,0,0,0
1286,NDNOXYLOOH,0,9,8,3,12,0,0,0
1287,OXYOLOOH,0,12,8,0,6,0,0,0
1288,OXYFUOOH,0,10,6,0,5,0,0,0
1289,C6O4KETOOH,0,6,6,0,7,0,0,0
1290,TMBOOH,0,12,9,0,2,0,0,0
1291,TMBCO3H,0,10,9,0,3,0,0,0
1292,TM135BPOOH,0,14,9,0,5,0,0,0
1293,TM135MUOOH,0,14,9,0,6,0,0,0
1294,TM135MUO3H,0,12,9,0,5,0,0,0
1295,TM135MUO2H,0,12,9,0,4,0,0,0
1296,EPXMKTCO3H,0,8,6,0,5,0,0,0
1297,EPXMKTCO2H,0,8,6,0,4,0,0,0
1298,TM135OLOOH,0,14,9,0,6,0,0,0
1299,TM124BOOH,0,12,9,0,2,0,0,0
1300,TM124BCO3H,0,10,9,0,3,0,0,0
1301,C54NO3,0,11,5,1,5,0,0,0
1302,TM124NOOH,0,11,8,1,8,0,0,0
1303,TM124BPOOH,0,14,9,0,5,0,0,0
1304,TMB1FUOOH,0,10,6,0,5,0,0,0
1305,HO1C5OOH,0,12,5,0,3,0,0,0
1306,TM124QOOH,0,12,9,0,5,0,0,0
1307,HO2C5OH,0,12,5,0,2,0,0,0
1308,TM124MUOOH,0,14,9,0,6,0,0,0
1309,TM124OOH,0,12,9,0,2,0,0,0
1310,T124NCTOOH,0,13,9,1,9,0,0,0
1311,T124NNCOOH,0,12,9,2,11,0,0,0
1312,T124CT1OOH,0,12,9,0,3,0,0,0
1313,NT124L1OOH,0,11,9,1,4,0,0,0
1314,DNT124LOOH,0,12,9,2,10,0,0,0
1315,NDNT124OOH,0,11,9,3,12,0,0,0
1316,TM124OLOOH,0,14,9,0,6,0,0,0
1317,TM123BOOH,0,12,9,0,2,0,0,0
1318,TM123BCO3H,0,10,9,0,3,0,0,0
1319,TM123BPOOH,0,14,9,0,5,0,0,0
1320,C7ADCCO3H,0,10,7,0,4,0,0,0
1321,C7ADCOOH,0,12,7,0,5,0,0,0
1322,H2M2C4CO3H,0,12,6,0,4,0,0,0
1323,DMMALYOOH,0,8,6,0,6,0,0,0
1324,NDMMALYOOH,0,7,6,1,8,0,0,0
1325,TMB2FUOOH,0,12,7,0,5,0,0,0
1326,MC6OTKTOOH,0,10,7,0,6,0,0,0
1327,TM123MUOOH,0,14,9,0,6,0,0,0
1328,EPXKTMCO3H,0,8,6,0,5,0,0,0
1329,EPXKTMCO2H,0,8,6,0,4,0,0,0
1330,TM123OOH,0,12,9,0,2,0,0,0
1331,T123NCTOOH,0,13,9,1,9,0,0,0
1332,T123NNCOOH,0,12,9,2,11,0,0,0
1333,T123CT1OOH,0,12,9,0,3,0,0,0
1334,NT123L1OOH,0,11,9,1,4,0,0,0
1335,DNT123LOOH,0,12,9,2,10,0,0,0
1336,NDNT123OOH,0,11,9,3,12,0,0,0
1337,TM123OLOOH,0,14,9,0,6,0,0,0
1338,C6H5C2OOH,0,10,8,0,2,0,0,0
1339,C6H5C2CO3H,0,8,8,0,3,0,0,0
1340,EBZBPEROOH,0,12,8,0,5,0,0,0
1341,HO2M2C4OH,0,12,5,0,2,0,0,0
1342,C6DCRBBOOH,0,8,6,0,4,0,0,0
1343,EBFUCO,0,8,6,0,4,0,0,0
1344,NEBFUOOH,0,9,6,1,7,0,0,0
1345,C67OOH,0,12,6,0,4,0,0,0
1346,EBZMUCOOH,0,12,8,0,6,0,0,0
1347,EBZMUCCO3H,0,10,8,0,5,0,0,0
1348,EBZMUCCO2H,0,10,8,0,4,0,0,0
1349,C7CO3OHOOH,0,10,7,0,6,0,0,0
1350,EBENZOOH,0,10,8,0,2,0,0,0
1351,ECATEC1OOH,0,10,8,0,3,0,0,0
1352,NEBNZ1OOH,0,9,8,1,4,0,0,0
1353,ENCATECOOH,0,11,8,1,9,0,0,0
1354,ENNCATCOOH,0,10,8,2,11,0,0,0
1355,DNEBNZLOOH,0,10,8,2,10,0,0,0
1356,NDNEBZLOOH,0,9,8,3,12,0,0,0
1357,HO13C4NO3,0,9,4,1,5,0,0,0
1358,EMALNHYOOH,0,8,6,0,6,0,0,0
1359,EBENZOLOOH,0,12,8,0,6,0,0,0
1360,HO2C4CO3H,0,10,5,0,4,0,0,0
1361,PHC3OOH,0,12,9,0,2,0,0,0
1362,PHCOCOCOOH,0,8,9,0,4,0,0,0
1363,PBZBPEROOH,0,14,9,0,5,0,0,0
1364,C7DCCO3H,0,10,7,0,4,0,0,0
1365,C7DCOOH,0,12,7,0,5,0,0,0
1366,PBFUCO,0,10,7,0,4,0,0,0
1367,H2M2C3CO3H,0,10,5,0,4,0,0,0
1368,NPBFUOOH,0,11,7,1,7,0,0,0
1369,PBZMUCOOH,0,14,9,0,6,0,0,0
1370,PBZMUCCO3H,0,12,9,0,5,0,0,0
1371,PBZMUCCO2H,0,12,9,0,4,0,0,0
1372,C83COOHOOH,0,12,8,0,6,0,0,0
1373,PGLYOXOH,0,8,5,0,3,0,0,0
1374,PBENZOOH,0,12,9,0,2,0,0,0
1375,PRCATC1OOH,0,12,9,0,3,0,0,0
1376,NPBNZ1OOH,0,11,9,1,4,0,0,0
1377,PNCATECOOH,0,13,9,1,9,0,0,0
1378,PNNCATCOOH,0,12,9,2,11,0,0,0
1379,DNPBNZLOOH,0,12,9,2,10,0,0,0
1380,NDNPBZLOOH,0,11,9,3,12,0,0,0
1381,HO2C4OH,0,10,4,0,2,0,0,0
1382,PMALNHYOOH,0,10,7,0,6,0,0,0
1383,PBENZOLOOH,0,14,9,0,6,0,0,0
1384,PHIC3OOH,0,12,9,0,2,0,0,0
1385,IPBZBPROOH,0,14,9,0,5,0,0,0
1386,IC7DCCO3H,0,10,7,0,4,0,0,0
1387,IC7DCOOH,0,12,7,0,5,0,0,0
1388,M3HEXBOOH,0,16,7,0,2,0,0,0
1389,IPBFUCO,0,10,7,0,4,0,0,0
1390,C67CO3H,0,10,6,0,5,0,0,0
1391,NIPBFUOOH,0,11,7,1,7,0,0,0
1392,IPRBQOOH,0,12,9,0,5,0,0,0
1393,H3M3C6OOH,0,16,7,0,3,0,0,0
1394,IPBZMUCOOH,0,14,9,0,6,0,0,0
1395,IPBZMUCO3H,0,12,9,0,5,0,0,0
1396,IPBZMUCO2H,0,12,9,0,4,0,0,0
1397,C7MO3OHOOH,0,12,8,0,6,0,0,0
1398,IPGLYOXOH,0,8,5,0,3,0,0,0
1399,IPBENZOOH,0,12,9,0,2,0,0,0
1400,IPCATC1OOH,0,12,9,0,3,0,0,0
1401,NIPBNZ1OOH,0,11,9,1,4,0,0,0
1402,IPNCATCOOH,0,13,9,1,9,0,0,0
1403,IPNNCATOOH,0,12,9,2,11,0,0,0
1404,DNIPBZLOOH,0,12,9,2,10,0,0,0
1405,NDNIPBLOOH,0,11,9,3,12,0,0,0
1406,IPMLNHYOOH,0,10,7,0,6,0,0,0
1407,IPBZOLOOH,0,14,9,0,6,0,0,0
1408,ETOLOOH,0,12,9,0,2,0,0,0
1409,OETLBPROOH,0,14,9,0,5,0,0,0
1410,OETLMUCOOH,0,14,9,0,6,0,0,0
1411,OETLMUCO3H,0,12,9,0,5,0,0,0
1412,OETLMUCO2H,0,12,9,0,4,0,0,0
1413,EPXMEDLPAN,0,9,7,1,7,0,0,0
1414,EPXMEDCO3H,0,10,7,0,5,0,0,0
1415,EPXMEDCO2H,0,10,7,0,4,0,0,0
1416,OET1OOH,0,12,9,0,2,0,0,0
1417,OTNCATCOOH,0,13,9,1,9,0,0,0
1418,OTNNCATOOH,0,12,9,2,11,0,0,0
1419,OTCTEC1OOH,0,12,9,0,3,0,0,0
1420,NOETOL1OOH,0,11,9,1,4,0,0,0
1421,DNOETOLOOH,0,12,9,2,10,0,0,0
1422,NDNOETLOOH,0,11,9,3,12,0,0,0
1423,OETOLOOH,0,14,9,0,6,0,0,0
1424,METLBPROOH,0,14,9,0,5,0,0,0
1425,HO2C3CO3H,0,8,4,0,4,0,0,0
1426,HCOCH2CO3H,0,4,3,0,4,0,0,0
1427,METLQOOH,0,12,9,0,5,0,0,0
1428,METLMUCOOH,0,14,9,0,6,0,0,0
1429,H13M3C5NO3,0,13,6,1,5,0,0,0
1430,METLMUCO3H,0,12,9,0,5,0,0,0
1431,METLMUCO2H,0,12,9,0,4,0,0,0
1432,MET1OOH,0,12,9,0,2,0,0,0
1433,H3M3C5CO3H,0,14,7,0,4,0,0,0
1434,MTNCATCOOH,0,13,9,1,9,0,0,0
1435,MTNNCATOOH,0,12,9,2,11,0,0,0
1436,MTCTEC1OOH,0,12,9,0,3,0,0,0
1437,NMETOL1OOH,0,11,9,1,4,0,0,0
1438,DNMETOLOOH,0,12,9,2,10,0,0,0
1439,NDNMETLOOH,0,11,9,3,12,0,0,0
1440,METOLOOH,0,14,9,0,6,0,0,0
1441,PETLBIPNO3,0,13,9,1,6,0,0,0
1442,PETLBPROOH,0,14,9,0,5,0,0,0
1443,C7EDCOOH,0,12,7,0,5,0,0,0
1444,PETLQOOH,0,12,9,0,5,0,0,0
1445,PETLMUCOOH,0,14,9,0,6,0,0,0
