! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : mcm_BiadjacencyMatrix.csv
! Equation file        : mcm.kpp
! Output root filename : mcm
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name,species_index,reaction_index,stoichiometric_coefficient
ME3BU2OLO2,5606,3300,-1
C3M3OH2CHO,5527,3301,1
ME3BU2OLO2,5606,3301,-1
C4ME3HO12,999,3302,1
ME3BU2OLO2,5606,3302,-1
M3BU2OLNO3,3464,3303,-1
C3M3OH2CHO,5527,3303,1
OH,5824,3303,-1
NO2,5831,3303,1
M3BU2OLNO3,3464,3304,-1
ME3BU2OLO,3663,3304,1
NO2,5831,3304,1
M3BU2OLOOH,2224,3305,-1
ME3BU2OLO2,5606,3305,1
OH,5824,3305,-1
M3BU2OLOOH,2224,3306,-1
C3M3OH2CHO,5527,3306,1
M3BU2OLOOH,2224,3307,-1
ME3BU2OLO,3663,3307,1
OH,5824,3307,1
C3M3OH2CO3,4806,3308,1
C3M3OH2CHO,5527,3308,-1
HNO3,5772,3308,1
NO3,5832,3308,-1
C3M3OH2CO3,4806,3309,1
C3M3OH2CHO,5527,3309,-1
OH,5824,3309,-1
C3M3OH2CHO,5527,3310,-1
IPRCHO,5773,3310,1
HO2,5825,3310,1
CO,5828,3310,1
C3M3OH2CO3,4806,3311,-1
IPRCHO,5773,3311,1
HO2,5825,3311,1
NO,5826,3311,-1
NO2,5831,3311,1
C3M3OH2PAN,2867,3312,1
C3M3OH2CO3,4806,3312,-1
NO2,5831,3312,-1
C3M3OH2PAN,2867,3313,-1
C3M3OH2CO3,4806,3313,1
NO2,5831,3313,1
C3M3OH2CO3,4806,3314,-1
IPRCHO,5773,3314,1
HO2,5825,3314,1
NO2,5831,3314,1
NO3,5832,3314,-1
C3M3OHCO3H,2228,3315,1
C3M3OH2CO3,4806,3315,-1
HO2,5825,3315,-1
C3M3OH2CO3,4806,3316,-1
IPRCHO,5773,3316,1
HO2,5825,3316,1
C3M3OH2PAN,2867,3317,-1
IPRCHO,5773,3317,1
OH,5824,3317,-1
CO,5828,3317,1
NO2,5831,3317,1
C3M3OHCO3H,2228,3318,-1
C3M3OH2CO3,4806,3318,1
OH,5824,3318,-1
C3M3OHCO3H,2228,3319,-1
IPRCHO,5773,3319,1
OH,5824,3319,1
HO2,5825,3319,1
ME3BUT1ENE,4971,3320,-1
CH2OOB,5008,3320,1
IPRCHO,5773,3320,1
O3,5830,3320,-1
IPRCHOOA,2230,3321,1
ME3BUT1ENE,4971,3321,-1
HCHO,5808,3321,1
O3,5830,3321,-1
IPRCHOOA,2230,3322,-1
IPRCHOO,5420,3322,1
IPRCHOOA,2230,3323,-1
IC3H7O2,5753,3323,1
OH,5824,3323,1
CO,5828,3323,1
IPRCHOOA,2230,3324,-1
IC3H7O2,5753,3324,1
HO2,5825,3324,1
IPRCHOOA,2230,3325,-1
C3H8,4089,3325,1
SO3,3,3326,1
IPRCHOO,5420,3326,-1
IPRCHO,5773,3326,1
SO2,5827,3326,-1
IPRCHOO,5420,3327,-1
IPRCHO,5773,3327,1
CO,5828,3327,-1
IPRCHOO,5420,3328,-1
IPRCHO,5773,3328,1
NO,5826,3328,-1
NO2,5831,3328,1
IPRCHOO,5420,3329,-1
IPRCHO,5773,3329,1
NO2,5831,3329,-1
NO3,5832,3329,1
IPRCHOO,5420,3330,-1
H2O2,5626,3330,1
IPRCHO,5773,3330,1
IBUTACID,677,3331,1
IPRCHOO,5420,3331,-1
ME3BUT1ENE,4971,3332,-1
C4M3NO31O2,5287,3332,1
NO3,5832,3332,-1
ME3BUT1ENE,4971,3333,-1
C4M3NO32O2,5461,3333,1
NO3,5832,3333,-1
C4M3NO31O,4442,3334,1
C4M3NO31O2,5287,3334,-1
NO,5826,3334,-1
NO2,5831,3334,1
C4M3NO3ONE,3745,3335,1
C4M3NO31O,4442,3335,-1
HO2,5825,3335,1
C4M3NO31O,4442,3336,-1
IPRCHO,5773,3336,1
HCHO,5808,3336,1
NO2,5831,3336,1
C4M3NO31O,4442,3337,1
C4M3NO31O2,5287,3337,-1
NO2,5831,3337,1
NO3,5832,3337,-1
C4MNO31OOH,2234,3338,1
C4M3NO31O2,5287,3338,-1
HO2,5825,3338,-1
C4M3NO31O,4442,3339,1
C4M3NO31O2,5287,3339,-1
C4M3NO3ONE,3745,3340,1
C4M3NO31O2,5287,3340,-1
M3BU2OLNO3,3464,3341,1
C4M3NO31O2,5287,3341,-1
C4MNO31OOH,2234,3342,-1
C4M3NO31O2,5287,3342,1
OH,5824,3342,-1
C4MNO31OOH,2234,3343,-1
C4M3NO3ONE,3745,3343,1
C4MNO31OOH,2234,3344,-1
C4M3NO31O,4442,3344,1
OH,5824,3344,1
C4M3NO3ONE,3745,3345,-1
C4MCONO3O2,4482,3345,1
OH,5824,3345,-1
IPRCOMO,10,3346,1
C4M3NO3ONE,3745,3346,-1
NO2,5831,3346,1
IPRCOMO,10,3347,-1
IPRCO3,5674,3347,1
HCHO,5808,3347,1
C4MCONO3O,2802,3348,1
C4MCONO3O2,4482,3348,-1
NO,5826,3348,-1
NO2,5831,3348,1
C4MCONO3O,2802,3349,1
C4MCONO3O2,4482,3349,-1
NO2,5831,3349,1
NO3,5832,3349,-1
C5CONO3OOH,1000,3350,1
C4MCONO3O2,4482,3350,-1
HO2,5825,3350,-1
C4MCONO3O,2802,3351,1
C4MCONO3O2,4482,3351,-1
C4MCONO3OH,678,3352,1
C4MCONO3O2,4482,3352,-1
C4MCONO3O,2802,3353,-1
CH3COCH3,5706,3353,1
NO3CH2CO3,5713,3353,1
C5CONO3OOH,1000,3354,-1
C4MCONO3O2,4482,3354,1
OH,5824,3354,-1
C5CONO3OOH,1000,3355,-1
C4MCONO3O,2802,3355,1
OH,5824,3355,1
C4MCONO3OH,678,3356,-1
C4MCONO3O,2802,3356,1
OH,5824,3356,-1
C4M3NO32O,4021,3357,1
C4M3NO32O2,5461,3357,-1
NO,5826,3357,-1
NO2,5831,3357,1
C4M3NO32O,4021,3358,-1
C3MNO3CHO,4619,3358,1
HO2,5825,3358,1
C4M3NO32O,4021,3359,-1
IPRCHO,5773,3359,1
HCHO,5808,3359,1
NO2,5831,3359,1
C4M3NO32O,4021,3360,1
C4M3NO32O2,5461,3360,-1
NO2,5831,3360,1
NO3,5832,3360,-1
C4MNO32OOH,2243,3361,1
C4M3NO32O2,5461,3361,-1
HO2,5825,3361,-1
C4M3NO32O,4021,3362,1
C4M3NO32O2,5461,3362,-1
C3MNO3CHO,4619,3363,1
C4M3NO32O2,5461,3363,-1
ME3BUOLNO3,2245,3364,1
C4M3NO32O2,5461,3364,-1
C4MNO32OOH,2243,3365,-1
C4M3NO32O2,5461,3365,1
OH,5824,3365,-1
C4MNO32OOH,2243,3366,-1
C3MNO3CHO,4619,3366,1
C4MNO32OOH,2243,3367,-1
C4M3NO32O,4021,3367,1
OH,5824,3367,1
C3MNO3CHO,4619,3368,-1
C3MNO3CO3,4995,3368,1
HNO3,5772,3368,1
NO3,5832,3368,-1
C3MNO3CHO,4619,3369,-1
C3MNO3CO3,4995,3369,1
OH,5824,3369,-1
M3BUTAL2O,3621,3370,1
C3MNO3CHO,4619,3370,-1
NO2,5831,3370,1
M3BUTAL2O,3621,3371,-1
IPRCHO,5773,3371,1
HO2,5825,3371,1
CO,5828,3371,1
C3MNO3CO3,4995,3372,-1
IPRCHO,5773,3372,1
NO,5826,3372,-1
NO2,5831,3372,2
C3MNO3PAN,2885,3373,1
C3MNO3CO3,4995,3373,-1
NO2,5831,3373,-1
C3MNO3PAN,2885,3374,-1
C3MNO3CO3,4995,3374,1
NO2,5831,3374,1
C3MNO3CO3,4995,3375,-1
IPRCHO,5773,3375,1
NO2,5831,3375,1
NO3,5832,3375,-1
C3MNO3CO3H,2248,3376,1
C3MNO3CO3,4995,3376,-1
HO2,5825,3376,-1
C3MNO3CO2H,1001,3377,1
C3MNO3CO3,4995,3377,-1
HO2,5825,3377,-1
O3,5830,3377,1
C3MNO3CO3,4995,3378,-1
IPRCHO,5773,3378,1
NO2,5831,3378,1
C3MNO3CO2H,1001,3379,1
C3MNO3CO3,4995,3379,-1
C3MNO3PAN,2885,3380,-1
IPRCHO,5773,3380,1
OH,5824,3380,-1
CO,5828,3380,1
NO2,5831,3380,2
C3MNO3CO3H,2248,3381,-1
C3MNO3CO3,4995,3381,1
OH,5824,3381,-1
C3MNO3CO3H,2248,3382,-1
IPRCHO,5773,3382,1
OH,5824,3382,1
NO2,5831,3382,1
C3MNO3CO2H,1001,3383,-1
IPRCHO,5773,3383,1
OH,5824,3383,-1
NO2,5831,3383,1
ME2BUT2ENE,5185,3384,-1
ME2BUOLO2,5223,3384,1
OH,5824,3384,-1
ME2BU2OLO2,5047,3385,1
ME2BUT2ENE,5185,3385,-1
OH,5824,3385,-1
ME2BUOLO,2261,3386,1
ME2BUOLO2,5223,3386,-1
NO,5826,3386,-1
NO2,5831,3386,1
ME2BUOLNO3,3528,3387,1
ME2BUOLO2,5223,3387,-1
NO,5826,3387,-1
ME2BUOLO,2261,3388,-1
CH3COCH3,5706,3388,1
CH3CHO,5764,3388,1
HO2,5825,3388,1
ME2BUOLO,2261,3389,1
ME2BUOLO2,5223,3389,-1
NO2,5831,3389,1
NO3,5832,3389,-1
ME2BUOLOOH,3872,3390,1
ME2BUOLO2,5223,3390,-1
HO2,5825,3390,-1
ME2BUOLO,2261,3391,1
ME2BUOLO2,5223,3391,-1
C4ME3HO23,1002,3392,1
ME2BUOLO2,5223,3392,-1
ME2BUOLNO3,3528,3393,-1
CH3COCH3,5706,3393,1
CH3CHO,5764,3393,1
OH,5824,3393,-1
NO2,5831,3393,1
ME2BUOLOOH,3872,3394,-1
ME2BUOLO2,5223,3394,1
OH,5824,3394,-1
MIPKAOOH,2263,3395,1
ME2BUOLOOH,3872,3395,-1
OH,5824,3395,-1
HO2,5825,3395,1
ME2BUOLO,2261,3396,1
ME2BUOLOOH,3872,3396,-1
OH,5824,3396,1
C4ME3HO23,1002,3397,-1
MIPKAOH,3533,3397,1
OH,5824,3397,-1
HO2,5825,3397,1
ME2BU2OLO,4032,3398,1
ME2BU2OLO2,5047,3398,-1
NO,5826,3398,-1
NO2,5831,3398,1
M2BU2OLNO3,2267,3399,1
ME2BU2OLO2,5047,3399,-1
NO,5826,3399,-1
ME2BU2OLO,4032,3400,-1
CH3COCH3,5706,3400,1
CH3CHO,5764,3400,1
HO2,5825,3400,1
MIPKAOH,3533,3401,1
ME2BU2OLO,4032,3401,-1
HO2,5825,3401,1
ME2BU2OLO,4032,3402,1
ME2BU2OLO2,5047,3402,-1
NO2,5831,3402,1
NO3,5832,3402,-1
M2BU2OLOOH,2271,3403,1
ME2BU2OLO2,5047,3403,-1
HO2,5825,3403,-1
ME2BU2OLO,4032,3404,1
ME2BU2OLO2,5047,3404,-1
MIPKAOH,3533,3405,1
ME2BU2OLO2,5047,3405,-1
C4ME3HO23,1002,3406,1
ME2BU2OLO2,5047,3406,-1
M2BU2OLNO3,2267,3407,-1
MIPKAOH,3533,3407,1
OH,5824,3407,-1
NO2,5831,3407,1
M2BU2OLOOH,2271,3408,-1
ME2BU2OLO2,5047,3408,1
OH,5824,3408,-1
M2BU2OLOOH,2271,3409,-1
MIPKAOH,3533,3409,1
M2BU2OLOOH,2271,3410,-1
ME2BU2OLO,4032,3410,1
OH,5824,3410,1
CH3CHOOC,679,3411,1
ME2BUT2ENE,5185,3411,-1
CH3COCH3,5706,3411,1
O3,5830,3411,-1
CH3CCH3OOB,322,3412,1
ME2BUT2ENE,5185,3412,-1
CH3CHO,5764,3412,1
O3,5830,3412,-1
CH3CHOOC,679,3413,-1
CH3CHOO,5539,3413,1
CH3CHOOC,679,3414,-1
CH3O2,5803,3414,1
OH,5824,3414,1
CO,5828,3414,1
CH3CCH3OOB,322,3415,-1
CH3CCH3OO,5186,3415,1
CH3CCH3OOB,322,3416,-1
CH3COCH2O2,5815,3416,1
OH,5824,3416,1
C4M2NO33O2,4654,3417,1
ME2BUT2ENE,5185,3417,-1
NO3,5832,3417,-1
C4M2NO32O2,4887,3418,1
ME2BUT2ENE,5185,3418,-1
NO3,5832,3418,-1
C4M2NO33O,2911,3419,1
C4M2NO33O2,4654,3419,-1
NO,5826,3419,-1
NO2,5831,3419,1
C4M2NO33O,2911,3420,-1
CH3COCH3,5706,3420,1
CH3CHO,5764,3420,1
NO2,5831,3420,1
C4M2NO33O,2911,3421,1
C4M2NO33O2,4654,3421,-1
NO2,5831,3421,1
NO3,5832,3421,-1
C4M2NO3OOH,1003,3422,1
C4M2NO33O2,4654,3422,-1
HO2,5825,3422,-1
C4M2NO33O,2911,3423,1
C4M2NO33O2,4654,3423,-1
M2BU2OLNO3,2267,3424,1
C4M2NO33O2,4654,3424,-1
C4M2NO3OOH,1003,3425,-1
C4M2NO33O,2911,3425,1
OH,5824,3425,1
C4M2NO3OOH,1003,3426,-1
C4M2NO33O2,4654,3426,1
OH,5824,3426,-1
C4M2NO32O,4403,3427,1
C4M2NO32O2,4887,3427,-1
NO,5826,3427,-1
NO2,5831,3427,1
C4M2NO3ONE,3540,3428,1
C4M2NO32O,4403,3428,-1
HO2,5825,3428,1
C4M2NO32O,4403,3429,-1
CH3COCH3,5706,3429,1
CH3CHO,5764,3429,1
NO2,5831,3429,1
C4M2NO32O,4403,3430,1
C4M2NO32O2,4887,3430,-1
NO2,5831,3430,1
NO3,5832,3430,-1
C4NO3M2OOH,2278,3431,1
C4M2NO32O2,4887,3431,-1
HO2,5825,3431,-1
C4M2NO32O,4403,3432,1
C4M2NO32O2,4887,3432,-1
C4M2NO3ONE,3540,3433,1
C4M2NO32O2,4887,3433,-1
ME2BUOLNO3,3528,3434,1
C4M2NO32O2,4887,3434,-1
C4NO3M2OOH,2278,3435,-1
C4M2NO32O2,4887,3435,1
OH,5824,3435,-1
C4NO3M2OOH,2278,3436,-1
C4M2NO3ONE,3540,3436,1
C4NO3M2OOH,2278,3437,-1
C4M2NO32O,4403,3437,1
OH,5824,3437,1
C4M2NO3ONE,3540,3438,-1
MIPKAO,3895,3438,1
NO2,5831,3438,1
C4M2NO3ONE,3540,3439,-1
MC4CONO3O2,4894,3439,1
OH,5824,3439,-1
MC4CONO3O,4416,3440,1
MC4CONO3O2,4894,3440,-1
NO,5826,3440,-1
NO2,5831,3440,1
C4M22CONO3,2280,3441,1
MC4CONO3O,4416,3441,-1
HO2,5825,3441,1
MC4CONO3O,4416,3442,-1
BIACET,5522,3442,1
HCHO,5808,3442,1
NO2,5831,3442,1
MC4CONO3O,4416,3443,1
MC4CONO3O2,4894,3443,-1
NO2,5831,3443,1
NO3,5832,3443,-1
C4MCNO3OOH,3666,3444,1
MC4CONO3O2,4894,3444,-1
HO2,5825,3444,-1
MC4CONO3O,4416,3445,1
MC4CONO3O2,4894,3445,-1
C4MCNO3OOH,3666,3446,-1
MC4CONO3O2,4894,3446,1
OH,5824,3446,-1
C4M22CONO3,2280,3447,1
C4MCNO3OOH,3666,3447,-1
C4MCNO3OOH,3666,3448,-1
MC4CONO3O,4416,3448,1
OH,5824,3448,1
C4M22CONO3,2280,3449,-1
MGLYOX,5798,3449,1
CH3CO3,5818,3449,1
OH,5824,3449,-1
NO2,5831,3449,1
C4M22CONO3,2280,3450,-1
MGLYOX,5798,3450,1
CH3CO3,5818,3450,1
NO2,5831,3450,1
HEX1ENE,5007,3451,-1
HO5C6O2,5691,3451,1
OH,5824,3451,-1
HEX1ENE,5007,3452,-1
C6OH5O2,5132,3452,1
OH,5824,3452,-1
C6OH5O,2284,3453,1
C6OH5O2,5132,3453,-1
NO,5826,3453,-1
NO2,5831,3453,1
C6OH5NO3,2287,3454,1
C6OH5O2,5132,3454,-1
NO,5826,3454,-1
C6OH5O,2284,3455,-1
C4H9CHO,5738,3455,1
HCHO,5808,3455,1
HO2,5825,3455,1
C6OH5O,2284,3456,1
C6OH5O2,5132,3456,-1
NO2,5831,3456,1
NO3,5832,3456,-1
C6OH5OOH,3678,3457,1
C6OH5O2,5132,3457,-1
HO2,5825,3457,-1
C6OH5O,2284,3458,1
C6OH5O2,5132,3458,-1
C4COMEOH,3982,3459,1
C6OH5O2,5132,3459,-1
C656OH,1004,3460,1
C6OH5O2,5132,3460,-1
C6OH5NO3,2287,3461,-1
C4COMEOH,3982,3461,1
OH,5824,3461,-1
NO2,5831,3461,1
C6OH5O,2284,3462,1
C6OH5OOH,3678,3462,-1
OH,5824,3462,1
C6OH5OOH,3678,3463,-1
C6OH5O2,5132,3463,1
OH,5824,3463,-1
C6OH5OOH,3678,3464,-1
C4COMEOH,3982,3464,1
C656OH,1004,3465,-1
C4COMEOH,3982,3465,1
OH,5824,3465,-1
HO2,5825,3465,1
C4COMEOH,3982,3466,-1
NC4H9O2,5783,3466,1
HOCH2CO3,5805,3466,1
C4COMEOH,3982,3467,-1
C4COMOH3O2,5479,3467,1
OH,5824,3467,-1
C4COMOH3O,680,3468,1
C4COMOH3O2,5479,3468,-1
NO,5826,3468,-1
NO2,5831,3468,1
C4COMOH3O,680,3469,-1
C43OHCOCHO,4580,3469,1
HO2,5825,3469,1
C4COMOH3O,680,3470,1
C4COMOH3O2,5479,3470,-1
NO2,5831,3470,1
NO3,5832,3470,-1
C4COMOHOOH,2290,3471,1
C4COMOH3O2,5479,3471,-1
HO2,5825,3471,-1
C4COMOH3O,680,3472,1
C4COMOH3O2,5479,3472,-1
HO1CO24C6,4205,3473,1
C4COMOH3O2,5479,3473,-1
C4COMOH3OH,1845,3474,1
C4COMOH3O2,5479,3474,-1
C4COMOH3O,680,3475,1
C4COMOHOOH,2290,3475,-1
OH,5824,3475,1
C4COMOHOOH,2290,3476,-1
HO1CO24C6,4205,3476,1
C4COMOH3OH,1845,3477,-1
HO3C4O2,5733,3477,1
HOCH2CO3,5805,3477,1
C4COMOH3OH,1845,3478,-1
HO1CO24C6,4205,3478,1
OH,5824,3478,-1
HO2,5825,3478,1
C43OHCOCHO,4580,3479,-1
HO3C4CO3,5711,3479,1
HO2,5825,3479,1
CO,5828,3479,1
CO35C5CHO,2945,3480,1
C43OHCOCHO,4580,3480,-1
OH,5824,3480,-1
HO2,5825,3480,1
HO5C6O,2296,3481,1
HO5C6O2,5691,3481,-1
NO,5826,3481,-1
NO2,5831,3481,1
C66NO35OH,2297,3482,1
HO5C6O2,5691,3482,-1
NO,5826,3482,-1
HO5C6O,2296,3483,-1
C4H9CHO,5738,3483,1
HCHO,5808,3483,1
HO2,5825,3483,1
HO5C6O,2296,3484,1
HO5C6O2,5691,3484,-1
NO2,5831,3484,1
NO3,5832,3484,-1
HO5C6OOH,3690,3485,1
HO5C6O2,5691,3485,-1
HO2,5825,3485,-1
HO5C6O,2296,3486,1
HO5C6O2,5691,3486,-1
HO5C5CHO,5445,3487,1
HO5C6O2,5691,3487,-1
C656OH,1004,3488,1
HO5C6O2,5691,3488,-1
C66NO35OH,2297,3489,-1
HO5C5CHO,5445,3489,1
OH,5824,3489,-1
NO2,5831,3489,1
HO5C6OOH,3690,3490,-1
HO5C6O2,5691,3490,1
OH,5824,3490,-1
HO5C6OOH,3690,3491,-1
HO5C5CHO,5445,3491,1
HO5C6O,2296,3492,1
HO5C6OOH,3690,3492,-1
OH,5824,3492,1
HO5C5CHO,5445,3493,-1
C4H9CHO,5738,3493,1
HO2,5825,3493,2
CO,5828,3493,1
HO5C5CO3,4828,3494,1
HO5C5CHO,5445,3494,-1
OH,5824,3494,-1
HO5C5CO3,4828,3495,1
HO5C5CHO,5445,3495,-1
HNO3,5772,3495,1
NO3,5832,3495,-1
HO5C5CO3,4828,3496,-1
C4H9CHO,5738,3496,1
HO2,5825,3496,1
NO,5826,3496,-1
NO2,5831,3496,1
HO5C5CO3,4828,3497,-1
C4H9CHO,5738,3497,1
HO2,5825,3497,1
NO2,5831,3497,1
NO3,5832,3497,-1
C6PAN23,2935,3498,1
HO5C5CO3,4828,3498,-1
NO2,5831,3498,-1
C6PAN23,2935,3499,-1
HO5C5CO3,4828,3499,1
NO2,5831,3499,1
HO5C5CO3H,2300,3500,1
HO5C5CO3,4828,3500,-1
HO2,5825,3500,-1
HO5C5CO3,4828,3501,-1
C4H9CHO,5738,3501,1
HO2,5825,3501,1
C6PAN23,2935,3502,-1
C4H9CHO,5738,3502,1
OH,5824,3502,-1
CO,5828,3502,1
NO2,5831,3502,1
HO5C5CO3H,2300,3503,-1
HO5C5CO3,4828,3503,1
OH,5824,3503,-1
HO5C5CO3H,2300,3504,-1
C4H9CHO,5738,3504,1
OH,5824,3504,1
HO2,5825,3504,1
HEX1ENE,5007,3505,-1
CH2OOB,5008,3505,1
C4H9CHO,5738,3505,1
O3,5830,3505,-1
NC4H9CHOOA,2302,3506,1
HEX1ENE,5007,3506,-1
HCHO,5808,3506,1
O3,5830,3506,-1
NC4H9CHOOA,2302,3507,-1
NC4H9CHOO,5429,3507,1
NC4H9CHOOA,2302,3508,-1
NC4H9O2,5783,3508,1
OH,5824,3508,1
CO,5828,3508,1
NC4H9CHOOA,2302,3509,-1
NC4H9O2,5783,3509,1
HO2,5825,3509,1
NC4H9CHOOA,2302,3510,-1
NC4H10,3481,3510,1
SO3,3,3511,1
NC4H9CHOO,5429,3511,-1
C4H9CHO,5738,3511,1
SO2,5827,3511,-1
NC4H9CHOO,5429,3512,-1
C4H9CHO,5738,3512,1
CO,5828,3512,-1
NC4H9CHOO,5429,3513,-1
C4H9CHO,5738,3513,1
NO,5826,3513,-1
NO2,5831,3513,1
NC4H9CHOO,5429,3514,-1
C4H9CHO,5738,3514,1
NO2,5831,3514,-1
NO3,5832,3514,1
NC4H9CHOO,5429,3515,-1
H2O2,5626,3515,1
C4H9CHO,5738,3515,1
PENTACID,681,3516,1
NC4H9CHOO,5429,3516,-1
HEX1ENE,5007,3517,-1
C65NO36O2,5458,3517,1
NO3,5832,3517,-1
HEX1ENE,5007,3518,-1
C66NO35O2,5158,3518,1
NO3,5832,3518,-1
C65NO36O,2941,3519,1
C65NO36O2,5458,3519,-1
NO,5826,3519,-1
NO2,5831,3519,1
C65NO36O,2941,3520,-1
C65NO36CHO,4727,3520,1
HO2,5825,3520,1
C65NO36O,2941,3521,-1
C4H9CHO,5738,3521,1
HCHO,5808,3521,1
NO2,5831,3521,1
C65NO36O,2941,3522,1
C65NO36O2,5458,3522,-1
NO2,5831,3522,1
NO3,5832,3522,-1
C65NO36OOH,1006,3523,1
C65NO36O2,5458,3523,-1
HO2,5825,3523,-1
C65NO36O,2941,3524,1
C65NO36O2,5458,3524,-1
C65NO36CHO,4727,3525,1
C65NO36O2,5458,3525,-1
C6OH5NO3,2287,3526,1
C65NO36O2,5458,3526,-1
C65NO36OOH,1006,3527,-1
C65NO36O2,5458,3527,1
OH,5824,3527,-1
C65NO36OOH,1006,3528,-1
C65NO36CHO,4727,3528,1
C65NO36CHO,4727,3529,-1
C4H9CHO,5738,3529,1
HO2,5825,3529,1
CO,5828,3529,1
NO2,5831,3529,1
C65NO36CHO,4727,3530,-1
C65NO36CO3,4998,3530,1
OH,5824,3530,-1
C65NO36CHO,4727,3531,-1
C65NO36CO3,4998,3531,1
HNO3,5772,3531,1
NO3,5832,3531,-1
C65NO36CO3,4998,3532,-1
C4H9CHO,5738,3532,1
NO,5826,3532,-1
NO2,5831,3532,2
C65NO3PAN,2944,3533,1
C65NO36CO3,4998,3533,-1
NO2,5831,3533,-1
C65NO3PAN,2944,3534,-1
C65NO36CO3,4998,3534,1
NO2,5831,3534,1
C65NO36CO3,4998,3535,-1
C4H9CHO,5738,3535,1
NO2,5831,3535,2
NO3,5832,3535,-1
C65NO3CO3H,2310,3536,1
C65NO36CO3,4998,3536,-1
HO2,5825,3536,-1
C65NO3CO2H,1007,3537,1
C65NO36CO3,4998,3537,-1
HO2,5825,3537,-1
O3,5830,3537,1
C65NO36CO3,4998,3538,-1
C4H9CHO,5738,3538,1
NO2,5831,3538,1
C65NO3CO2H,1007,3539,1
C65NO36CO3,4998,3539,-1
C65NO3PAN,2944,3540,-1
C4H9CHO,5738,3540,1
OH,5824,3540,-1
CO,5828,3540,1
NO2,5831,3540,2
C65NO3CO3H,2310,3541,-1
C4H9CHO,5738,3541,1
OH,5824,3541,1
NO2,5831,3541,1
C65NO3CO3H,2310,3542,-1
C65NO36CO3,4998,3542,1
OH,5824,3542,-1
C65NO3CO2H,1007,3543,-1
C4H9CHO,5738,3543,1
OH,5824,3543,-1
NO2,5831,3543,1
C66NO35O,4378,3544,1
C66NO35O2,5158,3544,-1
NO,5826,3544,-1
NO2,5831,3544,1
C66NO35CO,3841,3545,1
C66NO35O,4378,3545,-1
HO2,5825,3545,1
C66NO35O,4378,3546,-1
C4H9CHO,5738,3546,1
HCHO,5808,3546,1
NO2,5831,3546,1
C66NO35O,4378,3547,1
C66NO35O2,5158,3547,-1
NO2,5831,3547,1
NO3,5832,3547,-1
C66NO35OOH,2311,3548,1
C66NO35O2,5158,3548,-1
HO2,5825,3548,-1
C66NO35O,4378,3549,1
C66NO35O2,5158,3549,-1
C66NO35CO,3841,3550,1
C66NO35O2,5158,3550,-1
C66NO35OH,2297,3551,1
C66NO35O2,5158,3551,-1
C66NO35OOH,2311,3552,-1
C66NO35O,4378,3552,1
OH,5824,3552,1
C66NO35OOH,2311,3553,-1
C66NO35O2,5158,3553,1
OH,5824,3553,-1
C66NO35OOH,2311,3554,-1
C66NO35CO,3841,3554,1
C66NO35CO,3841,3555,-1
C4H9CO3,5538,3555,1
HCHO,5808,3555,1
NO2,5831,3555,1
C66NO35CO,3841,3556,-1
MNO3COC4O2,5383,3556,1
OH,5824,3556,-1
MNO3COC4O,682,3557,1
MNO3COC4O2,5383,3557,-1
NO,5826,3557,-1
NO2,5831,3557,1
MNO3COC4O,682,3558,-1
C43OHCOCHO,4580,3558,1
NO2,5831,3558,1
MNO3COC4O,682,3559,1
MNO3COC4O2,5383,3559,-1
NO2,5831,3559,1
NO3,5832,3559,-1
C6NO3COOOH,2316,3560,1
MNO3COC4O2,5383,3560,-1
HO2,5825,3560,-1
MNO3COC4O,682,3561,1
MNO3COC4O2,5383,3561,-1
C6NO324CO,2317,3562,1
MNO3COC4O2,5383,3562,-1
C6NO3CO4OH,1850,3563,1
MNO3COC4O2,5383,3563,-1
MNO3COC4O,682,3564,1
C6NO3COOOH,2316,3564,-1
OH,5824,3564,1
C6NO3COOOH,2316,3565,-1
MNO3COC4O2,5383,3565,1
OH,5824,3565,-1
C6NO3CO4OH,1850,3566,-1
CO2HOC61O,2322,3566,1
NO2,5831,3566,1
C6NO3CO4OH,1850,3567,-1
C6NO324CO,2317,3567,1
OH,5824,3567,-1
HO2,5825,3567,1
C6NO324CO,2317,3568,-1
CO3C4CO3,5729,3568,1
HCHO,5808,3568,1
OH,5824,3568,-1
NO2,5831,3568,1
