! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : mcm_EdgeList.csv
! Equation file        : mcm.kpp
! Output root filename : mcm
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



# species_index (starts from 1),reaction_index (starts from 1),from,to, directed stoichiometric value
6023,166,NO,R166,-1
3611,167,R167,C3PAN1,1
5896,167,HOC2H4CO3,R167,-1
6017,167,NO2,R167,-1
3611,168,C3PAN1,R168,-1
5896,168,R168,HOC2H4CO3,1
6017,168,R168,NO2,1
5865,169,R169,HOCH2CH2O2,1
5896,169,HOC2H4CO3,R169,-1
6017,169,R169,NO2,1
6024,169,NO3,R169,-1
1938,170,R170,HOC2H4CO3H,1
5896,170,HOC2H4CO3,R170,-1
6030,170,HO2,R170,-1
810,171,R171,HOC2H4CO2H,1
5896,171,HOC2H4CO3,R171,-1
6022,171,R171,O3,1
6030,171,HO2,R171,-1
5865,172,R172,HOCH2CH2O2,1
5896,172,HOC2H4CO3,R172,-1
810,173,R173,HOC2H4CO2H,1
5896,173,HOC2H4CO3,R173,-1
3611,174,C3PAN1,R174,-1
5917,174,R174,HOCH2CHO,1
6017,174,R174,NO2,1
6029,174,OH,R174,-1
6034,174,R174,CO,1
1938,175,HOC2H4CO3H,R175,-1
5896,175,R175,HOC2H4CO3,1
6029,175,OH,R175,-1
1938,176,HOC2H4CO3H,R176,-1
5865,176,R176,HOCH2CH2O2,1
6029,176,R176,OH,1
810,177,HOC2H4CO2H,R177,-1
5865,177,R177,HOCH2CH2O2,1
6029,177,OH,R177,-1
4038,178,R178,SC4H9O,1
5776,178,SC4H9O2,R178,-1
6017,178,R178,NO2,1
6023,178,NO,R178,-1
2963,179,R179,SC4H9NO3,1
5776,179,SC4H9O2,R179,-1
6023,179,NO,R179,-1
4038,180,SC4H9O,R180,-1
5720,180,R180,MEK,1
6030,180,R180,HO2,1
4038,181,SC4H9O,R181,-1
5815,181,R181,C2H5O2,1
5867,181,R181,CH3CHO,1
4038,182,R182,SC4H9O,1
5776,182,SC4H9O2,R182,-1
6017,182,R182,NO2,1
6024,182,NO3,R182,-1
2964,183,R183,SC4H9OOH,1
5776,183,SC4H9O2,R183,-1
6030,183,HO2,R183,-1
4038,184,R184,SC4H9O,1
5776,184,SC4H9O2,R184,-1
5720,185,R185,MEK,1
5776,185,SC4H9O2,R185,-1
1145,186,R186,BUT2OL,1
5776,186,SC4H9O2,R186,-1
2963,187,SC4H9NO3,R187,-1
5720,187,R187,MEK,1
6017,187,R187,NO2,1
6029,187,OH,R187,-1
2963,188,SC4H9NO3,R188,-1
4038,188,R188,SC4H9O,1
6017,188,R188,NO2,1
2964,189,SC4H9OOH,R189,-1
5776,189,R189,SC4H9O2,1
6029,189,OH,R189,-1
2964,190,SC4H9OOH,R190,-1
5720,190,R190,MEK,1
6029,190,OH,R190,-1
6029,190,R190,OH,1
2964,191,SC4H9OOH,R191,-1
4038,191,R191,SC4H9O,1
6029,191,R191,OH,1
1146,192,IC4H10,R192,-1
5446,192,R192,IC4H9O2,1
6029,192,OH,R192,-1
1146,193,IC4H10,R193,-1
5585,193,R193,TC4H9O2,1
6029,193,OH,R193,-1
2169,194,R194,IC4H9O,1
5446,194,IC4H9O2,R194,-1
6017,194,R194,NO2,1
6023,194,NO,R194,-1
2967,195,R195,IC4H9NO3,1
5446,195,IC4H9O2,R195,-1
6023,195,NO,R195,-1
2169,196,IC4H9O,R196,-1
5858,196,R196,IPRCHO,1
6030,196,R196,HO2,1
2169,197,R197,IC4H9O,1
5446,197,IC4H9O2,R197,-1
6017,197,R197,NO2,1
6024,197,NO3,R197,-1
2968,198,R198,IC4H9OOH,1
5446,198,IC4H9O2,R198,-1
6030,198,HO2,R198,-1
2169,199,R199,IC4H9O,1
5446,199,IC4H9O2,R199,-1
5446,200,IC4H9O2,R200,-1
5858,200,R200,IPRCHO,1
2170,201,R201,IBUTOL,1
5446,201,IC4H9O2,R201,-1
2967,202,IC4H9NO3,R202,-1
5858,202,R202,IPRCHO,1
6017,202,R202,NO2,1
6029,202,OH,R202,-1
2169,203,R203,IC4H9O,1
2967,203,IC4H9NO3,R203,-1
6017,203,R203,NO2,1
2968,204,IC4H9OOH,R204,-1
5446,204,R204,IC4H9O2,1
6029,204,OH,R204,-1
2968,205,IC4H9OOH,R205,-1
5858,205,R205,IPRCHO,1
6029,205,OH,R205,-1
6029,205,R205,OH,1
2169,206,R206,IC4H9O,1
2968,206,IC4H9OOH,R206,-1
6029,206,R206,OH,1
2969,207,R207,TC4H9O,1
5585,207,TC4H9O2,R207,-1
6017,207,R207,NO2,1
6023,207,NO,R207,-1
3618,208,R208,TC4H9NO3,1
5585,208,TC4H9O2,R208,-1
6023,208,NO,R208,-1
2969,209,TC4H9O,R209,-1
5849,209,R209,CH3O2,1
5922,209,R209,CH3COCH3,1
2969,210,R210,TC4H9O,1
5585,210,TC4H9O2,R210,-1
6017,210,R210,NO2,1
6024,210,NO3,R210,-1
1939,211,R211,TC4H9OOH,1
5585,211,TC4H9O2,R211,-1
6030,211,HO2,R211,-1
2969,212,R212,TC4H9O,1
5585,212,TC4H9O2,R212,-1
811,213,R213,TBUTOL,1
5585,213,TC4H9O2,R213,-1
3618,214,TC4H9NO3,R214,-1
5920,214,R214,HCHO,1
5922,214,R214,CH3COCH3,1
6017,214,R214,NO2,1
6029,214,OH,R214,-1
2969,215,R215,TC4H9O,1
3618,215,TC4H9NO3,R215,-1
6017,215,R215,NO2,1
1939,216,TC4H9OOH,R216,-1
5585,216,R216,TC4H9O2,1
6029,216,OH,R216,-1
1939,217,TC4H9OOH,R217,-1
2969,217,R217,TC4H9O,1
6029,217,R217,OH,1
2172,218,NC5H12,R218,-1
5841,218,R218,PEAO2,1
6029,218,OH,R218,-1
2172,219,NC5H12,R219,-1
5860,219,R219,PEBO2,1
6029,219,OH,R219,-1
2172,220,NC5H12,R220,-1
5519,220,R220,PECO2,1
6029,220,OH,R220,-1
441,221,R221,PEAO,1
5841,221,PEAO2,R221,-1
6017,221,R221,NO2,1
6023,221,NO,R221,-1
2972,222,R222,PEANO3,1
5841,222,PEAO2,R222,-1
6023,222,NO,R222,-1
441,223,PEAO,R223,-1
4652,223,R223,HO1C5O2,1
2973,224,R224,HO1C5O,1
4652,224,HO1C5O2,R224,-1
6017,224,R224,NO2,1
6023,224,NO,R224,-1
3622,225,R225,HO1C5NO3,1
4652,225,HO1C5O2,R225,-1
6023,225,NO,R225,-1
2973,226,HO1C5O,R226,-1
4977,226,R226,HO2C4CHO,1
6030,226,R226,HO2,1
441,227,R227,PEAO,1
5841,227,PEAO2,R227,-1
6017,227,R227,NO2,1
6024,227,NO3,R227,-1
2974,228,R228,PEAOOH,1
5841,228,PEAO2,R228,-1
6030,228,HO2,R228,-1
441,229,R229,PEAO,1
5841,229,PEAO2,R229,-1
5841,230,PEAO2,R230,-1
5842,230,R230,C4H9CHO,1
812,231,R231,PEAOH,1
5841,231,PEAO2,R231,-1
2973,232,R232,HO1C5O,1
4652,232,HO1C5O2,R232,-1
6017,232,R232,NO2,1
6024,232,NO3,R232,-1
