! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : gckpp_EdgeList.csv
! Equation file        : gckpp.kpp
! Output root filename : gckpp
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
35,12,R12,PSO4,2
85,12,HMS,R12,-1
108,12,R12,SO4,2
262,12,R12,CH2O,1
279,12,OH,R12,-1
286,12,R12,SO2,-1
269,13,O3,R13,-1
270,13,R13,NO2,1
280,13,NO,R13,-1
32,14,R14,LOx,1
269,14,O3,R14,-1
279,14,OH,R14,-1
281,14,R14,HO2,1
32,15,R15,LOx,1
269,15,O3,R15,-1
279,15,R15,OH,1
281,15,HO2,R15,-1
269,16,O3,R16,-1
270,16,NO2,R16,-1
283,16,R16,NO3,1
32,17,R17,LOx,1
262,17,R17,CH2O,1
263,17,MO2,R17,-1
269,17,O3,R17,-1
281,17,R17,HO2,1
31,18,R18,POx,1
273,18,R18,H2O,1
279,18,OH,R18,-2
284,18,R18,O,1
37,19,R19,PH2O2,1
208,19,R19,H2O2,1
279,19,OH,R19,-2
273,20,R20,H2O,1
279,20,OH,R20,-1
281,20,HO2,R20,-1
208,21,H2O2,R21,-1
273,21,R21,H2O,1
279,21,OH,R21,-1
281,21,R21,HO2,1
31,22,R22,POx,1
270,22,R22,NO2,1
279,22,R22,OH,1
280,22,NO,R22,-1
281,22,HO2,R22,-1
37,23,R23,PH2O2,1
208,23,R23,H2O2,1
281,23,HO2,R23,-2
6,24,R24,CO2,1
34,24,R24,LCO,1
258,24,CO,R24,-1
279,24,OH,R24,-1
281,24,R24,HO2,1
36,25,R25,LCH4,1
186,25,CH4,R25,-1
263,25,R25,MO2,1
273,25,R25,H2O,1
279,25,OH,R25,-1
31,26,R26,POx,1
262,26,R26,CH2O,1
263,26,MO2,R26,-1
270,26,R26,NO2,1
280,26,NO,R26,-1
281,26,R26,HO2,1
87,27,R27,MENO3,1
263,27,MO2,R27,-1
280,27,NO,R27,-1
134,28,R28,MP,1
263,28,MO2,R28,-1
281,28,HO2,R28,-1
214,29,R29,MOH,1
262,29,R29,CH2O,1
263,29,MO2,R29,-2
262,30,R30,CH2O,2
263,30,MO2,R30,-2
281,30,R30,HO2,2
214,31,R31,MOH,0.13
262,31,R31,CH2O,0.87
263,31,MO2,R31,-1
279,31,OH,R31,-1
281,31,R31,HO2,1.74
134,32,MP,R32,-1
263,32,R32,MO2,1
273,32,R32,H2O,1
279,32,OH,R32,-1
134,33,MP,R33,-1
262,33,R33,CH2O,1
273,33,R33,H2O,1
279,33,OH,R33,-1
279,33,R33,OH,1
193,34,ATOOH,R34,-1
248,34,R34,ATO2,1
273,34,R34,H2O,1
279,34,OH,R34,-1
193,35,ATOOH,R35,-1
228,35,R35,MGLY,1
273,35,R35,H2O,1
279,35,OH,R35,-1
279,35,R35,OH,1
33,36,R36,PCO,1
258,36,R36,CO,1
262,36,CH2O,R36,-1
273,36,R36,H2O,1
279,36,OH,R36,-1
281,36,R36,HO2,1
260,37,R37,HNO3,1
270,37,NO2,R37,-1
279,37,OH,R37,-1
31,38,R38,POx,1
260,38,HNO3,R38,-1
273,38,R38,H2O,1
279,38,OH,R38,-1
283,38,R38,NO3,1
188,39,R39,HNO2,1
279,39,OH,R39,-1
280,39,NO,R39,-1
31,40,R40,POx,1
188,40,HNO2,R40,-1
270,40,R40,NO2,1
273,40,R40,H2O,1
279,40,OH,R40,-1
101,41,R41,HNO4,1
270,41,NO2,R41,-1
281,41,HO2,R41,-1
101,42,HNO4,R42,-1
270,42,R42,NO2,1
281,42,R42,HO2,1
101,43,HNO4,R43,-1
270,43,R43,NO2,1
273,43,R43,H2O,1
279,43,OH,R43,-1
32,44,R44,LOx,1
270,44,R44,NO2,1
279,44,R44,OH,1
281,44,HO2,R44,-1
283,44,NO3,R44,-1
270,45,R45,NO2,2
280,45,NO,R45,-1
283,45,NO3,R45,-1
32,46,R46,LOx,1
270,46,R46,NO2,1
279,46,OH,R46,-1
281,46,R46,HO2,1
283,46,NO3,R46,-1
169,47,R47,N2O5,1
270,47,NO2,R47,-1
283,47,NO3,R47,-1
169,48,N2O5,R48,-1
270,48,R48,NO2,1
283,48,R48,NO3,1
6,49,R49,CO2,1
207,49,HCOOH,R49,-1
273,49,R49,H2O,1
279,49,OH,R49,-1
281,49,R49,HO2,1
214,50,MOH,R50,-1
262,50,R50,CH2O,1
279,50,OH,R50,-1
281,50,R50,HO2,1
32,51,R51,LOx,2
270,51,NO2,R51,-1
270,51,R51,NO2,1
280,51,R51,NO,1
283,51,NO3,R51,-1
32,52,R52,LOx,1
33,52,R52,PCO,1
258,52,R52,CO,1
260,52,R52,HNO3,1
262,52,CH2O,R52,-1
281,52,R52,HO2,1
283,52,NO3,R52,-1
33,53,R53,PCO,0.05
257,53,R53,MCO3,0.95
258,53,R53,CO,0.05
261,53,ALD2,R53,-1
262,53,R53,CH2O,0.05
273,53,R53,H2O,1
279,53,OH,R53,-1
281,53,R53,HO2,0.05
32,54,R54,LOx,1
257,54,R54,MCO3,1
260,54,R54,HNO3,1
261,54,ALD2,R54,-1
283,54,NO3,R54,-1
63,55,R55,PAN,1
257,55,MCO3,R55,-1
270,55,NO2,R55,-1
63,56,PAN,R56,-1
257,56,R56,MCO3,1
270,56,R56,NO2,1
6,57,R57,CO2,1
31,57,R57,POx,1
257,57,MCO3,R57,-1
263,57,R57,MO2,1
270,57,R57,NO2,1
280,57,NO,R57,-1
157,58,C2H6,R58,-1
213,58,R58,ETO2,1
273,58,R58,H2O,1
279,58,OH,R58,-1
31,59,R59,POx,1
213,59,ETO2,R59,-1
261,59,R59,ALD2,1
270,59,R59,NO2,1
280,59,NO,R59,-1
281,59,R59,HO2,1
88,60,R60,ETNO3,1
213,60,ETO2,R60,-1
280,60,NO,R60,-1
31,61,R61,POx,1
235,61,OTHRO2,R61,-1
261,61,R61,ALD2,1
270,61,R61,NO2,1
280,61,NO,R61,-1
281,61,R61,HO2,1
121,62,C3H8,R62,-1
253,62,R62,B3O2,1
279,62,OH,R62,-1
121,63,C3H8,R63,-1
233,63,R63,A3O2,1
279,63,OH,R63,-1
31,64,R64,POx,1
233,64,A3O2,R64,-1
255,64,R64,RCHO,1
270,64,R64,NO2,1
280,64,NO,R64,-1
281,64,R64,HO2,1
89,65,R65,NPRNO3,1
233,65,A3O2,R65,-1
280,65,NO,R65,-1
31,66,R66,POx,1
204,66,PO2,R66,-1
261,66,R66,ALD2,1
262,66,R66,CH2O,1
270,66,R66,NO2,1
280,66,NO,R66,-1
281,66,R66,HO2,1
113,67,ALK4,R67,-1
252,67,R67,R4O2,1
279,67,OH,R67,-1
31,68,R68,POx,1
219,68,R68,ACET,0.32
222,68,R68,MEK,0.19
233,68,R68,A3O2,0.05
235,68,R68,OTHRO2,0.32
252,68,R4O2,R68,-1
253,68,R68,B3O2,0.18
255,68,R68,RCHO,0.14
261,68,R68,ALD2,0.32
263,68,R68,MO2,0.19
270,68,R68,NO2,1
280,68,NO,R68,-1
281,68,R68,HO2,0.27
31,69,R69,POx,1
198,69,R69,R4N2,1
252,69,R4O2,R69,-1
280,69,NO,R69,-1
31,70,R70,POx,1
251,70,R4N1,R70,-1
255,70,R70,RCHO,0.57
261,70,R70,ALD2,0.86
262,70,R70,CH2O,0.57
270,70,R70,NO2,2
280,70,NO,R70,-1
31,71,R71,POx,1
248,71,ATO2,R71,-1
257,71,R71,MCO3,1
262,71,R71,CH2O,1
270,71,R71,NO2,1
280,71,NO,R71,-1
31,72,R72,POx,1
198,72,R72,R4N2,0.07
249,72,KO2,R72,-1
257,72,R72,MCO3,0.93
261,72,R72,ALD2,0.93
270,72,R72,NO2,0.93
280,72,NO,R72,-1
31,73,R73,POx,1
219,73,R73,ACET,1
253,73,B3O2,R73,-1
270,73,R73,NO2,1
280,73,NO,R73,-1
281,73,R73,HO2,1
86,74,R74,IPRNO3,1
253,74,B3O2,R74,-1
280,74,NO,R74,-1
31,75,R75,POx,1
197,75,PRN1,R75,-1
261,75,R75,ALD2,1
262,75,R75,CH2O,1
270,75,R75,NO2,2
280,75,NO,R75,-1
32,76,R76,LOx,1
113,76,ALK4,R76,-1
252,76,R76,R4O2,1
260,76,R76,HNO3,1
283,76,NO3,R76,-1
198,77,R4N2,R77,-1
251,77,R77,R4N1,1
273,77,R77,H2O,1
279,77,OH,R77,-1
6,78,R78,CO2,1
215,78,ACTA,R78,-1
263,78,R78,MO2,1
273,78,R78,H2O,1
279,78,OH,R78,-1
250,79,R79,RCO3,1
255,79,RCHO,R79,-1
273,79,R79,H2O,1
279,79,OH,R79,-1
49,80,R80,PPN,1
250,80,RCO3,R80,-1
270,80,NO2,R80,-1
49,81,PPN,R81,-1
250,81,R81,RCO3,1
270,81,R81,NO2,1
31,82,R82,POx,1
233,82,R82,A3O2,0.07
235,82,R82,OTHRO2,0.5
250,82,RCO3,R82,-1
253,82,R82,B3O2,0.27
270,82,R82,NO2,1
280,82,NO,R82,-1
32,83,R83,LOx,1
250,83,R83,RCO3,1
255,83,RCHO,R83,-1
260,83,R83,HNO3,1
283,83,NO3,R83,-1
219,84,ACET,R84,-1
248,84,R84,ATO2,1
273,84,R84,H2O,1
279,84,OH,R84,-1
154,85,R85,ROH,0.25
214,85,R85,MOH,0.25
233,85,A3O2,R85,-1
255,85,R85,RCHO,0.75
262,85,R85,CH2O,0.75
263,85,MO2,R85,-1
281,85,R85,HO2,1
154,86,R86,ROH,0.25
204,86,PO2,R86,-1
214,86,R86,MOH,0.25
246,86,R86,HAC,0.16
255,86,R86,RCHO,0.09
261,86,R86,ALD2,0.5
262,86,R86,CH2O,1.25
263,86,MO2,R86,-1
281,86,R86,HO2,1
91,87,R87,R4P,1
252,87,R4O2,R87,-1
281,87,HO2,R87,-1
198,88,R88,R4N2,1
251,88,R4N1,R88,-1
281,88,HO2,R88,-1
193,89,R89,ATOOH,0.85
248,89,ATO2,R89,-1
257,89,R89,MCO3,0.15
262,89,R89,CH2O,0.15
279,89,R89,OH,0.15
281,89,HO2,R89,-1
193,90,R90,ATOOH,0.85
249,90,KO2,R90,-1
257,90,R90,MCO3,0.15
261,90,R90,ALD2,0.15
279,90,R90,OH,0.15
281,90,HO2,R90,-1
93,91,R91,RB3P,1
253,91,B3O2,R91,-1
281,91,HO2,R91,-1
112,92,R92,PRPN,1
197,92,PRN1,R92,-1
281,92,HO2,R92,-1
222,93,MEK,R93,-1
249,93,R93,KO2,1
273,93,R93,H2O,1
279,93,OH,R93,-1
129,94,R94,EOH,0.25
213,94,ETO2,R94,-1
214,94,R94,MOH,0.25
261,94,R94,ALD2,0.75
262,94,R94,CH2O,0.75
263,94,MO2,R94,-1
281,94,R94,HO2,1
129,95,R95,EOH,0.25
214,95,R95,MOH,0.25
235,95,OTHRO2,R95,-1
261,95,R95,ALD2,0.75
262,95,R95,CH2O,0.75
263,95,MO2,R95,-1
281,95,R95,HO2,1
32,96,R96,LOx,1
222,96,MEK,R96,-1
249,96,R96,KO2,1
260,96,R96,HNO3,1
283,96,NO3,R96,-1
154,97,R97,ROH,0.25
214,97,R97,MOH,0.25
219,97,R97,ACET,0.16
222,97,R97,MEK,0.35
233,97,R97,A3O2,0.03
235,97,R97,OTHRO2,0.16
252,97,R4O2,R97,-1
253,97,R97,B3O2,0.09
255,97,R97,RCHO,0.07
261,97,R97,ALD2,0.16
262,97,R97,CH2O,0.75
263,97,MO2,R97,-1
263,97,R97,MO2,0.09
281,97,R97,HO2,0.64
154,98,R98,ROH,0.25
214,98,R98,MOH,0.25
251,98,R4N1,R98,-1
252,98,R98,R4O2,0.15
255,98,R98,RCHO,0.54
261,98,R98,ALD2,0.38
262,98,R98,CH2O,0.95
263,98,MO2,R98,-1
270,98,R98,NO2,1
281,98,R98,HO2,0.5
214,99,R99,MOH,0.5
228,99,R99,MGLY,0.5
246,99,R99,HAC,0.2
248,99,ATO2,R99,-1
257,99,R99,MCO3,0.3
262,99,R99,CH2O,0.5
263,99,MO2,R99,-1
281,99,R99,HO2,0.3
154,100,R100,ROH,0.25
214,100,R100,MOH,0.25
222,100,R100,MEK,0.25
249,100,KO2,R100,-1
257,100,R100,MCO3,0.5
261,100,R100,ALD2,0.5
262,100,R100,CH2O,0.75
263,100,MO2,R100,-1
281,100,R100,HO2,0.5
154,101,R101,ROH,0.25
214,101,R101,MOH,0.25
219,101,R101,ACET,0.75
253,101,B3O2,R101,-1
262,101,R101,CH2O,0.75
263,101,MO2,R101,-1
281,101,R101,HO2,1
154,102,R102,ROH,0.25
197,102,PRN1,R102,-1
214,102,R102,MOH,0.25
255,102,R102,RCHO,0.25
261,102,R102,ALD2,0.5
262,102,R102,CH2O,1.25
263,102,MO2,R102,-1
270,102,R102,NO2,1
281,102,R102,HO2,0.5
129,103,EOH,R103,-1
261,103,R103,ALD2,1
279,103,OH,R103,-1
281,103,R103,HO2,1
154,104,ROH,R104,-1
255,104,R104,RCHO,1
279,104,OH,R104,-1
281,104,R104,HO2,1
213,105,ETO2,R105,-2
261,105,R105,ALD2,2
281,105,R105,HO2,2
235,106,OTHRO2,R106,-2
261,106,R106,ALD2,2
281,106,R106,HO2,2
129,107,R107,EOH,1
213,107,ETO2,R107,-2
261,107,R107,ALD2,1
129,108,R108,EOH,1
235,108,OTHRO2,R108,-2
261,108,R108,ALD2,1
109,109,R109,ETP,1
213,109,ETO2,R109,-1
281,109,HO2,R109,-1
109,110,R110,ETP,1
235,110,OTHRO2,R110,-1
281,110,HO2,R110,-1
92,111,R111,RA3P,1
233,111,A3O2,R111,-1
281,111,HO2,R111,-1
111,112,R112,PP,1
204,112,PO2,R112,-1
281,112,HO2,R112,-1
31,113,R113,POx,0.15
94,113,R113,RP,0.41
233,113,R113,A3O2,0.03
235,113,R113,OTHRO2,0.22
250,113,RCO3,R113,-1
253,113,R113,B3O2,0.12
269,113,R113,O3,0.15
279,113,R113,OH,0.44
281,113,HO2,R113,-1
204,114,R114,PO2,1
254,114,PRPE,R114,-1
279,114,OH,R114,-1
32,115,R115,LOx,1
33,115,R115,PCO,0.56
186,115,R115,CH4,0.1
191,115,R115,CH3CHOO,0.12
230,115,R115,CH2OO,0.12
254,115,PRPE,R115,-1
258,115,R115,CO,0.56
261,115,R115,ALD2,0.5
262,115,R115,CH2O,0.5
263,115,R115,MO2,0.28
269,115,O3,R115,-1
279,115,R115,OH,0.36
281,115,R115,HO2,0.28
6,116,R116,CO2,0.361
33,116,R116,PCO,0.505
207,116,R116,HCOOH,0.134
218,116,R116,GLYX,0.134
232,116,GLYC,R116,-1
258,116,R116,CO,0.505
262,116,R116,CH2O,0.732
279,116,OH,R116,-1
279,116,R116,OH,0.227
281,116,R116,HO2,0.773
33,117,R117,PCO,1
207,117,R117,HCOOH,1
232,117,GLYC,R117,-1
258,117,R117,CO,1
279,117,OH,R117,-1
279,117,R117,OH,1
32,118,R118,LOx,1
197,118,R118,PRN1,1
254,118,PRPE,R118,-1
283,118,NO3,R118,-1
33,119,R119,PCO,2
218,119,GLYX,R119,-1
258,119,R119,CO,2
279,119,OH,R119,-1
281,119,R119,HO2,1
33,120,R120,PCO,1
228,120,MGLY,R120,-1
257,120,R120,MCO3,1
258,120,R120,CO,1
279,120,OH,R120,-1
32,121,R121,LOx,1
33,121,R121,PCO,2
218,121,GLYX,R121,-1
258,121,R121,CO,2
260,121,R121,HNO3,1
281,121,R121,HO2,1
283,121,NO3,R121,-1
32,122,R122,LOx,1
33,122,R122,PCO,1
228,122,MGLY,R122,-1
257,122,R122,MCO3,1
258,122,R122,CO,1
260,122,R122,HNO3,1
283,122,NO3,R122,-1
228,123,R123,MGLY,1
246,123,HAC,R123,-1
279,123,OH,R123,-1
281,123,R123,HO2,1
6,124,R124,CO2,0.5
33,124,R124,PCO,0.5
207,124,R124,HCOOH,0.5
215,124,R124,ACTA,0.5
246,124,HAC,R124,-1
258,124,R124,CO,0.5
263,124,R124,MO2,0.5
279,124,OH,R124,-1
279,124,R124,OH,1
233,125,A3O2,R125,-1
255,125,R125,RCHO,1
257,125,MCO3,R125,-1
263,125,R125,MO2,1
281,125,R125,HO2,1
204,126,PO2,R126,-1
257,126,MCO3,R126,-1
261,126,R126,ALD2,1
262,126,R126,CH2O,1
263,126,R126,MO2,1
281,126,R126,HO2,1
215,127,R127,ACTA,1
233,127,A3O2,R127,-1
255,127,R127,RCHO,1
257,127,MCO3,R127,-1
204,128,PO2,R128,-1
215,128,R128,ACTA,1
246,128,R128,HAC,0.65
255,128,R128,RCHO,0.35
257,128,MCO3,R128,-1
233,129,R129,A3O2,0.07
235,129,R129,OTHRO2,0.5
250,129,RCO3,R129,-1
253,129,R129,B3O2,0.27
262,129,R129,CH2O,1
263,129,MO2,R129,-1
281,129,R129,HO2,1
250,130,RCO3,R130,-1
262,130,R130,CH2O,1
263,130,MO2,R130,-1
112,131,PRPN,R131,-1
194,131,R131,PROPNN,0.791
197,131,R131,PRN1,0.209
279,131,OH,R131,-1
279,131,R131,OH,0.791
109,132,ETP,R132,-1
235,132,R132,OTHRO2,0.36
261,132,R132,ALD2,0.64
279,132,OH,R132,-1
279,132,R132,OH,0.64
92,133,RA3P,R133,-1
233,133,R133,A3O2,0.36
255,133,R133,RCHO,0.64
279,133,OH,R133,-1
279,133,R133,OH,0.64
93,134,RB3P,R134,-1
219,134,R134,ACET,0.791
253,134,R134,B3O2,0.209
279,134,OH,R134,-1
279,134,R134,OH,0.791
91,135,R4P,R135,-1
252,135,R135,R4O2,0.209
255,135,R135,RCHO,0.791
279,135,OH,R135,-1
279,135,R135,OH,0.791
94,136,RP,R136,-1
250,136,R136,RCO3,1
279,136,OH,R136,-1
111,137,PP,R137,-1
204,137,R137,PO2,0.209
246,137,R137,HAC,0.791
279,137,OH,R137,-1
279,137,R137,OH,0.791
23,138,LVOC,R138,-1
279,138,OH,R138,-1
279,138,R138,OH,1
66,139,MAP,R139,-1
257,139,R139,MCO3,1
279,139,OH,R139,-1
32,140,R140,LOx,1
157,140,C2H6,R140,-1
213,140,R140,ETO2,1
260,140,R140,HNO3,1
283,140,NO3,R140,-1
257,141,MCO3,R141,-2
263,141,R141,MO2,2
257,142,MCO3,R142,-1
262,142,R142,CH2O,1
263,142,MO2,R142,-1
263,142,R142,MO2,1
281,142,R142,HO2,1
215,143,R143,ACTA,1
257,143,MCO3,R143,-1
262,143,R143,CH2O,1
263,143,MO2,R143,-1
219,144,R144,ACET,0.32
222,144,R144,MEK,0.19
233,144,R144,A3O2,0.05
235,144,R144,OTHRO2,0.32
252,144,R4O2,R144,-1
253,144,R144,B3O2,0.18
255,144,R144,RCHO,0.13
257,144,MCO3,R144,-1
261,144,R144,ALD2,0.32
263,144,R144,MO2,1
281,144,R144,HO2,0.27
248,145,ATO2,R145,-1
257,145,MCO3,R145,-1
257,145,R145,MCO3,1
262,145,R145,CH2O,1
263,145,R145,MO2,1
249,146,KO2,R146,-1
257,146,MCO3,R146,-1
257,146,R146,MCO3,1
261,146,R146,ALD2,1
263,146,R146,MO2,1
219,147,R147,ACET,1
253,147,B3O2,R147,-1
257,147,MCO3,R147,-1
263,147,R147,MO2,1
281,147,R147,HO2,1
251,148,R4N1,R148,-1
252,148,R148,R4O2,0.3
255,148,R148,RCHO,0.57
257,148,MCO3,R148,-1
261,148,R148,ALD2,0.75
262,148,R148,CH2O,0.39
263,148,R148,MO2,1
270,148,R148,NO2,1
197,149,PRN1,R149,-1
257,149,MCO3,R149,-1
261,149,R149,ALD2,1
262,149,R149,CH2O,1
263,149,R149,MO2,1
270,149,R149,NO2,1
215,150,R150,ACTA,1
222,150,R150,MEK,1
252,150,R4O2,R150,-1
257,150,MCO3,R150,-1
215,151,R151,ACTA,1
228,151,R151,MGLY,1
248,151,ATO2,R151,-1
257,151,MCO3,R151,-1
215,152,R152,ACTA,1
222,152,R152,MEK,1
249,152,KO2,R152,-1
257,152,MCO3,R152,-1
215,153,R153,ACTA,1
251,153,R4N1,R153,-1
255,153,R153,RCHO,1
257,153,MCO3,R153,-1
270,153,R153,NO2,1
197,154,PRN1,R154,-1
215,154,R154,ACTA,1
255,154,R154,RCHO,1
257,154,MCO3,R154,-1
270,154,R154,NO2,1
215,155,R155,ACTA,1
219,155,R155,ACET,1
253,155,B3O2,R155,-1
257,155,MCO3,R155,-1
213,156,ETO2,R156,-1
257,156,MCO3,R156,-1
261,156,R156,ALD2,1
263,156,R156,MO2,1
281,156,R156,HO2,1
235,157,OTHRO2,R157,-1
257,157,MCO3,R157,-1
261,157,R157,ALD2,1
263,157,R157,MO2,1
281,157,R157,HO2,1
213,158,ETO2,R158,-1
215,158,R158,ACTA,1
257,158,MCO3,R158,-1
261,158,R158,ALD2,1
215,159,R159,ACTA,1
235,159,OTHRO2,R159,-1
257,159,MCO3,R159,-1
261,159,R159,ALD2,1
233,160,R160,A3O2,0.07
235,160,R160,OTHRO2,0.5
250,160,RCO3,R160,-1
253,160,R160,B3O2,0.27
257,160,MCO3,R160,-1
263,160,R160,MO2,1
32,161,R161,LOx,2
270,161,R161,NO2,2
283,161,NO3,R161,-2
71,162,R162,MPN,1
263,162,MO2,R162,-1
270,162,NO2,R162,-1
71,163,MPN,R163,-1
263,163,R163,MO2,1
270,163,R163,NO2,1
82,164,DMS,R164,-1
262,164,R164,CH2O,1
263,164,R164,MO2,1
279,164,OH,R164,-1
286,164,R164,SO2,1
27,165,R165,MSA,0.25
82,165,DMS,R165,-1
263,165,R165,MO2,1
279,165,OH,R165,-1
286,165,R165,SO2,0.75
32,166,R166,LOx,1
82,166,DMS,R166,-1
260,166,R166,HNO3,1
262,166,R166,CH2O,1
263,166,R166,MO2,1
283,166,NO3,R166,-1
286,166,R166,SO2,1
35,167,R167,PSO4,1
108,167,R167,SO4,1
279,167,OH,R167,-1
281,167,R167,HO2,1
286,167,SO2,R167,-1
269,168,O3,R168,-1
274,168,R168,BrO,1
287,168,Br,R168,-1
256,169,R169,HOBr,1
274,169,BrO,R169,-1
281,169,HO2,R169,-1
272,170,R170,HBr,1
281,170,HO2,R170,-1
287,170,Br,R170,-1
272,171,HBr,R171,-1
273,171,R171,H2O,1
279,171,OH,R171,-1
287,171,R171,Br,1
32,172,R172,LOx,2
274,172,BrO,R172,-2
287,172,R172,Br,2
32,173,R173,LOx,2
124,173,R173,Br2,1
274,173,BrO,R173,-2
270,174,R174,NO2,1
274,174,BrO,R174,-1
280,174,NO,R174,-1
287,174,R174,Br,1
124,175,R175,Br2,1
172,175,BrNO3,R175,-1
283,175,R175,NO3,1
287,175,Br,R175,-1
31,176,R176,POx,1
124,176,Br2,R176,-1
256,176,R176,HOBr,1
279,176,OH,R176,-1
287,176,R176,Br,1
32,177,R177,LOx,1
256,177,HOBr,R177,-1
274,177,R177,BrO,1
279,177,R177,OH,1
284,177,O,R177,-1
32,178,R178,LOx,1
272,178,HBr,R178,-1
279,178,R178,OH,1
284,178,O,R178,-1
287,178,R178,Br,1
32,179,R179,LOx,1
274,179,BrO,R179,-1
279,179,OH,R179,-1
281,179,R179,HO2,1
287,179,R179,Br,1
270,180,R180,NO2,1
274,180,R180,BrO,1
283,180,NO3,R180,-1
287,180,Br,R180,-1
33,181,R181,PCO,1
258,181,R181,CO,1
262,181,CH2O,R181,-1
272,181,R181,HBr,1
281,181,R181,HO2,1
287,181,Br,R181,-1
257,182,R182,MCO3,1
261,182,ALD2,R182,-1
272,182,R182,HBr,1
287,182,Br,R182,-1
219,183,ACET,R183,-1
248,183,R183,ATO2,1
272,183,R183,HBr,1
287,183,Br,R183,-1
157,184,C2H6,R184,-1
213,184,R184,ETO2,1
272,184,R184,HBr,1
287,184,Br,R184,-1
121,185,C3H8,R185,-1
233,185,R185,A3O2,1
272,185,R185,HBr,1
287,185,Br,R185,-1
50,186,R186,BrNO2,1
270,186,NO2,R186,-1
287,186,Br,R186,-1
172,187,R187,BrNO3,1
270,187,NO2,R187,-1
274,187,BrO,R187,-1
74,188,CHBr3,R188,-1
279,188,OH,R188,-1
287,188,R188,Br,3
70,189,CH2Br2,R189,-1
279,189,OH,R189,-1
287,189,R189,Br,2
97,190,CH3Br,R190,-1
273,190,R190,H2O,1
279,190,OH,R190,-1
281,190,R190,HO2,1
287,190,R190,Br,1
32,191,R191,LOx,1
