! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : gckpp_EdgeList.csv
! Equation file        : gckpp.kpp
! Output root filename : gckpp
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
213,59,R59,R4N2,0.07
223,59,R59,ALD2,0.93
226,59,R59,MCO3,0.93
238,59,R59,NO2,0.93
239,59,NO,R59,-1
32,60,R60,POx,1
146,60,R60,DIBOO,0.03
156,60,R60,ISOPNB,0.081
197,60,R60,ISOPND,0.009
209,60,R60,HC5,0.058
214,60,RIO2,R60,-1
220,60,R60,MACR,0.344
222,60,R60,CH2O,0.82
224,60,R60,MVK,0.476
238,60,R60,NO2,0.91
239,60,NO,R60,-1
242,60,R60,HO2,0.82
112,61,R61,HPALD,0.5
116,61,R61,DHPCARP,0.5
214,61,RIO2,R61,-1
32,62,R62,POx,1
165,62,R62,MVKN,0.12
202,62,VRO2,R62,-1
204,62,R62,GLYC,0.53
207,62,R62,MGLY,0.35
222,62,R62,CH2O,0.35
226,62,R62,MCO3,0.53
238,62,R62,NO2,0.88
239,62,NO,R62,-1
242,62,R62,HO2,0.35
32,63,R63,POx,1
34,63,R63,PCO,0.728
184,63,R63,MACRN,0.15
207,63,R63,MGLY,0.122
215,63,MRO2,R63,-1
216,63,R63,HAC,0.728
222,63,R63,CH2O,0.122
236,63,R63,CO,0.728
238,63,R63,NO2,0.85
239,63,NO,R63,-1
242,63,R63,HO2,0.85
34,64,R64,PCO,1
215,64,MRO2,R64,-1
216,64,R64,HAC,1
231,64,R64,OH,1
236,64,R64,CO,1
32,65,R65,POx,1
34,65,R65,PCO,0.5
170,65,R65,PROPNN,0.5
171,65,MAN2,R65,-1
207,65,R65,MGLY,0.5
222,65,R65,CH2O,0.5
231,65,R65,OH,0.5
236,65,R65,CO,0.5
238,65,R65,NO2,1.5
239,65,NO,R65,-1
32,66,R66,POx,1
192,66,B3O2,R66,-1
218,66,R66,ACET,1
238,66,R66,NO2,1
239,66,NO,R66,-1
242,66,R66,HO2,1
86,67,R67,IPRNO3,1
192,67,B3O2,R67,-1
239,67,NO,R67,-1
32,68,R68,POx,1
205,68,R68,ISN1,0.7
209,68,R68,HC5,0.23
212,68,INO2,R68,-1
220,68,R68,MACR,0.035
222,68,R68,CH2O,0.07
224,68,R68,MVK,0.035
238,68,R68,NO2,1.3
239,68,NO,R68,-1
242,68,R68,HO2,0.8
33,69,R69,LOx,1
205,69,R69,ISN1,0.7
209,69,R69,HC5,0.23
212,69,INO2,R69,-1
220,69,R69,MACR,0.035
222,69,R69,CH2O,0.07
224,69,R69,MVK,0.035
235,69,NO3,R69,-1
238,69,R69,NO2,1.3
242,69,R69,HO2,0.8
33,70,R70,LOx,1.4
160,70,R70,ISNOOB,0.4
172,70,R70,ISNOOA,0.6
196,70,R70,HNO3,0.6
205,70,ISN1,R70,-1
235,70,NO3,R70,-1
12,71,R71,ISN1OG,0.04
33,71,R71,LOx,1.04
34,71,R71,PCO,1
170,71,R71,PROPNN,0.96
172,71,ISNOOA,R71,-1
235,71,NO3,R71,-1
236,71,R71,CO,1
238,71,R71,NO2,1
242,71,R71,HO2,1
12,72,R72,ISN1OG,0.04
32,72,R72,POx,0.96
34,72,R72,PCO,1
170,72,R72,PROPNN,0.96
172,72,ISNOOA,R72,-1
236,72,R72,CO,1
238,72,R72,NO2,1
239,72,NO,R72,-1
242,72,R72,HO2,1
12,73,R73,ISN1OG,0.04
33,73,R73,LOx,1.04
147,73,R73,IPMN,0.96
172,73,ISNOOA,R73,-1
238,73,NO2,R73,-1
12,74,R74,ISN1OG,0.04
32,74,R74,POx,0.21
104,74,R74,RP,0.75
172,74,ISNOOA,R74,-1
237,74,R74,O3,0.25
238,74,R74,NO2,0.96
242,74,HO2,R74,-1
12,75,R75,ISN1OG,0.04
33,75,R75,LOx,0.06
160,75,ISNOOB,R75,-1
164,75,R75,GLYX,1
170,75,R75,PROPNN,0.94
235,75,NO3,R75,-1
238,75,R75,NO2,2
12,76,R76,ISN1OG,0.04
32,76,R76,POx,1.78
160,76,ISNOOB,R76,-1
164,76,R76,GLYX,0.94
170,76,R76,PROPNN,0.9
238,76,R76,NO2,1.88
239,76,NO,R76,-1
12,77,R77,ISN1OG,0.04
33,77,R77,LOx,0.04
138,77,R77,INPN,0.96
160,77,ISNOOB,R77,-1
242,77,HO2,R77,-1
12,78,R78,ISN1OG,0.04
32,78,R78,POx,0.36
160,78,ISNOOB,R78,-1
164,78,R78,GLYX,0.7
170,78,R78,PROPNN,0.66
193,78,R78,MOH,0.25
222,78,R78,CH2O,0.75
230,78,MO2,R78,-1
238,78,R78,NO2,0.7
242,78,R78,HO2,0.5
33,79,R79,LOx,1
164,79,R79,GLYX,0.7
170,79,R79,PROPNN,0.3
193,79,R79,MOH,0.25
205,79,ISN1,R79,-1
222,79,R79,CH2O,0.75
237,79,O3,R79,-1
238,79,R79,NO2,0.7
242,79,R79,HO2,0.5
159,80,R80,ISNOHOO,0.655
172,80,R80,ISNOOA,0.345
205,80,ISN1,R80,-1
231,80,OH,R80,-1
12,81,R81,ISN1OG,0.04
33,81,R81,LOx,0.106
159,81,ISNOHOO,R81,-1
164,81,R81,GLYX,0.919
170,81,R81,PROPNN,0.894
239,81,NO,R81,-1
242,81,R81,HO2,0.934
12,82,R82,ISN1OG,0.04
33,82,R82,LOx,0.04
138,82,R82,INPN,0.96
159,82,ISNOHOO,R82,-1
242,82,HO2,R82,-1
12,83,R83,ISN1OG,0.04
33,83,R83,LOx,0.34
159,83,ISNOHOO,R83,-1
164,83,R83,GLYX,0.7
170,83,R83,PROPNN,0.66
193,83,R83,MOH,0.25
222,83,R83,CH2O,0.75
230,83,MO2,R83,-1
242,83,R83,HO2,1.2
197,84,R84,ISOPND,0.5
205,84,R84,ISN1,1.2
209,84,R84,HC5,0.23
212,84,INO2,R84,-2
220,84,R84,MACR,0.035
222,84,R84,CH2O,0.07
224,84,R84,MVK,0.035
238,84,R84,NO2,0.3
242,84,R84,HO2,0.8
32,85,R85,POx,1
169,85,PRN1,R85,-1
222,85,R85,CH2O,1
223,85,R85,ALD2,1
238,85,R85,NO2,2
239,85,NO,R85,-1
33,86,R86,LOx,1
107,86,ALK4,R86,-1
196,86,R86,HNO3,1
210,86,R86,R4O2,1
235,86,NO3,R86,-1
180,87,R87,R4N1,1
213,87,R4N2,R87,-1
231,87,OH,R87,-1
243,87,R87,H2O,1
7,88,R88,CO2,1
200,88,ACTA,R88,-1
230,88,R88,MO2,1
231,88,OH,R88,-1
243,88,R88,H2O,1
211,89,R89,RCO3,1
225,89,RCHO,R89,-1
231,89,OH,R89,-1
243,89,R89,H2O,1
50,90,R90,PPN,1
211,90,RCO3,R90,-1
238,90,NO2,R90,-1
50,91,PPN,R91,-1
211,91,R91,RCO3,1
238,91,R91,NO2,1
76,92,IMAO3,R92,-1
147,92,R92,IPMN,1
238,92,NO2,R92,-1
142,93,R93,NPMN,1
199,93,NMAO3,R93,-1
238,93,NO2,R93,-1
76,94,R94,IMAO3,1
147,94,IPMN,R94,-1
238,94,R94,NO2,1
142,95,NPMN,R95,-1
199,95,R95,NMAO3,1
238,95,R95,NO2,1
32,96,R96,POx,1
189,96,R96,A3O2,0.07
192,96,R96,B3O2,0.27
208,96,R96,OTHRO2,0.5
211,96,RCO3,R96,-1
238,96,R96,NO2,1
239,96,NO,R96,-1
7,97,R97,CO2,1
32,97,R97,POx,1
34,97,R97,PCO,0.5
199,97,NMAO3,R97,-1
222,97,R97,CH2O,0.5
226,97,R97,MCO3,0.5
230,97,R97,MO2,0.5
236,97,R97,CO,0.5
238,97,R97,NO2,1
239,97,NO,R97,-1
33,98,R98,LOx,1
196,98,R98,HNO3,1
211,98,R98,RCO3,1
225,98,RCHO,R98,-1
235,98,NO3,R98,-1
182,99,R99,ATO2,1
218,99,ACET,R99,-1
231,99,OH,R99,-1
243,99,R99,H2O,1
152,100,R100,ROH,0.25
189,100,A3O2,R100,-1
193,100,R100,MOH,0.25
222,100,R100,CH2O,0.75
225,100,R100,RCHO,0.75
230,100,MO2,R100,-1
242,100,R100,HO2,1
152,101,R101,ROH,0.25
176,101,PO2,R101,-1
193,101,R101,MOH,0.25
216,101,R101,HAC,0.16
222,101,R101,CH2O,1.25
223,101,R101,ALD2,0.5
225,101,R101,RCHO,0.09
230,101,MO2,R101,-1
242,101,R101,HO2,1
114,102,R102,R4P,1
210,102,R4O2,R102,-1
242,102,HO2,R102,-1
180,103,R4N1,R103,-1
213,103,R103,R4N2,1
242,103,HO2,R103,-1
121,104,R104,ATOOH,0.85
182,104,ATO2,R104,-1
222,104,R104,CH2O,0.15
226,104,R104,MCO3,0.15
231,104,R104,OH,0.15
242,104,HO2,R104,-1
121,105,R105,ATOOH,0.85
191,105,KO2,R105,-1
223,105,R105,ALD2,0.15
226,105,R105,MCO3,0.15
231,105,R105,OH,0.15
242,105,HO2,R105,-1
127,106,R106,RIPB,0.272
134,106,R106,RIPA,0.628
135,106,R106,RIPD,0.037
214,106,RIO2,R106,-1
220,106,R106,MACR,0.025
222,106,R106,CH2O,0.063
224,106,R106,MVK,0.038
231,106,R106,OH,0.063
242,106,HO2,R106,-1
242,106,R106,HO2,0.063
119,107,R107,VRP,0.1
202,107,VRO2,R107,-1
204,107,R107,GLYC,0.578
207,107,R107,MGLY,0.102
221,107,R107,MEK,0.187
222,107,R107,CH2O,0.102
225,107,R107,RCHO,0.033
226,107,R107,MCO3,0.578
231,107,R107,OH,0.68
242,107,HO2,R107,-1
242,107,R107,HO2,0.102
133,108,R108,MRP,1
215,108,MRO2,R108,-1
242,108,HO2,R108,-1
34,109,R109,PCO,0.075
132,109,R109,MAOP,0.85
170,109,R109,PROPNN,0.075
171,109,MAN2,R109,-1
207,109,R109,MGLY,0.075
222,109,R109,CH2O,0.075
231,109,R109,OH,0.15
236,109,R109,CO,0.075
238,109,R109,NO2,0.925
242,109,HO2,R109,-1
242,109,R109,HO2,0.075
93,110,R110,RB3P,1
192,110,B3O2,R110,-1
242,110,HO2,R110,-1
138,111,R111,INPN,1
212,111,INO2,R111,-1
242,111,HO2,R111,-1
109,112,R112,PRPN,1
169,112,PRN1,R112,-1
242,112,HO2,R112,-1
191,113,R113,KO2,1
221,113,MEK,R113,-1
231,113,OH,R113,-1
243,113,R113,H2O,1
139,114,R114,EOH,0.25
187,114,ETO2,R114,-1
193,114,R114,MOH,0.25
222,114,R114,CH2O,0.75
223,114,R114,ALD2,0.75
230,114,MO2,R114,-1
242,114,R114,HO2,1
139,115,R115,EOH,0.25
193,115,R115,MOH,0.25
208,115,OTHRO2,R115,-1
222,115,R115,CH2O,0.75
223,115,R115,ALD2,0.75
230,115,MO2,R115,-1
242,115,R115,HO2,1
33,116,R116,LOx,1
191,116,R116,KO2,1
196,116,R116,HNO3,1
221,116,MEK,R116,-1
235,116,NO3,R116,-1
152,117,R117,ROH,0.25
189,117,R117,A3O2,0.03
192,117,R117,B3O2,0.09
193,117,R117,MOH,0.25
208,117,R117,OTHRO2,0.16
210,117,R4O2,R117,-1
218,117,R117,ACET,0.16
221,117,R117,MEK,0.35
222,117,R117,CH2O,0.75
223,117,R117,ALD2,0.16
225,117,R117,RCHO,0.07
230,117,MO2,R117,-1
230,117,R117,MO2,0.09
242,117,R117,HO2,0.64
152,118,R118,ROH,0.25
180,118,R4N1,R118,-1
193,118,R118,MOH,0.25
210,118,R118,R4O2,0.15
222,118,R118,CH2O,0.95
223,118,R118,ALD2,0.38
225,118,R118,RCHO,0.54
230,118,MO2,R118,-1
238,118,R118,NO2,1
242,118,R118,HO2,0.5
182,119,ATO2,R119,-1
193,119,R119,MOH,0.5
207,119,R119,MGLY,0.5
216,119,R119,HAC,0.2
222,119,R119,CH2O,0.5
226,119,R119,MCO3,0.3
230,119,MO2,R119,-1
242,119,R119,HO2,0.3
152,120,R120,ROH,0.25
191,120,KO2,R120,-1
193,120,R120,MOH,0.25
221,120,R120,MEK,0.25
222,120,R120,CH2O,0.75
223,120,R120,ALD2,0.5
226,120,R120,MCO3,0.5
230,120,MO2,R120,-1
242,120,R120,HO2,0.5
152,121,R121,ROH,0.24
193,121,R121,MOH,0.24
209,121,R121,HC5,0.3
214,121,RIO2,R121,-1
220,121,R121,MACR,0.18
222,121,R121,CH2O,1.22
224,121,R121,MVK,0.28
230,121,MO2,R121,-1
242,121,R121,HO2,1.1
34,122,R122,PCO,0.29
146,122,R122,DIBOO,0.09
209,122,R122,HC5,1.11
214,122,RIO2,R122,-2
220,122,R122,MACR,0.29
222,122,R122,CH2O,0.75
224,122,R122,MVK,0.45
236,122,R122,CO,0.29
242,122,R122,HO2,0.91
34,123,R123,PCO,0.33
152,123,R123,ROH,0.25
193,123,R123,MOH,0.25
201,123,HC5OO,R123,-1
204,123,R123,GLYC,0.13
207,123,R123,MGLY,0.29
216,123,R123,HAC,0.18
221,123,R123,MEK,0.25
222,123,R123,CH2O,0.95
230,123,MO2,R123,-1
236,123,R123,CO,0.33
242,123,R123,HO2,1
152,124,R124,ROH,0.25
193,124,R124,MOH,0.25
202,124,VRO2,R124,-1
204,124,R124,GLYC,0.36
207,124,R124,MGLY,0.14
221,124,R124,MEK,0.25
222,124,R124,CH2O,0.89
226,124,R124,MCO3,0.36
230,124,MO2,R124,-1
242,124,R124,HO2,0.64
34,125,R125,PCO,0.595
152,125,R125,ROH,0.15
207,125,R125,MGLY,0.255
215,125,MRO2,R125,-1
216,125,R125,HAC,0.595
222,125,R125,CH2O,1.255
230,125,MO2,R125,-1
236,125,R125,CO,0.595
242,125,R125,HO2,1.7
34,126,R126,PCO,0.375
170,126,R126,PROPNN,0.375
171,126,MAN2,R126,-1
207,126,R126,MGLY,0.375
213,126,R126,R4N2,0.25
222,126,R126,CH2O,0.625
230,126,MO2,R126,-1
236,126,R126,CO,0.375
238,126,R126,NO2,0.375
242,126,R126,HO2,0.375
152,127,R127,ROH,0.25
192,127,B3O2,R127,-1
193,127,R127,MOH,0.25
218,127,R127,ACET,0.75
222,127,R127,CH2O,0.75
230,127,MO2,R127,-1
242,127,R127,HO2,1
193,128,R128,MOH,0.25
197,128,R128,ISOPND,0.25
205,128,R128,ISN1,0.6
209,128,R128,HC5,0.115
212,128,INO2,R128,-1
220,128,R128,MACR,0.018
222,128,R128,CH2O,0.785
224,128,R128,MVK,0.018
230,128,MO2,R128,-1
238,128,R128,NO2,0.15
242,128,R128,HO2,0.9
152,129,R129,ROH,0.25
169,129,PRN1,R129,-1
193,129,R129,MOH,0.25
222,129,R129,CH2O,1.25
223,129,R129,ALD2,0.5
225,129,R129,RCHO,0.25
230,129,MO2,R129,-1
238,129,R129,NO2,1
242,129,R129,HO2,0.5
139,130,EOH,R130,-1
223,130,R130,ALD2,1
231,130,OH,R130,-1
242,130,R130,HO2,1
152,131,ROH,R131,-1
225,131,R131,RCHO,1
231,131,OH,R131,-1
242,131,R131,HO2,1
187,132,ETO2,R132,-2
223,132,R132,ALD2,2
242,132,R132,HO2,2
208,133,OTHRO2,R133,-2
223,133,R133,ALD2,2
242,133,R133,HO2,2
139,134,R134,EOH,1
187,134,ETO2,R134,-2
223,134,R134,ALD2,1
139,135,R135,EOH,1
208,135,OTHRO2,R135,-2
223,135,R135,ALD2,1
105,136,R136,ETP,1
187,136,ETO2,R136,-1
242,136,HO2,R136,-1
105,137,R137,ETP,1
208,137,OTHRO2,R137,-1
242,137,HO2,R137,-1
92,138,R138,RA3P,1
189,138,A3O2,R138,-1
242,138,HO2,R138,-1
108,139,R139,PP,1
176,139,PO2,R139,-1
242,139,HO2,R139,-1
32,140,R140,POx,0.15
74,140,R140,MAP,0.41
200,140,R140,ACTA,0.15
226,140,MCO3,R140,-1
230,140,R140,MO2,0.44
231,140,R140,OH,0.44
237,140,R140,O3,0.15
242,140,HO2,R140,-1
32,141,R141,POx,0.15
104,141,R141,RP,0.41
189,141,R141,A3O2,0.03
192,141,R141,B3O2,0.12
208,141,R141,OTHRO2,0.22
211,141,RCO3,R141,-1
231,141,R141,OH,0.44
237,141,R141,O3,0.15
242,141,HO2,R141,-1
32,142,R142,POx,0.15
34,142,R142,PCO,0.39
132,142,R142,MAOP,0.41
199,142,NMAO3,R142,-1
222,142,R142,CH2O,0.59
230,142,R142,MO2,0.39
231,142,R142,OH,0.44
236,142,R142,CO,0.39
237,142,R142,O3,0.15
242,142,HO2,R142,-1
176,143,R143,PO2,1
219,143,PRPE,R143,-1
231,143,OH,R143,-1
33,144,R144,LOx,1
34,144,R144,PCO,0.56
157,144,R144,CH4,0.1
162,144,R144,CH3CHOO,0.12
203,144,R144,CH2OO,0.12
219,144,PRPE,R144,-1
222,144,R144,CH2O,0.5
223,144,R144,ALD2,0.5
230,144,R144,MO2,0.28
231,144,R144,OH,0.36
236,144,R144,CO,0.56
237,144,O3,R144,-1
242,144,R144,HO2,0.28
34,145,R145,PCO,1
142,145,NPMN,R145,-1
216,145,R145,HAC,1
231,145,OH,R145,-1
236,145,R145,CO,1
238,145,R145,NO2,1
30,146,R146,IMAE,0.781
32,146,R146,POx,0.81
34,146,R146,PCO,0.03
103,146,R146,PAN,0.19
147,146,IPMN,R146,-1
216,146,R146,HAC,0.03
222,146,R146,CH2O,0.19
231,146,OH,R146,-1
235,146,R146,NO3,0.81
236,146,R146,CO,0.03
242,146,R146,HO2,0.19
142,147,NPMN,R147,-1
222,147,R147,CH2O,1
226,147,R147,MCO3,1
235,147,R147,NO3,1
237,147,O3,R147,-1
30,148,IMAE,R148,-1
231,148,OH,R148,-1
231,148,R148,OH,1
7,149,R149,CO2,0.361
34,149,R149,PCO,0.505
164,149,R149,GLYX,0.134
174,149,R149,HCOOH,0.134
204,149,GLYC,R149,-1
222,149,R149,CH2O,0.732
231,149,OH,R149,-1
231,149,R149,OH,0.227
236,149,R149,CO,0.505
242,149,R149,HO2,0.773
34,150,R150,PCO,1
174,150,R150,HCOOH,1
204,150,GLYC,R150,-1
231,150,OH,R150,-1
231,150,R150,OH,1
236,150,R150,CO,1
33,151,R151,LOx,1
169,151,R151,PRN1,1
219,151,PRPE,R151,-1
235,151,NO3,R151,-1
34,152,R152,PCO,2
164,152,GLYX,R152,-1
231,152,OH,R152,-1
236,152,R152,CO,2
242,152,R152,HO2,1
34,153,R153,PCO,1
207,153,MGLY,R153,-1
226,153,R153,MCO3,1
231,153,OH,R153,-1
236,153,R153,CO,1
33,154,R154,LOx,1
34,154,R154,PCO,2
164,154,GLYX,R154,-1
