! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : isoprene_full_v5_BiadjacencyMatrix.csv
! Equation file        : isoprene_full_v5.def
! Output root filename : isoprene_full_v5
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name,species_index,reaction_index,stoichiometric_coefficient
ISOP1OH4CO4R,288,65,1
ISOP1OH4CO,319,65,-1
ISOP1CO1R4OH,275,66,-1
ISOP1CO1OO4OH,284,66,1
ISOP1PAN4OH,283,67,1
ISOP1CO1OO4OH,284,67,-1
ISOP1PAN4OH,283,68,-1
ISOP1CO1OO4OH,284,68,1
C4HVP1,224,69,1
CO2,231,69,1
ISOP1CO1OO4OH,284,69,-1
C4HVP1,224,70,1
CO2,231,70,1
ISOP1CO1OO4OH,284,70,-1
ISOP1CO1OH4OH,195,71,1
ISOP1CO1OO4OH,284,71,-1
ISOP1CO1OOH4OH,197,72,1
ISOP1CO1OO4OH,284,72,-1
MACR2OOH3CO3OOH,27,73,1
CO,199,73,1
ISOP1CO1OO4OH,284,73,-1
ISOP1OH4CO4R,288,74,-1
ISOP1OH4CO4OO,318,74,1
ISOP1OH4PAN,317,75,1
ISOP1OH4CO4OO,318,75,-1
ISOP1OH4PAN,317,76,-1
ISOP1OH4CO4OO,318,76,1
C4HVP2,213,77,1
CO2,231,77,1
ISOP1OH4CO4OO,318,77,-1
C4HVP2,213,78,1
CO2,231,78,1
ISOP1OH4CO4OO,318,78,-1
ISOP1OH4CO4OH,196,79,1
ISOP1OH4CO4OO,318,79,-1
ISOP1OH4CO4OOH,198,80,1
ISOP1OH4CO4OO,318,80,-1
MVK3OOH4CO4OOH,26,81,1
CO,199,81,1
ISOP1OH4CO4OO,318,81,-1
ISOP1OH2OO3CO4OH,202,82,1
ISOP3CO4OH,203,82,-1
ISOP1OH2OOH3CO4OH,21,83,1
ISOP1OH2OO3CO4OH,202,83,-1
HCHO,9,84,1
MVK3CO4OH,201,84,1
ISOP1OH2OO3CO4OH,202,84,-1
HAC,11,85,1
HPA,17,85,1
ISOP1OH2OO3CO4OH,202,85,-1
ISOP1OH2N3CO4OH,18,86,1
ISOP1OH2OO3CO4OH,202,86,-1
HAC,11,87,1
HPA,17,87,1
ISOP1OH2OO3CO4OH,202,87,-1
HCHO,9,88,1
MVK3CO4OH,201,88,1
ISOP1OH2OO3CO4OH,202,88,-1
ISOP1OH2OOH3CO4CO,104,89,1
ISOP1OH2OO3CO4OH,202,89,-1
HCHO,9,90,2
MVK,223,90,2
ISOP1OH2OO,379,90,-2
HCHO,9,91,2
MACR,267,91,2
ISOP3OO4OH,378,91,-2
ISOP3OH4OH,19,92,1
ISOP3CO4OH,203,92,1
ISOP3OO4OH,378,92,-2
HCHO,9,93,2
MVK,223,93,1
MACR,267,93,1
ISOP3OO4OH,378,93,-1
ISOP1OH2OO,379,93,-1
ISOP1OH2OH,20,94,1
ISOP3CO4OH,203,94,1
ISOP3OO4OH,378,94,-1
ISOP1OH2OO,379,94,-1
HCHO,9,95,1
MVK,223,95,1
ISOP1OH4CO,319,95,1
ISOP1OO4OHc,374,95,-1
ISOP1OH2OO,379,95,-1
HCHO,9,96,1
MVK,223,96,1
ISOP1OH2OOH3OO4CO,287,96,1
ISOP1OO4OHc,374,96,-1
ISOP1OH2OO,379,96,-1
ISOP1OH2OH,20,97,1
ISOP1CO4OH,285,97,1
ISOP1OO4OHc,374,97,-1
ISOP1OH2OO,379,97,-1
HCHO,9,98,1
MVK,223,98,1
ISOP1OH4CO,319,98,1
ISOP1OO4OHt,373,98,-1
ISOP1OH2OO,379,98,-1
HCHO,9,99,1
MVK,223,99,1
ISOP1OH2OOH3OO4CO,287,99,1
ISOP1OO4OHt,373,99,-1
ISOP1OH2OO,379,99,-1
ISOP1OH2OH,20,100,1
ISOP1CO4OH,285,100,1
ISOP1OO4OHt,373,100,-1
ISOP1OH2OO,379,100,-1
HCHO,9,101,1
MVK,223,101,1
ISOP1CO4OH,285,101,1
ISOP1OH4OOc,377,101,-1
ISOP1OH2OO,379,101,-1
HCHO,9,102,1
MVK,223,102,1
ISOP1CO2OO3OOH4OH,294,102,1
ISOP1OH4OOc,377,102,-1
ISOP1OH2OO,379,102,-1
ISOP1OH2OH,20,103,1
ISOP1OH4CO,319,103,1
ISOP1OH4OOc,377,103,-1
ISOP1OH2OO,379,103,-1
HCHO,9,104,1
MVK,223,104,1
ISOP1CO4OH,285,104,1
ISOP1OH2OO,379,104,-1
ISOP1OH4OOt,380,104,-1
HCHO,9,105,1
MVK,223,105,1
ISOP1CO2OO3OOH4OH,294,105,1
ISOP1OH2OO,379,105,-1
ISOP1OH4OOt,380,105,-1
ISOP1OH2OH,20,106,1
ISOP1OH4CO,319,106,1
ISOP1OH2OO,379,106,-1
ISOP1OH4OOt,380,106,-1
HCHO,9,107,1
MACR,267,107,1
ISOP1OH4CO,319,107,1
ISOP1OO4OHc,374,107,-1
ISOP3OO4OH,378,107,-1
HCHO,9,108,1
MACR,267,108,1
ISOP1OH2OOH3OO4CO,287,108,1
ISOP1OO4OHc,374,108,-1
ISOP3OO4OH,378,108,-1
ISOP3OH4OH,19,109,1
ISOP1CO4OH,285,109,1
ISOP1OO4OHc,374,109,-1
ISOP3OO4OH,378,109,-1
ISOP1OH4OH,22,110,1
ISOP3CO4OH,203,110,1
ISOP1OO4OHc,374,110,-1
ISOP3OO4OH,378,110,-1
HCHO,9,111,1
MACR,267,111,1
ISOP1OH4CO,319,111,1
ISOP1OO4OHt,373,111,-1
ISOP3OO4OH,378,111,-1
HCHO,9,112,1
MACR,267,112,1
ISOP1OH2OOH3OO4CO,287,112,1
ISOP1OO4OHt,373,112,-1
ISOP3OO4OH,378,112,-1
ISOP3OH4OH,19,113,1
ISOP1CO4OH,285,113,1
ISOP1OO4OHt,373,113,-1
ISOP3OO4OH,378,113,-1
ISOP1OH4OH,22,114,1
ISOP3CO4OH,203,114,1
ISOP1OO4OHt,373,114,-1
ISOP3OO4OH,378,114,-1
HCHO,9,115,1
MACR,267,115,1
ISOP1CO4OH,285,115,1
ISOP1OH4OOc,377,115,-1
ISOP3OO4OH,378,115,-1
HCHO,9,116,1
MACR,267,116,1
ISOP1CO2OO3OOH4OH,294,116,1
ISOP1OH4OOc,377,116,-1
ISOP3OO4OH,378,116,-1
ISOP3OH4OH,19,117,1
ISOP1OH4CO,319,117,1
ISOP1OH4OOc,377,117,-1
ISOP3OO4OH,378,117,-1
ISOP1OH4OH,22,118,1
ISOP3CO4OH,203,118,1
ISOP1OH4OOc,377,118,-1
ISOP3OO4OH,378,118,-1
HCHO,9,119,1
MACR,267,119,1
ISOP1CO4OH,285,119,1
ISOP3OO4OH,378,119,-1
ISOP1OH4OOt,380,119,-1
HCHO,9,120,1
MACR,267,120,1
ISOP1CO2OO3OOH4OH,294,120,1
ISOP3OO4OH,378,120,-1
ISOP1OH4OOt,380,120,-1
ISOP3OH4OH,19,121,1
ISOP1OH4CO,319,121,1
ISOP3OO4OH,378,121,-1
ISOP1OH4OOt,380,121,-1
ISOP1OH4OH,22,122,1
ISOP3CO4OH,203,122,1
ISOP3OO4OH,378,122,-1
ISOP1OH4OOt,380,122,-1
HCHO,9,123,2
MVK,223,123,1
ISOP1OH2OO,379,123,-1
HCHO,9,124,1
ISOP1OH2OH,20,124,1
ISOP1OH2OO,379,124,-1
HCHO,9,125,2
MACR,267,125,1
ISOP3OO4OH,378,125,-1
HCHO,9,126,1
ISOP3OH4OH,19,126,1
ISOP3OO4OH,378,126,-1
CH3OH,24,127,1
ISOP3CO4OH,203,127,1
ISOP3OO4OH,378,127,-1
HCHO,9,128,1
ISOP1OH4OH,22,128,1
ISOP1OH4OOc,377,128,-1
HCHO,9,129,1
ISOP1CO2OO3OOH4OH,294,129,1
ISOP1OH4OOc,377,129,-1
HCHO,9,130,1
ISOP1CO4OH,285,130,1
ISOP1OH4OOc,377,130,-1
HCHO,9,131,1
ISOP1OH4OH,22,131,1
ISOP1OH4OOt,380,131,-1
HCHO,9,132,1
ISOP1CO2OO3OOH4OH,294,132,1
ISOP1OH4OOt,380,132,-1
HCHO,9,133,1
ISOP1CO4OH,285,133,1
ISOP1OH4OOt,380,133,-1
HCHO,9,134,1
ISOP1OH4OH,22,134,1
ISOP1OO4OHc,374,134,-1
HCHO,9,135,1
ISOP1OH2OOH3OO4CO,287,135,1
ISOP1OO4OHc,374,135,-1
HCHO,9,136,1
ISOP1OH4CO,319,136,1
ISOP1OO4OHc,374,136,-1
HCHO,9,137,1
ISOP1OH4OH,22,137,1
ISOP1OO4OHt,373,137,-1
HCHO,9,138,1
ISOP1OH2OOH3OO4CO,287,138,1
ISOP1OO4OHt,373,138,-1
HCHO,9,139,1
ISOP1OH4CO,319,139,1
ISOP1OO4OHt,373,139,-1
ISOP1OH2OOH,337,140,1
ISOP1OH2OO,379,140,-1
HCHO,9,141,1
MVK,223,141,1
ISOP1OH2OO,379,141,-1
ISOP3OOH4OH,336,142,1
ISOP3OO4OH,378,142,-1
HCHO,9,143,1
MACR,267,143,1
ISOP3OO4OH,378,143,-1
ISOP1OOH4OHc,360,144,1
ISOP1OO4OHc,374,144,-1
ISOP1OOH4OHt,359,145,1
ISOP1OO4OHt,373,145,-1
ISOP1OH4OOHc,363,146,1
ISOP1OH4OOc,377,146,-1
ISOP1OH4OOHt,362,147,1
ISOP1OH4OOt,380,147,-1
ISOP1CO4OOHc,352,148,1
ISOP1OH4OOc,377,148,-1
ISOP1CO2OOH,329,149,1
ISOP1OH4OOc,377,149,-1
ISOP1CO2R3OOH4OOH,364,150,1
ISOP1OH4OOc,377,150,-1
ISOP1CO2R3OOH4OOH,364,151,-1
ISOP1CO2OO3OOH4OOH,371,151,1
ISOP1CO23O4OOH,25,152,1
ISOP1CO2R3OOH4OOH,364,152,-1
ISOP1CO2OOH3OO4OOH,369,153,1
ISOP1CO2OO3OOH4OOH,371,153,-1
ISOP1CO2OOH3OOH4OO,370,154,1
ISOP1CO2OO3OOH4OOH,371,154,-1
ISOP1CO2OOH3OO4OOH,369,155,-1
ISOP1CO2OO3OOH4OOH,371,155,1
ISOP1CO2OOH3OO4OOH,369,156,-1
ISOP1CO2OOH3OOH4OO,370,156,1
ISOP1CO2OOH3OOH4OO,370,157,-1
ISOP1CO2OO3OOH4OOH,371,157,1
ISOP1CO2OOH3OO4OOH,369,158,1
ISOP1CO2OOH3OOH4OO,370,158,-1
ISOP1CO2OOH3OOH4CO,41,159,1
ISOP1CO2OO3OOH4OOH,371,159,-1
MVK3OOH4OOH,47,160,1
CO,199,160,1
ISOP1CO2OO3OOH4OOH,371,160,-1
MVK3OOH4OOH,47,161,1
CO,199,161,1
ISOP1CO2OOH3OO4OOH,369,161,-1
MVK3OOH4OOH,47,162,1
CO,199,162,1
ISOP1CO2OOH3OOH4OO,370,162,-1
ISOP1CO2N3OOH4OOH,28,163,1
ISOP1CO2OO3OOH4OOH,371,163,-1
MVK3OOH4OOH,47,164,1
CO,199,164,1
ISOP1CO2OO3OOH4OOH,371,164,-1
MGLY,7,165,1
HPETHNL,29,165,1
ISOP1CO2OO3OOH4OOH,371,165,-1
MGLY,7,166,1
HPETHNL,29,166,1
ISOP1CO2OO3OOH4OOH,371,166,-1
MVK3OOH4OOH,47,167,1
CO,199,167,1
ISOP1CO2OO3OOH4OOH,371,167,-1
ISOP1CO2OOH3N4OOH,30,168,1
ISOP1CO2OOH3OO4OOH,369,168,-1
MVK3OOH4OOH,47,169,1
CO,199,169,1
ISOP1CO2OOH3OO4OOH,369,169,-1
MGLY,7,170,1
HPETHNL,29,170,1
ISOP1CO2OOH3OO4OOH,369,170,-1
MGLY,7,171,1
HPETHNL,29,171,1
ISOP1CO2OOH3OO4OOH,369,171,-1
MVK3OOH4OOH,47,172,1
CO,199,172,1
ISOP1CO2OOH3OO4OOH,369,172,-1
ISOP1CO2OOH3OOH4OOH,31,173,1
ISOP1CO2OOH3OO4OOH,369,173,-1
ISOP1CO2OOH3OOH4N,32,174,1
ISOP1CO2OOH3OOH4OO,370,174,-1
HCHO,9,175,1
MACR2OOH3CO,205,175,1
ISOP1CO2OOH3OOH4OO,370,175,-1
ISOP1CO2OOH3OOH4OOH,31,176,1
ISOP1CO2OOH3OOH4OO,370,176,-1
HCHO,9,177,1
MACR2OOH3CO,205,177,1
ISOP1CO2OOH3OOH4OO,370,177,-1
ISOP1OOH4COc,350,178,1
ISOP1OO4OHc,374,178,-1
ISOP3OOH4CO,326,179,1
ISOP1OO4OHc,374,179,-1
ISOP1OOH2OOH3R4CO,361,180,1
ISOP1OO4OHc,374,180,-1
ISOP1OOH2OOH3R4CO,361,181,-1
ISOP1OOH2OOH3OO4CO,368,181,1
ISOP1OOH23O4CO,33,182,1
ISOP1OOH2OOH3R4CO,361,182,-1
ISOP1OOH2OO3OOH4CO,367,183,1
ISOP1OOH2OOH3OO4CO,368,183,-1
ISOP1OO2OOH3OOH4CO,366,184,1
ISOP1OOH2OOH3OO4CO,368,184,-1
ISOP1OOH2OO3OOH4CO,367,185,-1
ISOP1OOH2OOH3OO4CO,368,185,1
ISOP1OO2OOH3OOH4CO,366,186,1
ISOP1OOH2OO3OOH4CO,367,186,-1
ISOP1OO2OOH3OOH4CO,366,187,-1
ISOP1OOH2OOH3OO4CO,368,187,1
ISOP1OO2OOH3OOH4CO,366,188,-1
ISOP1OOH2OO3OOH4CO,367,188,1
ISOP1CO2OOH3OOH4CO,41,189,1
ISOP1OOH2OOH3OO4CO,368,189,-1
ISOP1OOH2OOH3CO4CO,42,190,1
ISOP1OO2OOH3OOH4CO,366,190,-1
CO,199,191,1
MACR2OOH3OOH,206,191,1
ISOP1OOH2OOH3OO4CO,368,191,-1
CO,199,192,1
MACR2OOH3OOH,206,192,1
ISOP1OOH2OO3OOH4CO,367,192,-1
CO,199,193,1
MACR2OOH3OOH,206,193,1
ISOP1OO2OOH3OOH4CO,366,193,-1
ISOP1OOH2OOH3N4CO,34,194,1
ISOP1OOH2OOH3OO4CO,368,194,-1
CO,199,195,1
MACR2OOH3OOH,206,195,1
ISOP1OOH2OOH3OO4CO,368,195,-1
GLYX,10,196,1
HPAC,43,196,1
ISOP1OOH2OOH3OO4CO,368,196,-1
GLYX,10,197,1
HPAC,43,197,1
ISOP1OOH2OOH3OO4CO,368,197,-1
CO,199,198,1
MACR2OOH3OOH,206,198,1
ISOP1OOH2OOH3OO4CO,368,198,-1
ISOP1OOH2OOH3OOH4CO,35,199,1
ISOP1OOH2OOH3OO4CO,368,199,-1
ISOP1OOH2N3OOH4CO,36,200,1
ISOP1OOH2OO3OOH4CO,367,200,-1
CO,199,201,1
MACR2OOH3OOH,206,201,1
ISOP1OOH2OO3OOH4CO,367,201,-1
GLYX,10,202,1
HPAC,43,202,1
ISOP1OOH2OO3OOH4CO,367,202,-1
GLYX,10,203,1
HPAC,43,203,1
ISOP1OOH2OO3OOH4CO,367,203,-1
CO,199,204,1
MACR2OOH3OOH,206,204,1
ISOP1OOH2OO3OOH4CO,367,204,-1
ISOP1N2OOH3OOH4CO,37,205,1
ISOP1OO2OOH3OOH4CO,366,205,-1
HCHO,9,206,1
MVK3OOH4CO,204,206,1
ISOP1OO2OOH3OOH4CO,366,206,-1
ISOP1OOH2OOH3OOH4CO,35,207,1
ISOP1OO2OOH3OOH4CO,366,207,-1
HCHO,9,208,1
MVK3OOH4CO,204,208,1
ISOP1OO2OOH3OOH4CO,366,208,-1
MGLY,7,209,1
HCHO,9,209,1
MVK3OOH4OOH,47,209,-1
HPETHNL,29,210,1
CH3CO3,44,210,1
MVK3OOH4OOH,47,210,-1
MGLY,7,211,1
HCHO,9,211,1
MACR2OOH3OOH,206,211,-1
HPAC,43,212,1
CO,199,212,1
MACR2OOH3OOH,206,212,-1
CO,199,213,1
MVK,223,213,1
ISOP1CO2OOH,329,213,-1
CO,199,214,1
MVK,223,214,1
ISOP1CO2OOH,329,214,-1
ISOP1CO23O4OH,84,215,1
ISOP1CO2OOH,329,215,-1
ISOP1CO2OOH3OH4OO,328,216,1
ISOP1CO2OOH,329,216,-1
CO,199,217,1
MVK,223,217,1
ISOP1CO2OOH,329,217,-1
CO,199,218,1
MACR,267,218,1
ISOP3OOH4CO,326,218,-1
CO,199,219,1
MACR,267,219,1
ISOP3OOH4CO,326,219,-1
ISOP1OH23O4CO,83,220,1
ISOP3OOH4CO,326,220,-1
ISOP1OO2OH3OOH4CO,324,221,1
ISOP3OOH4CO,326,221,-1
CO,199,222,1
MACR,267,222,1
ISOP3OOH4CO,326,222,-1
HCHO,9,223,1
MVK,223,223,1
ISOP1OH2OO,379,223,-1
HCHO,9,224,1
MACR,267,224,1
ISOP3OO4OH,378,224,-1
MVK3OO4OH,222,225,1
MVK,223,225,-1
MVK3OH4OO,53,226,1
MVK,223,226,-1
GLYC,8,227,1
CH3CO3,44,227,1
MVK3OO4OH,222,227,-1
MVK3CO4OH,201,228,1
