! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : isoprene_full_v5_EdgeList.csv
! Equation file        : isoprene_full_v5.def
! Output root filename : isoprene_full_v5
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
19,121,R121,ISOP3OH4OH,1
319,121,R121,ISOP1OH4CO,1
378,121,ISOP3OO4OH,R121,-1
380,121,ISOP1OH4OOt,R121,-1
22,122,R122,ISOP1OH4OH,1
203,122,R122,ISOP3CO4OH,1
378,122,ISOP3OO4OH,R122,-1
380,122,ISOP1OH4OOt,R122,-1
9,123,R123,HCHO,2
223,123,R123,MVK,1
379,123,ISOP1OH2OO,R123,-1
9,124,R124,HCHO,1
20,124,R124,ISOP1OH2OH,1
379,124,ISOP1OH2OO,R124,-1
9,125,R125,HCHO,2
267,125,R125,MACR,1
378,125,ISOP3OO4OH,R125,-1
9,126,R126,HCHO,1
19,126,R126,ISOP3OH4OH,1
378,126,ISOP3OO4OH,R126,-1
24,127,R127,CH3OH,1
203,127,R127,ISOP3CO4OH,1
378,127,ISOP3OO4OH,R127,-1
9,128,R128,HCHO,1
22,128,R128,ISOP1OH4OH,1
377,128,ISOP1OH4OOc,R128,-1
9,129,R129,HCHO,1
294,129,R129,ISOP1CO2OO3OOH4OH,1
377,129,ISOP1OH4OOc,R129,-1
9,130,R130,HCHO,1
285,130,R130,ISOP1CO4OH,1
377,130,ISOP1OH4OOc,R130,-1
9,131,R131,HCHO,1
22,131,R131,ISOP1OH4OH,1
380,131,ISOP1OH4OOt,R131,-1
9,132,R132,HCHO,1
294,132,R132,ISOP1CO2OO3OOH4OH,1
380,132,ISOP1OH4OOt,R132,-1
9,133,R133,HCHO,1
285,133,R133,ISOP1CO4OH,1
380,133,ISOP1OH4OOt,R133,-1
9,134,R134,HCHO,1
22,134,R134,ISOP1OH4OH,1
374,134,ISOP1OO4OHc,R134,-1
9,135,R135,HCHO,1
287,135,R135,ISOP1OH2OOH3OO4CO,1
374,135,ISOP1OO4OHc,R135,-1
9,136,R136,HCHO,1
319,136,R136,ISOP1OH4CO,1
374,136,ISOP1OO4OHc,R136,-1
9,137,R137,HCHO,1
22,137,R137,ISOP1OH4OH,1
373,137,ISOP1OO4OHt,R137,-1
9,138,R138,HCHO,1
287,138,R138,ISOP1OH2OOH3OO4CO,1
373,138,ISOP1OO4OHt,R138,-1
9,139,R139,HCHO,1
319,139,R139,ISOP1OH4CO,1
373,139,ISOP1OO4OHt,R139,-1
337,140,R140,ISOP1OH2OOH,1
379,140,ISOP1OH2OO,R140,-1
9,141,R141,HCHO,1
223,141,R141,MVK,1
379,141,ISOP1OH2OO,R141,-1
336,142,R142,ISOP3OOH4OH,1
378,142,ISOP3OO4OH,R142,-1
9,143,R143,HCHO,1
267,143,R143,MACR,1
378,143,ISOP3OO4OH,R143,-1
360,144,R144,ISOP1OOH4OHc,1
374,144,ISOP1OO4OHc,R144,-1
359,145,R145,ISOP1OOH4OHt,1
373,145,ISOP1OO4OHt,R145,-1
363,146,R146,ISOP1OH4OOHc,1
377,146,ISOP1OH4OOc,R146,-1
362,147,R147,ISOP1OH4OOHt,1
380,147,ISOP1OH4OOt,R147,-1
352,148,R148,ISOP1CO4OOHc,1
377,148,ISOP1OH4OOc,R148,-1
329,149,R149,ISOP1CO2OOH,1
377,149,ISOP1OH4OOc,R149,-1
364,150,R150,ISOP1CO2R3OOH4OOH,1
377,150,ISOP1OH4OOc,R150,-1
364,151,ISOP1CO2R3OOH4OOH,R151,-1
371,151,R151,ISOP1CO2OO3OOH4OOH,1
25,152,R152,ISOP1CO23O4OOH,1
364,152,ISOP1CO2R3OOH4OOH,R152,-1
369,153,R153,ISOP1CO2OOH3OO4OOH,1
371,153,ISOP1CO2OO3OOH4OOH,R153,-1
370,154,R154,ISOP1CO2OOH3OOH4OO,1
371,154,ISOP1CO2OO3OOH4OOH,R154,-1
369,155,ISOP1CO2OOH3OO4OOH,R155,-1
371,155,R155,ISOP1CO2OO3OOH4OOH,1
369,156,ISOP1CO2OOH3OO4OOH,R156,-1
370,156,R156,ISOP1CO2OOH3OOH4OO,1
370,157,ISOP1CO2OOH3OOH4OO,R157,-1
371,157,R157,ISOP1CO2OO3OOH4OOH,1
369,158,R158,ISOP1CO2OOH3OO4OOH,1
370,158,ISOP1CO2OOH3OOH4OO,R158,-1
41,159,R159,ISOP1CO2OOH3OOH4CO,1
371,159,ISOP1CO2OO3OOH4OOH,R159,-1
47,160,R160,MVK3OOH4OOH,1
199,160,R160,CO,1
371,160,ISOP1CO2OO3OOH4OOH,R160,-1
47,161,R161,MVK3OOH4OOH,1
199,161,R161,CO,1
369,161,ISOP1CO2OOH3OO4OOH,R161,-1
47,162,R162,MVK3OOH4OOH,1
199,162,R162,CO,1
370,162,ISOP1CO2OOH3OOH4OO,R162,-1
28,163,R163,ISOP1CO2N3OOH4OOH,1
371,163,ISOP1CO2OO3OOH4OOH,R163,-1
47,164,R164,MVK3OOH4OOH,1
199,164,R164,CO,1
371,164,ISOP1CO2OO3OOH4OOH,R164,-1
7,165,R165,MGLY,1
29,165,R165,HPETHNL,1
371,165,ISOP1CO2OO3OOH4OOH,R165,-1
7,166,R166,MGLY,1
29,166,R166,HPETHNL,1
371,166,ISOP1CO2OO3OOH4OOH,R166,-1
47,167,R167,MVK3OOH4OOH,1
199,167,R167,CO,1
371,167,ISOP1CO2OO3OOH4OOH,R167,-1
30,168,R168,ISOP1CO2OOH3N4OOH,1
369,168,ISOP1CO2OOH3OO4OOH,R168,-1
47,169,R169,MVK3OOH4OOH,1
199,169,R169,CO,1
369,169,ISOP1CO2OOH3OO4OOH,R169,-1
7,170,R170,MGLY,1
29,170,R170,HPETHNL,1
369,170,ISOP1CO2OOH3OO4OOH,R170,-1
7,171,R171,MGLY,1
29,171,R171,HPETHNL,1
369,171,ISOP1CO2OOH3OO4OOH,R171,-1
47,172,R172,MVK3OOH4OOH,1
199,172,R172,CO,1
369,172,ISOP1CO2OOH3OO4OOH,R172,-1
31,173,R173,ISOP1CO2OOH3OOH4OOH,1
369,173,ISOP1CO2OOH3OO4OOH,R173,-1
32,174,R174,ISOP1CO2OOH3OOH4N,1
370,174,ISOP1CO2OOH3OOH4OO,R174,-1
9,175,R175,HCHO,1
205,175,R175,MACR2OOH3CO,1
370,175,ISOP1CO2OOH3OOH4OO,R175,-1
31,176,R176,ISOP1CO2OOH3OOH4OOH,1
370,176,ISOP1CO2OOH3OOH4OO,R176,-1
9,177,R177,HCHO,1
205,177,R177,MACR2OOH3CO,1
370,177,ISOP1CO2OOH3OOH4OO,R177,-1
350,178,R178,ISOP1OOH4COc,1
374,178,ISOP1OO4OHc,R178,-1
326,179,R179,ISOP3OOH4CO,1
374,179,ISOP1OO4OHc,R179,-1
