! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : gckpp_EdgeList.csv
! Equation file        : gckpp.kpp
! Output root filename : gckpp
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
244,1,NO,R1,-1
247,1,R1,NO2,1
257,1,O3,R1,-1
27,2,R2,LOx,1
248,2,R2,HO2,1
250,2,OH,R2,-1
257,2,O3,R2,-1
27,3,R3,LOx,1
248,3,HO2,R3,-1
250,3,R3,OH,1
257,3,O3,R3,-1
246,4,R4,NO3,1
247,4,NO2,R4,-1
257,4,O3,R4,-1
27,5,R5,LOx,1
242,5,R5,CH2O,1
243,5,MO2,R5,-1
248,5,R5,HO2,1
257,5,O3,R5,-1
26,6,R6,POx,1
250,6,OH,R6,-2
256,6,R6,H2O,1
258,6,R6,O,1
32,7,R7,PH2O2,1
172,7,R7,H2O2,1
250,7,OH,R7,-2
248,8,HO2,R8,-1
250,8,OH,R8,-1
256,8,R8,H2O,1
172,9,H2O2,R9,-1
248,9,R9,HO2,1
250,9,OH,R9,-1
256,9,R9,H2O,1
26,10,R10,POx,1
244,10,NO,R10,-1
247,10,R10,NO2,1
248,10,HO2,R10,-1
250,10,R10,OH,1
32,11,R11,PH2O2,1
172,11,R11,H2O2,1
248,11,HO2,R11,-2
7,12,R12,CO2,1
29,12,R12,LCO,1
240,12,CO,R12,-1
248,12,R12,HO2,1
250,12,OH,R12,-1
31,13,R13,LCH4,1
166,13,CH4,R13,-1
243,13,R13,MO2,1
250,13,OH,R13,-1
256,13,R13,H2O,1
26,14,R14,POx,1
242,14,R14,CH2O,1
243,14,MO2,R14,-1
244,14,NO,R14,-1
247,14,R14,NO2,1
248,14,R14,HO2,1
78,15,R15,MENO3,1
243,15,MO2,R15,-1
