Experiment number,Temperature (K),Time (min),O3 [ppb],NO [ppb],NO2 [ppb],HCHO [ppb],HO2 [ppb],H2O2 [ppb],OH [ppb],HNO3 [ppb],CO [ppb],H2 [ppb],ALD2 [ppb],MGLY [ppb],MCO3 [ppb],PAN [ppb],H2O [ppb],O2 [ppb]
1.0,288.3574087679784,3000.0,29.99474081852712,5.032110502869017e-6,0.0007449843924060932,5.712372449027543,6.301060814702788,4.48601048682888,2.456163133998888e-5,1.5630136754347277,12.397808012497315,1.0745645008806775,3.7208654384665882,11.368237765666354,5.1091767840776905,10.602567215134455,4.634202647428706,2.0999997296601266e8
1.0,288.3574087679784,3300.0,29.996307420144323,4.01067396299587e-6,0.0006632785159015204,5.558516724379803,7.0445743231085185,4.474588628816499,2.4569065879682563e-5,1.5630173489346966,13.170006780072054,1.1613861384270292,3.710012575940604,10.75001395209345,5.738114791686454,10.602646268947533,4.655527757937372,2.099999715918593e8
1.0,288.3574087679784,3600.0,29.99767837206504,3.305113623139354e-6,0.0006009467376993338,5.40879391722525,7.7513006649421605,4.463193655322165,2.462981616963859e-5,1.5630206537033897,13.904454670364766,1.2458710401216908,3.699175604466658,10.165408273026094,6.33343800762251,10.602706001517381,4.676606661539033,2.099999702885172e8
2.0,289.3185892084964,0.0,21.706342359234874,17.17349466912881,6.392633574254837,28.18326843198884,0.0032191019229275107,1.5791906602724803,0.0007219827350406844,0.0,0.0,0.0,0.7933388944734076,33.18789977689934,0.003723466293304379,0.7546387509802023,0.0,2.1000000000000003e8
2.0,289.3185892084964,300.0,18.944764665310377,10.067156760865899,9.332599240344486,25.52904303947797,0.0063941665915012175,1.5513843926431807,0.0011083993832238042,2.2616660799278154,4.459901379646526,0.4130698211775274,0.6937606624843832,31.383097553362393,0.002960877774504571,2.6593449132256453,2.089193608802367,2.099999965340438e8
2.0,289.3185892084964,600.0,20.568015728150378,7.635459427945378,7.846543473045119,23.08127624056212,0.008154862904813648,1.523451208378496,0.0012313578043361085,4.38499236100594,8.616232579055113,0.7881714527262331,0.6045652310952232,29.676437322301393,0.0034376363670315367,4.453771732367407,4.026542950826804,2.0999998908371213e8
2.0,289.3185892084964,900.0,22.35872348386267,5.47902514100805,6.324000805962648,20.662944134203595,0.011153004783092484,1.4928720339337194,0.0014219687123787864,6.365240276171896,12.651624147476767,1.1265328651554383,0.5173485681695819,28.062587464093678,0.004170316718838443,6.152500771221255,5.998314948682996,2.0999998167064503e8
2.0,289.3185892084964,1200.0,24.36291088632132,3.572260575774178,4.783085419848534,18.207610725196258,0.01717484394512566,1.457980726217412,0.0017383806968595424,8.203234799017011,16.638037718631928,1.4283720110594635,0.43001911863820674,26.536502392377834,0.005401864247210797,7.762186199724124,8.074987710954392,2.0999997417019352e8
2.0,289.3185892084964,1500.0,26.67466557789548,1.8958771042252027,3.244709897647178,15.603481823950743,0.033687246188923756,1.4154754086623378,0.002326247218956303,9.890797308927588,20.693077674622547,1.692861807276975,0.3395894187950412,25.093410228640707,0.007817798483747702,9.289382683563876,10.377425844245373,2.0999996636350125e8
2.0,289.3185892084964,1800.0,29.438123532709376,0.4884801921250796,1.7421490963473778,12.687561658140364,0.13149018748687274,1.3588921974483472,0.003306154933293879,11.352910967470654,24.986554313093777,1.9175589535478614,0.24346865423675423,23.728797738857235,0.014235006529958039,10.737226738420734,13.084858435550094,2.0999995793063575e8
2.0,289.3185892084964,2100.0,31.578808202597596,0.014000548491794057,0.31863527801167324,10.495769633390845,0.9938724606980509,1.309321200999963,0.0011280867512950092,11.954774128985685,28.481922497535184,2.099868329757575,0.18011603223726672,22.43839547145545,0.065272649332231,12.033357038874682,15.099636261184385,2.099999510118647e8
2.0,289.3185892084964,2400.0,31.744589049533392,9.654683783889288e-5,0.005479076744095083,10.066160256654484,2.4173369620474765,1.3019569099468984,2.9405811293367173e-5,11.96374493116899,30.13315289995414,2.2580692520126324,0.1748688410245102,21.21816690652646,0.971962774358955,12.351446439612918,15.27652291905846,2.0999994802263418e8
2.0,289.3185892084964,2700.0,31.753938077391894,2.7861185132060513e-5,0.0024704727313391455,9.796537102975728,3.781527247584407,1.298684674244731,1.8178445789048922e-5,11.96376232204052,31.55677278644833,2.4110240231865685,0.17441026890815925,20.064295555572905,2.1231701077039866,12.354506338406852,15.291624310675338,2.0999994548580584e8
2.0,289.3185892084964,3000.0,31.75911799275412,1.3714209887102157e-5,0.0016288500043389505,9.537678959623268,5.077645093555928,1.2955233443204235,1.5193175842424728e-5,11.963769307148809,32.90684662789216,2.5599007899447064,0.1740718415909659,18.973172614001395,3.2137363137388073,12.355355123000813,15.302506346123288,2.0999994308819115e8
2.0,289.3185892084964,3300.0,31.76276135854462,8.36306507180482e-6,0.0012321880845289302,9.286843460010319,6.309199698988983,1.2924048092324907,1.3895319343334598e-5,11.96377364764581,34.18955064601791,2.7048498344601835,0.1737747652810534,17.941385671128103,4.245381872534629,12.355752795568442,15.31183570359315,2.0999994081755754e8
2.0,289.3185892084964,3600.0,31.76559514366508,5.743142522918369e-6,0.0010017609756043358,9.043150408757118,7.47954882492979,1.2893103576965719,1.3230617677519225e-5,11.963776832392266,35.408998094017754,2.845989974175973,0.17349743153686606,16.965707556650646,5.221069317336665,12.355982657853458,15.320342179486385,2.0999993866586006e8
3.0,292.8411634344682,0.0,35.6613153814218,3.3092169450876256,10.544913778032514,23.13549978850876,0.008539009571180256,1.7376278243921273,0.00029617985625776617,0.0,0.0,0.0,7.314774379355179,37.86562417156657,0.009996851103236141,8.901929293661667,0.0,2.0999999999999997e8
